track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 30th November 2022 17:30,N/A,17:30,Standard,1m 4f,Turf Range (IRE),W. M. Lordan,0,D. Broad,2nd,1/2 l,6,9-12b,66,True,33,22
Dundalk Racing Results | 30th November 2022 17:30,N/A,17:30,Standard,1m 4f,Cold Steel (USA),William James Lee,0,Andrew Oliver,1st,N/A,4,10-2,70,True,33,22
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Goven (FR),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,6,11-12t,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,John Cannon,Connor King,0,Joseph G. Murphy,F,N/A,7,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Jakes Dream (IRE),S. D. Torrens,0,Michael Winters,9th,17 l,7,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Definetly Darsi (IRE),Jordan Colin Gainford,0,Cian Michael Collins,8th,6 l,7,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Kalli's Quest (IRE),A. M. McCurtin,3,Terence O'Brien,7th,29 l,9,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Ardamir (FR),Patrick O'Hanlon,5,P. J. Rothwell,6th,5 l,10,11-12p,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,From The Ashes (IRE),P. Byrnes,5,Charles Byrnes,5th,3 3/4 l,5,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Commandingpresence (IRE),D. J. O'Keeffe,0,Andrew McNamara,4th,14 l,7,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Brides Hill (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,9 1/2 l,5,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Telmesomethinggirl (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,3 3/4 l,7,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Glengouly (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Goven (FR),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,6,11-12t,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,John Cannon,Connor King,0,Joseph G. Murphy,F,N/A,7,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Jakes Dream (IRE),S. D. Torrens,0,Michael Winters,9th,17 l,7,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Definetly Darsi (IRE),Jordan Colin Gainford,0,Cian Michael Collins,8th,6 l,7,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Kalli's Quest (IRE),A. M. McCurtin,3,Terence O'Brien,7th,29 l,9,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Ardamir (FR),Patrick O'Hanlon,5,P. J. Rothwell,6th,5 l,10,11-12p,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,From The Ashes (IRE),P. Byrnes,5,Charles Byrnes,5th,3 3/4 l,5,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Commandingpresence (IRE),D. J. O'Keeffe,0,Andrew McNamara,4th,14 l,7,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Brides Hill (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,9 1/2 l,5,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Telmesomethinggirl (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,3 3/4 l,7,11-5,-,True,33,23
Thurles Racing Results | 1st December 2022 12:32,N/A,12:32,Yielding (Good To Yielding In Places),2m 2f,Glengouly (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-12,-,True,33,23
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Johanna Yeats (IRE),Phillip Enright,0,Brendan Maurice Walsh,PU,N/A,8,10-3t,84,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Western Sea (IRE),Mr L. P. Shanahan,7,Ross O'Sullivan,11th,15 l,9,11-13p,108,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Padraic's Choice (IRE),Jordan Colin Gainford,0,John Joseph Hanlon,10th,3 1/2 l,7,10-2,83,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Presenting Bonnie (IRE),S. Fitzgerald,3,John Patrick Ryan,9th,5 1/2 l,7,11-3,98,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Dreamsrmadeofthis (IRE),T. Joseph Kelly,7,Enda Bolger,8th,1 3/4 l,5,11-7,102,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Toms Courage (IRE),M. P. O'Connor,5,John Michael Burke,7th,Head,8,11-5p,100,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Cahirdown Boy (IRE),C. P. McNamara,0,Eric McNamara,6th,1 l,7,11-7t,102,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Berliet Express (IRE),J. P. O'Sullivan,5,P. J. Rothwell,5th,1 1/4 l,6,10-12t,93,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Added Bonus (IRE),Sam Ewing,0,Brendan Maurice Walsh,4th,2 l,8,10-4tp1,85,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Stumptown (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,3 1/4 l,5,12-2,111,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Union Park (FR),D. J. O'Keeffe,0,P. J. Rothwell,2nd,5 1/2 l,6,11-1t,96,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Filon D'oudairies (FR),C. G. O'Dwyer,7,J. P. Broderick,1st,N/A,7,12-0,109,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Johanna Yeats (IRE),Phillip Enright,0,Brendan Maurice Walsh,PU,N/A,8,10-3t,84,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Western Sea (IRE),Mr L. P. Shanahan,7,Ross O'Sullivan,11th,15 l,9,11-13p,108,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Padraic's Choice (IRE),Jordan Colin Gainford,0,John Joseph Hanlon,10th,3 1/2 l,7,10-2,83,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Presenting Bonnie (IRE),S. Fitzgerald,3,John Patrick Ryan,9th,5 1/2 l,7,11-3,98,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Dreamsrmadeofthis (IRE),T. Joseph Kelly,7,Enda Bolger,8th,1 3/4 l,5,11-7,102,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Toms Courage (IRE),M. P. O'Connor,5,John Michael Burke,7th,Head,8,11-5p,100,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Cahirdown Boy (IRE),C. P. McNamara,0,Eric McNamara,6th,1 l,7,11-7t,102,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Berliet Express (IRE),J. P. O'Sullivan,5,P. J. Rothwell,5th,1 1/4 l,6,10-12t,93,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Added Bonus (IRE),Sam Ewing,0,Brendan Maurice Walsh,4th,2 l,8,10-4tp1,85,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Stumptown (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,3 1/4 l,5,12-2,111,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Union Park (FR),D. J. O'Keeffe,0,P. J. Rothwell,2nd,5 1/2 l,6,11-1t,96,True,33,24
Thurles Racing Results | 1st December 2022 13:02,N/A,13:02,Yielding (Good To Yielding In Places),2m 2f,Filon D'oudairies (FR),C. G. O'Dwyer,7,J. P. Broderick,1st,N/A,7,12-0,109,True,33,24
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Indie Belle (IRE),J. J. Slevin,0,Robert Widger,5th,1 1/4 l,5,10-7,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Mount Ida (IRE),J. W. Kennedy,0,Gordon Elliott,4th,6 l,8,11-0tp,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Cilaos Emery (FR),P. Townend,0,W. P. Mullins,3rd,15 l,10,11-7h,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Escaria Ten (FR),A. P. Heskin,0,Gordon Elliott,2nd,2 l,8,11-0b,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Darasso (FR),M. P. Walsh,0,Joseph Patrick O'Brien,1st,N/A,9,11-4tb,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Indie Belle (IRE),J. J. Slevin,0,Robert Widger,5th,1 1/4 l,5,10-7,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Mount Ida (IRE),J. W. Kennedy,0,Gordon Elliott,4th,6 l,8,11-0tp,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Cilaos Emery (FR),P. Townend,0,W. P. Mullins,3rd,15 l,10,11-7h,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Escaria Ten (FR),A. P. Heskin,0,Gordon Elliott,2nd,2 l,8,11-0b,-,True,33,25
Thurles Racing Results | 1st December 2022 13:32,N/A,13:32,Yielding (Good To Yielding In Places),2m 6f,Darasso (FR),M. P. Walsh,0,Joseph Patrick O'Brien,1st,N/A,9,11-4tb,-,True,33,25
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Hands Of Gold (IRE),M. P. Walsh,0,A. L. T. Moore,F,N/A,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Misstheamaria (IRE),E. Dwan,7,Ms M. M. Gannon,14th,1 1/2 l,4,10-6,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Stellium (IRE),D. E. Mullins,0,M. C. Grassick,13th,1 l,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Falvio (POL),L. A. McKenna,7,A. J. Martin,12th,2 3/4 l,4,11-7t,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Small Money (IRE),Richard Deegan,0,Anthony Mullins,11th,2 3/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Surviving Murmansk (IRE),M. J. M. O'Sullivan,5,Mrs A. M. O'Shea,10th,18 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,French Company (IRE),R. A. Doyle,0,J. G. Coogan,9th,2 1/4 l,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,San Martino (IRE),Sam Ewing,0,Peter Fahey,8th,6 1/2 l,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,7th,3/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,On The Tide (IRE),J. J. Slevin,0,Seamus Neville,6th,Neck,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Trust Me Nate,Jordan Colin Gainford,0,Gordon Elliott,5th,3/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Ages Of Man (IRE),S. F. O'Keeffe,0,Anthony McCann,4th,1 1/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Jeepydoff Meel (FR),J. W. Kennedy,0,Gordon Elliott,3rd,3 1/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Innatendue (FR),S. D. Torrens,0,John McConnell,2nd,3 1/2 l,4,11-0t,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,No Looking Back (IRE),Phillip Enright,0,Oliver McKiernan,1st,N/A,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Hands Of Gold (IRE),M. P. Walsh,0,A. L. T. Moore,F,N/A,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Misstheamaria (IRE),E. Dwan,7,Ms M. M. Gannon,14th,1 1/2 l,4,10-6,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Stellium (IRE),D. E. Mullins,0,M. C. Grassick,13th,1 l,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Falvio (POL),L. A. McKenna,7,A. J. Martin,12th,2 3/4 l,4,11-7t,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Small Money (IRE),Richard Deegan,0,Anthony Mullins,11th,2 3/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Surviving Murmansk (IRE),M. J. M. O'Sullivan,5,Mrs A. M. O'Shea,10th,18 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,French Company (IRE),R. A. Doyle,0,J. G. Coogan,9th,2 1/4 l,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,San Martino (IRE),Sam Ewing,0,Peter Fahey,8th,6 1/2 l,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,7th,3/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,On The Tide (IRE),J. J. Slevin,0,Seamus Neville,6th,Neck,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Trust Me Nate,Jordan Colin Gainford,0,Gordon Elliott,5th,3/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Ages Of Man (IRE),S. F. O'Keeffe,0,Anthony McCann,4th,1 1/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Jeepydoff Meel (FR),J. W. Kennedy,0,Gordon Elliott,3rd,3 1/4 l,4,10-13,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,Innatendue (FR),S. D. Torrens,0,John McConnell,2nd,3 1/2 l,4,11-0t,-,True,33,26
Thurles Racing Results | 1st December 2022 14:02,N/A,14:02,Yielding,1m 7f 199y,No Looking Back (IRE),Phillip Enright,0,Oliver McKiernan,1st,N/A,4,11-7,-,True,33,26
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Knockane Lady (IRE),T. N. Brett,7,Ray Hackett,PU,N/A,5,10-13h1,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Costaweefortune (IRE),G. B. Noonan,7,Ian O'Connor,14th,2 l,6,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Pana To Milan (IRE),S. D. Torrens,0,Michael Winters,13th,6 l,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Glenvara Lady (IRE),Trevor Ryan,5,Donal Commins,12th,10 l,6,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Special Protector (IRE),C. M. Quirke,7,Timothy Doyle,11th,Head,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Cash The Cheque (IRE),J. J. Slevin,0,Anthony McCann,10th,6 1/2 l,4,11-7h,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Cathys Quest (IRE),Phillip Enright,0,Terence O'Brien,9th,4 1/2 l,5,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Lovely Reaction (IRE),B. J. Cooper,0,Thomas Mullins,8th,2 3/4 l,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Moon Rise Beauty (FR),P. Townend,0,W. P. Mullins,7th,19 l,5,11-7t,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Hamartia (IRE),Sarah Kavanagh,7,Colm A. Murphy,6th,1 3/4 l,5,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Chautuaqua (IRE),Donagh Meyler,0,Denis Hogan,5th,4 3/4 l,4,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Mollys Glory (IRE),D. E. Mullins,0,M. C. Grassick,4th,2 l,7,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,A Law Of Her Own (IRE),Sam Ewing,0,Peter Fahey,3rd,7 l,5,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Foxy Girl (FR),Rachael Blackmore,0,Henry de Bromhead,2nd,4 1/2 l,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Liberty Dance (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Knockane Lady (IRE),T. N. Brett,7,Ray Hackett,PU,N/A,5,10-13h1,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Costaweefortune (IRE),G. B. Noonan,7,Ian O'Connor,14th,2 l,6,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Pana To Milan (IRE),S. D. Torrens,0,Michael Winters,13th,6 l,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Glenvara Lady (IRE),Trevor Ryan,5,Donal Commins,12th,10 l,6,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Special Protector (IRE),C. M. Quirke,7,Timothy Doyle,11th,Head,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Cash The Cheque (IRE),J. J. Slevin,0,Anthony McCann,10th,6 1/2 l,4,11-7h,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Cathys Quest (IRE),Phillip Enright,0,Terence O'Brien,9th,4 1/2 l,5,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Lovely Reaction (IRE),B. J. Cooper,0,Thomas Mullins,8th,2 3/4 l,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Moon Rise Beauty (FR),P. Townend,0,W. P. Mullins,7th,19 l,5,11-7t,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Hamartia (IRE),Sarah Kavanagh,7,Colm A. Murphy,6th,1 3/4 l,5,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Chautuaqua (IRE),Donagh Meyler,0,Denis Hogan,5th,4 3/4 l,4,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Mollys Glory (IRE),D. E. Mullins,0,M. C. Grassick,4th,2 l,7,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,A Law Of Her Own (IRE),Sam Ewing,0,Peter Fahey,3rd,7 l,5,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Foxy Girl (FR),Rachael Blackmore,0,Henry de Bromhead,2nd,4 1/2 l,4,10-13,-,True,33,27
Thurles Racing Results | 1st December 2022 14:32,N/A,14:32,Yielding,1m 7f 199y,Liberty Dance (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-7,-,True,33,27
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Kanturk Touch (IRE),S. D. Torrens,0,Michael Winters,PU,N/A,6,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Le Fanu (IRE),A. M. McCurtin,3,Brendan Maurice Walsh,F,N/A,6,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Coburg (IRE),Richard Deegan,0,Liam P. Cusack,13th,30 l,5,11-12t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Abu Hazem,J. J. Slevin,0,Anthony McCann,12th,1 1/4 l,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Duncarrig (IRE),Patrick O'Hanlon,5,P. J. Rothwell,11th,1/2 l,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Mount Gable (IRE),E. Dwan,7,Mrs Julie Cashin,10th,21 l,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Scrum Half (IRE),B. J. Cooper,0,Noel Meade,9th,2 3/4 l,4,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Aslukwoodhavit,Rachael Blackmore,0,Henry de Bromhead,8th,3 l,6,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Mac's Xpress (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,7th,4 3/4 l,4,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Allibaba,P. Townend,0,W. P. Mullins,6th,3 1/2 l,4,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Musta Lovea Lovea (IRE),Phillip Enright,0,Oliver McKiernan,5th,Short Head,6,11-12t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,I Am Rocco,Jack Foley,0,W. P. Mullins,4th,Short Head,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Captains Nephew (IRE),J. P. O'Sullivan,5,P. J. Rothwell,3rd,17 l,5,11-12t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Purse Price,J. W. Kennedy,0,Gordon Elliott,2nd,7 1/2 l,5,11-5t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Popova (IRE),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,5,11-5,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Kanturk Touch (IRE),S. D. Torrens,0,Michael Winters,PU,N/A,6,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Le Fanu (IRE),A. M. McCurtin,3,Brendan Maurice Walsh,F,N/A,6,11-12,-,True,33,28
