track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 8th December 2024 14:50,N/A,14:50,Soft (Yielding To Soft In Places),2m 4f,Young Lucy (IRE),D King,0,A J Martin,5th,1 3/4 l,5,11-2,104,True,154,29
Cork Racing Results | 8th December 2024 14:50,N/A,14:50,Soft (Yielding To Soft In Places),2m 4f,Johnny Blue (IRE),P Townend,0,W P Mullins,4th,2 1/4 l,5,11-9,111,True,154,29
Cork Racing Results | 8th December 2024 14:50,N/A,14:50,Soft (Yielding To Soft In Places),2m 4f,Mercury Mission,T Power Roche,7,P J Rothwell,3rd,1 1/2 l,5,10-13p1,101,True,154,29
Cork Racing Results | 8th December 2024 14:50,N/A,14:50,Soft (Yielding To Soft In Places),2m 4f,Junior Rattler (IRE),P T Enright,0,O McKiernan,2nd,2 l,9,11-9tp,111,True,154,29
Cork Racing Results | 8th December 2024 14:50,N/A,14:50,Soft (Yielding To Soft In Places),2m 4f,One Big Boum (IRE),B Hayes,0,P Fenton,1st,N/A,5,11-5,107,True,154,29
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Liberated Light (IRE),Mr J L Gleeson,3,John E & Kiely,NR,N/A,5,11-12p1,100,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Chautuaqua (IRE),D King,0,D Hogan,NR,N/A,6,12-0,102,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Zoomtime (IRE),Miss A L Fitzgibbon,7,C Byrnes,22nd,8 1/2 l,6,12-0,102,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Splendid Choice (IRE),T Power Roche,7,P J Rothwell,21st,36 l,5,11-10p1,98,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Ladyeze Man (IRE),C Stone-Walsh,5,J P Flavin,20th,17 l,6,11-0t,88,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Del Girl (IRE),S F O'Keeffe,0,S Crawley,19th,6 1/2 l,5,11-2,90,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Do The Math (IRE),K E Buckley,0,S Crawley,18th,1/2 l,5,11-1,89,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Kobalt St Georges (FR),R P Treacy,0,R Tyner,17th,1 3/4 l,4,11-13h1,101,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Let Him B (IRE),R Deegan,0,C Byrnes,16th,6 l,4,11-7,95,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Imperial Tune (IRE),S W Flanagan,0,L Casey,15th,Nose,8,11-1,89,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Island Mccoo (IRE),C M Quirke,5,D Collins,14th,3 1/2 l,7,11-8,96,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Wyoming Baby (IRE),B Hayes,0,R Tyner,13th,4 1/4 l,6,11-2,90,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Rebel Cowgirl (IRE),D E Mullins,0,M A Cahill,12th,17 l,5,11-0h1,88,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Colleen Danu (IRE),M J M O'Sullivan,0,P T Foley,11th,6 1/2 l,5,11-13,101,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Dalmatic (IRE),C P Millar,5,W J O'Doherty,10th,5 l,4,11-3,91,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Lispendense (IRE),D Meyler,0,D Cullen,9th,1 3/4 l,9,11-7t1,95,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Phildante (IRE),H Morgan,0,E Doyle,8th,2 1/4 l,7,10-12t,86,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Coffee Bay (IRE),A Harvey,5,J P Flavin,7th,12 l,6,11-5,93,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,A Nod To Getaway (IRE),G B Noonan,5,P O'Flynn,6th,1/2 l,7,10-12t,86,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Junot (IRE),G Brouder,5,M Winters,5th,3 l,5,11-3,91,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Seskin Flash (IRE),L Quinlan,3,P Carey,4th,4 l,5,11-6,94,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,The Dooner Citizen (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,3rd,1 1/4 l,6,10-11tp1,85,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Hesasmoothoperator (IRE),D J O'Keeffe,0,T Gibney,2nd,Short Head,6,11-3,91,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,One And Only (IRE),P T Enright,0,O McKiernan,1st,N/A,6,11-0tp,88,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Liberated Light (IRE),Mr J L Gleeson,3,John E & Kiely,NR,N/A,5,11-12p1,100,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Chautuaqua (IRE),D King,0,D Hogan,NR,N/A,6,12-0,102,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Zoomtime (IRE),Miss A L Fitzgibbon,7,C Byrnes,22nd,8 1/2 l,6,12-0,102,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Splendid Choice (IRE),T Power Roche,7,P J Rothwell,21st,36 l,5,11-10p1,98,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Ladyeze Man (IRE),C Stone-Walsh,5,J P Flavin,20th,17 l,6,11-0t,88,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Del Girl (IRE),S F O'Keeffe,0,S Crawley,19th,6 1/2 l,5,11-2,90,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Do The Math (IRE),K E Buckley,0,S Crawley,18th,1/2 l,5,11-1,89,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Kobalt St Georges (FR),R P Treacy,0,R Tyner,17th,1 3/4 l,4,11-13h1,101,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Let Him B (IRE),R Deegan,0,C Byrnes,16th,6 l,4,11-7,95,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Imperial Tune (IRE),S W Flanagan,0,L Casey,15th,Nose,8,11-1,89,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Island Mccoo (IRE),C M Quirke,5,D Collins,14th,3 1/2 l,7,11-8,96,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Wyoming Baby (IRE),B Hayes,0,R Tyner,13th,4 1/4 l,6,11-2,90,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Rebel Cowgirl (IRE),D E Mullins,0,M A Cahill,12th,17 l,5,11-0h1,88,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Colleen Danu (IRE),M J M O'Sullivan,0,P T Foley,11th,6 1/2 l,5,11-13,101,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Dalmatic (IRE),C P Millar,5,W J O'Doherty,10th,5 l,4,11-3,91,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Lispendense (IRE),D Meyler,0,D Cullen,9th,1 3/4 l,9,11-7t1,95,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Phildante (IRE),H Morgan,0,E Doyle,8th,2 1/4 l,7,10-12t,86,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Coffee Bay (IRE),A Harvey,5,J P Flavin,7th,12 l,6,11-5,93,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,A Nod To Getaway (IRE),G B Noonan,5,P O'Flynn,6th,1/2 l,7,10-12t,86,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Junot (IRE),G Brouder,5,M Winters,5th,3 l,5,11-3,91,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Seskin Flash (IRE),L Quinlan,3,P Carey,4th,4 l,5,11-6,94,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,The Dooner Citizen (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,3rd,1 1/4 l,6,10-11tp1,85,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,Hesasmoothoperator (IRE),D J O'Keeffe,0,T Gibney,2nd,Short Head,6,11-3,91,True,154,30
Cork Racing Results | 8th December 2024 15:25,N/A,15:25,Soft (Yielding To Soft In Places),2m 4f,One And Only (IRE),P T Enright,0,O McKiernan,1st,N/A,6,11-0tp,88,True,154,30
N/A,N/A,11:50,Yielding,2m 98y,Someone's Wish (IRE),Sam Ewing,0,G Elliott,NR,N/A,4,11-3p,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,An Epic Song (FR),R A Doyle,0,M Brassil,F,N/A,7,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Brazil (IRE),M P Walsh,0,P Roche,9th,3 1/4 l,6,11-5t,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Nas Na Riogh (IRE),M P O'Connor,0,H De Bromhead,8th,15 l,6,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Conyers Hill (IRE),J C Gainford,0,P Nolan,7th,3 1/2 l,6,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Fascile Mode (IRE),D E Mullins,0,T Mullins,6th,1/2 l,6,11-9,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Canal End (IRE),S D Torrens,0,Peter Fahey,5th,2 1/2 l,6,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Zurich (FR),B Hayes,0,H De Bromhead,4th,4 1/4 l,5,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Listentillitellyea (IRE),K E Buckley,0,T Gibney,3rd,3/4 l,8,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Jasko Des Dames (FR),D J O'Keeffe,0,H De Bromhead,2nd,6 1/2 l,5,11-12t,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Ifiwerearichman (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,6,11-5h,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Someone's Wish (IRE),Sam Ewing,0,G Elliott,NR,N/A,4,11-3p,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,An Epic Song (FR),R A Doyle,0,M Brassil,F,N/A,7,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Brazil (IRE),M P Walsh,0,P Roche,9th,3 1/4 l,6,11-5t,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Nas Na Riogh (IRE),M P O'Connor,0,H De Bromhead,8th,15 l,6,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Conyers Hill (IRE),J C Gainford,0,P Nolan,7th,3 1/2 l,6,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Fascile Mode (IRE),D E Mullins,0,T Mullins,6th,1/2 l,6,11-9,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Canal End (IRE),S D Torrens,0,Peter Fahey,5th,2 1/2 l,6,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Zurich (FR),B Hayes,0,H De Bromhead,4th,4 1/4 l,5,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Listentillitellyea (IRE),K E Buckley,0,T Gibney,3rd,3/4 l,8,11-5,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Jasko Des Dames (FR),D J O'Keeffe,0,H De Bromhead,2nd,6 1/2 l,5,11-12t,-,True,154,31
N/A,N/A,11:50,Yielding,2m 98y,Ifiwerearichman (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,6,11-5h,-,True,154,31
N/A,N/A,12:20,Yielding,2m 7f 70y,Billericay Dickie (IRE),S F O'Keeffe,0,W P Mullins,NR,N/A,5,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Cleatus Poolaw,D J Gilligan,0,G Elliott,NR,N/A,6,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Cosmo Renfro (IRE),K E Buckley,0,S Nolan,PU,N/A,7,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Futurum Regem (IRE),B W Harvey,0,H P Finegan,8th,9 1/2 l,8,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Castle Field Boy (IRE),M J M O'Sullivan,0,P T Foley,7th,6 1/2 l,8,11-12t,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Dorans Law (IRE),J P O'Sullivan,0,P J Rothwell,6th,9 1/2 l,6,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Buachaillbocht,M P Walsh,0,T M Walsh,5th,31 l,6,11-12t1,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Olympic Man (FR),D E Mullins,0,W P Mullins,4th,1 l,7,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Mossy Fen Park (IRE),D J O'Keeffe,0,H De Bromhead,3rd,2 3/4 l,5,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Shannon Royale (IRE),Sam Ewing,0,G Elliott,2nd,1 1/2 l,6,11-12p,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Dancing City (FR),P Townend,0,W P Mullins,1st,N/A,7,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Billericay Dickie (IRE),S F O'Keeffe,0,W P Mullins,NR,N/A,5,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Cleatus Poolaw,D J Gilligan,0,G Elliott,NR,N/A,6,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Cosmo Renfro (IRE),K E Buckley,0,S Nolan,PU,N/A,7,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Futurum Regem (IRE),B W Harvey,0,H P Finegan,8th,9 1/2 l,8,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Castle Field Boy (IRE),M J M O'Sullivan,0,P T Foley,7th,6 1/2 l,8,11-12t,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Dorans Law (IRE),J P O'Sullivan,0,P J Rothwell,6th,9 1/2 l,6,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Buachaillbocht,M P Walsh,0,T M Walsh,5th,31 l,6,11-12t1,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Olympic Man (FR),D E Mullins,0,W P Mullins,4th,1 l,7,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Mossy Fen Park (IRE),D J O'Keeffe,0,H De Bromhead,3rd,2 3/4 l,5,11-12,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Shannon Royale (IRE),Sam Ewing,0,G Elliott,2nd,1 1/2 l,6,11-12p,-,True,154,32
N/A,N/A,12:20,Yielding,2m 7f 70y,Dancing City (FR),P Townend,0,W P Mullins,1st,N/A,7,11-12,-,True,154,32
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Syracus Du Houx (FR),P T Enright,0,O McKiernan,UR,N/A,6,11-12p,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Ourgingernut (IRE),H E Sexton,7,P A Fahy,PU,N/A,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Tag Master (IRE),Anna McGuinness,7,T Gibney,PU,N/A,6,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Chardonay (IRE),R P Treacy,0,L Casey,16th,18 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Lady's Slipper (IRE),D E Mullins,0,D Murphy,15th,3 1/4 l,6,11-5,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Midnight Eugene (IRE),Mr D Doyle,7,T Doyle,14th,8 1/2 l,7,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Millie B (IRE),C M Quirke,5,Miss E Lalor,13th,59 l,6,11-5,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Roc My Haarth (IRE),L Quinlan,3,R Hackett,12th,4 3/4 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Carricktriss (IRE),H Morgan,0,E Doyle,11th,3 1/2 l,5,11-12t,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Tumuch (FR),Sam Ewing,0,G Elliott,10th,8 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Silas Marner (IRE),G Brouder,5,C O'Brien,9th,15 l,7,11-12t,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Ballysax Hank (IRE),K M Donoghue,0,B W Duke,8th,1 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Supreme Ruler (FR),S W Flanagan,0,B Connell,7th,4 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Goody Four Shoes (IRE),D King,0,T Gibney,6th,6 1/2 l,6,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Minella Post,K E Buckley,0,T Gibney,5th,Short Head,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Joystick (FR),P Townend,0,W P Mullins,4th,3/4 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Mclaurey (IRE),M P Walsh,0,E Mullins,3rd,1 1/4 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Forty Coats (IRE),D J O'Keeffe,0,H De Bromhead,2nd,4 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,James's Gate (IRE),R A Doyle,0,M Brassil,1st,N/A,7,11-12t,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Syracus Du Houx (FR),P T Enright,0,O McKiernan,UR,N/A,6,11-12p,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Ourgingernut (IRE),H E Sexton,7,P A Fahy,PU,N/A,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Tag Master (IRE),Anna McGuinness,7,T Gibney,PU,N/A,6,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Chardonay (IRE),R P Treacy,0,L Casey,16th,18 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Lady's Slipper (IRE),D E Mullins,0,D Murphy,15th,3 1/4 l,6,11-5,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Midnight Eugene (IRE),Mr D Doyle,7,T Doyle,14th,8 1/2 l,7,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Millie B (IRE),C M Quirke,5,Miss E Lalor,13th,59 l,6,11-5,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Roc My Haarth (IRE),L Quinlan,3,R Hackett,12th,4 3/4 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Carricktriss (IRE),H Morgan,0,E Doyle,11th,3 1/2 l,5,11-12t,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Tumuch (FR),Sam Ewing,0,G Elliott,10th,8 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Silas Marner (IRE),G Brouder,5,C O'Brien,9th,15 l,7,11-12t,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Ballysax Hank (IRE),K M Donoghue,0,B W Duke,8th,1 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Supreme Ruler (FR),S W Flanagan,0,B Connell,7th,4 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Goody Four Shoes (IRE),D King,0,T Gibney,6th,6 1/2 l,6,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Minella Post,K E Buckley,0,T Gibney,5th,Short Head,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Joystick (FR),P Townend,0,W P Mullins,4th,3/4 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Mclaurey (IRE),M P Walsh,0,E Mullins,3rd,1 1/4 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,Forty Coats (IRE),D J O'Keeffe,0,H De Bromhead,2nd,4 1/2 l,5,11-12,-,True,154,33
N/A,N/A,12:50,Good To Yielding,2m 3f 15y,James's Gate (IRE),R A Doyle,0,M Brassil,1st,N/A,7,11-12t,-,True,154,33
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Whimsy,J C Gainford,0,A McCann,NR,N/A,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Femme Magnifique (IRE),D E Mullins,0,W P Mullins,PU,N/A,6,10-11t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Pastorale (FR),M P O'Connor,0,H De Bromhead,9th,7 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Reina Del Mar (IRE),R Deegan,0,J P O'Brien,8th,Head,6,10-11t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Rockstown Girl (IRE),M J M O'Sullivan,0,A McCann,7th,2 3/4 l,6,11-1t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Cool Park (IRE),B Hayes,0,W P Mullins,6th,2 1/4 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,The Great Nudie (IRE),S W Flanagan,0,C Bowe,5th,1 1/4 l,4,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Disco Dancer (IRE),Sam Ewing,0,G Elliott,4th,4 l,5,10-11t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Cottesloe Sunshine (IRE),O R Brown,0,J P O'Brien,3rd,1/2 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Tareze (IRE),D J O'Keeffe,0,H De Bromhead,2nd,3 1/2 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Hey Sunshine (IRE),P Townend,0,W P Mullins,1st,N/A,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Whimsy,J C Gainford,0,A McCann,NR,N/A,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Femme Magnifique (IRE),D E Mullins,0,W P Mullins,PU,N/A,6,10-11t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Pastorale (FR),M P O'Connor,0,H De Bromhead,9th,7 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Reina Del Mar (IRE),R Deegan,0,J P O'Brien,8th,Head,6,10-11t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Rockstown Girl (IRE),M J M O'Sullivan,0,A McCann,7th,2 3/4 l,6,11-1t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Cool Park (IRE),B Hayes,0,W P Mullins,6th,2 1/4 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,The Great Nudie (IRE),S W Flanagan,0,C Bowe,5th,1 1/4 l,4,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Disco Dancer (IRE),Sam Ewing,0,G Elliott,4th,4 l,5,10-11t,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Cottesloe Sunshine (IRE),O R Brown,0,J P O'Brien,3rd,1/2 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Tareze (IRE),D J O'Keeffe,0,H De Bromhead,2nd,3 1/2 l,5,10-11,-,True,154,34
N/A,N/A,13:20,Good To Yielding,2m 3f 15y,Hey Sunshine (IRE),P Townend,0,W P Mullins,1st,N/A,5,10-11,-,True,154,34
N/A,N/A,13:50,Good To Yielding,2m 122y,Port Joulain (FR),P Townend,0,W P Mullins,PU,N/A,5,11-12,-,True,154,35
N/A,N/A,13:50,Good To Yielding,2m 122y,Uppertown Hill (IRE),T Power Roche,7,P J Rothwell,13th,27 l,5,11-12,-,True,154,35
N/A,N/A,13:50,Good To Yielding,2m 122y,Garde My Fortune (IRE),B W Harvey,0,K Thornton,12th,Short Head,5,11-12,-,True,154,35
N/A,N/A,13:50,Good To Yielding,2m 122y,Shanroe Nancy (IRE),D Meyler,0,K Thornton,11th,1 1/4 l,5,11-12,-,True,154,35
N/A,N/A,13:50,Good To Yielding,2m 122y,Millbrook Queen (IRE),D King,0,A J Martin,10th,1/2 l,5,11-5,-,True,154,35
