track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Be Adored (IRE),C. Horgan,7,Dermot Murphy,NR,N/A,3,8-11p1,47,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Sod's Law,L. F. Roche,0,Luke Comer,12th,30 l,7,8-13b,47,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Tara Power (IRE),G. M. Ryan,0,Keith Henry Clarke,11th,1 1/4 l,4,9-3,51,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Together Aclaim,D. W. O'Connor,0,John McConnell,10th,1 1/4 l,3,9-12,62,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Great to Get Out (IRE),Kyanna Van Buuren,10,Liam Lennon,9th,Neck,4,9-5,53,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Kartayaz (IRE),Siobhan Rutledge,5,John McConnell,8th,2 3/4 l,5,9-11,59,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Anjah (IRE),D. B. McMonagle,0,C. Moore,7th,1 l,5,9-1tp,49,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Early Strike (FR),R. P. Cleary,0,D. Buckley,6th,1/2 l,6,9-10t,58,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Nevada Brave (IRE),N. M. Crosse,0,Luke Comer,5th,2 1/2 l,4,9-0,48,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Princess Wannabe (IRE),W. M. Lordan,0,J. A. Stack,4th,1/2 l,3,9-4p,54,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Never Mistabeat (IRE),R. P. Whelan,0,Jarlath P. Fahey,3rd,2 1/2 l,5,10-0b,62,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Emeric (IRE),C. T. Keane,0,Paul W. Flynn,2nd,1/2 l,5,9-6b1,54,True,35,7
Dundalk Racing Results | 16th December 2022 20:00,N/A,20:00,Standard,1m 2f 150y,Mr Mills (IRE),R. C. Colgan,0,Christopher David Timmons,1st,N/A,4,9-1,49,True,35,7
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Rajsalad (FR),C. G. O'Dwyer,0,Conor O'Dwyer,7th,1/2 l,6,11-12,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Sweet Street (IRE),I. J. Power,0,Roger McGrath,6th,2 l,7,11-5,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Gonedairy (IRE),N. T. Prendergast,7,T. Shanahan,5th,4 3/4 l,6,11-5,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Indiana Jones (FR),D. J. O'Keeffe,0,M. F. Morris,4th,20 l,6,11-12tp,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Ballykeel (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,15 l,6,11-12,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Tenzing (IRE),S. F. O'Keeffe,0,W. P. Mullins,2nd,2 1/4 l,5,11-12,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Ramillies (IRE),P. Townend,0,W. P. Mullins,1st,N/A,7,11-12t,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Rajsalad (FR),C. G. O'Dwyer,0,Conor O'Dwyer,7th,1/2 l,6,11-12,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Sweet Street (IRE),I. J. Power,0,Roger McGrath,6th,2 l,7,11-5,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Gonedairy (IRE),N. T. Prendergast,7,T. Shanahan,5th,4 3/4 l,6,11-5,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Indiana Jones (FR),D. J. O'Keeffe,0,M. F. Morris,4th,20 l,6,11-12tp,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Ballykeel (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,15 l,6,11-12,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Tenzing (IRE),S. F. O'Keeffe,0,W. P. Mullins,2nd,2 1/4 l,5,11-12,-,True,35,8
Thurles Racing Results | 18th December 2022 12:44,N/A,12:44,Yielding (Good To Yielding In Places),3m 59y,Ramillies (IRE),P. Townend,0,W. P. Mullins,1st,N/A,7,11-12t,-,True,35,8
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Esthers Marvel (IRE),M. P. O'Connor,5,David Kenneth Budds,UR,N/A,9,10-12tp,89,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Shamrock'n Roll (IRE),Denis O'Regan,0,J. R. Finn,F,N/A,7,10-10t,87,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Golden Glen (IRE),Richard Deegan,0,Brendan Maurice Walsh,15th,3 3/4 l,8,10-5tp,82,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Glen Ava (IRE),J. J. Slevin,0,Ms Claire O'Connell,14th,6 l,6,10-6p,83,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Touch of Oscar (IRE),K. C. Sexton,0,M. Hourigan,13th,20 l,8,11-2b,93,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Presenting Bonnie (IRE),Philip Donovan,5,John Patrick Ryan,12th,5 1/2 l,7,11-4,95,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Dreamsrmadeofthis (IRE),D. J. O'Keeffe,0,Enda Bolger,11th,5 1/2 l,5,11-11,102,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,King Ferdinand (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,10th,2 1/4 l,6,11-12,103,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Thedancingfarrier (IRE),I. J. Power,0,P. Kiely,9th,11 l,10,11-10,101,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Owl Creek Bridge (IRE),B. W. Harvey,5,Eric McNamara,8th,1 1/2 l,9,11-6b1,97,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Three Loud Knocks (IRE),Patrick O'Hanlon,5,Brian Mortell,7th,2 1/2 l,10,10-5,82,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Costalita (IRE),G. B. Noonan,7,P. J. Rothwell,6th,2 1/4 l,8,10-5p,82,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Sean Says (IRE),A. M. McCurtin,3,Rodger Sweeney,5th,3 l,6,11-11p,102,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Arverne (FR),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,4th,3/4 l,7,11-12b,103,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Quarry Lil (IRE),D. King,5,Paul O'Flynn,3rd,1 3/4 l,8,11-3,94,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Goodnightngodbless (USA),S. D. Torrens,0,J. D. Motherway,2nd,4 1/2 l,9,11-8tb,99,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Lizrona (IRE),S. F. O'Keeffe,0,Eric Larkin,1st,N/A,6,11-6,97,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Esthers Marvel (IRE),M. P. O'Connor,5,David Kenneth Budds,UR,N/A,9,10-12tp,89,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Shamrock'n Roll (IRE),Denis O'Regan,0,J. R. Finn,F,N/A,7,10-10t,87,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Golden Glen (IRE),Richard Deegan,0,Brendan Maurice Walsh,15th,3 3/4 l,8,10-5tp,82,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Glen Ava (IRE),J. J. Slevin,0,Ms Claire O'Connell,14th,6 l,6,10-6p,83,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Touch of Oscar (IRE),K. C. Sexton,0,M. Hourigan,13th,20 l,8,11-2b,93,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Presenting Bonnie (IRE),Philip Donovan,5,John Patrick Ryan,12th,5 1/2 l,7,11-4,95,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Dreamsrmadeofthis (IRE),D. J. O'Keeffe,0,Enda Bolger,11th,5 1/2 l,5,11-11,102,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,King Ferdinand (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,10th,2 1/4 l,6,11-12,103,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Thedancingfarrier (IRE),I. J. Power,0,P. Kiely,9th,11 l,10,11-10,101,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Owl Creek Bridge (IRE),B. W. Harvey,5,Eric McNamara,8th,1 1/2 l,9,11-6b1,97,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Three Loud Knocks (IRE),Patrick O'Hanlon,5,Brian Mortell,7th,2 1/2 l,10,10-5,82,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Costalita (IRE),G. B. Noonan,7,P. J. Rothwell,6th,2 1/4 l,8,10-5p,82,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Sean Says (IRE),A. M. McCurtin,3,Rodger Sweeney,5th,3 l,6,11-11p,102,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Arverne (FR),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,4th,3/4 l,7,11-12b,103,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Quarry Lil (IRE),D. King,5,Paul O'Flynn,3rd,1 3/4 l,8,11-3,94,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Goodnightngodbless (USA),S. D. Torrens,0,J. D. Motherway,2nd,4 1/2 l,9,11-8tb,99,True,35,9
Thurles Racing Results | 18th December 2022 13:14,N/A,13:14,Yielding (Good To Yielding In Places),3m 59y,Lizrona (IRE),S. F. O'Keeffe,0,Eric Larkin,1st,N/A,6,11-6,97,True,35,9
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Cusp of Carabelli (IRE),A. M. McCurtin,0,David M. O'Brien,PU,N/A,9,11-10,121,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Benruben (IRE),S. Fitzgerald,0,Leonard Paul Flynn,PU,N/A,9,11-12tp1,123,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Yabo (IRE),M. J. M. O'Sullivan,2,Miss Elizabeth Doyle,F,N/A,7,11-0,111,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Filon D'oudairies (FR),C. G. O'Dwyer,4,J. P. Broderick,10th,23 l,7,11-5,116,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Turbo (IRE),M. P. O'Connor,2,J. R. Finn,9th,1 1/4 l,9,10-12t,109,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Western Sea (IRE),Gavin Peter Brouder,2,Ross O'Sullivan,8th,4 l,9,10-8,105,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Wa Wa (IRE),B. W. Harvey,2,Dermot Anthony McLoughlin,7th,23 l,7,12-0tp,125,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Peckham Springs (IRE),Patrick O'Hanlon,2,Dermot Anthony McLoughlin,6th,11 l,5,11-0tp,111,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Soloman Lane,C. M. Quirke,4,Martin Hassett,5th,6 1/2 l,7,10-5,102,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Shakeytry (IRE),Philip Donovan,2,E. J. O'Grady,4th,Neck,10,11-5,116,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Union Park (FR),G. B. Noonan,4,P. J. Rothwell,3rd,5 1/2 l,6,10-0t,97,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,R'evelyn Pleasure (IRE),R. J. Condon,2,Sean O. O'Brien,2nd,6 l,10,11-10p,121,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Brandy Harbour,D. Moloney,4,Mrs Grainne M. O'Connor,1st,N/A,8,10-10h,107,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Cusp of Carabelli (IRE),A. M. McCurtin,0,David M. O'Brien,PU,N/A,9,11-10,121,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Benruben (IRE),S. Fitzgerald,0,Leonard Paul Flynn,PU,N/A,9,11-12tp1,123,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Yabo (IRE),M. J. M. O'Sullivan,2,Miss Elizabeth Doyle,F,N/A,7,11-0,111,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Filon D'oudairies (FR),C. G. O'Dwyer,4,J. P. Broderick,10th,23 l,7,11-5,116,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Turbo (IRE),M. P. O'Connor,2,J. R. Finn,9th,1 1/4 l,9,10-12t,109,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Western Sea (IRE),Gavin Peter Brouder,2,Ross O'Sullivan,8th,4 l,9,10-8,105,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Wa Wa (IRE),B. W. Harvey,2,Dermot Anthony McLoughlin,7th,23 l,7,12-0tp,125,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Peckham Springs (IRE),Patrick O'Hanlon,2,Dermot Anthony McLoughlin,6th,11 l,5,11-0tp,111,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Soloman Lane,C. M. Quirke,4,Martin Hassett,5th,6 1/2 l,7,10-5,102,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Shakeytry (IRE),Philip Donovan,2,E. J. O'Grady,4th,Neck,10,11-5,116,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Union Park (FR),G. B. Noonan,4,P. J. Rothwell,3rd,5 1/2 l,6,10-0t,97,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,R'evelyn Pleasure (IRE),R. J. Condon,2,Sean O. O'Brien,2nd,6 l,10,11-10p,121,True,35,10
Thurles Racing Results | 18th December 2022 13:44,N/A,13:44,Yielding (Good To Yielding In Places),2m 1f 166y,Brandy Harbour,D. Moloney,4,Mrs Grainne M. O'Connor,1st,N/A,8,10-10h,107,True,35,10
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Rocco Bay (IRE),K. C. Sexton,0,Peter Fahey,7th,17 l,6,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Littel Flour (IRE),S. Fitzgerald,0,Declan Queally,6th,5 1/2 l,5,10-11t,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Well Funded (IRE),Richard Deegan,0,Eoin Christopher McCarthy,5th,7 l,6,10-11t,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,A Law Of Her Own (IRE),Sam Ewing,0,Peter Fahey,4th,1/2 l,5,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,3rd,1 3/4 l,5,11-1,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Belle The Lioness (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,5 1/2 l,5,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Liberty Dance (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,5,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Rocco Bay (IRE),K. C. Sexton,0,Peter Fahey,7th,17 l,6,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Littel Flour (IRE),S. Fitzgerald,0,Declan Queally,6th,5 1/2 l,5,10-11t,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Well Funded (IRE),Richard Deegan,0,Eoin Christopher McCarthy,5th,7 l,6,10-11t,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,A Law Of Her Own (IRE),Sam Ewing,0,Peter Fahey,4th,1/2 l,5,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,3rd,1 3/4 l,5,11-1,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Belle The Lioness (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,5 1/2 l,5,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:14,N/A,14:14,Yielding (Good To Yielding In Places),1m 7f 111y,Liberty Dance (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,5,10-11,-,True,35,11
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Staging Post (IRE),Richard Deegan,0,Mark McNiff,13th,5 1/2 l,6,10-0t,104,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Sacchoandvanzetti (IRE),Denis O'Regan,0,John Queally,12th,6 l,6,10-12,116,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Boothen Boy (IRE),J. W. Kennedy,0,Gordon Elliott,11th,3 3/4 l,5,11-10h1,128,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Hurricane Cliff (IRE),M. P. O'Connor,5,Henry de Bromhead,10th,2 1/2 l,6,11-8tp1,126,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Ney (IRE),D. J. O'Keeffe,0,Mrs Prunella Dobbs,9th,9 1/2 l,4,10-13,117,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Bal De Rio (FR),Philip Donovan,5,Denis Hogan,8th,6 1/2 l,9,10-12,116,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Delante (IRE),B. J. Cooper,0,Thomas Cooper,7th,1 3/4 l,4,10-11h,115,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Zoffanien (IRE),D. King,5,Denis Hogan,6th,2 1/2 l,5,12-0,132,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Blanketontheground (IRE),G. B. Noonan,0,Eoin Christopher McCarthy,5th,1 3/4 l,9,11-4,122,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Cerberus,S. D. Torrens,0,Augustine Leahy,4th,2 1/2 l,6,11-4,122,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Walnut Beach (IRE),S. Fitzgerald,0,Patrick J. Flynn,3rd,1 l,5,11-3,121,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Marvel Fan (FR),Peter Carberry,0,A. J. Martin,2nd,1/2 l,6,10-9t,113,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,New Ross (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,6,10-0,104,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Staging Post (IRE),Richard Deegan,0,Mark McNiff,13th,5 1/2 l,6,10-0t,104,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Sacchoandvanzetti (IRE),Denis O'Regan,0,John Queally,12th,6 l,6,10-12,116,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Boothen Boy (IRE),J. W. Kennedy,0,Gordon Elliott,11th,3 3/4 l,5,11-10h1,128,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Hurricane Cliff (IRE),M. P. O'Connor,5,Henry de Bromhead,10th,2 1/2 l,6,11-8tp1,126,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Ney (IRE),D. J. O'Keeffe,0,Mrs Prunella Dobbs,9th,9 1/2 l,4,10-13,117,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Bal De Rio (FR),Philip Donovan,5,Denis Hogan,8th,6 1/2 l,9,10-12,116,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Delante (IRE),B. J. Cooper,0,Thomas Cooper,7th,1 3/4 l,4,10-11h,115,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Zoffanien (IRE),D. King,5,Denis Hogan,6th,2 1/2 l,5,12-0,132,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Blanketontheground (IRE),G. B. Noonan,0,Eoin Christopher McCarthy,5th,1 3/4 l,9,11-4,122,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Cerberus,S. D. Torrens,0,Augustine Leahy,4th,2 1/2 l,6,11-4,122,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Walnut Beach (IRE),S. Fitzgerald,0,Patrick J. Flynn,3rd,1 l,5,11-3,121,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,Marvel Fan (FR),Peter Carberry,0,A. J. Martin,2nd,1/2 l,6,10-9t,113,True,35,12
Thurles Racing Results | 18th December 2022 14:44,N/A,14:44,Yielding (Good To Yielding In Places),1m 7f 111y,New Ross (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,6,10-0,104,True,35,12
