track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Inishmot Prince (IRE),J J G Ryan,5,T G McCourt,11th,1 l,6,10-2v,75,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Below Deck (IRE),M W Hassett,7,L Comer,10th,Nose,4,8-7p,51,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Senado Square,C Horgan,7,A Slattery,9th,Head,4,9-8,67,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Rumbled Again (IRE),J M Sheridan,0,D Hogan,8th,1 1/4 l,4,9-11b,70,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Jazzy Dancer (IRE),L T McAteer,0,W J Martin,7th,2 l,6,9-5v,64,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,American In Paris (IRE),K G Kennedy,7,D Hogan,6th,Neck,4,8-7b,51,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Bold Optimist (IRE),O McSweeney,3,Daniel McLoughlin,5th,1/2 l,4,9-13p,72,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,So Majestic (IRE),C D Hayes,0,Miss McGivern,4th,1 1/2 l,4,9-12ht,71,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Keke,W J Lee,0,E Lynam,3rd,Head,4,9-8t,67,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Reinforce (IRE),R P Whelan,0,Miss K Brown,2nd,3/4 l,4,8-8,53,True,113,6
Naas Racing Results | 11th May 2024 14:00,N/A,14:00,Good,5f,Mehman,S Foley,0,Gerard O'Leary,1st,N/A,5,10-2t,75,True,113,6
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Hooz In Court (IRE),C D Hayes,0,E & P Harty,9th,3 3/4 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Limit Off (IRE),W J Lee,0,A Murray,8th,1 1/4 l,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Go On Green,L F Roche,0,J G Coogan,7th,1 1/4 l,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,No Straight Swaps (IRE),R P Whelan,0,John O'Donoghue,6th,1 3/4 l,2,9-2h1,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Pompano Beach (IRE),D McMonagle,0,J P O'Brien,5th,1/2 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Snapdragon (IRE),W M Lordan,0,A P O'Brien,4th,Neck,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Twinkling Toes (IRE),N G McCullagh,0,Charles Weld,3rd,1/2 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Gazelle D'or (IRE),D E Sheehy,0,M C Grassick,2nd,2 3/4 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,One Smack Mac (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Hooz In Court (IRE),C D Hayes,0,E & P Harty,9th,3 3/4 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Limit Off (IRE),W J Lee,0,A Murray,8th,1 1/4 l,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Go On Green,L F Roche,0,J G Coogan,7th,1 1/4 l,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,No Straight Swaps (IRE),R P Whelan,0,John O'Donoghue,6th,1 3/4 l,2,9-2h1,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Pompano Beach (IRE),D McMonagle,0,J P O'Brien,5th,1/2 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Snapdragon (IRE),W M Lordan,0,A P O'Brien,4th,Neck,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Twinkling Toes (IRE),N G McCullagh,0,Charles Weld,3rd,1/2 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,Gazelle D'or (IRE),D E Sheehy,0,M C Grassick,2nd,2 3/4 l,2,9-2,-,True,113,7
Naas Racing Results | 11th May 2024 14:35,N/A,14:35,Good,5f 205y,One Smack Mac (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-7,-,True,113,7
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,New Definition,K G Kennedy,7,R O'Brien,NR,N/A,4,10-7,92,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Cash Or Crypto (IRE),L T McAteer,0,D Marnane,RR,N/A,4,9-8,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Sporting Hero,J M Sheridan,0,D Hogan,13th,2 l,4,9-9,80,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Only Spoofing (IRE),M P Sheehy,0,Kevin Coleman,12th,6 1/2 l,10,9-12,83,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Mount Ruapehu (IRE),A J Slattery,0,A Slattery,11th,1 1/4 l,4,9-2t,73,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Amanirenas (IRE),D E Sheehy,0,M C Grassick,10th,1 1/4 l,5,8-9,66,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Musical Tribute,R Whearty,5,K H Clarke,9th,Head,4,9-8tp1,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Blairmayne (IRE),W M Lordan,0,N Lupini,8th,1 l,11,9-7,78,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Dream Today (IRE),C J MacRedmond,5,A McGuinness,7th,Neck,9,9-8tp,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,The Organiser,D W O'Connor,0,J F Levins,6th,1/2 l,5,9-11,82,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Rough Diamond (IRE),B M Coen,0,E Lynam,5th,1/2 l,7,9-9tp1,80,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Gordon Bennett (IRE),G F Carroll,0,R Brabazon,4th,Neck,6,9-8,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Coumshingaun (IRE),D McMonagle,0,Kevin Coleman,3rd,1 1/2 l,5,9-5,76,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Midnight Fire (IRE),C D Hayes,0,E & P Harty,2nd,3/4 l,7,8-12t,69,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Dance Night Andday (IRE),C T Keane,0,R O'Sullivan,1st,N/A,4,9-12,83,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,New Definition,K G Kennedy,7,R O'Brien,NR,N/A,4,10-7,92,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Cash Or Crypto (IRE),L T McAteer,0,D Marnane,RR,N/A,4,9-8,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Sporting Hero,J M Sheridan,0,D Hogan,13th,2 l,4,9-9,80,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Only Spoofing (IRE),M P Sheehy,0,Kevin Coleman,12th,6 1/2 l,10,9-12,83,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Mount Ruapehu (IRE),A J Slattery,0,A Slattery,11th,1 1/4 l,4,9-2t,73,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Amanirenas (IRE),D E Sheehy,0,M C Grassick,10th,1 1/4 l,5,8-9,66,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Musical Tribute,R Whearty,5,K H Clarke,9th,Head,4,9-8tp1,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Blairmayne (IRE),W M Lordan,0,N Lupini,8th,1 l,11,9-7,78,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Dream Today (IRE),C J MacRedmond,5,A McGuinness,7th,Neck,9,9-8tp,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,The Organiser,D W O'Connor,0,J F Levins,6th,1/2 l,5,9-11,82,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Rough Diamond (IRE),B M Coen,0,E Lynam,5th,1/2 l,7,9-9tp1,80,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Gordon Bennett (IRE),G F Carroll,0,R Brabazon,4th,Neck,6,9-8,79,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Coumshingaun (IRE),D McMonagle,0,Kevin Coleman,3rd,1 1/2 l,5,9-5,76,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Midnight Fire (IRE),C D Hayes,0,E & P Harty,2nd,3/4 l,7,8-12t,69,True,113,8
Naas Racing Results | 11th May 2024 15:05,N/A,15:05,Good,5f 205y,Dance Night Andday (IRE),C T Keane,0,R O'Sullivan,1st,N/A,4,9-12,83,True,113,8
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Bid For Chester (IRE),W Joyce,5,M Mulvany,NR,N/A,3,9-12t,91,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Port Louis (IRE),R Whearty,5,N Meade,14th,1 l,3,8-13,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Clarita (IRE),G F Carroll,0,G P Cromwell,13th,Nose,3,9-1b1,80,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Edwardian (USA),W M Lordan,0,A P O'Brien,12th,1 l,3,9-9,88,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Elinor Dashwood (IRE),Adam Caffrey,5,A McGuinness,11th,1 l,3,9-0,79,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Perfect Judgement (IRE),C J MacRedmond,5,A McGuinness,10th,1 l,3,9-3p,82,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Vassula Ryden (IRE),W J Lee,0,W McCreery,9th,Head,3,9-5v,84,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Valentino Express (IRE),J A Powell,3,D J Bunyan,8th,Short Head,3,8-7t,72,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Verified (IRE),N G McCullagh,0,Charles Weld,7th,2 l,3,8-13b1,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Anvika (IRE),B M Coen,0,S Lavery,6th,2 1/4 l,3,8-13,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Nikki Swango (IRE),M W Hassett,7,N Lupini,5th,1/2 l,3,9-0,79,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Ohailbhic (IRE),D McMonagle,0,J Feane,4th,Short Head,3,9-5,84,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Tai Tam Bay (IRE),C D Hayes,0,E & P Harty,3rd,Short Head,3,8-13,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Kortez Bay (IRE),R C Colgan,0,S Lavery,2nd,1 l,3,9-6,85,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Eclipse Emerald (IRE),J M Sheridan,0,J A Stack,1st,N/A,3,9-10,89,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Bid For Chester (IRE),W Joyce,5,M Mulvany,NR,N/A,3,9-12t,91,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Port Louis (IRE),R Whearty,5,N Meade,14th,1 l,3,8-13,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Clarita (IRE),G F Carroll,0,G P Cromwell,13th,Nose,3,9-1b1,80,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Edwardian (USA),W M Lordan,0,A P O'Brien,12th,1 l,3,9-9,88,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Elinor Dashwood (IRE),Adam Caffrey,5,A McGuinness,11th,1 l,3,9-0,79,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Perfect Judgement (IRE),C J MacRedmond,5,A McGuinness,10th,1 l,3,9-3p,82,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Vassula Ryden (IRE),W J Lee,0,W McCreery,9th,Head,3,9-5v,84,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Valentino Express (IRE),J A Powell,3,D J Bunyan,8th,Short Head,3,8-7t,72,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Verified (IRE),N G McCullagh,0,Charles Weld,7th,2 l,3,8-13b1,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Anvika (IRE),B M Coen,0,S Lavery,6th,2 1/4 l,3,8-13,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Nikki Swango (IRE),M W Hassett,7,N Lupini,5th,1/2 l,3,9-0,79,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Ohailbhic (IRE),D McMonagle,0,J Feane,4th,Short Head,3,9-5,84,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Tai Tam Bay (IRE),C D Hayes,0,E & P Harty,3rd,Short Head,3,8-13,78,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Kortez Bay (IRE),R C Colgan,0,S Lavery,2nd,1 l,3,9-6,85,True,113,9
Naas Racing Results | 11th May 2024 15:40,N/A,15:40,Good,5f 205y,Eclipse Emerald (IRE),J M Sheridan,0,J A Stack,1st,N/A,3,9-10,89,True,113,9
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Higher Leaves (IRE),W J Lee,0,H De Bromhead,5th,Nose,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Flight Of Fancy (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Je Zous (IRE),D McMonagle,0,J P O'Brien,3rd,1 3/4 l,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Madam Celeste (IRE),C T Keane,0,G M Lyons,2nd,Neck,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Sea The Boss,S Foley,0,Mrs J Harrington,1st,N/A,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Higher Leaves (IRE),W J Lee,0,H De Bromhead,5th,Nose,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Flight Of Fancy (IRE),W M Lordan,0,A P O'Brien,4th,1/2 l,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Je Zous (IRE),D McMonagle,0,J P O'Brien,3rd,1 3/4 l,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Madam Celeste (IRE),C T Keane,0,G M Lyons,2nd,Neck,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),1m 2f 84y,Sea The Boss,S Foley,0,Mrs J Harrington,1st,N/A,3,9-2,-,True,113,10
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Naturally Nimble (GER),D McMonagle,0,J P O'Brien,4th,Head,3,8-13,-,True,113,11
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Messerschmitt (IRE),C T Keane,0,N Meade,3rd,1 1/2 l,3,9-8,-,True,113,11
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Gibbs Island,B M Coen,0,A Oliver,2nd,Short Head,3,8-13,-,True,113,11
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Old Faithful (FR),W M Lordan,0,A P O'Brien,1st,N/A,3,9-0,-,True,113,11
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Naturally Nimble (GER),D McMonagle,0,J P O'Brien,4th,Head,3,8-13,-,True,113,11
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Messerschmitt (IRE),C T Keane,0,N Meade,3rd,1 1/2 l,3,9-8,-,True,113,11
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Gibbs Island,B M Coen,0,A Oliver,2nd,Short Head,3,8-13,-,True,113,11
Naas Racing Results | 11th May 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f 84y,Old Faithful (FR),W M Lordan,0,A P O'Brien,1st,N/A,3,9-0,-,True,113,11
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Red Viburnum (IRE),Non Runner,0,D K Weld,NR,N/A,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Peppa's Sister (IRE),L T McAteer,0,Peter Maher,NR,N/A,4,10-2h1,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Golden Ocean (GER),D McMonagle,0,M O'Callaghan,NR,N/A,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Sprinkles (IRE),L F Roche,0,P Roche,11th,Neck,3,9-3h1,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Gleaning (IRE),W M Lordan,0,A P O'Brien,10th,Head,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Imperial Miss (IRE),N G McCullagh,0,M Halford & T Collins,9th,1 1/2 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Harseva (IRE),J J G Ryan,5,G Keane,8th,2 3/4 l,4,10-2,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Mapa (CAN),R C Colgan,0,S Lavery,7th,2 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Dakota Girl (IRE),N M Crosse,0,Mrs J Harrington,6th,1/2 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Eternal Reign (IRE),R P Whelan,0,M Halford & T Collins,5th,1 1/4 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Magical Circle (IRE),S Foley,0,Mrs J Harrington,4th,Head,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Auburn Avenue (IRE),B M Coen,0,Chris Timmons,3rd,1 1/2 l,3,9-3t1,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Quadruple,C T Keane,0,G M Lyons,2nd,Neck,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Duckadilly (IRE),O McSweeney,3,Daniel McLoughlin,1st,N/A,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Red Viburnum (IRE),Non Runner,0,D K Weld,NR,N/A,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Peppa's Sister (IRE),L T McAteer,0,Peter Maher,NR,N/A,4,10-2h1,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Golden Ocean (GER),D McMonagle,0,M O'Callaghan,NR,N/A,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Sprinkles (IRE),L F Roche,0,P Roche,11th,Neck,3,9-3h1,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Gleaning (IRE),W M Lordan,0,A P O'Brien,10th,Head,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Imperial Miss (IRE),N G McCullagh,0,M Halford & T Collins,9th,1 1/2 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Harseva (IRE),J J G Ryan,5,G Keane,8th,2 3/4 l,4,10-2,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Mapa (CAN),R C Colgan,0,S Lavery,7th,2 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Dakota Girl (IRE),N M Crosse,0,Mrs J Harrington,6th,1/2 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Eternal Reign (IRE),R P Whelan,0,M Halford & T Collins,5th,1 1/4 l,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Magical Circle (IRE),S Foley,0,Mrs J Harrington,4th,Head,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Auburn Avenue (IRE),B M Coen,0,Chris Timmons,3rd,1 1/2 l,3,9-3t1,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Quadruple,C T Keane,0,G M Lyons,2nd,Neck,3,9-3,-,True,113,12
Naas Racing Results | 11th May 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),1m,Duckadilly (IRE),O McSweeney,3,Daniel McLoughlin,1st,N/A,3,9-3,-,True,113,12
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Kilcrea Castle (IRE),M P O'Connor,3,J J Mangan,NR,N/A,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Royal Reprobate (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Bitofajokelike (IRE),C P McNamara,0,E McNamara,17th,22 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Give Me A Smile (IRE),M P Walsh,0,E Bolger,16th,2 3/4 l,4,11-0,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Kir Royal Blou (FR),S Fitzgerald,0,W J Burke,15th,3 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Tamborasi River (IRE),L Quinlan,5,R Hackett,14th,6 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Star Of Mayo,G B Noonan,5,E McNamara,13th,9 1/2 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Kellys Grove (IRE),R J Condon,5,M Butler,12th,2 3/4 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Lynskey (IRE),B W Harvey,0,Joseph Murray,11th,1 1/4 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Rhythm And Tyne (IRE),P Byrnes,3,C Byrnes,10th,6 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Tannery Park,M J M O'Sullivan,0,B Connell,9th,1 1/4 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,King In Love (FR),S F O'Keeffe,0,S Aherne,8th,1 1/2 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Happy Me (IRE),D J O'Keeffe,0,W J Burke,7th,3/4 l,4,11-7,-,True,113,13
Cork Racing Results | 11th May 2024 14:15,N/A,14:15,Good (Good To Yielding In Places),2m 1f 65y,Katakana (FR),Rachael Blackmore,0,H De Bromhead,6th,1 1/4 l,4,11-0ht,-,True,113,13
