track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Dalmatic (IRE),P J O'Hanlon,0,W J O'Doherty,7th,Head,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Rose Boum (FR),R Deegan,0,P Nolan,6th,14 l,4,11-0,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Move It (IRE),P T Enright,0,J Halley,5th,3 1/4 l,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Kimy (FR),J B Foley,0,T Mullins,4th,1 1/4 l,4,11-0,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Mr Lincoln,M J M O'Sullivan,0,J G Murphy,3rd,Neck,4,11-7h1,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,In The Trenches,K M Donoghue,0,G P Cromwell,2nd,1 3/4 l,4,11-7h1,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,If Any Man Can (IRE),L Quinlan,3,Mary Ellen Doyle,1st,N/A,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Hey Driver (IRE),D Robinson,0,Thomas Corish,UR,N/A,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Hey Whatever (IRE),Sam Ewing,0,G Elliott,F,N/A,4,11-0,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Rampere West (IRE),D Butler,7,M Fahey,14th,8 l,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Star Of Mayo,C M Hogan,7,E McNamara,13th,7 l,4,11-7t1,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Nakassama (IRE),J S McGarvey,0,N C Kelly,12th,1/2 l,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Evolving,K C Sexton,0,A Kinirons,11th,3 3/4 l,4,11-0,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Rhythm And Tyne (IRE),P Byrnes,3,C Byrnes,10th,1/2 l,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Navy Beach (IRE),D King,0,Mrs C O'Leary,9th,5 l,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Tyson (GER),S W Flanagan,0,P Nolan,8th,1 3/4 l,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Dalmatic (IRE),P J O'Hanlon,0,W J O'Doherty,7th,Head,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Rose Boum (FR),R Deegan,0,P Nolan,6th,14 l,4,11-0,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Move It (IRE),P T Enright,0,J Halley,5th,3 1/4 l,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Kimy (FR),J B Foley,0,T Mullins,4th,1 1/4 l,4,11-0,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,Mr Lincoln,M J M O'Sullivan,0,J G Murphy,3rd,Neck,4,11-7h1,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,In The Trenches,K M Donoghue,0,G P Cromwell,2nd,1 3/4 l,4,11-7h1,-,True,126,6
Cork Racing Results | 5th July 2024 16:30,N/A,16:30,Good,2m 190y,If Any Man Can (IRE),L Quinlan,3,Mary Ellen Doyle,1st,N/A,4,11-7,-,True,126,6
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Frankendael,C M Hogan,7,E McNamara,NR,N/A,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Expound,D King,0,D Hogan,NR,N/A,5,11-12t,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Erada Rock (IRE),C P McNamara,0,M A Daly,15th,99 l,6,11-12t1,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Hakensack (IRE),A McCurtin,0,D G Murphy,14th,1 1/4 l,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Nevereverever (IRE),S D Torrens,0,J J Murphy,13th,1 1/4 l,5,11-12h1,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Opera Point (IRE),Mr J Aherne,7,A O'Grady,12th,3 3/4 l,6,11-5,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Millwood Lady (IRE),J G Gilligan,7,M J O'Connor,11th,2 3/4 l,6,11-5,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Next Week (IRE),T Ryan,5,A Slattery,10th,2 1/4 l,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Spoilt For Choice (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,9th,Head,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Littlefoot (IRE),L A McKenna,5,M A Molloy,8th,7 l,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Aspurofthemoment (IRE),M J M O'Sullivan,0,E M O'Sullivan,7th,2 3/4 l,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Monsieur Azul,S F O'Keeffe,0,P Nolan,6th,1 1/2 l,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Morning Soldier (IRE),J B Foley,0,T Mullins,5th,4 l,5,11-12t,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Moonlight Jazz,K M Donoghue,0,H De Bromhead,4th,1 1/4 l,5,11-12t1,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Leave In Secret (IRE),D J O'Keeffe,0,T Gibney,3rd,10 l,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Sionnach Eile (IRE),D E Mullins,0,J G Murphy,2nd,2 1/4 l,7,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Disco Dancer (IRE),Sam Ewing,0,G Elliott,1st,N/A,5,11-5t,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Frankendael,C M Hogan,7,E McNamara,NR,N/A,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Expound,D King,0,D Hogan,NR,N/A,5,11-12t,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Erada Rock (IRE),C P McNamara,0,M A Daly,15th,99 l,6,11-12t1,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Hakensack (IRE),A McCurtin,0,D G Murphy,14th,1 1/4 l,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Nevereverever (IRE),S D Torrens,0,J J Murphy,13th,1 1/4 l,5,11-12h1,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Opera Point (IRE),Mr J Aherne,7,A O'Grady,12th,3 3/4 l,6,11-5,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Millwood Lady (IRE),J G Gilligan,7,M J O'Connor,11th,2 3/4 l,6,11-5,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Next Week (IRE),T Ryan,5,A Slattery,10th,2 1/4 l,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Spoilt For Choice (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,9th,Head,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Littlefoot (IRE),L A McKenna,5,M A Molloy,8th,7 l,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Aspurofthemoment (IRE),M J M O'Sullivan,0,E M O'Sullivan,7th,2 3/4 l,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Monsieur Azul,S F O'Keeffe,0,P Nolan,6th,1 1/2 l,6,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Morning Soldier (IRE),J B Foley,0,T Mullins,5th,4 l,5,11-12t,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Moonlight Jazz,K M Donoghue,0,H De Bromhead,4th,1 1/4 l,5,11-12t1,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Leave In Secret (IRE),D J O'Keeffe,0,T Gibney,3rd,10 l,5,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Sionnach Eile (IRE),D E Mullins,0,J G Murphy,2nd,2 1/4 l,7,11-12,-,True,126,7
Cork Racing Results | 5th July 2024 17:05,N/A,17:05,Good,2m 190y,Disco Dancer (IRE),Sam Ewing,0,G Elliott,1st,N/A,5,11-5t,-,True,126,7
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Edge Of My Seat (IRE),S D Torrens,0,A A Howard,NR,N/A,6,11-9h,90,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Jupiter Rock (IRE),P K Donovan,5,D Hogan,NR,N/A,4,11-9b,94,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Daly Pursuit (IRE),Mr P J O'Neill,7,Patrick J Hassett,14th,12 l,7,11-6,87,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,13th,2 1/4 l,7,11-5,86,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,12th,3/4 l,7,11-10,91,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Poker Night (IRE),C Owens,7,P J Rothwell,11th,1 l,6,10-13,80,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Inchiquin Maid (IRE),J P Shinnick,7,D Budds,10th,Head,5,11-7,88,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,No Show (IRE),P T Enright,0,J J Mangan,9th,Head,7,11-7p,88,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Due Course (IRE),K M Donoghue,0,G P Cromwell,8th,1 l,6,11-10,91,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Romella (IRE),D J O'Keeffe,0,Brendan Walsh,7th,5 l,10,11-1tp,82,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Depeche Mo (IRE),M J M O'Sullivan,0,Eric Larkin,6th,2 l,6,11-3ht,84,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Nemean (USA),D King,0,Mrs C O'Leary,5th,3 l,5,11-9b1,90,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Up And Out (IRE),Sam Ewing,0,G Elliott,4th,1 1/2 l,6,11-12,93,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Flashthelights (IRE),Mr O McGill,7,N C Kelly,3rd,2 3/4 l,8,11-7tp,88,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,2nd,4 3/4 l,7,12-0,95,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Slieve Bearnagh (IRE),Mr J M Halford,7,M Halford & T Collins,1st,N/A,7,11-11t,92,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Edge Of My Seat (IRE),S D Torrens,0,A A Howard,NR,N/A,6,11-9h,90,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Jupiter Rock (IRE),P K Donovan,5,D Hogan,NR,N/A,4,11-9b,94,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Daly Pursuit (IRE),Mr P J O'Neill,7,Patrick J Hassett,14th,12 l,7,11-6,87,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,13th,2 1/4 l,7,11-5,86,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,12th,3/4 l,7,11-10,91,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Poker Night (IRE),C Owens,7,P J Rothwell,11th,1 l,6,10-13,80,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Inchiquin Maid (IRE),J P Shinnick,7,D Budds,10th,Head,5,11-7,88,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,No Show (IRE),P T Enright,0,J J Mangan,9th,Head,7,11-7p,88,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Due Course (IRE),K M Donoghue,0,G P Cromwell,8th,1 l,6,11-10,91,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Romella (IRE),D J O'Keeffe,0,Brendan Walsh,7th,5 l,10,11-1tp,82,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Depeche Mo (IRE),M J M O'Sullivan,0,Eric Larkin,6th,2 l,6,11-3ht,84,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Nemean (USA),D King,0,Mrs C O'Leary,5th,3 l,5,11-9b1,90,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Up And Out (IRE),Sam Ewing,0,G Elliott,4th,1 1/2 l,6,11-12,93,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Flashthelights (IRE),Mr O McGill,7,N C Kelly,3rd,2 3/4 l,8,11-7tp,88,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,2nd,4 3/4 l,7,12-0,95,True,126,8
Cork Racing Results | 5th July 2024 17:40,N/A,17:40,Good,2m 190y,Slieve Bearnagh (IRE),Mr J M Halford,7,M Halford & T Collins,1st,N/A,7,11-11t,92,True,126,8
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Dreamings Free (IRE),Mr P J O'Neill,7,John F O'Neill,UR,N/A,5,11-11,92,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Johanna Yeats (IRE),D J O'Keeffe,0,Brendan Walsh,14th,5 1/2 l,10,10-13t,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Dream Escape,J B Foley,0,T Mullins,13th,1 1/2 l,5,11-7h,88,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,12th,16 l,6,12-0,95,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Racing Daisy (IRE),B W Harvey,0,D McNamara,11th,4 3/4 l,7,11-11t,92,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Mademewhatiam,C Stone-Walsh,5,P Nolan,10th,3/4 l,5,10-13,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Grizabella (IRE),J S McGarvey,0,J J Hanlon,9th,1 1/4 l,5,11-1,82,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Pinky (IRE),D Meyler,0,E Mullins,8th,Nose,5,11-6t1,87,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,The Cooleen (IRE),K C Sexton,0,Richard Morrissey,7th,1/2 l,5,11-7t,88,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Nicholas Street (IRE),M P Walsh,0,E Bolger,6th,1/2 l,4,11-10,95,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,West Clare (IRE),P T Enright,0,B McMahon,5th,4 l,7,11-6,87,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Cottage Artist (IRE),G B Noonan,5,V T O'Brien,4th,4 1/2 l,11,10-13,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Prince Quattro (IRE),J P O'Sullivan,0,P J Rothwell,3rd,3/4 l,5,10-13p,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Katzoff (IRE),S Fitzgerald,0,J Morrison,2nd,1 1/4 l,7,10-13,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Contrapposto (IRE),R Deegan,0,R Donohoe,1st,N/A,10,12-0,95,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Dreamings Free (IRE),Mr P J O'Neill,7,John F O'Neill,UR,N/A,5,11-11,92,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Johanna Yeats (IRE),D J O'Keeffe,0,Brendan Walsh,14th,5 1/2 l,10,10-13t,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Dream Escape,J B Foley,0,T Mullins,13th,1 1/2 l,5,11-7h,88,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,12th,16 l,6,12-0,95,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Racing Daisy (IRE),B W Harvey,0,D McNamara,11th,4 3/4 l,7,11-11t,92,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Mademewhatiam,C Stone-Walsh,5,P Nolan,10th,3/4 l,5,10-13,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Grizabella (IRE),J S McGarvey,0,J J Hanlon,9th,1 1/4 l,5,11-1,82,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Pinky (IRE),D Meyler,0,E Mullins,8th,Nose,5,11-6t1,87,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,The Cooleen (IRE),K C Sexton,0,Richard Morrissey,7th,1/2 l,5,11-7t,88,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Nicholas Street (IRE),M P Walsh,0,E Bolger,6th,1/2 l,4,11-10,95,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,West Clare (IRE),P T Enright,0,B McMahon,5th,4 l,7,11-6,87,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Cottage Artist (IRE),G B Noonan,5,V T O'Brien,4th,4 1/2 l,11,10-13,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Prince Quattro (IRE),J P O'Sullivan,0,P J Rothwell,3rd,3/4 l,5,10-13p,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Katzoff (IRE),S Fitzgerald,0,J Morrison,2nd,1 1/4 l,7,10-13,80,True,126,9
Cork Racing Results | 5th July 2024 18:15,N/A,18:15,Good,2m 190y,Contrapposto (IRE),R Deegan,0,R Donohoe,1st,N/A,10,12-0,95,True,126,9
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Doyen Flyer (IRE),B Hayes,0,J Barcoe,NR,N/A,6,11-1,93,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Bobbisilver (IRE),J G Gilligan,7,P J Gilligan,NR,N/A,6,11-2,94,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,North Of Nashville (IRE),Mr E Staples,7,C Bowe,S,N/A,7,11-1,93,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Pearlofflorida (IRE),J B Foley,0,L P Cusack,PU,N/A,7,11-1,93,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Pallas Athene (IRE),Sam Ewing,0,G Elliott,13th,16 l,6,11-6p,98,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Blenheim Belle (IRE),P Byrnes,3,M M McNiff,12th,8 l,5,11-6,98,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,11th,7 1/2 l,5,12-0,106,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Rebel Treaty (IRE),P T Enright,0,Con McSweeney,10th,2 3/4 l,6,11-7,99,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Stormalong (IRE),J P Shinnick,7,D Budds,9th,1 1/2 l,6,11-10,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Missus Beeton (IRE),S Fitzgerald,0,S Nolan,8th,1/2 l,6,11-12,104,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Joya Del Mar (IRE),R A Doyle,0,D A McLoughlin,7th,2 l,6,11-10,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Betty Dutton (IRE),A P Kelly,5,E J O'Grady,6th,Short Head,6,11-10,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Noble Hilltop (IRE),K E Buckley,0,E Buckley,5th,3/4 l,4,11-5,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Mustameet Secret (IRE),Mr E Finegan,7,H P Finegan,4th,Nose,7,11-0p1,92,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Lovely Reaction (IRE),M P Walsh,0,T Mullins,3rd,1 1/4 l,6,11-13,105,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Teagarden Jazz,D J Gilligan,3,G Elliott,2nd,1 1/4 l,5,12-0t,106,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Cobra Queen (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,11-12,104,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Doyen Flyer (IRE),B Hayes,0,J Barcoe,NR,N/A,6,11-1,93,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Bobbisilver (IRE),J G Gilligan,7,P J Gilligan,NR,N/A,6,11-2,94,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,North Of Nashville (IRE),Mr E Staples,7,C Bowe,S,N/A,7,11-1,93,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Pearlofflorida (IRE),J B Foley,0,L P Cusack,PU,N/A,7,11-1,93,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Pallas Athene (IRE),Sam Ewing,0,G Elliott,13th,16 l,6,11-6p,98,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Blenheim Belle (IRE),P Byrnes,3,M M McNiff,12th,8 l,5,11-6,98,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,11th,7 1/2 l,5,12-0,106,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Rebel Treaty (IRE),P T Enright,0,Con McSweeney,10th,2 3/4 l,6,11-7,99,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Stormalong (IRE),J P Shinnick,7,D Budds,9th,1 1/2 l,6,11-10,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Missus Beeton (IRE),S Fitzgerald,0,S Nolan,8th,1/2 l,6,11-12,104,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Joya Del Mar (IRE),R A Doyle,0,D A McLoughlin,7th,2 l,6,11-10,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Betty Dutton (IRE),A P Kelly,5,E J O'Grady,6th,Short Head,6,11-10,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Noble Hilltop (IRE),K E Buckley,0,E Buckley,5th,3/4 l,4,11-5,102,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Mustameet Secret (IRE),Mr E Finegan,7,H P Finegan,4th,Nose,7,11-0p1,92,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Lovely Reaction (IRE),M P Walsh,0,T Mullins,3rd,1 1/4 l,6,11-13,105,True,126,10
Cork Racing Results | 5th July 2024 18:50,N/A,18:50,Good (Good To Yielding In Places),2m 4f,Teagarden Jazz,D J Gilligan,3,G Elliott,2nd,1 1/4 l,5,12-0t,106,True,126,10
