track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Rilo Tang (IRE),Mr D Allen,7,Ms Alice Curran,6th,88 l,6,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Casterly Rock (IRE),Mr C J Quinn,7,P E Collins,5th,8 l,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Powerful Paddy (IRE),Mr R W Barron,5,Alan McIntyre,4th,12 l,6,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Jack The Lad,Mr F R Buckley,7,T Gibney,3rd,6 l,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,King's Bucks (FR),Mr J L Gleeson,3,H De Bromhead,2nd,9 l,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Ksar Fatal (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Artsncrafts (IRE),Mr J R Martin,7,G P Cromwell,NR,N/A,6,12-0t1,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Chasing Blues (IRE),Mr D O'Connor,0,G P Cromwell,NR,N/A,5,12-0h1,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Kalgoorlie Gold (IRE),Mr Alan O'Sullivan,7,James Andrew Fahey,PU,N/A,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,The Burrow (IRE),Mr A P Ryan,7,E J O'Grady,9th,2 l,6,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Morissette (IRE),Mr L T Turner,7,Barry J Fitzgerald,8th,5 1/2 l,5,11-7,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,King Song (FR),Mr B T Stone,7,Mark J Scallan,7th,59 l,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Rilo Tang (IRE),Mr D Allen,7,Ms Alice Curran,6th,88 l,6,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Casterly Rock (IRE),Mr C J Quinn,7,P E Collins,5th,8 l,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Powerful Paddy (IRE),Mr R W Barron,5,Alan McIntyre,4th,12 l,6,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Jack The Lad,Mr F R Buckley,7,T Gibney,3rd,6 l,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,King's Bucks (FR),Mr J L Gleeson,3,H De Bromhead,2nd,9 l,5,12-0,-,True,164,18
Gowran Park Racing Results | 8th March 2025 17:35,N/A,17:35,Soft To Heavy,2m 2f,Ksar Fatal (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,5,12-0,-,True,164,18
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Grey Pharoh (IRE),J W Kennedy,0,G Elliott,NR,N/A,5,11-12t1,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Rush Slowly (IRE),S F O'Keeffe,0,A Fleming,F,N/A,7,11-5,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Theballflanagan (IRE),B W Harvey,0,Cian Hughes,24th,16 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Amber Point (IRE),P Cleary,7,G Elliott,23rd,9 1/2 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Chardonay (IRE),S W Flanagan,0,L Casey,22nd,7 1/2 l,6,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Skyscraper (FR),D King,0,A J Martin,21st,3 l,6,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Standing Orders (IRE),Sarah Kavanagh,7,T Gibney,20th,9 1/2 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Matter Of Opinion (IRE),A Harvey,5,William Harvey,19th,Short Head,5,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Nelsons Dawn (IRE),P Byrnes,0,E Cawley,18th,19 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Classy Cc (IRE),R A Doyle,0,M Brassil,17th,4 l,5,11-5t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Big Tom (IRE),Mr K P Healy,7,Mrs M Whelehan,16th,2 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Amron Diamond (IRE),S D Torrens,0,J Motherway,15th,7 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Easy Doyen (IRE),C G O'Dwyer,5,C O'Dwyer,14th,1 3/4 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Kaligo (IRE),S Fitzgerald,0,G P Cromwell,13th,1 3/4 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Westandtogether (IRE),D J Gilligan,0,Mrs D Foster,12th,1 3/4 l,5,11-5,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Native Dream (IRE),J P Shinnick,5,W J Burke,11th,1 1/4 l,7,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Mags Nelson (IRE),D Meyler,0,R O'Sullivan,10th,3 1/2 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Killian's Garden (IRE),E Walsh,0,Ciaran Murphy,9th,3 1/2 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Sticwiththeprocess,B Hayes,0,T M Walsh,8th,Head,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Woodford Warrior (IRE),C D Smithers,7,P T Foley,7th,4 1/4 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Ballykinlar (IRE),A McCurtin,0,Donncha Duggan,6th,12 l,6,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Initiateur (FR),P T Enright,0,L J Archdeacon,5th,4 l,7,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Kainsbourg (FR),M P Walsh,0,G Elliott,4th,6 1/2 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Harry's Legacy,D J O'Keeffe,0,R O'Sullivan,3rd,11 l,7,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Come Walk With Me (IRE),K M Donoghue,0,E Cawley,2nd,1 3/4 l,6,11-12t1,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Redemption Day,P Townend,0,W P Mullins,1st,N/A,8,11-12h,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Grey Pharoh (IRE),J W Kennedy,0,G Elliott,NR,N/A,5,11-12t1,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Rush Slowly (IRE),S F O'Keeffe,0,A Fleming,F,N/A,7,11-5,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Theballflanagan (IRE),B W Harvey,0,Cian Hughes,24th,16 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Amber Point (IRE),P Cleary,7,G Elliott,23rd,9 1/2 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Chardonay (IRE),S W Flanagan,0,L Casey,22nd,7 1/2 l,6,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Skyscraper (FR),D King,0,A J Martin,21st,3 l,6,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Standing Orders (IRE),Sarah Kavanagh,7,T Gibney,20th,9 1/2 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Matter Of Opinion (IRE),A Harvey,5,William Harvey,19th,Short Head,5,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Nelsons Dawn (IRE),P Byrnes,0,E Cawley,18th,19 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Classy Cc (IRE),R A Doyle,0,M Brassil,17th,4 l,5,11-5t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Big Tom (IRE),Mr K P Healy,7,Mrs M Whelehan,16th,2 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Amron Diamond (IRE),S D Torrens,0,J Motherway,15th,7 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Easy Doyen (IRE),C G O'Dwyer,5,C O'Dwyer,14th,1 3/4 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Kaligo (IRE),S Fitzgerald,0,G P Cromwell,13th,1 3/4 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Westandtogether (IRE),D J Gilligan,0,Mrs D Foster,12th,1 3/4 l,5,11-5,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Native Dream (IRE),J P Shinnick,5,W J Burke,11th,1 1/4 l,7,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Mags Nelson (IRE),D Meyler,0,R O'Sullivan,10th,3 1/2 l,6,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Killian's Garden (IRE),E Walsh,0,Ciaran Murphy,9th,3 1/2 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Sticwiththeprocess,B Hayes,0,T M Walsh,8th,Head,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Woodford Warrior (IRE),C D Smithers,7,P T Foley,7th,4 1/4 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Ballykinlar (IRE),A McCurtin,0,Donncha Duggan,6th,12 l,6,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Initiateur (FR),P T Enright,0,L J Archdeacon,5th,4 l,7,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Kainsbourg (FR),M P Walsh,0,G Elliott,4th,6 1/2 l,5,11-12,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Harry's Legacy,D J O'Keeffe,0,R O'Sullivan,3rd,11 l,7,11-12t,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Come Walk With Me (IRE),K M Donoghue,0,E Cawley,2nd,1 3/4 l,6,11-12t1,-,True,164,19
Naas Racing Results | 9th March 2025 14:10,N/A,14:10,Soft (Yielding To Soft In Places),2m 3f 109y,Redemption Day,P Townend,0,W P Mullins,1st,N/A,8,11-12h,-,True,164,19
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Pure Steel (IRE),Non Runner,0,J J Mangan,NR,N/A,5,11-1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Belloccio (FR),D E Mullins,0,W P Mullins,8th,12 l,7,11-1t,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Pleasington (IRE),K M Donoghue,0,O Murphy,7th,30 l,7,11-5h,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Sommesky (IRE),Rachael Blackmore,0,H De Bromhead,6th,1/2 l,6,11-1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Cloonainra (IRE),B W Harvey,0,J C McConnell,5th,7 1/2 l,6,10-8,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Relieved Of Duties (IRE),J W Kennedy,0,G Elliott,4th,1/2 l,6,11-1t1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Stormalong (IRE),D J O'Keeffe,0,D Budds,3rd,3 3/4 l,7,10-8t,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Goraibhmaithagat (IRE),M P Walsh,0,Colm Murphy,2nd,8 1/2 l,5,11-1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Gaucher,B Hayes,0,W P Mullins,1st,N/A,6,11-8ht,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Pure Steel (IRE),Non Runner,0,J J Mangan,NR,N/A,5,11-1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Belloccio (FR),D E Mullins,0,W P Mullins,8th,12 l,7,11-1t,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Pleasington (IRE),K M Donoghue,0,O Murphy,7th,30 l,7,11-5h,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Sommesky (IRE),Rachael Blackmore,0,H De Bromhead,6th,1/2 l,6,11-1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Cloonainra (IRE),B W Harvey,0,J C McConnell,5th,7 1/2 l,6,10-8,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Relieved Of Duties (IRE),J W Kennedy,0,G Elliott,4th,1/2 l,6,11-1t1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Stormalong (IRE),D J O'Keeffe,0,D Budds,3rd,3 3/4 l,7,10-8t,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Goraibhmaithagat (IRE),M P Walsh,0,Colm Murphy,2nd,8 1/2 l,5,11-1,-,True,164,20
Naas Racing Results | 9th March 2025 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 7y,Gaucher,B Hayes,0,W P Mullins,1st,N/A,6,11-8ht,-,True,164,20
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,I'm For Home (IRE),D Meyler,0,R K Watson,NR,N/A,7,10-8,80,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Sandyman,A Harvey,5,William Harvey,NR,N/A,9,11-6t,92,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,No Big Deal (IRE),Non Runner,5,C O'Brien,NR,N/A,5,11-5t,91,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Star Official (IRE),C Owens,7,R Donohoe,UR,N/A,7,11-13,99,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Mywayorthehighway (IRE),S D Torrens,0,P J Rothwell,18th,7 1/2 l,6,11-0p,86,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Saxon Land (IRE),J C Gainford,0,Ciaran Murphy,17th,Head,4,10-3p1,85,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,All Biz (IRE),C M Quirke,3,Peter Maher,16th,2 l,7,10-8,80,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Simply Shabra (IRE),O R Brown,5,A McCann,15th,19 l,10,11-1b,87,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Mayos Vendangeur (IRE),T Power Roche,5,P J Rothwell,14th,3 1/4 l,6,11-0p,86,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,High Honour,J P Shinnick,5,D Kinsella,13th,13 l,5,11-13,99,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Voice Of Reason (IRE),F Brickley,7,G Elliott,12th,6 l,5,11-9,95,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Bayou Belle (IRE),A P Kelly,5,J P Fahey,11th,Neck,6,11-11,97,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Choose Your Answer (IRE),P T Enright,0,R Tyner,10th,2 3/4 l,6,10-6,78,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Elle Dorado Rock (IRE),D King,0,A J Martin,9th,3 l,7,10-10t,82,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,It's Never Simple (IRE),R A Doyle,0,M Brassil,8th,Short Head,7,11-5t1,91,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,King Of The Bronx (IRE),C Stone-Walsh,3,G P Cromwell,7th,1 l,4,10-12,94,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Malbay Madness (IRE),P J O'Hanlon,0,D A McLoughlin,6th,1/2 l,5,12-0h,100,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Comanche Moon (IRE),P Byrnes,0,C Byrnes,5th,7 1/2 l,5,11-11,97,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Seskin Flash (IRE),K M Donoghue,0,J P Dempsey,4th,1 3/4 l,6,11-8,94,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Marie's March (IRE),D J O'Keeffe,0,Sarah Connell,3rd,Short Head,6,11-3h,89,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Mahlers Cove (IRE),M P O'Connor,0,J J Mangan,2nd,7 l,8,11-6,92,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,King In Love (FR),S F O'Keeffe,0,S Aherne,1st,N/A,5,11-4h,90,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,I'm For Home (IRE),D Meyler,0,R K Watson,NR,N/A,7,10-8,80,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Sandyman,A Harvey,5,William Harvey,NR,N/A,9,11-6t,92,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,No Big Deal (IRE),Non Runner,5,C O'Brien,NR,N/A,5,11-5t,91,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Star Official (IRE),C Owens,7,R Donohoe,UR,N/A,7,11-13,99,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Mywayorthehighway (IRE),S D Torrens,0,P J Rothwell,18th,7 1/2 l,6,11-0p,86,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Saxon Land (IRE),J C Gainford,0,Ciaran Murphy,17th,Head,4,10-3p1,85,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,All Biz (IRE),C M Quirke,3,Peter Maher,16th,2 l,7,10-8,80,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Simply Shabra (IRE),O R Brown,5,A McCann,15th,19 l,10,11-1b,87,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Mayos Vendangeur (IRE),T Power Roche,5,P J Rothwell,14th,3 1/4 l,6,11-0p,86,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,High Honour,J P Shinnick,5,D Kinsella,13th,13 l,5,11-13,99,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Voice Of Reason (IRE),F Brickley,7,G Elliott,12th,6 l,5,11-9,95,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Bayou Belle (IRE),A P Kelly,5,J P Fahey,11th,Neck,6,11-11,97,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Choose Your Answer (IRE),P T Enright,0,R Tyner,10th,2 3/4 l,6,10-6,78,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Elle Dorado Rock (IRE),D King,0,A J Martin,9th,3 l,7,10-10t,82,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,It's Never Simple (IRE),R A Doyle,0,M Brassil,8th,Short Head,7,11-5t1,91,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,King Of The Bronx (IRE),C Stone-Walsh,3,G P Cromwell,7th,1 l,4,10-12,94,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Malbay Madness (IRE),P J O'Hanlon,0,D A McLoughlin,6th,1/2 l,5,12-0h,100,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Comanche Moon (IRE),P Byrnes,0,C Byrnes,5th,7 1/2 l,5,11-11,97,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Seskin Flash (IRE),K M Donoghue,0,J P Dempsey,4th,1 3/4 l,6,11-8,94,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Marie's March (IRE),D J O'Keeffe,0,Sarah Connell,3rd,Short Head,6,11-3h,89,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,Mahlers Cove (IRE),M P O'Connor,0,J J Mangan,2nd,7 l,8,11-6,92,True,164,21
Naas Racing Results | 9th March 2025 15:10,N/A,15:10,Soft (Yielding To Soft In Places),2m 7y,King In Love (FR),S F O'Keeffe,0,S Aherne,1st,N/A,5,11-4h,90,True,164,21
Naas Racing Results | 9th March 2025 15:40,N/A,15:40,Soft (Yielding To Soft In Places),2m 3f 109y,Lady Bluebird (IRE),P Hanlon,7,H P Finegan,NR,N/A,8,10-3,112,True,164,22
Naas Racing Results | 9th March 2025 15:40,N/A,15:40,Soft (Yielding To Soft In Places),2m 3f 109y,Cato's Revenge (IRE),T Power Roche,5,P J Rothwell,NR,N/A,8,10-9p,118,True,164,22
Naas Racing Results | 9th March 2025 15:40,N/A,15:40,Soft (Yielding To Soft In Places),2m 3f 109y,Uhavemeinstitches (IRE),S D Torrens,0,J Motherway,PU,N/A,5,10-9,118,True,164,22
