track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Macinamillion (IRE),A Balfe,7,G P Cromwell,5th,1/2 l,4,11-4h1,102,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Ivane (FR),Ms C Skerry,7,Ciaran Murphy,4th,1 1/4 l,6,10-12p,86,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Red Glory (IRE),M P O'Connor,3,H De Bromhead,3rd,10 l,6,12-0,102,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Ricky Bobby (IRE),Mr D Doyle,7,T Doyle,2nd,2 l,9,12-0,102,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Hillsdale (IRE),K M Donoghue,0,J P Dempsey,1st,N/A,5,11-6h1,94,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Rightfolksplease (IRE),Non Runner,0,P W Flynn,NR,N/A,6,10-11,85,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Verbal Sparring (IRE),P M O'Brien,7,D McDonogh,F,N/A,5,11-6,94,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Astrophysicist,G Brouder,5,J Nash,F,N/A,6,11-1tb,89,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Dream Once More (IRE),Liam McKenna,5,D Queally,17th,3 1/4 l,5,11-0ht1,88,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Missy Mu (IRE),S F O'Keeffe,0,S Crawley,16th,Neck,5,11-3,91,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Tom Red (IRE),R P Treacy,0,M M McNiff,15th,1 3/4 l,4,10-11t1,95,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Royal Time (IRE),S W Flanagan,0,S Crawley,14th,2 1/2 l,5,11-3t,91,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Crecora Hills (IRE),M P Walsh,0,R Tyner,13th,5 l,5,11-10,98,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Divilabother (IRE),B W Harvey,0,Thomas Coyle,12th,4 1/4 l,6,10-13,87,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Ebony Jade (IRE),C G O'Dwyer,5,J P Dempsey,11th,2 l,6,11-4,92,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Queensteel (IRE),C Stone-Walsh,5,L Whitmore,10th,2 l,12,10-13,87,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Boston Bongo (IRE),J S McGarvey,0,Barry J Fitzgerald,9th,2 1/4 l,5,10-13h1,87,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Ragmans Corner (IRE),S Fitzgerald,0,G Keane,8th,3 1/4 l,5,11-4,92,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,One And Only (IRE),P T Enright,0,O McKiernan,7th,1/2 l,6,11-4t,92,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Cristiano Marealdo (IRE),C Owens,7,P J Rothwell,6th,2 1/2 l,6,11-1p,89,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Macinamillion (IRE),A Balfe,7,G P Cromwell,5th,1/2 l,4,11-4h1,102,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Ivane (FR),Ms C Skerry,7,Ciaran Murphy,4th,1 1/4 l,6,10-12p,86,True,104,23
Naas Racing Results | 10th March 2024 14:17,N/A,14:17,Soft,1m 7f 116y,Red Glory (IRE),M P O'Connor,3,H De Bromhead,3rd,10 l,6,12-0,102,True,104,23
