track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Plus Or Minus (IRE),N M Crosse,0,W McCreery,8th,6 l,3,9-8v,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Littlesumpinsumpin (IRE),L T McAteer,0,P Nolan,7th,1 1/2 l,3,9-8,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Stone Rulya (IRE),J J G Ryan,0,G M Lyons,6th,Neck,3,9-8,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Jess Abi (IRE),C D Hayes,0,D K Weld,5th,Nose,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Some Good Men Gone (FR),A J Slattery,0,A Slattery,4th,4 1/4 l,3,9-8,70,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Sunlight Dance (IRE),D P McDonogh,0,J S Bolger,3rd,1/2 l,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Treasure Rose (IRE),B M Coen,0,J P Murtagh,2nd,4 l,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Plaza Athenee,C T Keane,0,J J Murphy,1st,N/A,3,9-3,-,True,11,47
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Deep Vein (IRE),R Whearty,3,N Meade,16th,21 l,3,9-1b1,53,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Harbanaker (IRE),J M Sheridan,0,William Harvey,15th,7 l,8,9-2t,46,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Onemorestar (IRE),G M Ryan,0,J Motherway,14th,10 l,4,9-0h1,44,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Patrick Street,R C Colgan,0,A Kinirons,13th,Neck,6,9-7t,51,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Monnow Valley,K G Kennedy,5,P Cluskey,12th,2 1/2 l,5,8-10t,40,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Wing Glider (IRE),J A Heffernan,0,R Brabazon,11th,1/2 l,4,10-2,60,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Lady Luck (IRE),L F Roche,0,R Sweeney,10th,3 1/4 l,3,8-12t,50,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Pink Socks (IRE),Nicola Burns,7,T Doyle,9th,2 l,6,9-10,54,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Poppadom (IRE),J S Dalton,10,A Slattery,8th,2 1/4 l,4,9-2,46,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Tickling (IRE),J J G Ryan,0,M A Molloy,7th,1/2 l,3,9-0,52,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Johnny's Oasis,Adam Caffrey,0,A McGuinness,6th,Neck,3,9-2p1,54,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Chou Chou (IRE),K J Leonard,0,E O'Connell,5th,2 1/4 l,4,9-6,50,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Flier,P McGettigan,7,Mrs D Foster,4th,2 l,6,10-2t,60,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Slaney Swagger (IRE),C D Hayes,0,P Byrne,3rd,2 1/4 l,4,9-9,53,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Skib Gold,P A Harnett,5,M J Byrne,2nd,1/2 l,4,9-12,56,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Thegooseiscooked (IRE),C T Keane,0,G Keane,1st,N/A,8,9-6,50,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Deep Vein (IRE),R Whearty,3,N Meade,16th,21 l,3,9-1b1,53,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Harbanaker (IRE),J M Sheridan,0,William Harvey,15th,7 l,8,9-2t,46,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Onemorestar (IRE),G M Ryan,0,J Motherway,14th,10 l,4,9-0h1,44,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Patrick Street,R C Colgan,0,A Kinirons,13th,Neck,6,9-7t,51,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Monnow Valley,K G Kennedy,5,P Cluskey,12th,2 1/2 l,5,8-10t,40,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Wing Glider (IRE),J A Heffernan,0,R Brabazon,11th,1/2 l,4,10-2,60,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Lady Luck (IRE),L F Roche,0,R Sweeney,10th,3 1/4 l,3,8-12t,50,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Pink Socks (IRE),Nicola Burns,7,T Doyle,9th,2 l,6,9-10,54,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Poppadom (IRE),J S Dalton,10,A Slattery,8th,2 1/4 l,4,9-2,46,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Tickling (IRE),J J G Ryan,0,M A Molloy,7th,1/2 l,3,9-0,52,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Johnny's Oasis,Adam Caffrey,0,A McGuinness,6th,Neck,3,9-2p1,54,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Chou Chou (IRE),K J Leonard,0,E O'Connell,5th,2 1/4 l,4,9-6,50,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Flier,P McGettigan,7,Mrs D Foster,4th,2 l,6,10-2t,60,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Slaney Swagger (IRE),C D Hayes,0,P Byrne,3rd,2 1/4 l,4,9-9,53,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Skib Gold,P A Harnett,5,M J Byrne,2nd,1/2 l,4,9-12,56,True,11,48
N/A,2025-08-13,20:05,Good (Good To Firm In Places),1m 1f 100y,Thegooseiscooked (IRE),C T Keane,0,G Keane,1st,N/A,8,9-6,50,True,11,48
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Ma Belle Etoile (IRE),D J O'Keeffe,0,H De Bromhead,4th,1 1/4 l,6,11-9,120,True,11,49
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Sayitfirst (IRE),J J Slevin,0,D Collins,3rd,16 l,9,11-5,91,True,11,49
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Luminous Light,S W Flanagan,0,A McCann,2nd,3 l,6,11-9h,118,True,11,49
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Enjoy The Dream,B Hayes,0,A McNamara,1st,N/A,6,11-5t,120,True,11,49
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Ma Belle Etoile (IRE),D J O'Keeffe,0,H De Bromhead,4th,1 1/4 l,6,11-9,120,True,11,49
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Sayitfirst (IRE),J J Slevin,0,D Collins,3rd,16 l,9,11-5,91,True,11,49
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Luminous Light,S W Flanagan,0,A McCann,2nd,3 l,6,11-9h,118,True,11,49
Tramore Racing Results | 14th August 2025 17:05,2025-08-14,17:05,Good,1m 7f 120y,Enjoy The Dream,B Hayes,0,A McNamara,1st,N/A,6,11-5t,120,True,11,49
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Cher Tara (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,11-5p,92,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Fascinating Shadow (IRE),D E Mullins,0,J J Hanlon,7th,22 l,7,11-12t,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Derby Rock (IRE),C G O'Dwyer,5,M F Morris,6th,16 l,6,11-12p,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,5th,13 l,9,11-12p,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Mic Drop (IRE),S W Flanagan,0,D M O'Brien,4th,2 1/4 l,6,11-12t,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Hurricane Honey (IRE),K E Buckley,0,A Murray,3rd,1/2 l,6,11-5t,96,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,On Lovers Walk (IRE),D J Gilligan,0,R O'Sullivan,2nd,30 l,8,11-12t,108,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,El Champo (IRE),S D Torrens,0,P J Rothwell,1st,N/A,7,11-12p,110,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Cher Tara (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,11-5p,92,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Fascinating Shadow (IRE),D E Mullins,0,J J Hanlon,7th,22 l,7,11-12t,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Derby Rock (IRE),C G O'Dwyer,5,M F Morris,6th,16 l,6,11-12p,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,5th,13 l,9,11-12p,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Mic Drop (IRE),S W Flanagan,0,D M O'Brien,4th,2 1/4 l,6,11-12t,-,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,Hurricane Honey (IRE),K E Buckley,0,A Murray,3rd,1/2 l,6,11-5t,96,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,On Lovers Walk (IRE),D J Gilligan,0,R O'Sullivan,2nd,30 l,8,11-12t,108,True,11,50
Tramore Racing Results | 14th August 2025 17:35,2025-08-14,17:35,Good,2m 5f 180y,El Champo (IRE),S D Torrens,0,P J Rothwell,1st,N/A,7,11-12p,110,True,11,50
