track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Purring Along (IRE),G M Ryan,0,Thomas Dowling,NR,N/A,5,8-12t,47,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Corballis Flyer (IRE),R Whearty,5,J J Hanlon,17th,6 l,6,8-12p,47,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Answer Me Nay (IRE),A C Persse,7,M A Cahill,16th,10 l,3,8-11,54,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Shimmerz (IRE),Adam Caffrey,3,C O'Brien,15th,1 l,6,9-3,52,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Viva Voce (IRE),R M Mulligan,7,Tom McGuinness,14th,1 1/4 l,7,9-3,52,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Bellick,J A Powell,3,J C McConnell,13th,1/2 l,9,8-12,47,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Taste Of The Sea (IRE),C D Hayes,0,L Comer,12th,1/2 l,3,8-11,54,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Zentopia (IRE),J A Heffernan,0,S M Duffy,11th,Neck,4,9-2,51,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Coffeemeanscoffee (IRE),K J Leonard,0,Tom McGuinness,10th,1/2 l,9,8-13,48,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Below Deck (IRE),N M Crosse,0,L Comer,9th,1 1/2 l,4,8-12,47,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Royal Tribute (IRE),S Foley,0,J C McConnell,8th,1 1/2 l,6,9-0p,49,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Navorrosse (IRE),Siobhan Rutledge,3,G A Kingston,7th,1 l,7,9-4,53,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Our Dagger (IRE),D E Sheehy,0,Joe Conlon,6th,3/4 l,3,8-7,47,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Goldmoyne (IRE),M W Hassett,5,T Doyle,5th,1/2 l,4,9-5,54,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Gosford (IRE),J J G Ryan,5,E Lynam,4th,Head,4,10-4,67,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Glencullen (IRE),L T McAteer,0,W Ross,3rd,1 1/2 l,4,8-13h,48,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Tall Story (IRE),J M Sheridan,0,R O'Sullivan,2nd,1 1/4 l,6,8-12p,45,True,127,7
Fairyhouse Racing Results | 10th July 2024 20:00,N/A,20:00,Good,7f,Skontonovski,C J MacRedmond,5,A McGuinness,1st,N/A,7,9-4v,53,True,127,7
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Proxima Centauri (IRE),N M Crosse,0,Mrs J Harrington,NR,N/A,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Princess Peggy (IRE),R P Cleary,0,G Elliott,14th,22 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,The Mizen Queen (IRE),J A Powell,3,N Meade,13th,2 1/2 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Girl Like You (USA),D McMonagle,0,J P O'Brien,12th,1 1/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Red Veil (IRE),J J G Ryan,5,M O'Callaghan,11th,Head,2,9-2p1,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Tofino (IRE),G F Carroll,0,G P Cromwell,10th,Nose,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Lush Lips,G M Ryan,0,Donnacha O'Brien,9th,Neck,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Bint Majestic Roi (IRE),C D Hayes,0,D K Weld,8th,3/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Angelight (IRE),M P Sheehy,0,J P O'Brien,7th,3/4 l,2,9-2t1,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Night Magic (IRE),Shane Foley,0,Mrs J Harrington,6th,2 3/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Vanderbilt House (IRE),B M Coen,0,J P Murtagh,5th,2 3/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Bubbling (IRE),J Cleary,7,A P O'Brien,4th,1/2 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Queens Fury (FR),J A Heffernan,0,A Murray,3rd,3 1/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Chantez (IRE),C T Keane,0,G M Lyons,2nd,Head,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Exactly (IRE),W J Lee,0,A P O'Brien,1st,N/A,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Proxima Centauri (IRE),N M Crosse,0,Mrs J Harrington,NR,N/A,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Princess Peggy (IRE),R P Cleary,0,G Elliott,14th,22 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,The Mizen Queen (IRE),J A Powell,3,N Meade,13th,2 1/2 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Girl Like You (USA),D McMonagle,0,J P O'Brien,12th,1 1/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Red Veil (IRE),J J G Ryan,5,M O'Callaghan,11th,Head,2,9-2p1,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Tofino (IRE),G F Carroll,0,G P Cromwell,10th,Nose,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Lush Lips,G M Ryan,0,Donnacha O'Brien,9th,Neck,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Bint Majestic Roi (IRE),C D Hayes,0,D K Weld,8th,3/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Angelight (IRE),M P Sheehy,0,J P O'Brien,7th,3/4 l,2,9-2t1,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Night Magic (IRE),Shane Foley,0,Mrs J Harrington,6th,2 3/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Vanderbilt House (IRE),B M Coen,0,J P Murtagh,5th,2 3/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Bubbling (IRE),J Cleary,7,A P O'Brien,4th,1/2 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Queens Fury (FR),J A Heffernan,0,A Murray,3rd,3 1/4 l,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Chantez (IRE),C T Keane,0,G M Lyons,2nd,Head,2,9-2,-,True,127,8
N/A,N/A,17:10,Good (Good To Yielding In Places),7f 35y,Exactly (IRE),W J Lee,0,A P O'Brien,1st,N/A,2,9-2,-,True,127,8
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Raknah (IRE),K G Kennedy,7,Mrs J Harrington,NR,N/A,3,9-7,82,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Vassula Ryden (IRE),W J Lee,0,W McCreery,10th,1/2 l,3,9-5v,80,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Velvet Skies (IRE),W Joyce,5,M Mulvany,9th,1 3/4 l,3,8-11,72,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Serialise (IRE),Shane Foley,0,Mrs J Harrington,8th,3 l,3,9-8,83,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Her Ladyship (IRE),C D Hayes,0,A McNamara,7th,1 3/4 l,3,9-9,84,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Anvika (IRE),R C Colgan,0,S Lavery,6th,Neck,3,9-12t1,87,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Il Pellegrino (IRE),D McMonagle,0,J P O'Brien,5th,1/2 l,3,9-8,83,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Lucky Out (IRE),J A Heffernan,0,T Mullins,4th,1 3/4 l,3,8-13,74,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Martinelli (IRE),M W Hassett,5,K P Cotter,3rd,3 1/2 l,3,8-7,68,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Quadruple,C T Keane,0,G M Lyons,2nd,Nose,3,9-4,79,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Transcending Glory (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,10-0p,89,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Raknah (IRE),K G Kennedy,7,Mrs J Harrington,NR,N/A,3,9-7,82,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Vassula Ryden (IRE),W J Lee,0,W McCreery,10th,1/2 l,3,9-5v,80,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Velvet Skies (IRE),W Joyce,5,M Mulvany,9th,1 3/4 l,3,8-11,72,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Serialise (IRE),Shane Foley,0,Mrs J Harrington,8th,3 l,3,9-8,83,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Her Ladyship (IRE),C D Hayes,0,A McNamara,7th,1 3/4 l,3,9-9,84,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Anvika (IRE),R C Colgan,0,S Lavery,6th,Neck,3,9-12t1,87,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Il Pellegrino (IRE),D McMonagle,0,J P O'Brien,5th,1/2 l,3,9-8,83,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Lucky Out (IRE),J A Heffernan,0,T Mullins,4th,1 3/4 l,3,8-13,74,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Martinelli (IRE),M W Hassett,5,K P Cotter,3rd,3 1/2 l,3,8-7,68,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Quadruple,C T Keane,0,G M Lyons,2nd,Nose,3,9-4,79,True,127,9
N/A,N/A,17:40,Good (Good To Yielding In Places),7f 35y,Transcending Glory (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,10-0p,89,True,127,9
N/A,N/A,18:15,Good,7f 35y,Pink Sorrel (IRE),J A Heffernan,0,J G Murphy,NR,N/A,4,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Jumbly,M P Sheehy,0,J P O'Brien,NR,N/A,5,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Everlasting (IRE),G M Ryan,0,A P O'Brien,8th,1 1/2 l,3,9-1v,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Curvature (IRE),G F Carroll,0,Mrs J Harrington,7th,Neck,4,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Wendla,C T Keane,0,G M Lyons,6th,1/2 l,3,9-4,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Red Viburnum (IRE),C D Hayes,0,D K Weld,5th,3 1/4 l,3,9-1,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Thornbrook (IRE),D McMonagle,0,J P O'Brien,4th,Short Head,4,9-9p,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Special Wan (IRE),B M Coen,0,P T Foley,3rd,Head,4,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Bluedrum (IRE),Shane Foley,0,Mrs J Harrington,2nd,2 1/4 l,3,9-1,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Jancis (IRE),W J Lee,0,W McCreery,1st,N/A,3,9-1,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Pink Sorrel (IRE),J A Heffernan,0,J G Murphy,NR,N/A,4,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Jumbly,M P Sheehy,0,J P O'Brien,NR,N/A,5,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Everlasting (IRE),G M Ryan,0,A P O'Brien,8th,1 1/2 l,3,9-1v,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Curvature (IRE),G F Carroll,0,Mrs J Harrington,7th,Neck,4,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Wendla,C T Keane,0,G M Lyons,6th,1/2 l,3,9-4,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Red Viburnum (IRE),C D Hayes,0,D K Weld,5th,3 1/4 l,3,9-1,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Thornbrook (IRE),D McMonagle,0,J P O'Brien,4th,Short Head,4,9-9p,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Special Wan (IRE),B M Coen,0,P T Foley,3rd,Head,4,9-9,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Bluedrum (IRE),Shane Foley,0,Mrs J Harrington,2nd,2 1/4 l,3,9-1,-,True,127,10
N/A,N/A,18:15,Good,7f 35y,Jancis (IRE),W J Lee,0,W McCreery,1st,N/A,3,9-1,-,True,127,10
N/A,N/A,18:50,Good,1m,Loingseoir (IRE),D E Sheehy,0,M C Grassick,NR,N/A,8,9-9t,73,True,127,11
N/A,N/A,18:50,Good,1m,Rampage (IRE),R Whearty,5,T G McCourt,NR,N/A,5,9-5tv,69,True,127,11
N/A,N/A,18:50,Good,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,NR,N/A,6,9-3tp,67,True,127,11
N/A,N/A,18:50,Good,1m,Lady Arwen,C Horgan,7,C O'Dwyer,16th,3/4 l,5,10-0,78,True,127,11
N/A,N/A,18:50,Good,1m,Eastern Wind,J J G Ryan,5,T G McCourt,15th,3 l,5,9-6v,70,True,127,11
N/A,N/A,18:50,Good,1m,Sectarius (IRE),G M Ryan,0,P J F Murphy,14th,1/2 l,4,9-10,74,True,127,11
N/A,N/A,18:50,Good,1m,Old Mexican (IRE),W Joyce,5,L Comer,13th,Short Head,3,8-9,68,True,127,11
N/A,N/A,18:50,Good,1m,Wrist Art (IRE),M W Hassett,5,T Doyle,12th,3/4 l,7,9-5,69,True,127,11
N/A,N/A,18:50,Good,1m,Ransom,D McMonagle,0,H D McGuigan,11th,2 1/2 l,7,9-11,75,True,127,11
N/A,N/A,18:50,Good,1m,Belles Feuilles (FR),J A Heffernan,0,Mrs C O'Leary,10th,1 l,4,9-6t,70,True,127,11
N/A,N/A,18:50,Good,1m,Desert Wind (IRE),R C Colgan,0,L Comer,9th,1/2 l,9,9-2tb,66,True,127,11
N/A,N/A,18:50,Good,1m,Mogwli (IRE),Jessica Maye,10,W McCreery,8th,2 l,7,9-1v,65,True,127,11
N/A,N/A,18:50,Good,1m,Letiza (IRE),R P Whelan,0,Thomas Dowling,7th,1/2 l,4,9-10p,74,True,127,11
N/A,N/A,18:50,Good,1m,Royal Pippen (IRE),R P Cleary,0,P Magee,6th,3 l,7,9-11,75,True,127,11
N/A,N/A,18:50,Good,1m,Mooretown Lad (IRE),C T Keane,0,M O'Callaghan,5th,3/4 l,4,9-6,70,True,127,11
N/A,N/A,18:50,Good,1m,Ferrybank,W J Lee,0,T M Walsh,4th,4 l,6,10-1t,79,True,127,11
N/A,N/A,18:50,Good,1m,Grey Leader (IRE),G F Carroll,0,J G Murphy,3rd,Short Head,4,10-2h1,80,True,127,11
N/A,N/A,18:50,Good,1m,Rio Largo (IRE),N M Crosse,0,L Comer,2nd,1/2 l,4,9-4,68,True,127,11
N/A,N/A,18:50,Good,1m,Giuseppe Cassioli,K G Kennedy,7,Gerard O'Leary,1st,N/A,7,10-0,78,True,127,11
N/A,N/A,18:50,Good,1m,Loingseoir (IRE),D E Sheehy,0,M C Grassick,NR,N/A,8,9-9t,73,True,127,11
N/A,N/A,18:50,Good,1m,Rampage (IRE),R Whearty,5,T G McCourt,NR,N/A,5,9-5tv,69,True,127,11
N/A,N/A,18:50,Good,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,NR,N/A,6,9-3tp,67,True,127,11
N/A,N/A,18:50,Good,1m,Lady Arwen,C Horgan,7,C O'Dwyer,16th,3/4 l,5,10-0,78,True,127,11
N/A,N/A,18:50,Good,1m,Eastern Wind,J J G Ryan,5,T G McCourt,15th,3 l,5,9-6v,70,True,127,11
N/A,N/A,18:50,Good,1m,Sectarius (IRE),G M Ryan,0,P J F Murphy,14th,1/2 l,4,9-10,74,True,127,11
N/A,N/A,18:50,Good,1m,Old Mexican (IRE),W Joyce,5,L Comer,13th,Short Head,3,8-9,68,True,127,11
N/A,N/A,18:50,Good,1m,Wrist Art (IRE),M W Hassett,5,T Doyle,12th,3/4 l,7,9-5,69,True,127,11
N/A,N/A,18:50,Good,1m,Ransom,D McMonagle,0,H D McGuigan,11th,2 1/2 l,7,9-11,75,True,127,11
N/A,N/A,18:50,Good,1m,Belles Feuilles (FR),J A Heffernan,0,Mrs C O'Leary,10th,1 l,4,9-6t,70,True,127,11
N/A,N/A,18:50,Good,1m,Desert Wind (IRE),R C Colgan,0,L Comer,9th,1/2 l,9,9-2tb,66,True,127,11
N/A,N/A,18:50,Good,1m,Mogwli (IRE),Jessica Maye,10,W McCreery,8th,2 l,7,9-1v,65,True,127,11
N/A,N/A,18:50,Good,1m,Letiza (IRE),R P Whelan,0,Thomas Dowling,7th,1/2 l,4,9-10p,74,True,127,11
N/A,N/A,18:50,Good,1m,Royal Pippen (IRE),R P Cleary,0,P Magee,6th,3 l,7,9-11,75,True,127,11
N/A,N/A,18:50,Good,1m,Mooretown Lad (IRE),C T Keane,0,M O'Callaghan,5th,3/4 l,4,9-6,70,True,127,11
N/A,N/A,18:50,Good,1m,Ferrybank,W J Lee,0,T M Walsh,4th,4 l,6,10-1t,79,True,127,11
N/A,N/A,18:50,Good,1m,Grey Leader (IRE),G F Carroll,0,J G Murphy,3rd,Short Head,4,10-2h1,80,True,127,11
N/A,N/A,18:50,Good,1m,Rio Largo (IRE),N M Crosse,0,L Comer,2nd,1/2 l,4,9-4,68,True,127,11
N/A,N/A,18:50,Good,1m,Giuseppe Cassioli,K G Kennedy,7,Gerard O'Leary,1st,N/A,7,10-0,78,True,127,11
N/A,N/A,19:25,Good,1m 1f,September Leaves (IRE),K G Kennedy,7,Mrs J Harrington,NR,N/A,3,8-7v,85,True,127,12
N/A,N/A,19:25,Good,1m 1f,Global Energy,R C Colgan,0,S Lavery,NR,N/A,5,9-3,85,True,127,12
N/A,N/A,19:25,Good,1m 1f,Morse (IRE),N G McCullagh,0,Charles Weld,14th,8 l,4,8-11,79,True,127,12
N/A,N/A,19:25,Good,1m 1f,Benavente,J J G Ryan,5,Kevin Coleman,13th,3 1/2 l,6,8-10,78,True,127,12
N/A,N/A,19:25,Good,1m 1f,Nahori,M W Hassett,5,T Gibney,12th,1 l,4,8-7,75,True,127,12
N/A,N/A,19:25,Good,1m 1f,Air Commander (IRE),D McMonagle,0,A P O'Brien,11th,Head,3,8-13v,91,True,127,12
N/A,N/A,19:25,Good,1m 1f,Livio Milo (IRE),C D Hayes,0,D K Weld,10th,3/4 l,4,9-1b1,83,True,127,12
N/A,N/A,19:25,Good,1m 1f,Narmar (IRE),W J Lee,0,H De Bromhead,9th,Head,4,9-7b,89,True,127,12
N/A,N/A,19:25,Good,1m 1f,Blues Emperor (IRE),S B Kelly,0,J P Murtagh,8th,1/2 l,5,9-12,94,True,127,12
N/A,N/A,19:25,Good,1m 1f,Timourid (IRE),J M Sheridan,0,P W Flynn,7th,Neck,7,9-4tp,86,True,127,12
N/A,N/A,19:25,Good,1m 1f,Alanya (FR),G M Ryan,0,T Gibney,6th,Head,5,10-0,96,True,127,12
N/A,N/A,19:25,Good,1m 1f,Exquisite Acclaim (IRE),Adam Caffrey,3,A McGuinness,5th,Head,5,9-3p,85,True,127,12
N/A,N/A,19:25,Good,1m 1f,Casanova,R P Whelan,0,A McGuinness,4th,3/4 l,8,9-5,87,True,127,12
N/A,N/A,19:25,Good,1m 1f,Shayzann (IRE),B M Coen,0,J P Murtagh,3rd,Neck,4,9-9t,91,True,127,12
N/A,N/A,19:25,Good,1m 1f,Snellen (IRE),G F Carroll,0,G P Cromwell,2nd,1 1/4 l,3,9-0,92,True,127,12
N/A,N/A,19:25,Good,1m 1f,Lady Lunette (IRE),C T Keane,0,R P Cody,1st,N/A,4,9-0p,82,True,127,12
N/A,N/A,19:25,Good,1m 1f,September Leaves (IRE),K G Kennedy,7,Mrs J Harrington,NR,N/A,3,8-7v,85,True,127,12
N/A,N/A,19:25,Good,1m 1f,Global Energy,R C Colgan,0,S Lavery,NR,N/A,5,9-3,85,True,127,12
N/A,N/A,19:25,Good,1m 1f,Morse (IRE),N G McCullagh,0,Charles Weld,14th,8 l,4,8-11,79,True,127,12
N/A,N/A,19:25,Good,1m 1f,Benavente,J J G Ryan,5,Kevin Coleman,13th,3 1/2 l,6,8-10,78,True,127,12
N/A,N/A,19:25,Good,1m 1f,Nahori,M W Hassett,5,T Gibney,12th,1 l,4,8-7,75,True,127,12
N/A,N/A,19:25,Good,1m 1f,Air Commander (IRE),D McMonagle,0,A P O'Brien,11th,Head,3,8-13v,91,True,127,12
N/A,N/A,19:25,Good,1m 1f,Livio Milo (IRE),C D Hayes,0,D K Weld,10th,3/4 l,4,9-1b1,83,True,127,12
N/A,N/A,19:25,Good,1m 1f,Narmar (IRE),W J Lee,0,H De Bromhead,9th,Head,4,9-7b,89,True,127,12
N/A,N/A,19:25,Good,1m 1f,Blues Emperor (IRE),S B Kelly,0,J P Murtagh,8th,1/2 l,5,9-12,94,True,127,12
N/A,N/A,19:25,Good,1m 1f,Timourid (IRE),J M Sheridan,0,P W Flynn,7th,Neck,7,9-4tp,86,True,127,12
N/A,N/A,19:25,Good,1m 1f,Alanya (FR),G M Ryan,0,T Gibney,6th,Head,5,10-0,96,True,127,12
N/A,N/A,19:25,Good,1m 1f,Exquisite Acclaim (IRE),Adam Caffrey,3,A McGuinness,5th,Head,5,9-3p,85,True,127,12
N/A,N/A,19:25,Good,1m 1f,Casanova,R P Whelan,0,A McGuinness,4th,3/4 l,8,9-5,87,True,127,12
N/A,N/A,19:25,Good,1m 1f,Shayzann (IRE),B M Coen,0,J P Murtagh,3rd,Neck,4,9-9t,91,True,127,12
N/A,N/A,19:25,Good,1m 1f,Snellen (IRE),G F Carroll,0,G P Cromwell,2nd,1 1/4 l,3,9-0,92,True,127,12
N/A,N/A,19:25,Good,1m 1f,Lady Lunette (IRE),C T Keane,0,R P Cody,1st,N/A,4,9-0p,82,True,127,12
N/A,N/A,20:00,Good,1m 1f,Hurricane Helen,G F Carroll,0,C Timmons,NR,N/A,6,10-0,63,True,127,13
N/A,N/A,20:00,Good,1m 1f,Cannes Do (IRE),C D Hayes,0,P Byrne,NR,N/A,5,8-12,47,True,127,13
N/A,N/A,20:00,Good,1m 1f,Attrazione (IRE),D S O'Sullivan,10,D W O'Sullivan,21st,7 l,4,9-5t,54,True,127,13
N/A,N/A,20:00,Good,1m 1f,Bungle Inthedesert (IRE),Siobhan Rutledge,3,J C McConnell,20th,3 3/4 l,5,9-12,61,True,127,13
N/A,N/A,20:00,Good,1m 1f,You Are The Deal (IRE),S T McCullagh,3,L Comer,19th,3 1/4 l,4,9-13,62,True,127,13
N/A,N/A,20:00,Good,1m 1f,Hale Bopp (IRE),R C Colgan,0,R Donohoe,18th,1 l,6,9-5,54,True,127,13
N/A,N/A,20:00,Good,1m 1f,Monzoon,J A Heffernan,0,H D McGuigan,17th,2 1/2 l,7,9-13,62,True,127,13
N/A,N/A,20:00,Good,1m 1f,Engines On (IRE),W J Lee,0,Mrs P Dobbs,16th,1 1/2 l,4,9-4,53,True,127,13
N/A,N/A,20:00,Good,1m 1f,Golden Goose (IRE),R P Cleary,0,Miss T L Cogan,15th,1 1/4 l,4,9-13,62,True,127,13
N/A,N/A,20:00,Good,1m 1f,Thirtysecondstreet (IRE),W Joyce,5,L Comer,14th,2 1/2 l,4,9-0tp1,49,True,127,13
N/A,N/A,20:00,Good,1m 1f,Barrys Rock (IRE),C J MacRedmond,5,A Mullins,13th,3/4 l,9,9-3v,52,True,127,13
N/A,N/A,20:00,Good,1m 1f,Ranko Express (IRE),B M Coen,0,Kevin Coleman,12th,Head,4,9-7,56,True,127,13
N/A,N/A,20:00,Good,1m 1f,Comfort Line (IRE),Adam Caffrey,3,A McGuinness,11th,1 l,7,10-0v,63,True,127,13
N/A,N/A,20:00,Good,1m 1f,So Messi (IRE),J J G Ryan,5,P Martin,10th,Head,4,9-3t,52,True,127,13
N/A,N/A,20:00,Good,1m 1f,Initial Attempt (IRE),J Kearney,5,L Comer,9th,Neck,4,10-1,64,True,127,13
N/A,N/A,20:00,Good,1m 1f,My Kurkum,J M Sheridan,0,R K Watson,8th,1/2 l,6,9-10h,59,True,127,13
N/A,N/A,20:00,Good,1m 1f,Harseva (IRE),C T Keane,0,G Keane,7th,Neck,4,9-8,57,True,127,13
N/A,N/A,20:00,Good,1m 1f,King Arthurs Sword (IRE),J A Powell,3,M O'Callaghan,6th,Neck,7,9-12t,61,True,127,13
N/A,N/A,20:00,Good,1m 1f,Init Together,L T McAteer,0,S Fahey,5th,Neck,6,9-2p,51,True,127,13
N/A,N/A,20:00,Good,1m 1f,Rock Basher (IRE),N M Crosse,0,L Comer,4th,2 1/2 l,5,9-5,54,True,127,13
N/A,N/A,20:00,Good,1m 1f,Bright Dick (IRE),D McMonagle,0,L Comer,3rd,Head,4,9-7,56,True,127,13
N/A,N/A,20:00,Good,1m 1f,Pegula (IRE),M W Hassett,5,T Doyle,2nd,1 1/4 l,4,8-12,47,True,127,13
N/A,N/A,20:00,Good,1m 1f,Hokusai (IRE),N J Ryan,7,N Meade,1st,N/A,4,10-2b,65,True,127,13
N/A,N/A,20:00,Good,1m 1f,Hurricane Helen,G F Carroll,0,C Timmons,NR,N/A,6,10-0,63,True,127,13
N/A,N/A,20:00,Good,1m 1f,Cannes Do (IRE),C D Hayes,0,P Byrne,NR,N/A,5,8-12,47,True,127,13
N/A,N/A,20:00,Good,1m 1f,Attrazione (IRE),D S O'Sullivan,10,D W O'Sullivan,21st,7 l,4,9-5t,54,True,127,13
