track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 13th April 2024 17:50,N/A,17:50,Standard,7f,Star Magnolia (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-3,-,True,108,7
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Shall I Walk (IRE),L F Roche,0,L Comer,14th,3 3/4 l,4,8-12,47,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Purring Along (IRE),D McMonagle,0,L Smyth,13th,7 1/2 l,5,9-4,53,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Wonderwalk (IRE),C D Hayes,0,A McNamara,12th,2 l,3,8-10,60,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Kudbegood (IRE),R P Whelan,0,P J F Murphy,11th,2 1/4 l,9,8-12,47,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Bungle Inthedesert (IRE),Siobhan Rutledge,3,J C McConnell,10th,Nose,5,10-2,65,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Sunset Nova (IRE),A J Slattery,0,A Slattery,9th,Neck,8,8-12v,47,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Feature This (IRE),C T Keane,0,P W Flynn,8th,1 3/4 l,5,10-1tp,64,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,The Bog Bank (IRE),J J G Ryan,5,T G McCourt,7th,Neck,7,9-7tp,56,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Irish Rumour (IRE),Adam Caffrey,5,Miss Jennifer Anne Lynch,6th,Head,4,9-13t,62,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Gatsby Cap (IRE),K G Kennedy,7,J C McConnell,5th,Short Head,8,9-6tp,55,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Leabaland (IRE),J A Heffernan,0,M M Lynch,4th,1/2 l,7,9-7b,56,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Chummie (IRE),W J Lee,0,T M Walsh,3rd,2 1/4 l,6,9-2,51,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Alabama Calling (IRE),L T McAteer,0,D Marnane,2nd,3 3/4 l,3,9-0,64,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Suityourselfboss (IRE),M W Hassett,7,M J Browne,1st,N/A,5,9-0p,49,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Shall I Walk (IRE),L F Roche,0,L Comer,14th,3 3/4 l,4,8-12,47,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Purring Along (IRE),D McMonagle,0,L Smyth,13th,7 1/2 l,5,9-4,53,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Wonderwalk (IRE),C D Hayes,0,A McNamara,12th,2 l,3,8-10,60,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Kudbegood (IRE),R P Whelan,0,P J F Murphy,11th,2 1/4 l,9,8-12,47,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Bungle Inthedesert (IRE),Siobhan Rutledge,3,J C McConnell,10th,Nose,5,10-2,65,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Sunset Nova (IRE),A J Slattery,0,A Slattery,9th,Neck,8,8-12v,47,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Feature This (IRE),C T Keane,0,P W Flynn,8th,1 3/4 l,5,10-1tp,64,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,The Bog Bank (IRE),J J G Ryan,5,T G McCourt,7th,Neck,7,9-7tp,56,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Irish Rumour (IRE),Adam Caffrey,5,Miss Jennifer Anne Lynch,6th,Head,4,9-13t,62,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Gatsby Cap (IRE),K G Kennedy,7,J C McConnell,5th,Short Head,8,9-6tp,55,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Leabaland (IRE),J A Heffernan,0,M M Lynch,4th,1/2 l,7,9-7b,56,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Chummie (IRE),W J Lee,0,T M Walsh,3rd,2 1/4 l,6,9-2,51,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Alabama Calling (IRE),L T McAteer,0,D Marnane,2nd,3 3/4 l,3,9-0,64,True,108,8
Dundalk Racing Results | 13th April 2024 18:20,N/A,18:20,Standard,1m,Suityourselfboss (IRE),M W Hassett,7,M J Browne,1st,N/A,5,9-0p,49,True,108,8
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Will Be King (IRE),D McMonagle,0,J C McConnell,NR,N/A,8,9-1t,50,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Tack (FR),L T McAteer,0,J G Murray,13th,12 l,5,9-1tp,50,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Ciantov (IRE),S D Bowen,5,A McNamara,12th,4 3/4 l,3,8-7tp1,57,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Spirit Of Paradise (IRE),C T Keane,0,N Meade,11th,1 l,4,9-6,55,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Lorr's Girl (IRE),R P Cleary,0,R Sweeney,10th,3 1/2 l,3,8-7,57,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Un Bacio Ancora (IRE),B M Coen,0,P J F Murphy,9th,3/4 l,5,9-2tp,51,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Hijo De La Luna (GER),J A Heffernan,0,S McConville,8th,1/2 l,4,10-2,65,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Shining Aitch,J J G Ryan,5,T G McCourt,7th,2 1/4 l,7,10-0tv,63,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Bride Tree,J Cleary,7,Mrs S Dawson,6th,1 3/4 l,4,9-10p,59,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Bright Dick (IRE),J Kearney,5,L Comer,5th,Nose,4,10-1,64,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,4th,1/2 l,7,10-0p,63,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Lauroline,R M Mulligan,10,J P Murtagh,3rd,2 l,5,10-2,65,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Cousin Shay,K G Kennedy,7,J C McConnell,2nd,2 1/2 l,5,9-1,50,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Boadicea Belle (IRE),G F Carroll,0,M J Smith,1st,N/A,5,9-0p,49,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Will Be King (IRE),D McMonagle,0,J C McConnell,NR,N/A,8,9-1t,50,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Tack (FR),L T McAteer,0,J G Murray,13th,12 l,5,9-1tp,50,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Ciantov (IRE),S D Bowen,5,A McNamara,12th,4 3/4 l,3,8-7tp1,57,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Spirit Of Paradise (IRE),C T Keane,0,N Meade,11th,1 l,4,9-6,55,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Lorr's Girl (IRE),R P Cleary,0,R Sweeney,10th,3 1/2 l,3,8-7,57,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Un Bacio Ancora (IRE),B M Coen,0,P J F Murphy,9th,3/4 l,5,9-2tp,51,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Hijo De La Luna (GER),J A Heffernan,0,S McConville,8th,1/2 l,4,10-2,65,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Shining Aitch,J J G Ryan,5,T G McCourt,7th,2 1/4 l,7,10-0tv,63,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Bride Tree,J Cleary,7,Mrs S Dawson,6th,1 3/4 l,4,9-10p,59,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Bright Dick (IRE),J Kearney,5,L Comer,5th,Nose,4,10-1,64,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,4th,1/2 l,7,10-0p,63,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Lauroline,R M Mulligan,10,J P Murtagh,3rd,2 l,5,10-2,65,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Cousin Shay,K G Kennedy,7,J C McConnell,2nd,2 1/2 l,5,9-1,50,True,108,9
Dundalk Racing Results | 13th April 2024 18:50,N/A,18:50,Standard,1m,Boadicea Belle (IRE),G F Carroll,0,M J Smith,1st,N/A,5,9-0p,49,True,108,9
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Ellie B (IRE),R C Colgan,0,P Martin,11th,16 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Chick Flick (IRE),J A Heffernan,0,J Halley,10th,2 1/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Billie Frechette (IRE),C T Keane,0,N Meade,9th,3 3/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Straya (IRE),J J G Ryan,5,J Davison,8th,1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Preparations (IRE),A J Slattery,0,A Slattery,7th,3/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Jlow (IRE),R P Cleary,0,C W J Farrell,6th,1 1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Opaque (IRE),W M Lordan,0,A P O'Brien,5th,1 3/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Presence (IRE),S Foley,0,Mrs J Harrington,4th,3 1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Evening Blossom (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Lady Doris (IRE),P A Harnett,5,Donnacha O'Brien,2nd,Neck,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Port Fairy (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Ellie B (IRE),R C Colgan,0,P Martin,11th,16 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Chick Flick (IRE),J A Heffernan,0,J Halley,10th,2 1/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Billie Frechette (IRE),C T Keane,0,N Meade,9th,3 3/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Straya (IRE),J J G Ryan,5,J Davison,8th,1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Preparations (IRE),A J Slattery,0,A Slattery,7th,3/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Jlow (IRE),R P Cleary,0,C W J Farrell,6th,1 1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Opaque (IRE),W M Lordan,0,A P O'Brien,5th,1 3/4 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Presence (IRE),S Foley,0,Mrs J Harrington,4th,3 1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Evening Blossom (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/2 l,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Lady Doris (IRE),P A Harnett,5,Donnacha O'Brien,2nd,Neck,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:20,N/A,19:20,Standard,1m 2f 150y,Port Fairy (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-3,-,True,108,10
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Celestial Reign (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Sing A New Song (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-3,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Kilbarry Jack (IRE),R P Whelan,0,A McGuinness,6th,4 3/4 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Albali (IRE),B M Coen,0,A Oliver,5th,3 3/4 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Huxley (IRE),G M Ryan,0,Donnacha O'Brien,4th,3 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Ephesus (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Ozark Daze,W J Lee,0,A Oliver,2nd,1 1/2 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,London City (USA),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Celestial Reign (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Sing A New Song (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-3,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Kilbarry Jack (IRE),R P Whelan,0,A McGuinness,6th,4 3/4 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Albali (IRE),B M Coen,0,A Oliver,5th,3 3/4 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Huxley (IRE),G M Ryan,0,Donnacha O'Brien,4th,3 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Ephesus (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,Ozark Daze,W J Lee,0,A Oliver,2nd,1 1/2 l,3,9-8,-,True,108,11
Dundalk Racing Results | 13th April 2024 19:50,N/A,19:50,Standard,1m 2f 150y,London City (USA),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,108,11
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Churchtown Girl (IRE),K E Buckley,0,Ross Tumilty,PU,N/A,10,10-13t1,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Spice Diva (IRE),J J Slevin,0,S R B Crawford,F,N/A,7,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Thebeautifulgame,E Walsh,0,C Collins,BD,N/A,5,11-7,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Its Not Over Yet (IRE),J I Duggan,7,O McKiernan,BD,N/A,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Wishes And Dreams (IRE),M M McDonagh,3,Ciaran Murphy,11th,95 l,4,10-3t,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Cooltubrid Eva (IRE),M J M O'Sullivan,0,Diarmuid P Ryan,10th,Neck,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,9th,10 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Thunder Rose (IRE),J C Gainford,0,Peter Fahey,8th,6 l,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Mountrivers Lass (IRE),D J O'Keeffe,0,R Murphy,7th,Head,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Evies Court (IRE),S D Torrens,0,N C Kelly,6th,3 3/4 l,4,10-3,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Miss D Hunter (IRE),Rachael Blackmore,0,L Fowler,5th,11 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Pallas Athene (IRE),J W Kennedy,0,G Elliott,4th,3/4 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Lothbeg (IRE),S W Flanagan,0,S R B Crawford,3rd,1 l,6,10-13t,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Milanaway (IRE),D King,0,D Hogan,2nd,5 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Lady Bluebird (IRE),Mr E Finegan,7,H P Finegan,1st,N/A,7,11-7,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Churchtown Girl (IRE),K E Buckley,0,Ross Tumilty,PU,N/A,10,10-13t1,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Spice Diva (IRE),J J Slevin,0,S R B Crawford,F,N/A,7,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Thebeautifulgame,E Walsh,0,C Collins,BD,N/A,5,11-7,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Its Not Over Yet (IRE),J I Duggan,7,O McKiernan,BD,N/A,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Wishes And Dreams (IRE),M M McDonagh,3,Ciaran Murphy,11th,95 l,4,10-3t,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Cooltubrid Eva (IRE),M J M O'Sullivan,0,Diarmuid P Ryan,10th,Neck,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,9th,10 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Thunder Rose (IRE),J C Gainford,0,Peter Fahey,8th,6 l,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Mountrivers Lass (IRE),D J O'Keeffe,0,R Murphy,7th,Head,5,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Evies Court (IRE),S D Torrens,0,N C Kelly,6th,3 3/4 l,4,10-3,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Miss D Hunter (IRE),Rachael Blackmore,0,L Fowler,5th,11 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Pallas Athene (IRE),J W Kennedy,0,G Elliott,4th,3/4 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Lothbeg (IRE),S W Flanagan,0,S R B Crawford,3rd,1 l,6,10-13t,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Milanaway (IRE),D King,0,D Hogan,2nd,5 l,6,10-13,-,True,108,12
Down Royal Racing Results | 14th April 2024 13:55,N/A,13:55,Yielding (Yielding To Soft In Places),2m 3f 170y,Lady Bluebird (IRE),Mr E Finegan,7,H P Finegan,1st,N/A,7,11-7,-,True,108,12
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Gamigin (IRE),J G Gilligan,0,N C Kelly,15th,6 1/2 l,6,11-12tp,100,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Glenabo Bridge (IRE),J I Duggan,0,O McKiernan,14th,16 l,13,10-6tb,80,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Joe's Turn (IRE),Shane Fenelon,0,R P Rath,13th,5 l,8,10-6p,80,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Spatman De Cerisy (FR),C D Smithers,2,P Nolan,12th,1 3/4 l,5,11-7,95,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Kalsman (IRE),Thomas Reilly,0,L Lennon,11th,13 l,6,10-11h,85,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Malton Groove (IRE),M J Molloy,2,D A McLoughlin,10th,Neck,7,12-0ht1,102,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Portnacoo (IRE),J P Shinnick,0,Jamie Sloan,9th,1 l,6,10-12,86,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Perfect Pupil (IRE),Daire James McConville,0,S McConville,8th,1 l,6,11-4,92,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Noble Annys (IRE),P T Smithers,0,R K Watson,7th,13 l,6,10-6t1,80,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Barryroe Madam (FR),D Moloney,0,B McMahon,6th,5 1/2 l,5,11-4,92,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Tipp For Mac (IRE),Cian Cullinan,0,T Cooper,5th,1 3/4 l,7,11-9,97,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Stockdale (IRE),T P Harney,0,Patrick Turley,4th,2 3/4 l,8,11-2,90,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Scott Lang (IRE),B P Kennedy,2,P W Flynn,3rd,6 1/2 l,7,12-0p,102,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Jacenry (FR),P M O'Brien,0,D Harvey,2nd,6 l,5,11-6,94,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,O'Faolains Glory (IRE),C P Millar,0,Ian Donoghue,1st,N/A,7,10-6p1,80,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Gamigin (IRE),J G Gilligan,0,N C Kelly,15th,6 1/2 l,6,11-12tp,100,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Glenabo Bridge (IRE),J I Duggan,0,O McKiernan,14th,16 l,13,10-6tb,80,True,108,13
Down Royal Racing Results | 14th April 2024 14:30,N/A,14:30,Yielding (Yielding To Soft In Places),2m 3f 170y,Joe's Turn (IRE),Shane Fenelon,0,R P Rath,13th,5 l,8,10-6p,80,True,108,13
