track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Not Before Time (IRE),S D Torrens,0,A A Howard,8th,Head,7,10-8tb1,88,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Rose Boum (FR),C Stone-Walsh,5,P Nolan,7th,17 l,5,10-9t,89,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Voice Of Reason (IRE),P Cleary,7,G Elliott,6th,6 1/2 l,5,11-9,103,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Jonny Mansie (IRE),P K Donovan,5,D Queally,5th,4 1/4 l,6,10-3v1,83,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Lariat,A Harvey,5,J C McConnell,4th,10 l,9,10-6p,86,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Lakota Blue (FR),Sam Ewing,0,G Elliott,3rd,7 l,4,11-2p1,111,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Betty Dutton (IRE),M M McDonagh,0,E J O'Grady,2nd,2 1/4 l,7,11-5,99,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Collaborative (IRE),P T Enright,0,O McKiernan,1st,N/A,5,11-8,102,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Duffys Hodey (IRE),T Power Roche,7,P J Rothwell,NR,N/A,8,11-7p,101,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Cresthill (IRE),C P McNamara,0,Michael Flannery,11th,42 l,7,10-7,87,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Malbay Madness (IRE),P J O'Hanlon,0,D A McLoughlin,10th,40 l,5,11-12h,106,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Malton Groove (IRE),P M O'Brien,7,D A McLoughlin,9th,4 1/2 l,8,11-1t,95,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Not Before Time (IRE),S D Torrens,0,A A Howard,8th,Head,7,10-8tb1,88,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Rose Boum (FR),C Stone-Walsh,5,P Nolan,7th,17 l,5,10-9t,89,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Voice Of Reason (IRE),P Cleary,7,G Elliott,6th,6 1/2 l,5,11-9,103,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Jonny Mansie (IRE),P K Donovan,5,D Queally,5th,4 1/4 l,6,10-3v1,83,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Lariat,A Harvey,5,J C McConnell,4th,10 l,9,10-6p,86,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Lakota Blue (FR),Sam Ewing,0,G Elliott,3rd,7 l,4,11-2p1,111,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Betty Dutton (IRE),M M McDonagh,0,E J O'Grady,2nd,2 1/4 l,7,11-5,99,True,159,15
Navan Racing Results | 18th January 2025 13:45,N/A,13:45,Soft,2m 4f,Collaborative (IRE),P T Enright,0,O McKiernan,1st,N/A,5,11-8,102,True,159,15
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Arctic Skua (IRE),P T Enright,0,V Halley,NR,N/A,8,11-12tp,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Grand Soir (FR),A Harvey,5,J C McConnell,11th,11 l,9,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Coming Up Easy (IRE),Rachael Blackmore,0,H De Bromhead,10th,15 l,7,11-12t,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Cuta Des As (FR),B Hayes,0,W P Mullins,9th,5 l,8,11-5,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Jeel Des Mottes (FR),S Fitzgerald,0,M J Tynan,8th,4 1/2 l,6,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,My Trump Card (IRE),Sam Ewing,0,G Elliott,7th,11 l,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Olympic Man (FR),D E Mullins,0,W P Mullins,6th,34 l,8,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Loughglynn (IRE),S F O'Keeffe,0,W P Mullins,5th,3/4 l,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Now Is The Hour (IRE),K M Donoghue,0,G P Cromwell,4th,1 1/4 l,8,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Captain Cody (IRE),M J M O'Sullivan,0,W P Mullins,3rd,Nose,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Kinturk Kalanisi (IRE),K E Buckley,0,T Gibney,2nd,2 3/4 l,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Three Card Brag (IRE),D J Gilligan,0,G Elliott,1st,N/A,8,11-12p,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Arctic Skua (IRE),P T Enright,0,V Halley,NR,N/A,8,11-12tp,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Grand Soir (FR),A Harvey,5,J C McConnell,11th,11 l,9,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Coming Up Easy (IRE),Rachael Blackmore,0,H De Bromhead,10th,15 l,7,11-12t,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Cuta Des As (FR),B Hayes,0,W P Mullins,9th,5 l,8,11-5,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Jeel Des Mottes (FR),S Fitzgerald,0,M J Tynan,8th,4 1/2 l,6,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,My Trump Card (IRE),Sam Ewing,0,G Elliott,7th,11 l,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Olympic Man (FR),D E Mullins,0,W P Mullins,6th,34 l,8,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Loughglynn (IRE),S F O'Keeffe,0,W P Mullins,5th,3/4 l,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Now Is The Hour (IRE),K M Donoghue,0,G P Cromwell,4th,1 1/4 l,8,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Captain Cody (IRE),M J M O'Sullivan,0,W P Mullins,3rd,Nose,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Kinturk Kalanisi (IRE),K E Buckley,0,T Gibney,2nd,2 3/4 l,7,11-12,-,True,159,16
Navan Racing Results | 18th January 2025 14:20,N/A,14:20,Soft,3m,Three Card Brag (IRE),D J Gilligan,0,G Elliott,1st,N/A,8,11-12p,-,True,159,16
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,On The Tide (IRE),P K Donovan,5,S Neville,PU,N/A,7,11-6,89,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Chosen Shant (IRE),D Meyler,0,N Meade,PU,N/A,9,11-6,89,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Starlight Cato (IRE),D King,0,D Howard,8th,42 l,8,10-10b1,79,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,He Fitz In (IRE),D E Mullins,0,D E Fitzgerald,7th,5 l,9,11-12b,95,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Rose Of Kalanisi (IRE),P J O'Hanlon,0,P Stafford,6th,1 1/4 l,8,10-13,82,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Tangental (IRE),J J Slevin,0,Colm Murphy,5th,2 3/4 l,9,11-1,84,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Cullenwaine (IRE),T Power Roche,7,P J Rothwell,4th,8 1/2 l,7,11-2p,85,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,A Great Buzz (IRE),S D Torrens,0,R Tyner,3rd,2 1/4 l,6,11-7t,90,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Hunt Museum (IRE),B P Kennedy,7,F J Flood,2nd,2 1/4 l,7,11-5,88,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,One Horse Army (IRE),A P Kelly,5,P Roche,1st,N/A,8,11-2,85,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,On The Tide (IRE),P K Donovan,5,S Neville,PU,N/A,7,11-6,89,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Chosen Shant (IRE),D Meyler,0,N Meade,PU,N/A,9,11-6,89,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Starlight Cato (IRE),D King,0,D Howard,8th,42 l,8,10-10b1,79,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,He Fitz In (IRE),D E Mullins,0,D E Fitzgerald,7th,5 l,9,11-12b,95,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Rose Of Kalanisi (IRE),P J O'Hanlon,0,P Stafford,6th,1 1/4 l,8,10-13,82,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Tangental (IRE),J J Slevin,0,Colm Murphy,5th,2 3/4 l,9,11-1,84,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Cullenwaine (IRE),T Power Roche,7,P J Rothwell,4th,8 1/2 l,7,11-2p,85,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,A Great Buzz (IRE),S D Torrens,0,R Tyner,3rd,2 1/4 l,6,11-7t,90,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,Hunt Museum (IRE),B P Kennedy,7,F J Flood,2nd,2 1/4 l,7,11-5,88,True,159,17
Navan Racing Results | 18th January 2025 14:55,N/A,14:55,Soft,3m,One Horse Army (IRE),A P Kelly,5,P Roche,1st,N/A,8,11-2,85,True,159,17
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Amy's Quest (IRE),Mr D McGill,7,Ian Donoghue,8th,Head,5,11-7,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Times A Wastin (IRE),Mr J M Halford,7,N Slevin,7th,33 l,6,12-0p1,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Dream Diamond (IRE),Mr P W Mullins,0,M Kennedy,6th,67 l,5,12-0,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,5th,17 l,4,11-1,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Mount Mason (IRE),J I Duggan,7,O McKiernan,4th,3 3/4 l,6,12-0t,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Sine Qua Non (FR),Mr D O'Connor,0,P Roche,3rd,3/4 l,5,12-0,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Eachtotheirown (IRE),Mr F Maguire,0,B Connell,2nd,1/2 l,6,12-0,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Spinningayarn (IRE),Mr H C Swan,0,G Elliott,1st,N/A,5,12-0,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Amy's Quest (IRE),Mr D McGill,7,Ian Donoghue,8th,Head,5,11-7,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Times A Wastin (IRE),Mr J M Halford,7,N Slevin,7th,33 l,6,12-0p1,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Dream Diamond (IRE),Mr P W Mullins,0,M Kennedy,6th,67 l,5,12-0,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,5th,17 l,4,11-1,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Mount Mason (IRE),J I Duggan,7,O McKiernan,4th,3 3/4 l,6,12-0t,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Sine Qua Non (FR),Mr D O'Connor,0,P Roche,3rd,3/4 l,5,12-0,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Eachtotheirown (IRE),Mr F Maguire,0,B Connell,2nd,1/2 l,6,12-0,-,True,159,18
Navan Racing Results | 18th January 2025 15:25,N/A,15:25,Soft ace (Turf),2m,Spinningayarn (IRE),Mr H C Swan,0,G Elliott,1st,N/A,5,12-0,-,True,159,18
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Attaboyarchie (IRE),Miss E J Sweeney,7,K Thornton,NR,N/A,8,11-6,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Initiateur (FR),Kevin A Murphy,7,L J Archdeacon,F,N/A,7,11-6,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Big Dispute (IRE),P T Enright,0,Con McSweeney,6th,4 1/2 l,6,11-10,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Only You Norah (IRE),Niall Moore,7,D Commins,5th,6 l,5,11-1h,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Written In My Soul (IRE),H E Sexton,7,E D Delany,4th,2 l,5,10-13,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Romany Brown (IRE),J J Doyle,0,P M J Doyle,3rd,10 l,5,12-0t,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Happy Me (IRE),B W Harvey,0,W J Burke,2nd,1 1/4 l,5,11-6,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Scalpnagoon (IRE),D J Gilligan,0,G Elliott,1st,N/A,5,11-8,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Attaboyarchie (IRE),Miss E J Sweeney,7,K Thornton,NR,N/A,8,11-6,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Initiateur (FR),Kevin A Murphy,7,L J Archdeacon,F,N/A,7,11-6,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Big Dispute (IRE),P T Enright,0,Con McSweeney,6th,4 1/2 l,6,11-10,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Only You Norah (IRE),Niall Moore,7,D Commins,5th,6 l,5,11-1h,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Written In My Soul (IRE),H E Sexton,7,E D Delany,4th,2 l,5,10-13,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Romany Brown (IRE),J J Doyle,0,P M J Doyle,3rd,10 l,5,12-0t,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Happy Me (IRE),B W Harvey,0,W J Burke,2nd,1 1/4 l,5,11-6,-,True,159,19
Thurles Racing Results | 19th January 2025 12:20,N/A,12:20,Good,2m 3f 172y,Scalpnagoon (IRE),D J Gilligan,0,G Elliott,1st,N/A,5,11-8,-,True,159,19
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Simpletwistoffaith (IRE),A P Kelly,5,Patrick J Hassett,5th,56 l,8,11-0,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Inn At The Park (IRE),P Townend,0,W P Mullins,4th,13 l,7,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Sporting Glory (IRE),Sam Ewing,0,G Elliott,3rd,1 1/4 l,9,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Mister Pink (IRE),D E Mullins,0,W P Mullins,2nd,Head,7,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Millforce (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Simpletwistoffaith (IRE),A P Kelly,5,Patrick J Hassett,5th,56 l,8,11-0,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Inn At The Park (IRE),P Townend,0,W P Mullins,4th,13 l,7,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Sporting Glory (IRE),Sam Ewing,0,G Elliott,3rd,1 1/4 l,9,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Mister Pink (IRE),D E Mullins,0,W P Mullins,2nd,Head,7,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 12:55,N/A,12:55,Good,2m 6f 84y,Millforce (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-5,-,True,159,20
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Spindleberry (IRE),P Townend,0,W P Mullins,NR,N/A,7,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Only By Night (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,7,11-3,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Maid On The Moon,Ms H Phillips,0,Miss E Lalor,5th,50 l,8,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,A Penny A Hundred (FR),D E Mullins,0,W P Mullins,4th,1/2 l,6,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Judicieuse Allen (FR),P Townend,0,W P Mullins,3rd,11 l,6,10-12t,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Broomfield Bijou (IRE),D Meyler,0,J P Dempsey,2nd,2 1/4 l,7,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Nara (FR),M P Walsh,0,H De Bromhead,1st,N/A,5,10-6h,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Spindleberry (IRE),P Townend,0,W P Mullins,NR,N/A,7,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Only By Night (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,7,11-3,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Maid On The Moon,Ms H Phillips,0,Miss E Lalor,5th,50 l,8,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,A Penny A Hundred (FR),D E Mullins,0,W P Mullins,4th,1/2 l,6,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Judicieuse Allen (FR),P Townend,0,W P Mullins,3rd,11 l,6,10-12t,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Broomfield Bijou (IRE),D Meyler,0,J P Dempsey,2nd,2 1/4 l,7,10-12,-,True,159,21
Thurles Racing Results | 19th January 2025 13:30,N/A,13:30,Good,2m 4f 189y,Nara (FR),M P Walsh,0,H De Bromhead,1st,N/A,5,10-6h,-,True,159,21
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Delta Work (FR),Sam Ewing,0,G Elliott,NR,N/A,12,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Senecia (IRE),Non Runner,0,V Halley,NR,N/A,8,11-3b,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Affordale Fury (IRE),D Meyler,0,N Meade,NR,N/A,7,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Kilcruit (IRE),B Hayes,0,W P Mullins,7th,Neck,10,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,6th,2 l,10,11-8,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,French Dynamite (FR),M P Walsh,0,M F Morris,5th,4 3/4 l,10,11-6,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Fil Dor (FR),D J Gilligan,0,G Elliott,4th,4 3/4 l,7,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Blood Destiny (FR),P Townend,0,W P Mullins,3rd,2 1/2 l,6,11-6t,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Classic Getaway (IRE),D E Mullins,0,W P Mullins,2nd,6 l,9,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Appreciate It (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,11,11-3t,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Delta Work (FR),Sam Ewing,0,G Elliott,NR,N/A,12,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Senecia (IRE),Non Runner,0,V Halley,NR,N/A,8,11-3b,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Affordale Fury (IRE),D Meyler,0,N Meade,NR,N/A,7,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Kilcruit (IRE),B Hayes,0,W P Mullins,7th,Neck,10,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,6th,2 l,10,11-8,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,French Dynamite (FR),M P Walsh,0,M F Morris,5th,4 3/4 l,10,11-6,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Fil Dor (FR),D J Gilligan,0,G Elliott,4th,4 3/4 l,7,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Blood Destiny (FR),P Townend,0,W P Mullins,3rd,2 1/2 l,6,11-6t,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Classic Getaway (IRE),D E Mullins,0,W P Mullins,2nd,6 l,9,11-3,-,True,159,22
Thurles Racing Results | 19th January 2025 14:05,N/A,14:05,Good,2m 4f 189y,Appreciate It (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,11,11-3t,-,True,159,22
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,The Dara Man (IRE),D E Mullins,0,J P Ryan,NR,N/A,10,11-5,123,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Secret She Keeps (IRE),Mr D Doyle,7,T Doyle,10th,81 l,8,10-10,114,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,The Echo Boy (IRE),M J M O'Sullivan,0,D A McLoughlin,9th,7 1/2 l,12,11-8t,126,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Optional Mix (IRE),Niall Moore,7,E Doyle,8th,12 l,9,11-8,126,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Digby (IRE),P M O'Brien,7,D A McLoughlin,7th,4 l,10,11-3,121,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Final Orders,K M Donoghue,0,G P Cromwell,6th,3 1/2 l,9,12-2,134,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Secrecies Of Stone (IRE),C Stone-Walsh,5,P Nolan,5th,2 1/2 l,7,10-0b,104,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Turbo (IRE),P T Enright,0,J R Finn,4th,Neck,12,10-0,104,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Whatsyourstatus (IRE),A P Kelly,5,G O'Loughlin,3rd,3/4 l,12,10-5t,109,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Potters Party (IRE),M P O'Connor,0,H De Bromhead,2nd,6 l,8,11-3,121,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,That's About Right (IRE),T Power Roche,7,P J Rothwell,1st,N/A,7,10-5,109,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,The Dara Man (IRE),D E Mullins,0,J P Ryan,NR,N/A,10,11-5,123,True,159,23
Thurles Racing Results | 19th January 2025 14:35,N/A,14:35,Good,2m 5f 186y,Secret She Keeps (IRE),Mr D Doyle,7,T Doyle,10th,81 l,8,10-10,114,True,159,23
