track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 15th August 2025 17:45,2025-08-15,17:45,Standard,1m 2f 150y,Together Aclaim,K G Kennedy,5,J C McConnell,5th,Head,6,8-12t,42,True,12,20
Dundalk Racing Results | 15th August 2025 17:45,2025-08-15,17:45,Standard,1m 2f 150y,Tara Power (IRE),Adam Caffrey,0,K H Clarke,4th,4 l,7,9-6t,50,True,12,20
Dundalk Racing Results | 15th August 2025 17:45,2025-08-15,17:45,Standard,1m 2f 150y,Porsche Lad (IRE),S P Davis,0,C Byrnes,3rd,3 3/4 l,4,10-1p,59,True,12,20
Dundalk Racing Results | 15th August 2025 17:45,2025-08-15,17:45,Standard,1m 2f 150y,Cala Bonita (IRE),R C Colgan,0,M J Smith,2nd,Head,3,9-7,60,True,12,20
Dundalk Racing Results | 15th August 2025 17:45,2025-08-15,17:45,Standard,1m 2f 150y,Church Mountain (IRE),J M Sheridan,0,D Hogan,1st,N/A,7,10-2tp,60,True,12,20
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Wajaaha (IRE),L A McKenna,5,P J McKenna,4th,14 l,10,10-12p,106,True,12,21
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Yeats Star (IRE),J W Kennedy,0,G Elliott,3rd,2 1/4 l,6,11-10,134,True,12,21
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Dark Note,C M Quirke,0,A Slattery,2nd,3 1/4 l,6,11-5,120,True,12,21
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Caesar Rock (IRE),D J O'Keeffe,0,M F Morris,1st,N/A,9,10-12p,117,True,12,21
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Wajaaha (IRE),L A McKenna,5,P J McKenna,4th,14 l,10,10-12p,106,True,12,21
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Yeats Star (IRE),J W Kennedy,0,G Elliott,3rd,2 1/4 l,6,11-10,134,True,12,21
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Dark Note,C M Quirke,0,A Slattery,2nd,3 1/4 l,6,11-5,120,True,12,21
Tramore Racing Results | 15th August 2025 17:00,2025-08-15,17:00,Good,2m 5f 180y,Caesar Rock (IRE),D J O'Keeffe,0,M F Morris,1st,N/A,9,10-12p,117,True,12,21
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Greenway Machine (IRE),S O'Callaghan,5,Ms H P Markham,PU,N/A,13,10-0,72,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Early Arrival (IRE),K Callaghan,5,J Barcoe,PU,N/A,10,10-9,81,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Robin De Roost (IRE),C Stone-Walsh,0,G Keane,12th,Nose,15,10-0b1,72,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Futurum Regem (IRE),E Finegan,7,H P Finegan,11th,1 1/4 l,9,11-11,97,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Tell Me This (IRE),K M Donoghue,0,R O'Sullivan,10th,1 1/2 l,7,12-0,100,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Ballagh Star (IRE),D J O'Keeffe,0,Mrs Y Dunleavy,9th,Neck,7,11-0tp,86,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Hero In The Sky (IRE),Mr L Burke-Ott,7,A Ott,8th,1 l,6,10-5t,77,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,7th,Neck,8,11-2tv,88,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Onefortheditch (IRE),S D Torrens,0,E F Gallagher,6th,1 1/4 l,7,11-1,87,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Great Rainbow (FR),P T Enright,0,B McMahon,5th,3 1/4 l,7,10-2,74,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Thehairyfella (IRE),J W Kennedy,0,G Elliott,4th,1 3/4 l,10,10-12p,84,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Our Zebo (IRE),A Harvey,5,N C Kelly,3rd,6 1/2 l,6,11-4b,90,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Bondi Boy Blue (IRE),D E Mullins,0,Ms M Mullins,2nd,Nose,7,10-11,83,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Likable Chancer (IRE),D King,0,D Howard,1st,N/A,11,10-6tb,78,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Greenway Machine (IRE),S O'Callaghan,5,Ms H P Markham,PU,N/A,13,10-0,72,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Early Arrival (IRE),K Callaghan,5,J Barcoe,PU,N/A,10,10-9,81,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Robin De Roost (IRE),C Stone-Walsh,0,G Keane,12th,Nose,15,10-0b1,72,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Futurum Regem (IRE),E Finegan,7,H P Finegan,11th,1 1/4 l,9,11-11,97,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Tell Me This (IRE),K M Donoghue,0,R O'Sullivan,10th,1 1/2 l,7,12-0,100,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Ballagh Star (IRE),D J O'Keeffe,0,Mrs Y Dunleavy,9th,Neck,7,11-0tp,86,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Hero In The Sky (IRE),Mr L Burke-Ott,7,A Ott,8th,1 l,6,10-5t,77,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,7th,Neck,8,11-2tv,88,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Onefortheditch (IRE),S D Torrens,0,E F Gallagher,6th,1 1/4 l,7,11-1,87,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Great Rainbow (FR),P T Enright,0,B McMahon,5th,3 1/4 l,7,10-2,74,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Thehairyfella (IRE),J W Kennedy,0,G Elliott,4th,1 3/4 l,10,10-12p,84,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Our Zebo (IRE),A Harvey,5,N C Kelly,3rd,6 1/2 l,6,11-4b,90,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Bondi Boy Blue (IRE),D E Mullins,0,Ms M Mullins,2nd,Nose,7,10-11,83,True,12,22
Tramore Racing Results | 15th August 2025 17:35,2025-08-15,17:35,Good,2m 5f 180y,Likable Chancer (IRE),D King,0,D Howard,1st,N/A,11,10-6tb,78,True,12,22
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Tillyiver (IRE),P T Enright,0,Leonard Flynn,9th,1 3/4 l,5,11-5t,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Hamish Mc Tavish (IRE),P J O'Hanlon,0,T R Hughes,8th,25 l,6,11-12,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Native Quest (IRE),C M Quirke,0,P Kiely,7th,4 1/4 l,5,11-12,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Wakey Wakey Man (IRE),J C Gainford,0,Miss Ellmarie Holden,6th,7 l,5,11-12,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Dolce N' Milana (IRE),P Townend,0,W P Mullins,5th,1/2 l,5,11-5,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Liss Eile (IRE),J J Slevin,0,G Ahern,4th,5 l,5,11-5p,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Penny Express (IRE),J W Kennedy,0,G Elliott,3rd,Head,5,11-12h,107,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,October Hill (IRE),S W Flanagan,0,C Bowe,2nd,9 l,5,11-5,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Captain Ryan Matt (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,5,11-12,117,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Tillyiver (IRE),P T Enright,0,Leonard Flynn,9th,1 3/4 l,5,11-5t,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Hamish Mc Tavish (IRE),P J O'Hanlon,0,T R Hughes,8th,25 l,6,11-12,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Native Quest (IRE),C M Quirke,0,P Kiely,7th,4 1/4 l,5,11-12,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Wakey Wakey Man (IRE),J C Gainford,0,Miss Ellmarie Holden,6th,7 l,5,11-12,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Dolce N' Milana (IRE),P Townend,0,W P Mullins,5th,1/2 l,5,11-5,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Liss Eile (IRE),J J Slevin,0,G Ahern,4th,5 l,5,11-5p,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Penny Express (IRE),J W Kennedy,0,G Elliott,3rd,Head,5,11-12h,107,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,October Hill (IRE),S W Flanagan,0,C Bowe,2nd,9 l,5,11-5,-,True,12,23
Tramore Racing Results | 15th August 2025 18:10,2025-08-15,18:10,Good,2m 80y,Captain Ryan Matt (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,5,11-12,117,True,12,23
Tramore Racing Results | 15th August 2025 18:45,2025-08-15,18:45,Good,2m 80y,Miss Maxfort (IRE),D King,0,N Stokes,10th,11 l,5,11-1t,99,True,12,24
Tramore Racing Results | 15th August 2025 18:45,2025-08-15,18:45,Good,2m 80y,Eve's Hope (IRE),C M Quirke,0,M O Quigley,9th,9 1/2 l,7,11-2t,100,True,12,24
Tramore Racing Results | 15th August 2025 18:45,2025-08-15,18:45,Good,2m 80y,A Snow White Park (IRE),D E Mullins,0,Ms M Mullins,8th,6 1/2 l,4,11-7,108,True,12,24
Tramore Racing Results | 15th August 2025 18:45,2025-08-15,18:45,Good,2m 80y,Stumblin In (IRE),J C Gainford,0,P M J Doyle,7th,7 1/2 l,6,10-9,93,True,12,24
