track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Waittillitellyou (IRE),A P Kelly,5,E Cawley,13th,1 1/4 l,11,11-2t,125,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Jody Ted (IRE),D King,0,D Hogan,12th,1 l,9,10-7t,116,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Eagles Reign (IRE),T P Harney,7,R O'Sullivan,11th,1/2 l,5,11-5b,128,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Jacovec Cavern,D E Mullins,0,P Hennessy,10th,Neck,6,10-6,115,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Senior Chief,Rachael Blackmore,0,H De Bromhead,9th,Head,8,11-12,135,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Heliko Conti (FR),S F O'Keeffe,0,P Nolan,8th,1/2 l,8,10-6,115,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,The Story So Far (IRE),P Byrnes,0,C Byrnes,7th,5 l,7,10-11v,120,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Jeriko De Baune (FR),Niall Moore,5,P Fenton,6th,1 3/4 l,6,10-0,109,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Cato's Revenge (IRE),T Power Roche,5,P J Rothwell,5th,1/2 l,8,10-9tp,118,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Patter Merchant (IRE),J Smith,5,G Elliott,4th,1/2 l,6,11-8,131,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Lucky Lyreen (IRE),F Brickley,7,G Elliott,3rd,4 1/4 l,7,11-9,132,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Maxi Mac Gold (FR),S W Flanagan,0,P Nolan,2nd,2 1/2 l,6,11-1tb,124,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Will The Wise (IRE),C Stone-Walsh,5,G P Cromwell,1st,N/A,6,11-0,123,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Harsh,P M O'Brien,7,G Elliott,19th,26 l,5,11-1p,124,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Millstream Lady (IRE),C P McNamara,0,E McNamara,18th,8 1/2 l,7,11-0,123,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Ms Agartha Yeats (IRE),D J O'Keeffe,0,F G Hand,17th,1 1/4 l,7,10-11,120,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,West Is Awake (IRE),P T Enright,0,E Cawley,16th,1 1/4 l,9,10-4ht1,113,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Bridie's Beau (IRE),K C Sexton,0,G P Cromwell,15th,1 1/2 l,6,10-9,118,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Falcon Eight (IRE),Sam Ewing,0,D K Weld,14th,13 l,10,11-0p,123,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Waittillitellyou (IRE),A P Kelly,5,E Cawley,13th,1 1/4 l,11,11-2t,125,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Jody Ted (IRE),D King,0,D Hogan,12th,1 l,9,10-7t,116,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Eagles Reign (IRE),T P Harney,7,R O'Sullivan,11th,1/2 l,5,11-5b,128,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Jacovec Cavern,D E Mullins,0,P Hennessy,10th,Neck,6,10-6,115,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Senior Chief,Rachael Blackmore,0,H De Bromhead,9th,Head,8,11-12,135,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Heliko Conti (FR),S F O'Keeffe,0,P Nolan,8th,1/2 l,8,10-6,115,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,The Story So Far (IRE),P Byrnes,0,C Byrnes,7th,5 l,7,10-11v,120,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Jeriko De Baune (FR),Niall Moore,5,P Fenton,6th,1 3/4 l,6,10-0,109,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Cato's Revenge (IRE),T Power Roche,5,P J Rothwell,5th,1/2 l,8,10-9tp,118,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Patter Merchant (IRE),J Smith,5,G Elliott,4th,1/2 l,6,11-8,131,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Lucky Lyreen (IRE),F Brickley,7,G Elliott,3rd,4 1/4 l,7,11-9,132,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Maxi Mac Gold (FR),S W Flanagan,0,P Nolan,2nd,2 1/2 l,6,11-1tb,124,True,162,49
Naas Racing Results | 23rd February 2025 15:50,N/A,15:50,Soft To Heavy,2m 7f 20y,Will The Wise (IRE),C Stone-Walsh,5,G P Cromwell,1st,N/A,6,11-0,123,True,162,49
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Mudslide Molly,P M O'Brien,7,E Buckley,NR,N/A,4,10-2,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Spinningayarn (IRE),Mr J H Williamson,7,G Elliott,4th,34 l,5,11-11,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Black Heather (IRE),Mr P W Mullins,0,D H Kelly,3rd,33 l,6,11-11,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Strong Link (IRE),T P Harney,7,R O'Sullivan,2nd,7 1/2 l,5,11-7,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,I'll Sort That (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,11-11,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Mudslide Molly,P M O'Brien,7,E Buckley,NR,N/A,4,10-2,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Spinningayarn (IRE),Mr J H Williamson,7,G Elliott,4th,34 l,5,11-11,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Black Heather (IRE),Mr P W Mullins,0,D H Kelly,3rd,33 l,6,11-11,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,Strong Link (IRE),T P Harney,7,R O'Sullivan,2nd,7 1/2 l,5,11-7,-,True,162,50
Naas Racing Results | 23rd February 2025 16:20,N/A,16:20,Soft To Heavy ace (Turf),1m 7f 110y,I'll Sort That (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,11-11,-,True,162,50
