track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Down Royal Racing Results | 30th May 2025 18:33,N/A,18:33,Good,7f,Bamako (IRE),G F Carroll,0,A Oliver,2nd,Nose,3,9-7v1,55,True,178,6
Down Royal Racing Results | 30th May 2025 18:33,N/A,18:33,Good,7f,Eric Lock,C T Keane,0,N Meade,1st,N/A,3,9-5b,53,True,178,6
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Duraji (IRE),C D Hayes,0,D K Weld,8th,2 l,4,9-5,100,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Poetic Sound (IRE),C T Keane,0,G M Lyons,7th,4 1/2 l,4,9-5,101,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Shanroe,R C Colgan,0,K Thornton,6th,4 l,11,9-6t,101,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Samui,D P McDonogh,0,G Elliott,5th,3 1/4 l,6,9-6tp,104,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Royal Entry (IRE),D W O'Connor,0,P Twomey,4th,Neck,4,9-0v,90,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Dallas Star (FR),D Egan,0,A Murray,3rd,2 3/4 l,4,9-5,101,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,La Isla Mujeres (FR),W J Lee,0,P Twomey,2nd,1 1/2 l,5,9-4,100,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Goodie Two Shoes (IRE),D McMonagle,0,J P O'Brien,1st,N/A,6,9-4t,100,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Duraji (IRE),C D Hayes,0,D K Weld,8th,2 l,4,9-5,100,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Poetic Sound (IRE),C T Keane,0,G M Lyons,7th,4 1/2 l,4,9-5,101,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Shanroe,R C Colgan,0,K Thornton,6th,4 l,11,9-6t,101,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Samui,D P McDonogh,0,G Elliott,5th,3 1/4 l,6,9-6tp,104,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Royal Entry (IRE),D W O'Connor,0,P Twomey,4th,Neck,4,9-0v,90,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Dallas Star (FR),D Egan,0,A Murray,3rd,2 3/4 l,4,9-5,101,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,La Isla Mujeres (FR),W J Lee,0,P Twomey,2nd,1 1/2 l,5,9-4,100,True,178,7
Down Royal Racing Results | 30th May 2025 19:08,N/A,19:08,Good,2m,Goodie Two Shoes (IRE),D McMonagle,0,J P O'Brien,1st,N/A,6,9-4t,100,True,178,7
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Bursinel (IRE),C T Keane,0,C Collins,8th,13 l,4,9-9,76,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Atheneum (IRE),J A Heffernan,0,J J Murphy,7th,3/4 l,4,9-9,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Milverton,Adam Caffrey,0,K Thornton,6th,Nose,6,9-9t,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Colpe Cross,W M Lordan,0,N Lupini,5th,3 3/4 l,4,9-4,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Spring Dance (IRE),S Foley,0,Mrs J Harrington,4th,Neck,4,9-4,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Seo Linn (IRE),W J Lee,0,P Twomey,3rd,1/2 l,5,9-4,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,First Ascent (IRE),R C Colgan,0,M J Smith,2nd,Nose,4,9-9t,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Navy Waters (IRE),N M Crosse,0,W McCreery,1st,N/A,4,9-4v1,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Bursinel (IRE),C T Keane,0,C Collins,8th,13 l,4,9-9,76,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Atheneum (IRE),J A Heffernan,0,J J Murphy,7th,3/4 l,4,9-9,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Milverton,Adam Caffrey,0,K Thornton,6th,Nose,6,9-9t,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Colpe Cross,W M Lordan,0,N Lupini,5th,3 3/4 l,4,9-4,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Spring Dance (IRE),S Foley,0,Mrs J Harrington,4th,Neck,4,9-4,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Seo Linn (IRE),W J Lee,0,P Twomey,3rd,1/2 l,5,9-4,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,First Ascent (IRE),R C Colgan,0,M J Smith,2nd,Nose,4,9-9t,-,True,178,8
Down Royal Racing Results | 30th May 2025 19:43,N/A,19:43,Good,1m 2f 109y,Navy Waters (IRE),N M Crosse,0,W McCreery,1st,N/A,4,9-4v1,-,True,178,8
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Beat The Devil (IRE),R C Colgan,0,P Magee,13th,7 l,3,9-8t,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Georg Zhukov (IRE),C D Hayes,0,N Meade,12th,8 l,3,9-8ht1,70,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Rubadub Dubh (IRE),C T Keane,0,G M Lyons,11th,2 1/4 l,3,9-8,67,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Tirhakah (IRE),B M Coen,0,J P Murtagh,10th,3 l,3,9-3,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Electric Beauty (IRE),W J Lee,0,K J Condon,9th,Neck,3,9-3p1,66,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Summer Island (USA),D W O'Connor,0,J C McConnell,8th,1 3/4 l,3,9-8,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Cooley's Mist (IRE),J A Heffernan,0,N Lupini,7th,3/4 l,3,9-8,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Nakatomi (IRE),D Egan,0,A Murray,6th,1 1/2 l,3,9-8,69,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Minella Boss (IRE),J M Sheridan,0,J Nallen,5th,1 3/4 l,3,9-8,69,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Lady Plimsoll (IRE),N M Crosse,0,John O'Donoghue,4th,Neck,3,9-3,70,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Broadstone,S Foley,0,Mrs J Harrington,3rd,3/4 l,3,9-8p1,68,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Alba Chiara (IRE),W M Lordan,0,N Lupini,2nd,2 1/4 l,3,9-3,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Angelo Pio (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-8t,68,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Beat The Devil (IRE),R C Colgan,0,P Magee,13th,7 l,3,9-8t,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Georg Zhukov (IRE),C D Hayes,0,N Meade,12th,8 l,3,9-8ht1,70,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Rubadub Dubh (IRE),C T Keane,0,G M Lyons,11th,2 1/4 l,3,9-8,67,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Tirhakah (IRE),B M Coen,0,J P Murtagh,10th,3 l,3,9-3,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Electric Beauty (IRE),W J Lee,0,K J Condon,9th,Neck,3,9-3p1,66,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Summer Island (USA),D W O'Connor,0,J C McConnell,8th,1 3/4 l,3,9-8,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Cooley's Mist (IRE),J A Heffernan,0,N Lupini,7th,3/4 l,3,9-8,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Nakatomi (IRE),D Egan,0,A Murray,6th,1 1/2 l,3,9-8,69,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Minella Boss (IRE),J M Sheridan,0,J Nallen,5th,1 3/4 l,3,9-8,69,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Lady Plimsoll (IRE),N M Crosse,0,John O'Donoghue,4th,Neck,3,9-3,70,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Broadstone,S Foley,0,Mrs J Harrington,3rd,3/4 l,3,9-8p1,68,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Alba Chiara (IRE),W M Lordan,0,N Lupini,2nd,2 1/4 l,3,9-3,-,True,178,9
Down Royal Racing Results | 30th May 2025 20:18,N/A,20:18,Good,1m 2f 109y,Angelo Pio (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-8t,68,True,178,9
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Walkonthebriteside (IRE),B W Harvey,0,J C McConnell,UR,N/A,7,11-12t,95,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Mullanour (IRE),T Power Roche,5,W J Martin,F,N/A,6,11-12,93,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Jersey Des Brosses (FR),Sam Ewing,0,G Elliott,10th,21 l,6,11-12tp,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Roxboro River (IRE),P Hanlon,7,J J Hanlon,9th,4 1/2 l,6,11-12,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Laurie Blue (IRE),J C Gainford,0,E D Delany,8th,8 1/2 l,7,11-5,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Stumblin In (IRE),J J Doyle,0,P M J Doyle,7th,2 l,6,11-5,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Aclass (IRE),D J O'Keeffe,0,J P Flavin,6th,4 l,7,11-12,99,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Star In The Park (IRE),G Brouder,3,D E Fitzgerald,5th,6 1/2 l,7,11-12,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Figurehead (IRE),S D Torrens,0,Michael G Cleary,4th,Neck,8,11-12t,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Sights Unseen (IRE),A Balfe,7,G P Cromwell,3rd,14 l,6,11-5p,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Penalty Try (IRE),D Meyler,0,Steve Jones,2nd,1 3/4 l,7,11-12,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Aussie Warrior (IRE),P T Enright,0,T R Hughes,1st,N/A,6,11-12h,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Walkonthebriteside (IRE),B W Harvey,0,J C McConnell,UR,N/A,7,11-12t,95,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Mullanour (IRE),T Power Roche,5,W J Martin,F,N/A,6,11-12,93,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Jersey Des Brosses (FR),Sam Ewing,0,G Elliott,10th,21 l,6,11-12tp,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Roxboro River (IRE),P Hanlon,7,J J Hanlon,9th,4 1/2 l,6,11-12,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Laurie Blue (IRE),J C Gainford,0,E D Delany,8th,8 1/2 l,7,11-5,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Stumblin In (IRE),J J Doyle,0,P M J Doyle,7th,2 l,6,11-5,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Aclass (IRE),D J O'Keeffe,0,J P Flavin,6th,4 l,7,11-12,99,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Star In The Park (IRE),G Brouder,3,D E Fitzgerald,5th,6 1/2 l,7,11-12,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Figurehead (IRE),S D Torrens,0,Michael G Cleary,4th,Neck,8,11-12t,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Sights Unseen (IRE),A Balfe,7,G P Cromwell,3rd,14 l,6,11-5p,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Penalty Try (IRE),D Meyler,0,Steve Jones,2nd,1 3/4 l,7,11-12,-,True,178,10
Tramore Racing Results | 30th May 2025 17:05,N/A,17:05,Good To Yielding,2m 5f 180y,Aussie Warrior (IRE),P T Enright,0,T R Hughes,1st,N/A,6,11-12h,-,True,178,10
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Starzov (IRE),S D Torrens,0,P J Rothwell,F,N/A,8,11-12p,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Florance (IRE),Mr K P Healy,7,A McCann,F,N/A,7,11-5b1,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Men Of Dreams (IRE),Mr M J O'Connor,0,M J O'Connor,6th,12 l,7,11-12,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,The Names Jock (IRE),Mr J L Gleeson,0,John E & Kiely,5th,40 l,9,11-12,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Arctic Gale (IRE),D Meyler,0,E Mullins,4th,Neck,6,11-12,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Wonleg (IRE),D J O'Keeffe,0,H De Bromhead,3rd,1/2 l,5,11-12h,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Belle The Lioness (IRE),P T Enright,0,S Curling,2nd,3/4 l,8,11-5,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Serienmond (GER),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-12h,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Starzov (IRE),S D Torrens,0,P J Rothwell,F,N/A,8,11-12p,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Florance (IRE),Mr K P Healy,7,A McCann,F,N/A,7,11-5b1,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Men Of Dreams (IRE),Mr M J O'Connor,0,M J O'Connor,6th,12 l,7,11-12,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,The Names Jock (IRE),Mr J L Gleeson,0,John E & Kiely,5th,40 l,9,11-12,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Arctic Gale (IRE),D Meyler,0,E Mullins,4th,Neck,6,11-12,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Wonleg (IRE),D J O'Keeffe,0,H De Bromhead,3rd,1/2 l,5,11-12h,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Belle The Lioness (IRE),P T Enright,0,S Curling,2nd,3/4 l,8,11-5,-,True,178,11
Tramore Racing Results | 30th May 2025 17:35,N/A,17:35,Good To Yielding,1m 7f 110y,Serienmond (GER),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-12h,-,True,178,11
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Red Striker (IRE),P M O'Brien,7,J Barcoe,UR,N/A,10,10-2,93,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Willywampus (IRE),R A Doyle,0,Eamon Courtney,UR,N/A,8,11-7,112,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Be Fierce (IRE),S O'Callaghan,5,T M Walsh,F,N/A,8,11-10t,115,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Lake Chad (IRE),Niall Moore,5,P Fenton,4th,1/2 l,10,11-9b,114,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Prince Of Air (FR),T Power Roche,5,C Coakley,3rd,8 1/2 l,8,10-13p,104,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Itsalonglongroad,S D Torrens,0,C Coakley,2nd,2 l,11,10-8v,99,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Clarens (IRE),D J O'Keeffe,0,J P Flavin,1st,N/A,8,11-12t,117,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Red Striker (IRE),P M O'Brien,7,J Barcoe,UR,N/A,10,10-2,93,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Willywampus (IRE),R A Doyle,0,Eamon Courtney,UR,N/A,8,11-7,112,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Be Fierce (IRE),S O'Callaghan,5,T M Walsh,F,N/A,8,11-10t,115,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Lake Chad (IRE),Niall Moore,5,P Fenton,4th,1/2 l,10,11-9b,114,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Prince Of Air (FR),T Power Roche,5,C Coakley,3rd,8 1/2 l,8,10-13p,104,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Itsalonglongroad,S D Torrens,0,C Coakley,2nd,2 l,11,10-8v,99,True,178,12
Tramore Racing Results | 30th May 2025 18:10,N/A,18:10,Good To Yielding,1m 7f 110y,Clarens (IRE),D J O'Keeffe,0,J P Flavin,1st,N/A,8,11-12t,117,True,178,12
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Elusive Ruby (IRE),S W Flanagan,0,P A Fahy,PU,N/A,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Veras Bar (IRE),M P O'Connor,0,Michael Barry,9th,Short Head,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Sip Sip Hooray (IRE),D E Mullins,0,W P Mullins,8th,1 l,6,11-7t,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Lastofthecitizens (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,7th,58 l,6,11-7h1,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Fairys Fortune (IRE),D J O'Keeffe,0,J P Flavin,6th,5 1/2 l,6,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Quarry Tiepy (IRE),S F O'Keeffe,0,W P Mullins,5th,4 l,8,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Prized Jet (IRE),P Hanlon,7,J J Hanlon,4th,7 l,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,She'll Be Kept (IRE),C P Millar,5,C Collins,3rd,4 1/2 l,5,11-7t,98,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Sugar Cookie (FR),P Townend,0,W P Mullins,2nd,3 3/4 l,6,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Derryville (IRE),P T Enright,0,S Curling,1st,N/A,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Elusive Ruby (IRE),S W Flanagan,0,P A Fahy,PU,N/A,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Veras Bar (IRE),M P O'Connor,0,Michael Barry,9th,Short Head,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Sip Sip Hooray (IRE),D E Mullins,0,W P Mullins,8th,1 l,6,11-7t,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Lastofthecitizens (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,7th,58 l,6,11-7h1,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Fairys Fortune (IRE),D J O'Keeffe,0,J P Flavin,6th,5 1/2 l,6,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Quarry Tiepy (IRE),S F O'Keeffe,0,W P Mullins,5th,4 l,8,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Prized Jet (IRE),P Hanlon,7,J J Hanlon,4th,7 l,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,She'll Be Kept (IRE),C P Millar,5,C Collins,3rd,4 1/2 l,5,11-7t,98,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Sugar Cookie (FR),P Townend,0,W P Mullins,2nd,3 3/4 l,6,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 18:45,N/A,18:45,Good To Yielding,2m 5f 145y,Derryville (IRE),P T Enright,0,S Curling,1st,N/A,5,11-7,-,True,178,13
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Phildante (IRE),J J Slevin,0,E Doyle,PU,N/A,8,10-13t,85,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Keep D Change (IRE),D King,0,Stephanie Ocsko-Moore,PU,N/A,8,10-4,76,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Run Away Merida (IRE),A M King,7,M M McNiff,13th,38 l,4,10-5t,85,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Halla Paroiste (IRE),J C Gainford,0,C Collins,12th,13 l,5,11-11p1,97,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Yorkshire Escape (IRE),J P Kirwan,7,D Queally,11th,1 l,6,11-1,87,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Shing Shilla (IRE),P M O'Brien,7,A Sexton,10th,3 l,5,10-11,83,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Beechroad Winnie (IRE),T Power Roche,5,P J Rothwell,9th,3/4 l,9,10-12,84,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Roman Parish (IRE),S W Flanagan,0,D M O'Brien,8th,12 l,7,10-10tb,82,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Nevereverever (IRE),R A Doyle,0,J J Murphy,7th,3/4 l,6,11-7,93,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Ag Obair Go Crua (IRE),D J O'Keeffe,0,J P Flavin,6th,3 3/4 l,6,10-13,85,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,Trooper Carton (IRE),C M Quirke,3,G Ahern,5th,1/2 l,6,11-10p,96,True,178,14
Tramore Racing Results | 30th May 2025 19:20,N/A,19:20,Good To Yielding,2m 5f 145y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,4th,1 1/4 l,8,10-2p1,74,True,178,14
