track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 5th August 2025 18:55,2025-08-05,18:55,Yielding (Good To Yielding In Places),2m 142y,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,3rd,1 1/4 l,8,11-12,126,True,10,16
Roscommon Racing Results | 5th August 2025 18:55,2025-08-05,18:55,Yielding (Good To Yielding In Places),2m 142y,Old Bill Barley (IRE),K Callaghan,5,W P Mullins,2nd,11 l,8,11-12,-,True,10,16
Roscommon Racing Results | 5th August 2025 18:55,2025-08-05,18:55,Yielding (Good To Yielding In Places),2m 142y,Solsbury Hill (IRE),C G O'Dwyer,5,C O'Dwyer,1st,N/A,6,11-12,-,True,10,16
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,UR,N/A,9,11-3t,89,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Greenway Machine (IRE),S O'Callaghan,5,Ms H P Markham,UR,N/A,13,10-0,72,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Max Time (IRE),B P Kennedy,7,I Madden,F,N/A,8,10-0p,72,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Malton Groove (IRE),Mr D McGill,7,D A McLoughlin,13th,69 l,8,12-0tp,100,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Zolpharine (IRE),H E Sexton,7,J P Ryan,12th,10 l,7,11-2,88,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Long Road (IRE),S D Torrens,0,P J Rothwell,11th,Neck,6,11-6p1,92,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Hob's Angel (IRE),P T Smithers,7,J Barcoe,10th,Short Head,9,10-4,76,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Je Suis (IRE),Mr A P Kennedy,7,S Curling,9th,Head,6,11-12,98,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Stily (FR),S F O'Keeffe,0,M J McDonagh,8th,2 1/2 l,5,11-0t,86,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,One Night Standard (IRE),K M Donoghue,0,G P Cromwell,7th,Neck,6,12-0,100,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,One Way Traffic (IRE),P T Enright,0,O McKiernan,6th,1 l,8,11-9,95,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,My Friend The Wind (IRE),G B Noonan,5,E McNamara,5th,5 1/2 l,10,11-0p,86,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Likable Chancer (IRE),D King,0,D Howard,4th,1 3/4 l,11,10-7tb,79,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Burru (IRE),Mr R Sugrue,7,L Kenny,3rd,3 3/4 l,7,11-13h,99,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Gaelic Des Chastys (FR),P M O'Brien,5,E McNamara,2nd,Short Head,9,11-8,94,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,It's Never Simple (IRE),R A Doyle,0,M Brassil,1st,N/A,7,11-3tp1,89,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Tullyhogue Fort (IRE),Mr P J O'Neill,7,John F O'Neill,UR,N/A,9,11-3t,89,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Greenway Machine (IRE),S O'Callaghan,5,Ms H P Markham,UR,N/A,13,10-0,72,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Max Time (IRE),B P Kennedy,7,I Madden,F,N/A,8,10-0p,72,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Malton Groove (IRE),Mr D McGill,7,D A McLoughlin,13th,69 l,8,12-0tp,100,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Zolpharine (IRE),H E Sexton,7,J P Ryan,12th,10 l,7,11-2,88,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Long Road (IRE),S D Torrens,0,P J Rothwell,11th,Neck,6,11-6p1,92,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Hob's Angel (IRE),P T Smithers,7,J Barcoe,10th,Short Head,9,10-4,76,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Je Suis (IRE),Mr A P Kennedy,7,S Curling,9th,Head,6,11-12,98,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Stily (FR),S F O'Keeffe,0,M J McDonagh,8th,2 1/2 l,5,11-0t,86,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,One Night Standard (IRE),K M Donoghue,0,G P Cromwell,7th,Neck,6,12-0,100,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,One Way Traffic (IRE),P T Enright,0,O McKiernan,6th,1 l,8,11-9,95,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,My Friend The Wind (IRE),G B Noonan,5,E McNamara,5th,5 1/2 l,10,11-0p,86,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Likable Chancer (IRE),D King,0,D Howard,4th,1 3/4 l,11,10-7tb,79,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Burru (IRE),Mr R Sugrue,7,L Kenny,3rd,3 3/4 l,7,11-13h,99,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,Gaelic Des Chastys (FR),P M O'Brien,5,E McNamara,2nd,Short Head,9,11-8,94,True,10,17
Roscommon Racing Results | 5th August 2025 19:30,2025-08-05,19:30,Yielding (Good To Yielding In Places),2m 5f 155y,It's Never Simple (IRE),R A Doyle,0,M Brassil,1st,N/A,7,11-3tp1,89,True,10,17
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Yorkshire Escape (IRE),J P O'Sullivan,0,D Queally,UR,N/A,6,10-12,83,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,General Hubble (IRE),J W Kennedy,0,G Elliott,UR,N/A,7,11-10p,95,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Smitty Bacall (IRE),D J O'Keeffe,0,J P Flavin,PU,N/A,14,11-3tp,88,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Definiteadare (IRE),P J O'Hanlon,0,C Coakley,13th,3 l,11,10-13p,84,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,12th,2 1/4 l,7,10-7p,78,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Jimli's Cave (IRE),M P O'Connor,0,R K Watson,11th,24 l,7,11-6b,91,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Nazine (IRE),C M Quirke,0,M J McDonagh,10th,5 l,8,11-1b,86,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Racing Daisy (IRE),Conor Clarke,7,Patrick J Hassett,9th,1 1/4 l,8,10-7tp1,78,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Haveuseentherain (IRE),D King,0,S G Walsh,8th,9 l,10,10-1,72,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Meehall (IRE),G B Noonan,5,E McNamara,7th,4 1/4 l,9,11-12t,97,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Captain Kate (IRE),P M O'Brien,5,E Sheehy,6th,Nose,6,10-1p,72,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Western Model (IRE),E Staples,7,P Nolan,5th,3/4 l,6,11-9,94,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Jeu De Pic (FR),K C Sexton,0,T Cooper,4th,1 3/4 l,6,11-12p,97,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Woodie Wango (IRE),A Harvey,5,Rosemary Connors,3rd,8 l,7,11-5,90,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Hit The Frame,L Quinlan,0,J P Flavin,2nd,2 3/4 l,6,10-8tb1,79,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Il Silenzio,R A Doyle,0,M Brassil,1st,N/A,8,11-2tp,87,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Yorkshire Escape (IRE),J P O'Sullivan,0,D Queally,UR,N/A,6,10-12,83,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,General Hubble (IRE),J W Kennedy,0,G Elliott,UR,N/A,7,11-10p,95,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Smitty Bacall (IRE),D J O'Keeffe,0,J P Flavin,PU,N/A,14,11-3tp,88,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Definiteadare (IRE),P J O'Hanlon,0,C Coakley,13th,3 l,11,10-13p,84,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,12th,2 1/4 l,7,10-7p,78,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Jimli's Cave (IRE),M P O'Connor,0,R K Watson,11th,24 l,7,11-6b,91,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Nazine (IRE),C M Quirke,0,M J McDonagh,10th,5 l,8,11-1b,86,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Racing Daisy (IRE),Conor Clarke,7,Patrick J Hassett,9th,1 1/4 l,8,10-7tp1,78,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Haveuseentherain (IRE),D King,0,S G Walsh,8th,9 l,10,10-1,72,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Meehall (IRE),G B Noonan,5,E McNamara,7th,4 1/4 l,9,11-12t,97,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Captain Kate (IRE),P M O'Brien,5,E Sheehy,6th,Nose,6,10-1p,72,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Western Model (IRE),E Staples,7,P Nolan,5th,3/4 l,6,11-9,94,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Jeu De Pic (FR),K C Sexton,0,T Cooper,4th,1 3/4 l,6,11-12p,97,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Woodie Wango (IRE),A Harvey,5,Rosemary Connors,3rd,8 l,7,11-5,90,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Hit The Frame,L Quinlan,0,J P Flavin,2nd,2 3/4 l,6,10-8tb1,79,True,10,18
Roscommon Racing Results | 5th August 2025 20:00,2025-08-05,20:00,Yielding (Good To Yielding In Places),3m 1f 10y,Il Silenzio,R A Doyle,0,M Brassil,1st,N/A,8,11-2tp,87,True,10,18
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Hopeful Hero (IRE),Mr Alan O'Sullivan,7,T Hogan,S,N/A,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Kool Runnings (IRE),Mr D L Queally,0,Richard Morrissey,12th,2 l,4,11-10ht,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Jodoro (IRE),Mr D McGill,7,D A McLoughlin,11th,73 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Boo Radley (IRE),Mr P W Mullins,0,W P Mullins,10th,1/2 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Barrys Spirit (IRE),Mr D G Lavery,0,G P Cromwell,9th,9 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Keiths Boy (IRE),Mr L P Shanahan,7,S Fahey,8th,3/4 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Bradley's Row (IRE),Mr B Barry,7,Charlie Keegan,7th,4 3/4 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Dash At Dags (IRE),Mr P W Gleeson,7,Stephanie Ocsko-Moore,6th,2 1/2 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,We Be Grand (IRE),Mr R W Barron,5,E McNamara,5th,5 1/2 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Mc Swagger (IRE),Mr J H Williamson,7,E McCarthy,4th,5 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Mr Master Mac (IRE),Mr J L Gleeson,0,M Fahey,3rd,6 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Cloughjordan (IRE),Mr D Doyle,7,S Curling,2nd,1 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Ripsnorter (FR),Mr A P Ryan,5,A Slattery,1st,N/A,4,11-10h,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Hopeful Hero (IRE),Mr Alan O'Sullivan,7,T Hogan,S,N/A,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Kool Runnings (IRE),Mr D L Queally,0,Richard Morrissey,12th,2 l,4,11-10ht,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Jodoro (IRE),Mr D McGill,7,D A McLoughlin,11th,73 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Boo Radley (IRE),Mr P W Mullins,0,W P Mullins,10th,1/2 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Barrys Spirit (IRE),Mr D G Lavery,0,G P Cromwell,9th,9 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Keiths Boy (IRE),Mr L P Shanahan,7,S Fahey,8th,3/4 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Bradley's Row (IRE),Mr B Barry,7,Charlie Keegan,7th,4 3/4 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Dash At Dags (IRE),Mr P W Gleeson,7,Stephanie Ocsko-Moore,6th,2 1/2 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,We Be Grand (IRE),Mr R W Barron,5,E McNamara,5th,5 1/2 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Mc Swagger (IRE),Mr J H Williamson,7,E McCarthy,4th,5 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Mr Master Mac (IRE),Mr J L Gleeson,0,M Fahey,3rd,6 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Cloughjordan (IRE),Mr D Doyle,7,S Curling,2nd,1 l,4,11-10,-,True,10,19
Roscommon Racing Results | 5th August 2025 20:30,2025-08-05,20:30,Good To Yielding (Good In Places),1m 7f 110y,Ripsnorter (FR),Mr A P Ryan,5,A Slattery,1st,N/A,4,11-10h,-,True,10,19
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Guest Star,C D Fahy,10,J C McConnell,12th,5 1/2 l,4,9-3b,54,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Pearl Of Australia (IRE),S Foley,0,R O'Sullivan,11th,4 3/4 l,5,9-8,66,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Powerful Hook Head (GER),D McMonagle,0,J P O'Brien,10th,Head,4,9-8t,67,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Dont Do Dramas (IRE),W Joyce,3,M Mulvany,9th,1 1/4 l,4,9-13,62,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,El Bello,Taylor Kingsley,7,R Hurley,8th,1/2 l,6,9-13p,61,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Picpoul (IRE),S A Wallace,7,M Rice,7th,1 1/2 l,7,10-2tp,43,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Capital Theory,S Coen,7,H D McGuigan,6th,1/2 l,6,9-13,85,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Roderick,P McGettigan,7,P Sweeney,5th,3/4 l,9,9-3tp,56,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Quatrain (IRE),R P Whelan,0,K J Condon,4th,Neck,4,10-2tv1,66,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Loingseoir (IRE),Nicola Burns,7,M C Grassick,3rd,1/2 l,9,10-2t,67,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Tartaraghan (IRE),K G Kennedy,5,J C McConnell,2nd,1 3/4 l,4,9-8,64,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Antoine De Paris (IRE),C T Keane,0,N Meade,1st,N/A,3,9-0,63,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Guest Star,C D Fahy,10,J C McConnell,12th,5 1/2 l,4,9-3b,54,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Pearl Of Australia (IRE),S Foley,0,R O'Sullivan,11th,4 3/4 l,5,9-8,66,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Powerful Hook Head (GER),D McMonagle,0,J P O'Brien,10th,Head,4,9-8t,67,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Dont Do Dramas (IRE),W Joyce,3,M Mulvany,9th,1 1/4 l,4,9-13,62,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,El Bello,Taylor Kingsley,7,R Hurley,8th,1/2 l,6,9-13p,61,True,10,20
Sligo Racing Results | 6th August 2025 16:50,2025-08-06,16:50,Good To Yielding (Yielding In Places),1m 2f 129y,Picpoul (IRE),S A Wallace,7,M Rice,7th,1 1/2 l,7,10-2tp,43,True,10,20
