track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 5th June 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),7f 60y,Dark Viper,K G Kennedy,2,Mrs J Harrington,5th,3/4 l,4,8-12,74,True,179,19
Leopardstown Racing Results | 5th June 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),7f 60y,Genesis (IRE),W Joyce,0,Alan McIntyre,4th,2 3/4 l,4,8-10t,72,True,179,19
Leopardstown Racing Results | 5th June 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),7f 60y,Transcending Glory (IRE),P McGettigan,7,J P Murtagh,3rd,1/2 l,4,9-10b,86,True,179,19
Leopardstown Racing Results | 5th June 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),7f 60y,Fort Vega (FR),J J G Ryan,0,S Lavery,2nd,1/2 l,5,9-10,86,True,179,19
Leopardstown Racing Results | 5th June 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),7f 60y,Love Billy Boy (IRE),M W Hassett,0,Gerard O'Leary,1st,N/A,4,9-11,87,True,179,19
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Dawn Spirit (IRE),D McMonagle,0,J P O'Brien,9th,1 l,3,9-0,-,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,8th,3 3/4 l,3,9-5b1,101,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Bay Colony (IRE),J A Heffernan,0,J A Stack,7th,3 3/4 l,3,9-0,88,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,What's Your Game (IRE),C T Keane,0,A Murray,6th,3 1/2 l,3,9-5,95,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Nuit (IRE),G F Carroll,0,H De Bromhead,5th,1/2 l,3,9-0,78,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Titanium Emperor (IRE),C D Hayes,0,A Murray,4th,1/2 l,3,9-5,95,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Acapulco Bay (IRE),R L Moore,0,A P O'Brien,3rd,1 1/4 l,3,9-5,99,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Arouet (FR),W J Lee,0,P Twomey,2nd,2 1/4 l,3,9-5,91,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Zahrann (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-5,-,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Dawn Spirit (IRE),D McMonagle,0,J P O'Brien,9th,1 l,3,9-0,-,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,8th,3 3/4 l,3,9-5b1,101,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Bay Colony (IRE),J A Heffernan,0,J A Stack,7th,3 3/4 l,3,9-0,88,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,What's Your Game (IRE),C T Keane,0,A Murray,6th,3 1/2 l,3,9-5,95,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Nuit (IRE),G F Carroll,0,H De Bromhead,5th,1/2 l,3,9-0,78,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Titanium Emperor (IRE),C D Hayes,0,A Murray,4th,1/2 l,3,9-5,95,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Acapulco Bay (IRE),R L Moore,0,A P O'Brien,3rd,1 1/4 l,3,9-5,99,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Arouet (FR),W J Lee,0,P Twomey,2nd,2 1/4 l,3,9-5,91,True,179,20
Leopardstown Racing Results | 5th June 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),1m 4f,Zahrann (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-5,-,True,179,20
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Eastwatch (IRE),A J Slattery,0,A Slattery,7th,1 1/4 l,3,8-12,-,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Bravais,C T Keane,0,G M Lyons,6th,3/4 l,5,9-9,107,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Cristal Clere (IRE),S D Bowen,0,J Nallen,5th,3 l,7,9-9,103,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Layfayette (IRE),D McMonagle,0,N Meade,4th,Short Head,8,9-9tb,106,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Azada (IRE),C D Hayes,0,D K Weld,3rd,3 l,4,9-7,100,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Currawood (IRE),W J Lee,0,P Twomey,2nd,1/2 l,3,8-12tp,102,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Green Impact (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,112,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Eastwatch (IRE),A J Slattery,0,A Slattery,7th,1 1/4 l,3,8-12,-,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Bravais,C T Keane,0,G M Lyons,6th,3/4 l,5,9-9,107,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Cristal Clere (IRE),S D Bowen,0,J Nallen,5th,3 l,7,9-9,103,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Layfayette (IRE),D McMonagle,0,N Meade,4th,Short Head,8,9-9tb,106,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Azada (IRE),C D Hayes,0,D K Weld,3rd,3 l,4,9-7,100,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Currawood (IRE),W J Lee,0,P Twomey,2nd,1/2 l,3,8-12tp,102,True,179,21
Leopardstown Racing Results | 5th June 2025 17:55,N/A,17:55,Good (Good To Yielding In Places),1m 1f,Green Impact (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,112,True,179,21
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Monotone (IRE),D P McDonogh,0,J S Bolger,12th,11 l,3,9-10b,84,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,J M's Joy (IRE),G F Carroll,0,G P Cromwell,11th,1 l,3,9-11,85,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Echinacea,N M Crosse,0,Kevin Coleman,10th,1 3/4 l,3,8-7,66,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Cap Saint Martin (FR),D McMonagle,0,J P O'Brien,9th,3/4 l,3,9-13,87,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Wizard Of Odds (IRE),J Kearney,3,Stephen Thorne,8th,3/4 l,3,9-12p1,86,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Daler (IRE),C T Keane,0,G M Lyons,7th,Short Head,3,9-8,82,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Pierre Royal (IRE),C D Hayes,0,D K Weld,6th,3 l,3,10-0,88,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Iowntheball,W J Lee,0,K Prendergast,5th,Head,3,9-6,80,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Sound Of Lightning,G M Ryan,0,Donnacha O'Brien,4th,1/2 l,3,9-11,85,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Ja'marr,L T McAteer,0,D Marnane,3rd,1 1/4 l,3,9-3,77,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Its All Peachy (IRE),J A Powell,3,M O'Callaghan,2nd,1 1/4 l,3,9-0,74,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Lady In Paris,S Foley,0,Mrs J Harrington,1st,N/A,3,9-2,76,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Monotone (IRE),D P McDonogh,0,J S Bolger,12th,11 l,3,9-10b,84,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,J M's Joy (IRE),G F Carroll,0,G P Cromwell,11th,1 l,3,9-11,85,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Echinacea,N M Crosse,0,Kevin Coleman,10th,1 3/4 l,3,8-7,66,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Cap Saint Martin (FR),D McMonagle,0,J P O'Brien,9th,3/4 l,3,9-13,87,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Wizard Of Odds (IRE),J Kearney,3,Stephen Thorne,8th,3/4 l,3,9-12p1,86,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Daler (IRE),C T Keane,0,G M Lyons,7th,Short Head,3,9-8,82,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Pierre Royal (IRE),C D Hayes,0,D K Weld,6th,3 l,3,10-0,88,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Iowntheball,W J Lee,0,K Prendergast,5th,Head,3,9-6,80,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Sound Of Lightning,G M Ryan,0,Donnacha O'Brien,4th,1/2 l,3,9-11,85,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Ja'marr,L T McAteer,0,D Marnane,3rd,1 1/4 l,3,9-3,77,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Its All Peachy (IRE),J A Powell,3,M O'Callaghan,2nd,1 1/4 l,3,9-0,74,True,179,22
Leopardstown Racing Results | 5th June 2025 18:25,N/A,18:25,Good (Good To Yielding In Places),1m 1f,Lady In Paris,S Foley,0,Mrs J Harrington,1st,N/A,3,9-2,76,True,179,22
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Captain Hanley (IRE),Adam Caffrey,0,A McGuinness,16th,17 l,5,9-1t,65,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Space Warrior (IRE),D P McDonogh,0,T Mullins,15th,8 l,4,9-4,68,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Moyassr (IRE),W J Lee,0,John E & Kiely,14th,8 l,4,9-6t,70,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Kaptain Bay (IRE),R Whearty,3,N Meade,13th,1 1/2 l,4,9-7tb,71,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Flying Bay (IRE),B M Coen,0,A Kinirons,12th,Head,4,9-13,77,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Stormie Outlook (IRE),J A Heffernan,0,E J O'Grady,11th,1 l,6,9-7t,71,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Zephron,L F Roche,0,D Cullen,10th,3 1/2 l,8,9-10p,74,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Pillar Of Hope,P McGettigan,7,P Sweeney,9th,Neck,7,9-1,65,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Speckled Meadow (IRE),M W Hassett,5,Don Browne,8th,3/4 l,8,9-4,68,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Unterberg (IRE),R M Mulligan,7,Laura Hourigan,7th,1/2 l,6,8-13,63,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Bill Silvers,R P Whelan,0,W Durkan,6th,1/2 l,5,10-0,78,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Rampage (IRE),J J G Ryan,3,T G McCourt,5th,3/4 l,6,9-1t,65,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Tribal Moon (IRE),J A Powell,3,Daniel Murphy,4th,1 1/2 l,4,9-8tb,72,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Zipster (IRE),S Foley,0,Gerard O'Leary,3rd,3/4 l,4,9-7p,71,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Alpha Capture (IRE),C T Keane,0,W P Mullins,2nd,3/4 l,5,9-10h,74,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Tachos (IRE),C D Hayes,0,D K Weld,1st,N/A,4,9-10t1,74,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Captain Hanley (IRE),Adam Caffrey,0,A McGuinness,16th,17 l,5,9-1t,65,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Space Warrior (IRE),D P McDonogh,0,T Mullins,15th,8 l,4,9-4,68,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Moyassr (IRE),W J Lee,0,John E & Kiely,14th,8 l,4,9-6t,70,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Kaptain Bay (IRE),R Whearty,3,N Meade,13th,1 1/2 l,4,9-7tb,71,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Flying Bay (IRE),B M Coen,0,A Kinirons,12th,Head,4,9-13,77,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Stormie Outlook (IRE),J A Heffernan,0,E J O'Grady,11th,1 l,6,9-7t,71,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Zephron,L F Roche,0,D Cullen,10th,3 1/2 l,8,9-10p,74,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Pillar Of Hope,P McGettigan,7,P Sweeney,9th,Neck,7,9-1,65,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Speckled Meadow (IRE),M W Hassett,5,Don Browne,8th,3/4 l,8,9-4,68,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Unterberg (IRE),R M Mulligan,7,Laura Hourigan,7th,1/2 l,6,8-13,63,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Bill Silvers,R P Whelan,0,W Durkan,6th,1/2 l,5,10-0,78,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Rampage (IRE),J J G Ryan,3,T G McCourt,5th,3/4 l,6,9-1t,65,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Tribal Moon (IRE),J A Powell,3,Daniel Murphy,4th,1 1/2 l,4,9-8tb,72,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Zipster (IRE),S Foley,0,Gerard O'Leary,3rd,3/4 l,4,9-7p,71,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Alpha Capture (IRE),C T Keane,0,W P Mullins,2nd,3/4 l,5,9-10h,74,True,179,23
Leopardstown Racing Results | 5th June 2025 18:55,N/A,18:55,Good (Good To Yielding In Places),1m 1f,Tachos (IRE),C D Hayes,0,D K Weld,1st,N/A,4,9-10t1,74,True,179,23
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Chavajod,R Coakley,0,D P Coakley,18th,22 l,7,9-6p,72,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Dream Escape,J J G Ryan,3,T Mullins,17th,1/2 l,6,9-5,71,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Pink Socks (IRE),M W Hassett,5,T Doyle,16th,1 3/4 l,6,8-11,63,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Eastern Wind,R Whearty,3,T G McCourt,15th,Short Head,6,8-10p,62,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Arch Enemy (IRE),S R Markey,10,P Magee,14th,3/4 l,6,10-2,82,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Mapa (CAN),R C Colgan,0,S Lavery,13th,2 3/4 l,4,9-0,66,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Solomon,J M Sheridan,0,D Hogan,12th,1/2 l,4,10-2tp,82,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Nedita (IRE),L T McAteer,0,D Marnane,11th,Neck,4,9-4,70,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Thatwilldoso (IRE),C D Hayes,0,Kevin Coleman,10th,Head,4,9-1,67,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Dancing Steve (IRE),Adam Caffrey,0,A McGuinness,9th,Nose,4,8-12v,64,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Letiza (IRE),W J Lee,0,H De Bromhead,8th,1 l,5,9-5,71,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Ard Na Mara (IRE),D P McDonogh,0,J S Bolger,7th,3/4 l,4,9-6t,72,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Pier Pressure (FR),Nicola Burns,7,G M Lyons,6th,1 1/4 l,5,9-9,75,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Killeaney Bear (IRE),A J Slattery,0,A Slattery,5th,Neck,4,9-7,73,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Molto Amichi (IRE),C T Keane,0,E Griffin,4th,Neck,4,9-12,78,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Instant Appeal,S Foley,0,Mrs J Harrington,3rd,2 1/2 l,4,9-12,78,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Artful Approach (IRE),J Kearney,3,Stephen Thorne,2nd,1/2 l,4,9-12,78,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Bear Profit (IRE),D McMonagle,0,Gerard O'Leary,1st,N/A,6,9-12,78,True,179,24
Leopardstown Racing Results | 5th June 2025 19:30,N/A,19:30,Good (Good To Yielding In Places),1m 1f,Chavajod,R Coakley,0,D P Coakley,18th,22 l,7,9-6p,72,True,179,24
