track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Magical Vision (IRE),C. D. Hayes,0,Aidan Anthony Howard,2nd,Head,6,9-13,72,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Sunday Sovereign,C. T. Keane,0,James McAuley,1st,N/A,6,9-10t,69,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Nordic Passage (IRE),D. W. O'Connor,0,J. F. Levins,19th,5 1/2 l,8,10-2,75,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Spirit Of Eagles (IRE),G. M. Ryan,0,M. C. Grassick,18th,15 l,3,9-4t,64,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Gegenpressing,L. F. Roche,0,Eddie & Patrick Harty,17th,1 l,5,8-12p,57,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Below Deck (IRE),J. A. Powell,5,Luke Comer,16th,2 1/2 l,3,8-7b1,53,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Half Nutz (IRE),Adam Caffrey,5,Adrian McGuinness,15th,Neck,6,10-1,74,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Daisy Jones (USA),Declan McDonogh,0,Takashi Kodama,14th,3/4 l,5,9-5,64,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Finsceal Go Deo (IRE),R. P. Cleary,0,J. S. Bolger,13th,Neck,3,9-7,67,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Is That Love (IRE),Seamie Heffernan,0,H. D. McGuigan,12th,1 1/2 l,6,9-12,71,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Pinar Del Rio,Wesley Joyce,7,Joe Conlon,11th,Nose,4,9-8v,67,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Gosford (IRE),William James Lee,0,Edward Lynam,10th,1 l,3,9-6,66,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Iva Batt (IRE),R. P. Whelan,0,Adrian McGuinness,9th,Neck,5,9-8p,67,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,8th,1/2 l,5,9-13,72,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,The Snapper (IRE),J. J. G. Ryan,5,Jack W. Davison,7th,Neck,3,10-1p,75,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Stanhope (USA),Siobhan Rutledge,3,John McConnell,6th,1/2 l,9,8-7,52,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Universally (IRE),Ben Martin Coen,0,E. J. O'Neill,5th,1 1/4 l,4,9-10b,69,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Run Forrest Run (IRE),C. Stone-Walsh,7,Michael Fenton,4th,1/2 l,5,9-11p,70,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Cnodian (IRE),N. M. Crosse,0,W. McCreery,3rd,1/2 l,5,9-4,63,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Magical Vision (IRE),C. D. Hayes,0,Aidan Anthony Howard,2nd,Head,6,9-13,72,True,85,7
Curragh Racing Results | 7th October 2023 17:15,N/A,17:15,Soft,6f,Sunday Sovereign,C. T. Keane,0,James McAuley,1st,N/A,6,9-10t,69,True,85,7
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Annexation (FR),Rachael Blackmore,0,Henry de Bromhead,UR,N/A,7,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Astrophysicist,Gavin Peter Brouder,5,James A. Nash,12th,86 l,5,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Pont Audemer (FR),K. E. Buckley,3,Gavin Patrick Cromwell,11th,4 1/4 l,4,11-3,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Mister Wilson (IRE),R. A. Doyle,0,Gavin Patrick Cromwell,10th,8 l,4,11-3h,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Tullypole Annie (IRE),J. J. Slevin,0,Mrs Lorna Fowler,9th,2 l,5,11-5,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Presenting Lad (IRE),Phillip Enright,0,Mark McNiff,8th,3 1/4 l,7,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Invictus Machin (FR),M. P. Walsh,0,Gavin Patrick Cromwell,7th,3 1/4 l,5,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Stilyker (IRE),D. E. Mullins,0,W. P. Mullins,6th,13 l,7,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Captains Nephew (IRE),D. J. O'Keeffe,0,P. J. Rothwell,5th,12 l,6,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Kiki Badger (IRE),A. P. Heskin,0,Anthony McCann,4th,8 l,7,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Hgranca De Thaix (FR),M. J. M. O'Sullivan,0,Barry Connell,3rd,4 1/4 l,6,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,My Mate Mozzie (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,2 l,7,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,The Big Chap (IRE),Mr S. Cavanagh,7,Paul W. Flynn,1st,N/A,6,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Annexation (FR),Rachael Blackmore,0,Henry de Bromhead,UR,N/A,7,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Astrophysicist,Gavin Peter Brouder,5,James A. Nash,12th,86 l,5,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Pont Audemer (FR),K. E. Buckley,3,Gavin Patrick Cromwell,11th,4 1/4 l,4,11-3,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Mister Wilson (IRE),R. A. Doyle,0,Gavin Patrick Cromwell,10th,8 l,4,11-3h,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Tullypole Annie (IRE),J. J. Slevin,0,Mrs Lorna Fowler,9th,2 l,5,11-5,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Presenting Lad (IRE),Phillip Enright,0,Mark McNiff,8th,3 1/4 l,7,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Invictus Machin (FR),M. P. Walsh,0,Gavin Patrick Cromwell,7th,3 1/4 l,5,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Stilyker (IRE),D. E. Mullins,0,W. P. Mullins,6th,13 l,7,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Captains Nephew (IRE),D. J. O'Keeffe,0,P. J. Rothwell,5th,12 l,6,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Kiki Badger (IRE),A. P. Heskin,0,Anthony McCann,4th,8 l,7,11-12t,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,Hgranca De Thaix (FR),M. J. M. O'Sullivan,0,Barry Connell,3rd,4 1/4 l,6,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,My Mate Mozzie (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,2 l,7,11-12,-,True,85,8
N/A,N/A,13:55,Soft (Yielding To Soft In Places),2m 110y,The Big Chap (IRE),Mr S. Cavanagh,7,Paul W. Flynn,1st,N/A,6,11-12,-,True,85,8
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Merrion Gate (IRE),L. J. Carberry,7,P. A. Fahy,PU,N/A,6,11-5,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,La Malmason (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,7th,2 3/4 l,5,11-5,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Genois (FR),M. P. Walsh,0,Enda Bolger,6th,1/2 l,7,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Verdant Place (IRE),S. D. Torrens,0,Patrick T. Foley,5th,1/2 l,5,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,So Des Flos (FR),J. W. Kennedy,0,Gordon Elliott,4th,2 l,6,11-12p,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Carrig Rock (IRE),J. J. Slevin,0,Peter Croke,3rd,9 l,8,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Digby (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,2nd,5 l,8,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Flanking Maneuver (IRE),M. J. M. O'Sullivan,0,Noel Meade,1st,N/A,8,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Merrion Gate (IRE),L. J. Carberry,7,P. A. Fahy,PU,N/A,6,11-5,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,La Malmason (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,7th,2 3/4 l,5,11-5,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Genois (FR),M. P. Walsh,0,Enda Bolger,6th,1/2 l,7,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Verdant Place (IRE),S. D. Torrens,0,Patrick T. Foley,5th,1/2 l,5,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,So Des Flos (FR),J. W. Kennedy,0,Gordon Elliott,4th,2 l,6,11-12p,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Carrig Rock (IRE),J. J. Slevin,0,Peter Croke,3rd,9 l,8,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Digby (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,2nd,5 l,8,11-12,-,True,85,9
N/A,N/A,14:30,Soft (Yielding To Soft In Places),2m 5f 110y,Flanking Maneuver (IRE),M. J. M. O'Sullivan,0,Noel Meade,1st,N/A,8,11-12,-,True,85,9
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Sweet Will (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,PU,N/A,6,11-7,110,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,C'Est Quelqu'un (FR),J. W. Kennedy,0,Gordon Elliott,PU,N/A,6,11-5,108,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Goodnightngodbless (USA),C. G. O'Dwyer,5,J. D. Motherway,PU,N/A,10,11-7tp,110,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Gali Flight (FR),R. A. Doyle,0,Philip Fenton,F,N/A,7,11-2p,105,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Old Soul (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,4th,29 l,6,11-12p,115,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Galon De Vauzelle (FR),Mr T. Power Roche,7,P. J. Rothwell,3rd,10 l,7,11-8p,111,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Clonmeen (IRE),S. D. Torrens,0,W. P. Murphy,2nd,1 l,8,11-0t,103,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Nobody Home (IRE),Phillip Enright,0,Edward Cawley,1st,N/A,13,10-13,102,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Sweet Will (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,PU,N/A,6,11-7,110,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,C'Est Quelqu'un (FR),J. W. Kennedy,0,Gordon Elliott,PU,N/A,6,11-5,108,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Goodnightngodbless (USA),C. G. O'Dwyer,5,J. D. Motherway,PU,N/A,10,11-7tp,110,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Gali Flight (FR),R. A. Doyle,0,Philip Fenton,F,N/A,7,11-2p,105,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Old Soul (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,4th,29 l,6,11-12p,115,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Galon De Vauzelle (FR),Mr T. Power Roche,7,P. J. Rothwell,3rd,10 l,7,11-8p,111,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Clonmeen (IRE),S. D. Torrens,0,W. P. Murphy,2nd,1 l,8,11-0t,103,True,85,10
N/A,N/A,15:05,Soft (Yielding To Soft In Places),3m 107y,Nobody Home (IRE),Phillip Enright,0,Edward Cawley,1st,N/A,13,10-13,102,True,85,10
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Ballybough Aine (IRE),Jordan Colin Gainford,0,Paul Nolan,PU,N/A,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Meet My Loreley (IRE),M. J. M. O'Sullivan,0,Barry Connell,F,N/A,6,11-7t,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Ballerina Boxer (IRE),B. W. Harvey,3,John McConnell,F,N/A,5,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Mason Lady (IRE),J. P. O'Sullivan,3,Declan Queally,12th,6 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Mabel In May (IRE),C. D. Maxwell,0,Conor David Maxwell,11th,9 1/2 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Juniper Hill (IRE),Richard Deegan,0,Paul Nolan,10th,30 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,True Or False (IRE),M. M. McDonagh,5,D. McNamara,9th,10 l,6,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Majestic Design (IRE),S. Fitzgerald,0,Declan Queally,8th,1 3/4 l,6,10-13ht1,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Calendar House (IRE),D. King,3,J. Hennessy,7th,7 1/2 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Whotookthebiscuit (IRE),M. P. O'Connor,3,Henry de Bromhead,6th,8 1/2 l,5,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Stormalong (IRE),D. J. O'Keeffe,0,David Kenneth Budds,5th,1 3/4 l,5,11-7t,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Imperial Class (IRE),J. W. Kennedy,0,Gordon Elliott,4th,14 l,5,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,What An Ocean (IRE),Phillip Enright,0,Gordon Elliott,3rd,15 l,7,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Colleen Danu (IRE),T. P. Harney,7,P. A. Fahy,2nd,6 1/2 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Miss Oreo (IRE),Shane Fenelon,7,John Joseph Hanlon,1st,N/A,5,10-13h,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Ballybough Aine (IRE),Jordan Colin Gainford,0,Paul Nolan,PU,N/A,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Meet My Loreley (IRE),M. J. M. O'Sullivan,0,Barry Connell,F,N/A,6,11-7t,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Ballerina Boxer (IRE),B. W. Harvey,3,John McConnell,F,N/A,5,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Mason Lady (IRE),J. P. O'Sullivan,3,Declan Queally,12th,6 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Mabel In May (IRE),C. D. Maxwell,0,Conor David Maxwell,11th,9 1/2 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Juniper Hill (IRE),Richard Deegan,0,Paul Nolan,10th,30 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,True Or False (IRE),M. M. McDonagh,5,D. McNamara,9th,10 l,6,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Majestic Design (IRE),S. Fitzgerald,0,Declan Queally,8th,1 3/4 l,6,10-13ht1,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Calendar House (IRE),D. King,3,J. Hennessy,7th,7 1/2 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Whotookthebiscuit (IRE),M. P. O'Connor,3,Henry de Bromhead,6th,8 1/2 l,5,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Stormalong (IRE),D. J. O'Keeffe,0,David Kenneth Budds,5th,1 3/4 l,5,11-7t,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Imperial Class (IRE),J. W. Kennedy,0,Gordon Elliott,4th,14 l,5,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,What An Ocean (IRE),Phillip Enright,0,Gordon Elliott,3rd,15 l,7,10-13,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Colleen Danu (IRE),T. P. Harney,7,P. A. Fahy,2nd,6 1/2 l,4,10-11,-,True,85,11
N/A,N/A,15:40,Soft (Yielding To Soft In Places),2m 4f 110y,Miss Oreo (IRE),Shane Fenelon,7,John Joseph Hanlon,1st,N/A,5,10-13h,-,True,85,11
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Saraqael (IRE),A. P. Kelly,5,Peter Fahey,PU,N/A,4,10-11,100,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Art of Silence (IRE),D. E. Mullins,0,Gerard Keane,8th,22 l,5,12-0,116,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Sam Magee (IRE),Rachael Blackmore,0,Henry de Bromhead,7th,2 3/4 l,6,11-9t,111,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Mr Sundancer,Shane Fenelon,7,John Joseph Hanlon,6th,18 l,5,10-11,99,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Dame Rapide (IRE),D. King,3,James M. Barrett,5th,3 1/2 l,6,11-10,112,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Rodney Bay (IRE),J. J. Slevin,0,Joseph Anthony Murray,4th,1/2 l,6,11-11,113,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Anyway (GER),M. J. M. O'Sullivan,0,David Kenneth Budds,3rd,10 l,5,11-6p,108,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,The Dasher Conway (IRE),Keith Donoghue,0,Mrs Gillian Callaghan,2nd,Head,8,11-12,114,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Must Meet Cecil (IRE),C. P. Millar,7,Cian Michael Collins,1st,N/A,5,11-6p,108,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Saraqael (IRE),A. P. Kelly,5,Peter Fahey,PU,N/A,4,10-11,100,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Art of Silence (IRE),D. E. Mullins,0,Gerard Keane,8th,22 l,5,12-0,116,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Sam Magee (IRE),Rachael Blackmore,0,Henry de Bromhead,7th,2 3/4 l,6,11-9t,111,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Mr Sundancer,Shane Fenelon,7,John Joseph Hanlon,6th,18 l,5,10-11,99,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Dame Rapide (IRE),D. King,3,James M. Barrett,5th,3 1/2 l,6,11-10,112,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Rodney Bay (IRE),J. J. Slevin,0,Joseph Anthony Murray,4th,1/2 l,6,11-11,113,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Anyway (GER),M. J. M. O'Sullivan,0,David Kenneth Budds,3rd,10 l,5,11-6p,108,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,The Dasher Conway (IRE),Keith Donoghue,0,Mrs Gillian Callaghan,2nd,Head,8,11-12,114,True,85,12
N/A,N/A,16:15,Soft (Yielding To Soft In Places),2m,Must Meet Cecil (IRE),C. P. Millar,7,Cian Michael Collins,1st,N/A,5,11-6p,108,True,85,12
N/A,N/A,16:50,Soft (Yielding To Soft In Places),2m,Rene Artois (IRE),Gearoid Patrick Brouder,2,James A. Nash,PU,N/A,4,11-3,85,True,85,13
