track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Great Rock (FR),Peter Carberry,0,A. J. Martin,9th,6 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Gate Speed (IRE),C. P. McNamara,0,John Joseph Hanlon,8th,1 3/4 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Arch Enemy (IRE),L. P. Dempsey,0,Patrick Magee,7th,5 1/2 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Mi Sueno (IRE),K. C. Sexton,0,Andrew Kinsella,6th,23 l,3,10-12,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Grizabella (IRE),J. J. Slevin,0,John Joseph Hanlon,5th,3 3/4 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Bright Blue (IRE),D. J. O'Keeffe,0,Eugene M. O'Sullivan,4th,4 l,3,10-12t,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Chargo,Jordan Colin Gainford,0,Gordon Elliott,3rd,2 1/2 l,3,10-5ht1,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Aghaboy (GER),S. F. O'Keeffe,0,W. P. Mullins,2nd,Neck,3,10-12,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Pepsiwithacap (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,1st,N/A,3,10-5p,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Shetland Tony,Corey McGivern,7,Gordon Elliott,UR,N/A,3,10-12,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Deluca Chop (FR),Jack Foley,3,A. J. Martin,12th,19 l,3,10-12,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Little Trigger (IRE),C. D. Maxwell,0,P. F. McEnery,11th,23 l,3,10-12t1,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Easky Maid (IRE),C. A. Landers,0,Edward P. Mitchell,10th,13 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Great Rock (FR),Peter Carberry,0,A. J. Martin,9th,6 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Gate Speed (IRE),C. P. McNamara,0,John Joseph Hanlon,8th,1 3/4 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Arch Enemy (IRE),L. P. Dempsey,0,Patrick Magee,7th,5 1/2 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Mi Sueno (IRE),K. C. Sexton,0,Andrew Kinsella,6th,23 l,3,10-12,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Grizabella (IRE),J. J. Slevin,0,John Joseph Hanlon,5th,3 3/4 l,3,10-5,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Bright Blue (IRE),D. J. O'Keeffe,0,Eugene M. O'Sullivan,4th,4 l,3,10-12t,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Chargo,Jordan Colin Gainford,0,Gordon Elliott,3rd,2 1/2 l,3,10-5ht1,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Aghaboy (GER),S. F. O'Keeffe,0,W. P. Mullins,2nd,Neck,3,10-12,-,True,15,38
Killarney Racing Results | 19th August 2022 16:05,N/A,16:05,Good,2m 1f,Pepsiwithacap (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,1st,N/A,3,10-5p,-,True,15,38
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Purple Mountain (IRE),S. F. O'Keeffe,0,W. P. Mullins,PU,N/A,7,10-8,125,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Rich Belief,B. J. Cooper,0,Karl Thornton,9th,3 1/4 l,5,10-11b,128,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Top Bandit,Jordan Colin Gainford,0,Gordon Elliott,8th,12 l,6,11-4,135,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Felix Desjy (FR),Mr H. C. Swan,7,Gordon Elliott,7th,1 3/4 l,9,11-12p,143,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Skippin Court (IRE),N. J. Ryan,7,Peter Fahey,6th,5 l,5,10-0,116,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Charli Parcs (FR),C. G. O'Dwyer,7,Aidan Anthony Howard,5th,Neck,9,10-9h,126,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Tudor City (IRE),Mr B. W. Harvey,7,A. J. Martin,4th,3 1/4 l,10,11-12t,143,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Rock On Seamie (IRE),G. B. Noonan,0,Ray Hackett,3rd,3/4 l,7,10-0,116,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Outback Flyer (IRE),K. C. Sexton,0,Peter Fahey,2nd,4 l,6,10-2h,119,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Effernock Fizz (IRE),D. J. O'Keeffe,0,Cian Michael Collins,1st,N/A,7,10-0t,116,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Purple Mountain (IRE),S. F. O'Keeffe,0,W. P. Mullins,PU,N/A,7,10-8,125,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Rich Belief,B. J. Cooper,0,Karl Thornton,9th,3 1/4 l,5,10-11b,128,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Top Bandit,Jordan Colin Gainford,0,Gordon Elliott,8th,12 l,6,11-4,135,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Felix Desjy (FR),Mr H. C. Swan,7,Gordon Elliott,7th,1 3/4 l,9,11-12p,143,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Skippin Court (IRE),N. J. Ryan,7,Peter Fahey,6th,5 l,5,10-0,116,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Charli Parcs (FR),C. G. O'Dwyer,7,Aidan Anthony Howard,5th,Neck,9,10-9h,126,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Tudor City (IRE),Mr B. W. Harvey,7,A. J. Martin,4th,3 1/4 l,10,11-12t,143,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Rock On Seamie (IRE),G. B. Noonan,0,Ray Hackett,3rd,3/4 l,7,10-0,116,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Outback Flyer (IRE),K. C. Sexton,0,Peter Fahey,2nd,4 l,6,10-2h,119,True,15,39
Killarney Racing Results | 19th August 2022 16:40,N/A,16:40,Good,2m 1f,Effernock Fizz (IRE),D. J. O'Keeffe,0,Cian Michael Collins,1st,N/A,7,10-0t,116,True,15,39
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Komback,Jack G. Gilligan,7,Paul John Gilligan,PU,N/A,5,11-0,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Dragon Rock (IRE),Jack Foley,3,W. P. Mullins,F,N/A,6,11-4,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Level Neverending (IRE),Jordan Colin Gainford,0,Gordon Elliott,4th,11 l,5,11-4p,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Esperti (IRE),K. C. Sexton,0,Peter Fahey,3rd,17 l,5,11-4,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Toss Again (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,5 l,5,11-4t,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Rexem (IRE),Mr B. W. Harvey,7,John McConnell,1st,N/A,5,11-4,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Komback,Jack G. Gilligan,7,Paul John Gilligan,PU,N/A,5,11-0,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Dragon Rock (IRE),Jack Foley,3,W. P. Mullins,F,N/A,6,11-4,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Level Neverending (IRE),Jordan Colin Gainford,0,Gordon Elliott,4th,11 l,5,11-4p,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Esperti (IRE),K. C. Sexton,0,Peter Fahey,3rd,17 l,5,11-4,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Toss Again (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,5 l,5,11-4t,-,True,15,40
Killarney Racing Results | 19th August 2022 17:15,N/A,17:15,Good,2m 6f 180y,Rexem (IRE),Mr B. W. Harvey,7,John McConnell,1st,N/A,5,11-4,-,True,15,40
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Perfect Attitude,Jordan Colin Gainford,0,Gordon Elliott,8th,11 l,6,11-12,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Walking On Glass (IRE),D. J. O'Keeffe,0,Padraig Roche,7th,38 l,7,11-12p,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Fakiera (FR),Sean Flanagan,0,Gordon Elliott,6th,2 1/4 l,7,11-12p,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Quaker Island (IRE),K. C. Sexton,0,Peter Fahey,5th,4 1/4 l,7,11-12b,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Captain Kangaroo (IRE),B. Hayes,0,W. P. Mullins,4th,1 1/2 l,7,11-12t,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Alfa Mix,M. P. Walsh,0,Gavin Patrick Cromwell,3rd,1/2 l,7,11-12b,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Oscar Academy (IRE),C. D. Maxwell,0,Patrick Martin,2nd,2 1/2 l,9,11-12t,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Jon Snow (FR),S. F. O'Keeffe,0,W. P. Mullins,1st,N/A,7,11-12,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Perfect Attitude,Jordan Colin Gainford,0,Gordon Elliott,8th,11 l,6,11-12,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Walking On Glass (IRE),D. J. O'Keeffe,0,Padraig Roche,7th,38 l,7,11-12p,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Fakiera (FR),Sean Flanagan,0,Gordon Elliott,6th,2 1/4 l,7,11-12p,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Quaker Island (IRE),K. C. Sexton,0,Peter Fahey,5th,4 1/4 l,7,11-12b,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Captain Kangaroo (IRE),B. Hayes,0,W. P. Mullins,4th,1 1/2 l,7,11-12t,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Alfa Mix,M. P. Walsh,0,Gavin Patrick Cromwell,3rd,1/2 l,7,11-12b,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Oscar Academy (IRE),C. D. Maxwell,0,Patrick Martin,2nd,2 1/2 l,9,11-12t,-,True,15,41
Killarney Racing Results | 19th August 2022 17:45,N/A,17:45,Good To Yielding,2m 7f,Jon Snow (FR),S. F. O'Keeffe,0,W. P. Mullins,1st,N/A,7,11-12,-,True,15,41
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Esthers Marvel (IRE),S. F. O'Keeffe,0,David Kenneth Budds,PU,N/A,9,11-7tp,95,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,I'm Not Alone (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,13th,11 l,8,11-6tp,94,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,The Eye Of Tulla (IRE),Peter Carberry,0,Brian M. McMahon,12th,15 l,6,10-7b1,81,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Greenhill Damsel (IRE),J. J. Slevin,0,Garrett James Power,11th,3/4 l,7,11-7,95,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Gelee Blanche (FR),Jack Foley,3,W. P. Mullins,10th,14 l,6,12-0t,102,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Diegos Way (IRE),Jordan Colin Gainford,0,Cian Michael Collins,9th,1 l,9,11-4,92,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Citizen's Army (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,8th,2 3/4 l,7,11-3,91,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Eddies Pride (IRE),G. B. Noonan,7,Norman Lee,7th,Nose,8,10-3ht,77,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Tullyhogue Fort (IRE),C. D. Maxwell,0,John F. O'Neill,6th,1 1/2 l,6,10-10,84,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Walking The Walk (IRE),C. M. Quirke,7,P. J. Rothwell,5th,5 l,7,10-3,77,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Arverne (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,14 l,7,12-0b,102,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Rule Of June (IRE),Sean Flanagan,0,Liam Casey,3rd,1 3/4 l,8,11-2,90,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Zalika (IRE),C. P. McNamara,0,Paul John Gilligan,2nd,2 1/4 l,7,10-7p,81,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Meehall (IRE),C. A. Landers,0,Eric McNamara,1st,N/A,6,10-10p,84,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Esthers Marvel (IRE),S. F. O'Keeffe,0,David Kenneth Budds,PU,N/A,9,11-7tp,95,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,I'm Not Alone (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,13th,11 l,8,11-6tp,94,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,The Eye Of Tulla (IRE),Peter Carberry,0,Brian M. McMahon,12th,15 l,6,10-7b1,81,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Greenhill Damsel (IRE),J. J. Slevin,0,Garrett James Power,11th,3/4 l,7,11-7,95,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Gelee Blanche (FR),Jack Foley,3,W. P. Mullins,10th,14 l,6,12-0t,102,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Diegos Way (IRE),Jordan Colin Gainford,0,Cian Michael Collins,9th,1 l,9,11-4,92,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Citizen's Army (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,8th,2 3/4 l,7,11-3,91,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Eddies Pride (IRE),G. B. Noonan,7,Norman Lee,7th,Nose,8,10-3ht,77,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Tullyhogue Fort (IRE),C. D. Maxwell,0,John F. O'Neill,6th,1 1/2 l,6,10-10,84,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Walking The Walk (IRE),C. M. Quirke,7,P. J. Rothwell,5th,5 l,7,10-3,77,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Arverne (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,14 l,7,12-0b,102,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Rule Of June (IRE),Sean Flanagan,0,Liam Casey,3rd,1 3/4 l,8,11-2,90,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Zalika (IRE),C. P. McNamara,0,Paul John Gilligan,2nd,2 1/4 l,7,10-7p,81,True,15,42
Killarney Racing Results | 19th August 2022 18:20,N/A,18:20,Good To Yielding,2m 7f,Meehall (IRE),C. A. Landers,0,Eric McNamara,1st,N/A,6,10-10p,84,True,15,42
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Cap D'aubois (FR),Jordan Colin Gainford,0,Rosemary Connors,UR,N/A,10,12-0,109,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Go Gill Go (IRE),K. C. Sexton,0,James Grace,12th,22 l,7,11-0t,95,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Smitty Bacall (IRE),S. F. O'Keeffe,0,J. P. Flavin,11th,6 1/2 l,11,11-10,105,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Fly De Megaudais (FR),C. A. Landers,0,Michael J. McDonagh,10th,3 l,9,10-7,88,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Neptunus Equester (IRE),C. D. Maxwell,0,P. J. Rothwell,9th,11 l,7,10-0,81,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Masterstonemason (IRE),C. P. McNamara,0,F. Costello,8th,7 1/2 l,8,11-0p,95,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Name Me Famous (IRE),Sean Flanagan,0,Eoin Christopher McCarthy,7th,8 1/2 l,6,10-9tp,90,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Union Park (FR),Jack Foley,3,P. J. Rothwell,6th,1 1/2 l,6,11-4t,99,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Presenting Cody (IRE),Mr J. C. Barry,3,Mark McNiff,5th,1/2 l,7,11-0,95,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Temptationinmilan (IRE),J. J. Slevin,0,Charles Byrnes,4th,6 1/2 l,6,11-2,97,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Mica Malpic (FR),L. P. Dempsey,0,Enda Bolger,3rd,1 1/2 l,5,11-12p,107,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Filon D'oudairies (FR),M. P. Walsh,0,J. P. Broderick,2nd,1/2 l,7,11-10,105,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Carnet De Stage (IRE),D. J. O'Keeffe,0,Eugene M. O'Sullivan,1st,N/A,7,11-6,101,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Cap D'aubois (FR),Jordan Colin Gainford,0,Rosemary Connors,UR,N/A,10,12-0,109,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Go Gill Go (IRE),K. C. Sexton,0,James Grace,12th,22 l,7,11-0t,95,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Smitty Bacall (IRE),S. F. O'Keeffe,0,J. P. Flavin,11th,6 1/2 l,11,11-10,105,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Fly De Megaudais (FR),C. A. Landers,0,Michael J. McDonagh,10th,3 l,9,10-7,88,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Neptunus Equester (IRE),C. D. Maxwell,0,P. J. Rothwell,9th,11 l,7,10-0,81,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Masterstonemason (IRE),C. P. McNamara,0,F. Costello,8th,7 1/2 l,8,11-0p,95,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Name Me Famous (IRE),Sean Flanagan,0,Eoin Christopher McCarthy,7th,8 1/2 l,6,10-9tp,90,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Union Park (FR),Jack Foley,3,P. J. Rothwell,6th,1 1/2 l,6,11-4t,99,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Presenting Cody (IRE),Mr J. C. Barry,3,Mark McNiff,5th,1/2 l,7,11-0,95,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Temptationinmilan (IRE),J. J. Slevin,0,Charles Byrnes,4th,6 1/2 l,6,11-2,97,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Mica Malpic (FR),L. P. Dempsey,0,Enda Bolger,3rd,1 1/2 l,5,11-12p,107,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Filon D'oudairies (FR),M. P. Walsh,0,J. P. Broderick,2nd,1/2 l,7,11-10,105,True,15,43
Killarney Racing Results | 19th August 2022 18:55,N/A,18:55,Good To Yielding,2m 4f,Carnet De Stage (IRE),D. J. O'Keeffe,0,Eugene M. O'Sullivan,1st,N/A,7,11-6,101,True,15,43
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,The Greek (IRE),Jordan Colin Gainford,0,Gordon Elliott,F,N/A,6,11-2tb,120,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Cornerkova (IRE),C. Brassil,5,Henry de Bromhead,F,N/A,7,11-10t,128,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Gevrey (FR),C. G. O'Dwyer,7,Gordon Elliott,7th,1 3/4 l,6,11-12,130,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Eagle Moon (FR),Sean Flanagan,0,Henry de Bromhead,6th,14 l,8,11-1tp1,119,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Robinnia (IRE),S. F. O'Keeffe,0,W. P. Mullins,5th,3 1/2 l,7,11-7,125,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Western Cowboy (IRE),D. J. O'Keeffe,0,Henry de Bromhead,4th,6 1/2 l,6,10-8,112,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Stormey (IRE),Jack G. Gilligan,7,Paul John Gilligan,3rd,1 l,12,10-10t,114,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Jack Holiday (IRE),C. A. Landers,0,John F. Gleeson,2nd,8 l,8,10-4p,108,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Dads Lad (IRE),B. Hayes,0,W. P. Mullins,1st,N/A,7,11-5t,123,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,The Greek (IRE),Jordan Colin Gainford,0,Gordon Elliott,F,N/A,6,11-2tb,120,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Cornerkova (IRE),C. Brassil,5,Henry de Bromhead,F,N/A,7,11-10t,128,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Gevrey (FR),C. G. O'Dwyer,7,Gordon Elliott,7th,1 3/4 l,6,11-12,130,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Eagle Moon (FR),Sean Flanagan,0,Henry de Bromhead,6th,14 l,8,11-1tp1,119,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Robinnia (IRE),S. F. O'Keeffe,0,W. P. Mullins,5th,3 1/2 l,7,11-7,125,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Western Cowboy (IRE),D. J. O'Keeffe,0,Henry de Bromhead,4th,6 1/2 l,6,10-8,112,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Stormey (IRE),Jack G. Gilligan,7,Paul John Gilligan,3rd,1 l,12,10-10t,114,True,15,44
Killarney Racing Results | 19th August 2022 19:30,N/A,19:30,Good To Yielding,2m 1f,Jack Holiday (IRE),C. A. Landers,0,John F. Gleeson,2nd,8 l,8,10-4p,108,True,15,44
