track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Glendars Mahler (IRE),A Harvey,7,James Andrew Fahey,5th,12 l,8,11-12t,100,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Glentruan (IRE),P Byrnes,0,Michael Flannery,4th,4 1/2 l,9,11-11tb,99,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Burru (IRE),P T Enright,0,Bernard Crowley,3rd,4 1/2 l,6,11-12,100,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Noble Hilltop (IRE),K E Buckley,0,E Buckley,2nd,6 1/2 l,4,11-10p,102,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,That's About Right (IRE),C Owens,7,P J Rothwell,1st,N/A,6,11-7tp1,95,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Sharetheknowledge (IRE),Sam Ewing,0,Paul Tobin,S,N/A,5,11-11,99,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Figurehead (IRE),H P Cleary,7,Michael G Cleary,PU,N/A,7,11-7tb,95,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Benz (IRE),D Meyler,0,R K Watson,PU,N/A,6,11-10tp,98,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Moyvilla Lass (IRE),G B Noonan,5,E McCarthy,PU,N/A,6,11-9tp,97,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Sammy Smart,D J O'Keeffe,0,T Gibney,10th,20 l,8,12-0,102,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Ixigreczed (FR),P K Donovan,5,E Seymour,9th,11 l,6,11-9,97,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Sullane Hill (IRE),M P O'Connor,0,P C O'Connor,8th,31 l,12,11-7tp,95,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Francois (FR),Mr S J Butler,7,Mary Ellen Doyle,7th,2 1/4 l,9,12-0p,102,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Coffeys Forge (IRE),C M Quirke,5,P Ryan,6th,1 3/4 l,8,12-0,102,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Glendars Mahler (IRE),A Harvey,7,James Andrew Fahey,5th,12 l,8,11-12t,100,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Glentruan (IRE),P Byrnes,0,Michael Flannery,4th,4 1/2 l,9,11-11tb,99,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Burru (IRE),P T Enright,0,Bernard Crowley,3rd,4 1/2 l,6,11-12,100,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Noble Hilltop (IRE),K E Buckley,0,E Buckley,2nd,6 1/2 l,4,11-10p,102,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,That's About Right (IRE),C Owens,7,P J Rothwell,1st,N/A,6,11-7tp1,95,True,133,6
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Doyen Lady (IRE),Mr J H Williamson,7,R P Rath,NR,N/A,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Keep It Together (IRE),Mr A P Fahey,7,D Buckley,PU,N/A,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Clahada Rosie (IRE),Mr H D Dunne,5,R Donohoe,12th,3 1/4 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Silver Pageant,Mr F Maguire,0,J J Hanlon,11th,2 1/4 l,4,11-8,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Snow Delight (IRE),Mr E P Cloke,7,D P Murphy,10th,72 l,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,The Reel Martello (IRE),Mr D G Lavery,0,Ms M Mullins,9th,Head,4,11-8,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Positive Mindset (IRE),Mr C J Shine,7,Leonard Flynn,8th,Neck,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Vilja Song (IRE),Mr B Dunleavy,7,R Hackett,7th,3 1/2 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Scotch Street (IRE),Mr H C Swan,3,C Collins,6th,3 1/2 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Let's Go Sarah (IRE),Mr B T Stone,7,W J Martin,5th,15 l,4,11-8,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Light Her Up (IRE),Mr E Finegan,7,H P Finegan,4th,2 3/4 l,6,11-11t,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Hey Sunshine (IRE),Mr P W Mullins,0,W P Mullins,3rd,4 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Meitheal (IRE),Mr J L Gleeson,5,John E & Kiely,2nd,2 1/4 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Ma Bess (IRE),Mr Alan O'Sullivan,7,T O'Brien,1st,N/A,6,11-11ht,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Doyen Lady (IRE),Mr J H Williamson,7,R P Rath,NR,N/A,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Keep It Together (IRE),Mr A P Fahey,7,D Buckley,PU,N/A,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Clahada Rosie (IRE),Mr H D Dunne,5,R Donohoe,12th,3 1/4 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Silver Pageant,Mr F Maguire,0,J J Hanlon,11th,2 1/4 l,4,11-8,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Snow Delight (IRE),Mr E P Cloke,7,D P Murphy,10th,72 l,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,The Reel Martello (IRE),Mr D G Lavery,0,Ms M Mullins,9th,Head,4,11-8,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Positive Mindset (IRE),Mr C J Shine,7,Leonard Flynn,8th,Neck,6,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Vilja Song (IRE),Mr B Dunleavy,7,R Hackett,7th,3 1/2 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Scotch Street (IRE),Mr H C Swan,3,C Collins,6th,3 1/2 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Let's Go Sarah (IRE),Mr B T Stone,7,W J Martin,5th,15 l,4,11-8,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Light Her Up (IRE),Mr E Finegan,7,H P Finegan,4th,2 3/4 l,6,11-11t,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Hey Sunshine (IRE),Mr P W Mullins,0,W P Mullins,3rd,4 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Meitheal (IRE),Mr J L Gleeson,5,John E & Kiely,2nd,2 1/4 l,5,11-11,-,True,133,7
Wexford Racing Results | 9th August 2024 20:25,N/A,20:25,Good To Yielding,2m 160y,Ma Bess (IRE),Mr Alan O'Sullivan,7,T O'Brien,1st,N/A,6,11-11ht,-,True,133,7
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Majestic Wave,R P Whelan,0,John O'Donoghue,NR,N/A,2,9-7p1,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Storm Piece,C T Keane,0,G M Lyons,NR,N/A,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Justified Risk (IRE),S P Davis,0,Sean Davis,13th,2 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Corazon Blanco (IRE),S B Kelly,0,J P Murtagh,12th,4 3/4 l,2,9-2,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,The Marty Party (IRE),M P Sheehy,0,J P O'Brien,11th,2 3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Red Charlie (USA),G M Ryan,0,E Mullins,10th,Nose,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Ottoman (IRE),N M Crosse,0,E & P Harty,9th,Neck,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Tiger Kitten (USA),R P Cleary,0,S M Duffy,8th,1 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Pickersgill (IRE),R C Colgan,0,S Lavery,7th,2 1/4 l,2,9-2,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Rajstar (IRE),C D Hayes,0,D K Weld,6th,1 3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Greatest Drama (IRE),B M Coen,0,J P Murtagh,5th,2 1/4 l,2,9-2,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Hostility (IRE),D McMonagle,0,J P O'Brien,4th,3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Dante's Lad (IRE),D P McDonogh,0,J P O'Brien,3rd,3/4 l,2,9-7t1,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Acapulco Bay (IRE),W M Lordan,0,A P O'Brien,2nd,1 3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Delacroix (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Majestic Wave,R P Whelan,0,John O'Donoghue,NR,N/A,2,9-7p1,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Storm Piece,C T Keane,0,G M Lyons,NR,N/A,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Justified Risk (IRE),S P Davis,0,Sean Davis,13th,2 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Corazon Blanco (IRE),S B Kelly,0,J P Murtagh,12th,4 3/4 l,2,9-2,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,The Marty Party (IRE),M P Sheehy,0,J P O'Brien,11th,2 3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Red Charlie (USA),G M Ryan,0,E Mullins,10th,Nose,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Ottoman (IRE),N M Crosse,0,E & P Harty,9th,Neck,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Tiger Kitten (USA),R P Cleary,0,S M Duffy,8th,1 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Pickersgill (IRE),R C Colgan,0,S Lavery,7th,2 1/4 l,2,9-2,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Rajstar (IRE),C D Hayes,0,D K Weld,6th,1 3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Greatest Drama (IRE),B M Coen,0,J P Murtagh,5th,2 1/4 l,2,9-2,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Hostility (IRE),D McMonagle,0,J P O'Brien,4th,3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Dante's Lad (IRE),D P McDonogh,0,J P O'Brien,3rd,3/4 l,2,9-7t1,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Acapulco Bay (IRE),W M Lordan,0,A P O'Brien,2nd,1 3/4 l,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 13:45,N/A,13:45,Good To Firm (Good In Places),7f,Delacroix (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-7,-,True,133,8
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Peaceful Dove,M P Sheehy,0,Joe Conlon,19th,15 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Rebel Lily (IRE),R P Whelan,0,M Fahey,18th,4 3/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Carla Ridge (IRE),C D Hayes,0,E & P Harty,17th,1 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Whiskey And Beer (IRE),L T McAteer,0,E Mullins,16th,Neck,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Knockmark,C T Keane,0,G M Lyons,15th,1/2 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Chica Guerrera (IRE),K G Kennedy,7,M Fahey,14th,3/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Lost President (IRE),G F Carroll,0,R O'Sullivan,13th,Head,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Montpellier Green (IRE),D P McDonogh,0,J P O'Brien,12th,Head,2,9-7b1,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Source Code (FR),D McMonagle,0,J P O'Brien,11th,1/2 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Dandy Khan (IRE),N G McCullagh,0,Mrs J Harrington,10th,Nose,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Crystalaire,B M Coen,0,J P Murtagh,9th,1 3/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Believeth (IRE),J M Sheridan,0,J A Stack,8th,Head,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Winter Bonfire,J J G Ryan,5,M O'Callaghan,7th,Neck,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Lady In Paris,S Foley,0,Mrs J Harrington,6th,2 1/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,South Shore Island (IRE),L F Roche,0,M O'Callaghan,5th,3/4 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Comanche Brave (IRE),G M Ryan,0,Donnacha O'Brien,4th,1 1/4 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Lunigiana (IRE),N M Crosse,0,W McCreery,3rd,2 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Monumental (IRE),W M Lordan,0,A P O'Brien,2nd,3 l,2,9-7b1,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Ides Of March (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Peaceful Dove,M P Sheehy,0,Joe Conlon,19th,15 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Rebel Lily (IRE),R P Whelan,0,M Fahey,18th,4 3/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Carla Ridge (IRE),C D Hayes,0,E & P Harty,17th,1 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Whiskey And Beer (IRE),L T McAteer,0,E Mullins,16th,Neck,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Knockmark,C T Keane,0,G M Lyons,15th,1/2 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Chica Guerrera (IRE),K G Kennedy,7,M Fahey,14th,3/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Lost President (IRE),G F Carroll,0,R O'Sullivan,13th,Head,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Montpellier Green (IRE),D P McDonogh,0,J P O'Brien,12th,Head,2,9-7b1,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Source Code (FR),D McMonagle,0,J P O'Brien,11th,1/2 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Dandy Khan (IRE),N G McCullagh,0,Mrs J Harrington,10th,Nose,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Crystalaire,B M Coen,0,J P Murtagh,9th,1 3/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Believeth (IRE),J M Sheridan,0,J A Stack,8th,Head,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Winter Bonfire,J J G Ryan,5,M O'Callaghan,7th,Neck,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Lady In Paris,S Foley,0,Mrs J Harrington,6th,2 1/4 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,South Shore Island (IRE),L F Roche,0,M O'Callaghan,5th,3/4 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Comanche Brave (IRE),G M Ryan,0,Donnacha O'Brien,4th,1 1/4 l,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Lunigiana (IRE),N M Crosse,0,W McCreery,3rd,2 l,2,9-2,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Monumental (IRE),W M Lordan,0,A P O'Brien,2nd,3 l,2,9-7b1,-,True,133,9
Curragh Racing Results | 10th August 2024 14:15,N/A,14:15,Good To Firm (Good In Places),6f,Ides Of March (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-7,-,True,133,9
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Just Before (USA),J J G Ryan,5,W P Browne,10th,1 1/2 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Raising The Flag (IRE),D E Sheehy,0,M C Grassick,9th,1 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Girl Like You (USA),D P McDonogh,0,J P O'Brien,8th,3/4 l,2,9-0,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,New Wave (IRE),R P Cleary,0,J S Bolger,7th,1 1/2 l,2,8-11t1,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Tea Rose (IRE),W M Lordan,0,A P O'Brien,6th,Neck,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Joyful Princess (IRE),S Foley,0,Mrs J Harrington,5th,2 1/2 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Jaliyah (IRE),D Egan,0,A Murray,4th,Neck,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Celtic Motif (IRE),D McMonagle,0,J P O'Brien,3rd,5 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Ballet Slippers (IRE),R L Moore,0,A P O'Brien,2nd,Neck,2,9-0,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Falling Snow (IRE),G M Ryan,0,Donnacha O'Brien,1st,N/A,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Just Before (USA),J J G Ryan,5,W P Browne,10th,1 1/2 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Raising The Flag (IRE),D E Sheehy,0,M C Grassick,9th,1 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Girl Like You (USA),D P McDonogh,0,J P O'Brien,8th,3/4 l,2,9-0,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,New Wave (IRE),R P Cleary,0,J S Bolger,7th,1 1/2 l,2,8-11t1,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Tea Rose (IRE),W M Lordan,0,A P O'Brien,6th,Neck,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Joyful Princess (IRE),S Foley,0,Mrs J Harrington,5th,2 1/2 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Jaliyah (IRE),D Egan,0,A Murray,4th,Neck,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Celtic Motif (IRE),D McMonagle,0,J P O'Brien,3rd,5 l,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Ballet Slippers (IRE),R L Moore,0,A P O'Brien,2nd,Neck,2,9-0,-,True,133,10
Curragh Racing Results | 10th August 2024 14:50,N/A,14:50,Good To Firm (Good In Places),7f,Falling Snow (IRE),G M Ryan,0,Donnacha O'Brien,1st,N/A,2,8-11,-,True,133,10
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Moss Tucker (IRE),R P Whelan,0,K J Condon,NR,N/A,6,9-7t,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Torivega (IRE),R C Colgan,0,S Lavery,NR,N/A,4,9-7t,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Valiant Force (USA),D Egan,0,A Murray,11th,4 1/2 l,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Tango Flare (IRE),B M Coen,0,P T Foley,10th,Neck,5,9-7tp,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Jakajaro (IRE),L T McAteer,0,D Marnane,9th,Neck,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Twilight Jet (IRE),L F Roche,0,M O'Callaghan,8th,1/2 l,5,9-7tp1,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Ano Syra (IRE),D McMonagle,0,J Feane,7th,Nose,5,9-4p1,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Electric Storm (IRE),R L Moore,0,J Tate,6th,1 1/4 l,4,9-4,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Shartash (IRE),James Doyle,0,A Watson,5th,1 l,4,9-7,-,True,133,11
