track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Sandy Creek (USA),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1 1/4 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Never Ending Story (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Unchained Melody (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,18th,Neck,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Ashoona (IRE),C. J. MacRedmond,5,Kieran Patrick Cotter,17th,4 1/4 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Pure Circle (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,16th,2 1/2 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Signora Bellissima (IRE),Ben Martin Coen,0,John Patrick Murtagh,15th,1/2 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Finsceal Go Deo (IRE),K. J. Manning,0,J. S. Bolger,14th,1 1/2 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Nyota (IRE),R. P. Whelan,0,M. Halford,13th,1 3/4 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Aspen Grove (IRE),Jamie Spencer,0,J. A. Stack,12th,1 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Tiymara (IRE),S. B. Kelly,0,John Patrick Murtagh,11th,1/2 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Expressova (IRE),R. C. Colgan,0,Ms Sheila Lavery,10th,1 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Rhodesia (IRE),William James Lee,0,Miss Natalia Lupini,9th,Nose,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Calling All Angels (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,8th,1 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,One Boss,T. P. Madden,0,Mrs J. Harrington,7th,1 1/4 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Dower House (IRE),Seamie Heffernan,0,Aidan O'Brien,6th,Short Head,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Gypsy Woman (IRE),C. T. Keane,0,G. M. Lyons,5th,Head,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Nightcliff (IRE),C. D. Hayes,0,David J. Geary,4th,Head,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Danvers Gold (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1 1/4 l,2,9-2h1,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Sandy Creek (USA),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1 1/4 l,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 17:35,N/A,17:35,Good (Good To Firm In Places),7f,Never Ending Story (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,5,6
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Higher Kingdom,D. W. O'Connor,0,John McConnell,NR,N/A,5,9-0ht,74,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Camdeboo (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,NR,N/A,4,9-11,85,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Almost An Angel,Shane Foley,0,John Larkin,15th,7 l,4,8-8p,68,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,No Patience (IRE),Kyanna Van Buuren,10,John McConnell,14th,Neck,4,8-8,68,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Dilawara (FR),R. P. Cleary,0,V. C. Ward,13th,1 l,5,9-10b1,84,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,National Gallery (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,12th,Neck,3,9-2p,85,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Eriskay (IRE),C. D. Hayes,0,D. K. Weld,11th,2 l,3,8-7,76,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Bobby K (IRE),Ben Martin Coen,0,Michael O'Meara,10th,2 l,7,9-0,74,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Punakha (IRE),William James Lee,0,W. McCreery,9th,Head,4,9-0v,74,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Dandyville (IRE),L. T. McAteer,3,Jack W. Davison,8th,1 1/4 l,4,9-3,77,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,River Derwent,H. J. Horgan,7,Joseph Patrick O'Brien,7th,1/2 l,4,9-7,81,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,The Blue Panther (IRE),G. F. Carroll,0,Michael Mulvany,6th,Neck,4,8-12t,72,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Punk Poet (IRE),S. M. Crosse,0,Edward Lynam,5th,1 1/2 l,5,9-11t,85,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Secret Magician (IRE),W. M. Lordan,0,Martin Hassett,4th,3 1/4 l,3,8-7,76,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Ice Cold In Alex (IRE),J. M. Sheridan,3,K. J. Condon,3rd,1/2 l,8,9-4t,78,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,All In the Mind (IRE),C. P. Hoban,0,Patrick J. Flynn,2nd,1/2 l,3,9-3,86,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Mutasarref,C. T. Keane,0,G. M. Lyons,1st,N/A,4,10-2,90,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Higher Kingdom,D. W. O'Connor,0,John McConnell,NR,N/A,5,9-0ht,74,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Camdeboo (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,NR,N/A,4,9-11,85,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Almost An Angel,Shane Foley,0,John Larkin,15th,7 l,4,8-8p,68,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,No Patience (IRE),Kyanna Van Buuren,10,John McConnell,14th,Neck,4,8-8,68,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Dilawara (FR),R. P. Cleary,0,V. C. Ward,13th,1 l,5,9-10b1,84,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,National Gallery (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,12th,Neck,3,9-2p,85,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Eriskay (IRE),C. D. Hayes,0,D. K. Weld,11th,2 l,3,8-7,76,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Bobby K (IRE),Ben Martin Coen,0,Michael O'Meara,10th,2 l,7,9-0,74,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Punakha (IRE),William James Lee,0,W. McCreery,9th,Head,4,9-0v,74,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Dandyville (IRE),L. T. McAteer,3,Jack W. Davison,8th,1 1/4 l,4,9-3,77,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,River Derwent,H. J. Horgan,7,Joseph Patrick O'Brien,7th,1/2 l,4,9-7,81,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,The Blue Panther (IRE),G. F. Carroll,0,Michael Mulvany,6th,Neck,4,8-12t,72,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Punk Poet (IRE),S. M. Crosse,0,Edward Lynam,5th,1 1/2 l,5,9-11t,85,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Secret Magician (IRE),W. M. Lordan,0,Martin Hassett,4th,3 1/4 l,3,8-7,76,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Ice Cold In Alex (IRE),J. M. Sheridan,3,K. J. Condon,3rd,1/2 l,8,9-4t,78,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,All In the Mind (IRE),C. P. Hoban,0,Patrick J. Flynn,2nd,1/2 l,3,9-3,86,True,5,7
Curragh Racing Results | 24th June 2022 18:08,N/A,18:08,Good (Good To Firm In Places),7f,Mutasarref,C. T. Keane,0,G. M. Lyons,1st,N/A,4,10-2,90,True,5,7
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Sunchart,A. J. Slattery,0,A. Slattery,7th,3 3/4 l,5,9-11t1,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Master of Reality (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,3/4 l,7,9-11,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Manu Et Corde (IRE),K. J. Manning,0,J. S. Bolger,5th,3 l,3,8-10,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Sussex (GER),W. M. Lordan,0,Aidan O'Brien,4th,4 3/4 l,3,8-10,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Wordsworth (IRE),Ryan Moore,0,Aidan O'Brien,3rd,3/4 l,4,9-11,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Gear Up (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1 l,4,9-11t,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Camorra (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,5,9-11tb,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Sunchart,A. J. Slattery,0,A. Slattery,7th,3 3/4 l,5,9-11t1,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Master of Reality (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,3/4 l,7,9-11,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Manu Et Corde (IRE),K. J. Manning,0,J. S. Bolger,5th,3 l,3,8-10,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Sussex (GER),W. M. Lordan,0,Aidan O'Brien,4th,4 3/4 l,3,8-10,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Wordsworth (IRE),Ryan Moore,0,Aidan O'Brien,3rd,3/4 l,4,9-11,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Gear Up (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1 l,4,9-11t,-,True,5,8
Curragh Racing Results | 24th June 2022 18:43,N/A,18:43,Good (Good To Firm In Places),1m 6f,Camorra (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,5,9-11tb,-,True,5,8
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Ideal Pal (IRE),J. Kearney,4,Michael Mulvany,18th,3 1/2 l,6,10-0t,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Auckland (GER),J. M. Sheridan,0,Anthony Mullins,17th,1 1/4 l,5,9-7p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Scott Lang (IRE),J. J. G. Ryan,4,Paul W. Flynn,16th,1 3/4 l,5,9-9p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Tooreen Angel (IRE),D. J. Gilligan,7,J. A. Stack,15th,1 1/4 l,5,9-7,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Arctic Blaze (IRE),Siobhan Rutledge,0,John McConnell,14th,Neck,6,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Razdan (IRE),S. P. Bird,7,Christopher David Timmons,13th,Head,4,9-13ht,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Bringsty,C. J. MacRedmond,0,Adrian McGuinness,12th,1 3/4 l,4,9-7eb,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Turkestan,D. King,4,Mark McNiff,11th,Head,5,9-7t1,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Sequoiaspirit (IRE),S. McCullagh,0,Ray Hackett,10th,1 3/4 l,5,9-6,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Na Caith Tobac (HOL),Ciara Flynn,4,Paul W. Flynn,9th,1/2 l,5,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,S'all Good Man (IRE),Neve Bennett,7,W. T. Farrell,8th,Short Head,6,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Nectarine (IRE),L. T. McAteer,0,J. S. Bolger,7th,Short Head,3,9-0,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Magnetic North (IRE),Adam Caffrey,7,Adrian McGuinness,6th,1/2 l,7,9-8v,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Dammit (IRE),J. A. Powell,4,Luke Comer,5th,4 l,5,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Impero (IRE),P. A. Harnett,2,Donnacha Aidan O'Brien,4th,1/2 l,3,9-1,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Tudor City (IRE),J. Coen,2,A. J. Martin,3rd,3 1/2 l,10,9-12t,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Alma Libre (ARG),M. P. Sheehy,0,Miss Natalia Lupini,2nd,1/2 l,4,9-6,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Common Practice (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,3,8-11,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Ideal Pal (IRE),J. Kearney,4,Michael Mulvany,18th,3 1/2 l,6,10-0t,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Auckland (GER),J. M. Sheridan,0,Anthony Mullins,17th,1 1/4 l,5,9-7p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Scott Lang (IRE),J. J. G. Ryan,4,Paul W. Flynn,16th,1 3/4 l,5,9-9p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Tooreen Angel (IRE),D. J. Gilligan,7,J. A. Stack,15th,1 1/4 l,5,9-7,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Arctic Blaze (IRE),Siobhan Rutledge,0,John McConnell,14th,Neck,6,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Razdan (IRE),S. P. Bird,7,Christopher David Timmons,13th,Head,4,9-13ht,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Bringsty,C. J. MacRedmond,0,Adrian McGuinness,12th,1 3/4 l,4,9-7eb,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Turkestan,D. King,4,Mark McNiff,11th,Head,5,9-7t1,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Sequoiaspirit (IRE),S. McCullagh,0,Ray Hackett,10th,1 3/4 l,5,9-6,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Na Caith Tobac (HOL),Ciara Flynn,4,Paul W. Flynn,9th,1/2 l,5,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,S'all Good Man (IRE),Neve Bennett,7,W. T. Farrell,8th,Short Head,6,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Nectarine (IRE),L. T. McAteer,0,J. S. Bolger,7th,Short Head,3,9-0,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Magnetic North (IRE),Adam Caffrey,7,Adrian McGuinness,6th,1/2 l,7,9-8v,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Dammit (IRE),J. A. Powell,4,Luke Comer,5th,4 l,5,9-6p,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Impero (IRE),P. A. Harnett,2,Donnacha Aidan O'Brien,4th,1/2 l,3,9-1,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Tudor City (IRE),J. Coen,2,A. J. Martin,3rd,3 1/2 l,10,9-12t,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Alma Libre (ARG),M. P. Sheehy,0,Miss Natalia Lupini,2nd,1/2 l,4,9-6,-,True,5,9
Curragh Racing Results | 24th June 2022 19:18,N/A,19:18,Good (Good To Firm In Places),1m 4f,Common Practice (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,3,8-11,-,True,5,9
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Baby Bubbles (IRE),James J. Doyle,0,Gerard Keane,22nd,Short Head,5,8-7,52,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Miss Cunning (IRE),J. Coen,7,Aengus King,21st,2 l,5,9-1v,60,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,King Arthurs Sword (IRE),L. F. Roche,0,M. D. O'Callaghan,20th,1 l,5,9-12,71,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Laurens Company (IRE),Seamie Heffernan,0,Muredach Kelly,19th,4 1/4 l,4,8-13t,58,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Lord Park (IRE),Cillian McConnell,7,John McConnell,18th,Neck,5,10-1t,74,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Howyoulikethat (IRE),William James Lee,0,Miss Hilary McLoughlin,17th,Head,5,9-12,71,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Lily Like,S. P. Bird,10,Donal Kinsella,16th,Neck,5,9-2,61,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Stormy Jenn (IRE),R. Whearty,7,Peter Cluskey,15th,Short Head,5,9-7b,66,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Level Pitch (IRE),K. J. Manning,0,J. S. Bolger,14th,Head,3,9-3tp1,73,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Barrys Rock (IRE),C. J. MacRedmond,5,Anthony Mullins,13th,Short Head,7,9-4,63,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Observing (IRE),C. T. Keane,0,R. P. Cody,12th,Nose,3,9-2,72,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Morning Approach (IRE),N. M. Crosse,3,W. McCreery,10th,Dead Heat,4,9-12,71,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Bring Us Paradise,S. M. Crosse,0,Luke Comer,10th,Neck,6,10-0t,73,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Slieve Bearnagh (IRE),R. P. Whelan,0,M. Halford,9th,Head,5,9-3tp,62,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Pride of Pimlico (IRE),R. P. Cleary,0,Brendan Duke,8th,Neck,6,8-9tp,54,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Bears Hug (IRE),S. McCullagh,5,Adrian Sexton,7th,3/4 l,4,9-10,69,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Corballis Flyer (IRE),C. Horgan,7,James M. Barrett,6th,1/2 l,4,9-1,60,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Star of Cashel (IRE),Adam Caffrey,10,Adrian McGuinness,5th,2 3/4 l,5,9-13p,72,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Corky (IRE),M. P. Sheehy,3,Joseph Patrick O'Brien,4th,1 l,3,9-7,77,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Kojin (IRE),Ben Martin Coen,0,Peter Fahey,3rd,1/2 l,4,9-13,72,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Grappa Nonino (IRE),C. D. Hayes,0,D. K. Weld,2nd,Neck,3,8-7,63,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Dunum (IRE),W. M. Lordan,0,Miss Natalia Lupini,1st,N/A,4,9-10,69,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Baby Bubbles (IRE),James J. Doyle,0,Gerard Keane,22nd,Short Head,5,8-7,52,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Miss Cunning (IRE),J. Coen,7,Aengus King,21st,2 l,5,9-1v,60,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,King Arthurs Sword (IRE),L. F. Roche,0,M. D. O'Callaghan,20th,1 l,5,9-12,71,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Laurens Company (IRE),Seamie Heffernan,0,Muredach Kelly,19th,4 1/4 l,4,8-13t,58,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Lord Park (IRE),Cillian McConnell,7,John McConnell,18th,Neck,5,10-1t,74,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Howyoulikethat (IRE),William James Lee,0,Miss Hilary McLoughlin,17th,Head,5,9-12,71,True,5,10
Curragh Racing Results | 24th June 2022 19:53,N/A,19:53,Good (Good To Firm In Places),1m 1f,Lily Like,S. P. Bird,10,Donal Kinsella,16th,Neck,5,9-2,61,True,5,10
