track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Downpatrick Racing Results | 5th May 2023 17:40,N/A,17:40,Yielding (Yielding To Soft In Places),2m 5f 180y,Herculaneum (IRE),Mr O. McGill,7,Noel C. Kelly,7th,4 1/2 l,6,11-4p,92,True,53,6
Downpatrick Racing Results | 5th May 2023 17:40,N/A,17:40,Yielding (Yielding To Soft In Places),2m 5f 180y,Who's Houdini (IRE),Shane Fenelon,7,John Joseph Hanlon,6th,7 l,7,11-10,98,True,53,6
Downpatrick Racing Results | 5th May 2023 17:40,N/A,17:40,Yielding (Yielding To Soft In Places),2m 5f 180y,Jenny Flex (IRE),D. J. Gilligan,7,Gordon Elliott,5th,Neck,6,11-4,92,True,53,6
Downpatrick Racing Results | 5th May 2023 17:40,N/A,17:40,Yielding (Yielding To Soft In Places),2m 5f 180y,Clear The Clouds (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,2 1/4 l,5,11-8t1,96,True,53,6
Downpatrick Racing Results | 5th May 2023 17:40,N/A,17:40,Yielding (Yielding To Soft In Places),2m 5f 180y,Sheephaven Flyer (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,5 1/2 l,5,11-5,93,True,53,6
Downpatrick Racing Results | 5th May 2023 17:40,N/A,17:40,Yielding (Yielding To Soft In Places),2m 5f 180y,Mighty Jeremy (IRE),I. J. Power,0,Liam G. O'Brien,2nd,1 1/4 l,9,12-0ht,102,True,53,6
Downpatrick Racing Results | 5th May 2023 17:40,N/A,17:40,Yielding (Yielding To Soft In Places),2m 5f 180y,Kelly's Birr (IRE),Corey McGivern,7,Gordon Elliott,1st,N/A,6,11-5b,93,True,53,6
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Parish Rivals (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,UR,N/A,4,10-12,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Arcland (IRE),B. W. Harvey,5,Harry Rogers,F,N/A,7,11-12p,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Across The Ocean (IRE),D. E. Mullins,0,Gavin Patrick Cromwell,11th,30 l,4,10-12,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Our Jervis (IRE),J. S. McGarvey,0,Noel C. Kelly,10th,1 1/4 l,6,11-4,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Mikita (USA),Peter Carberry,0,Matthew J. Smith,9th,11 l,5,10-11t,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Flippin' Eck (IRE),Mr D. McGill,7,Gary McGill,8th,36 l,4,11-6t,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Stellium (IRE),M. P. O'Connor,5,M. C. Grassick,7th,1/2 l,5,11-12p1,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Maxios Show (IRE),Mr O. McGill,7,Gary McGill,6th,6 1/2 l,5,11-4,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,El Champo (IRE),S. D. Torrens,0,P. J. Rothwell,5th,1 1/4 l,5,11-4h1,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Invictus World (FR),Mr N. McParlan,0,Gerald Stephen Quinn,4th,11 l,5,11-12,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Artiste D'ainay (FR),J. J. Slevin,0,Stuart Crawford,3rd,7 l,5,11-4t,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Ring O Roses,Rachael Blackmore,0,Henry de Bromhead,2nd,Nose,5,10-11,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Ossifer Hops (IRE),Denis O'Regan,0,Gordon Elliott,1st,N/A,5,11-4,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Parish Rivals (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,UR,N/A,4,10-12,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Arcland (IRE),B. W. Harvey,5,Harry Rogers,F,N/A,7,11-12p,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Across The Ocean (IRE),D. E. Mullins,0,Gavin Patrick Cromwell,11th,30 l,4,10-12,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Our Jervis (IRE),J. S. McGarvey,0,Noel C. Kelly,10th,1 1/4 l,6,11-4,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Mikita (USA),Peter Carberry,0,Matthew J. Smith,9th,11 l,5,10-11t,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Flippin' Eck (IRE),Mr D. McGill,7,Gary McGill,8th,36 l,4,11-6t,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Stellium (IRE),M. P. O'Connor,5,M. C. Grassick,7th,1/2 l,5,11-12p1,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Maxios Show (IRE),Mr O. McGill,7,Gary McGill,6th,6 1/2 l,5,11-4,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,El Champo (IRE),S. D. Torrens,0,P. J. Rothwell,5th,1 1/4 l,5,11-4h1,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Invictus World (FR),Mr N. McParlan,0,Gerald Stephen Quinn,4th,11 l,5,11-12,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Artiste D'ainay (FR),J. J. Slevin,0,Stuart Crawford,3rd,7 l,5,11-4t,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Ring O Roses,Rachael Blackmore,0,Henry de Bromhead,2nd,Nose,5,10-11,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:15,N/A,18:15,Yielding (Yielding To Soft In Places),2m 2f 165y,Ossifer Hops (IRE),Denis O'Regan,0,Gordon Elliott,1st,N/A,5,11-4,-,True,53,7
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Bint Alsarab (IRE),S. D. Torrens,0,E. D. Delany,12th,25 l,4,10-1,88,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Deo Bellator (IRE),Aileen O'Sullivan,7,S. Michael Millar,11th,1 1/2 l,10,10-9,90,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Presenting Beeper (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,10th,18 l,6,10-8,89,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,She's Tobias (IRE),E. Walsh,5,Ciaran Murphy,9th,13 l,7,11-2,97,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Game And Glory (IRE),J. P. O'Sullivan,5,P. J. Rothwell,8th,1 l,7,11-1p,96,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Lady Iseult (IRE),P. T. Cleary,7,Dermot Anthony McLoughlin,7th,3 l,8,11-10,105,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Cool Croi (IRE),N. R. Andrews,7,Gordon Elliott,6th,4 1/2 l,6,10-12,93,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Danesfort Mayfly (IRE),D. E. Mullins,0,W. J. Lanigan,5th,5 1/2 l,6,10-6,87,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Splashing Out (IRE),C. G. O'Dwyer,7,Eoin Griffin,4th,2 1/2 l,5,11-13p1,108,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Will You Win (IRE),R. J. Condon,5,Oliver McKiernan,3rd,3 l,8,11-3t,98,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Theonewedreamof (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,2nd,1 3/4 l,4,11-0,101,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Return To Base (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,8,12-4p,113,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Bint Alsarab (IRE),S. D. Torrens,0,E. D. Delany,12th,25 l,4,10-1,88,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Deo Bellator (IRE),Aileen O'Sullivan,7,S. Michael Millar,11th,1 1/2 l,10,10-9,90,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Presenting Beeper (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,10th,18 l,6,10-8,89,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,She's Tobias (IRE),E. Walsh,5,Ciaran Murphy,9th,13 l,7,11-2,97,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Game And Glory (IRE),J. P. O'Sullivan,5,P. J. Rothwell,8th,1 l,7,11-1p,96,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Lady Iseult (IRE),P. T. Cleary,7,Dermot Anthony McLoughlin,7th,3 l,8,11-10,105,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Cool Croi (IRE),N. R. Andrews,7,Gordon Elliott,6th,4 1/2 l,6,10-12,93,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Danesfort Mayfly (IRE),D. E. Mullins,0,W. J. Lanigan,5th,5 1/2 l,6,10-6,87,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Splashing Out (IRE),C. G. O'Dwyer,7,Eoin Griffin,4th,2 1/2 l,5,11-13p1,108,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Will You Win (IRE),R. J. Condon,5,Oliver McKiernan,3rd,3 l,8,11-3t,98,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Theonewedreamof (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,2nd,1 3/4 l,4,11-0,101,True,53,8
Downpatrick Racing Results | 5th May 2023 18:50,N/A,18:50,Yielding (Yielding To Soft In Places),2m 1f 100y,Return To Base (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,8,12-4p,113,True,53,8
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Battle of Benburb (IRE),K. E. Buckley,3,John McConnell,PU,N/A,6,11-12t,90,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Zagnzig (IRE),C. G. O'Dwyer,7,Harry Smyth,PU,N/A,12,10-12,76,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Grinn (IRE),Sean Flanagan,0,David M. O'Brien,10th,17 l,7,11-1t,79,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Shantou Sisu (IRE),D. E. Mullins,0,W. J. Lanigan,9th,25 l,11,11-10,88,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,So Ladylike (IRE),Shane O'Callaghan,7,Colin A. McBratney,8th,1/2 l,9,10-11tp,75,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Robin De Roost (IRE),Aileen O'Sullivan,7,T. Gibney,7th,9 l,13,11-6,84,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Agirlcalledchloe (IRE),S. D. Torrens,0,P. J. Rothwell,6th,1 3/4 l,6,10-9b1,73,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Monoxide,Gearoid Patrick Brouder,5,Neill McCluskey,5th,3 3/4 l,8,11-0tb,78,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Finnians Row (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,4th,1/2 l,7,11-3tp,81,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,General Ryan (IRE),C. P. O'Shea,7,G. Ahern,3rd,11 l,9,11-4p,82,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Likable Chancer (IRE),D. J. Gilligan,7,Daniel John Howard,2nd,2 3/4 l,9,11-3tb,81,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Full Noise (IRE),Keith Donoghue,0,Ronan M. P. McNally,1st,N/A,7,11-8,86,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Battle of Benburb (IRE),K. E. Buckley,3,John McConnell,PU,N/A,6,11-12t,90,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Zagnzig (IRE),C. G. O'Dwyer,7,Harry Smyth,PU,N/A,12,10-12,76,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Grinn (IRE),Sean Flanagan,0,David M. O'Brien,10th,17 l,7,11-1t,79,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Shantou Sisu (IRE),D. E. Mullins,0,W. J. Lanigan,9th,25 l,11,11-10,88,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,So Ladylike (IRE),Shane O'Callaghan,7,Colin A. McBratney,8th,1/2 l,9,10-11tp,75,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Robin De Roost (IRE),Aileen O'Sullivan,7,T. Gibney,7th,9 l,13,11-6,84,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Agirlcalledchloe (IRE),S. D. Torrens,0,P. J. Rothwell,6th,1 3/4 l,6,10-9b1,73,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Monoxide,Gearoid Patrick Brouder,5,Neill McCluskey,5th,3 3/4 l,8,11-0tb,78,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Finnians Row (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,4th,1/2 l,7,11-3tp,81,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,General Ryan (IRE),C. P. O'Shea,7,G. Ahern,3rd,11 l,9,11-4p,82,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Likable Chancer (IRE),D. J. Gilligan,7,Daniel John Howard,2nd,2 3/4 l,9,11-3tb,81,True,53,9
Downpatrick Racing Results | 5th May 2023 19:25,N/A,19:25,Yielding (Yielding To Soft In Places),2m 3f 55y,Full Noise (IRE),Keith Donoghue,0,Ronan M. P. McNally,1st,N/A,7,11-8,86,True,53,9
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Double Windsor (IRE),S. F. O'Keeffe,0,David M. O'Brien,PU,N/A,11,10-1b,75,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Eagle Terrace,J. S. McGarvey,0,John Joseph Hanlon,PU,N/A,5,11-9,97,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,I Can't Remember (IRE),Shane O'Callaghan,7,Colin A. McBratney,PU,N/A,6,10-3tp,77,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Turbojet,Patrick O'Hanlon,5,Dermot Anthony McLoughlin,F,N/A,12,11-9tp,97,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Cave Court (IRE),Mr O. McGill,7,Noel C. Kelly,9th,1 l,6,11-7,95,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Sweet Street (IRE),I. J. Power,0,Roger McGrath,8th,11 l,8,12-0p1,102,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Michael's Pick (IRE),E. Walsh,5,Ciaran Murphy,7th,13 l,9,11-7tp,95,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Ciankyle (IRE),Sean Flanagan,0,Peter Cluskey,6th,1 1/4 l,12,11-12,100,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Everything Now (IRE),Mrs A. M. Ingram,7,Gordon Elliott,5th,5 1/2 l,9,11-10p,98,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Camilla's Choice (IRE),Shane Fenelon,7,John Joseph Hanlon,4th,4 1/4 l,7,10-11,85,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Earths Furies (IRE),Jack G. Gilligan,7,Eugene M. O'Sullivan,3rd,6 1/2 l,7,12-0p,102,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Walking The Walk (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,4 l,8,11-10tb,98,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Ocean Legacy (IRE),J. J. Slevin,0,Dermot Anthony McLoughlin,1st,N/A,6,10-9,83,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Double Windsor (IRE),S. F. O'Keeffe,0,David M. O'Brien,PU,N/A,11,10-1b,75,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Eagle Terrace,J. S. McGarvey,0,John Joseph Hanlon,PU,N/A,5,11-9,97,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,I Can't Remember (IRE),Shane O'Callaghan,7,Colin A. McBratney,PU,N/A,6,10-3tp,77,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Turbojet,Patrick O'Hanlon,5,Dermot Anthony McLoughlin,F,N/A,12,11-9tp,97,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Cave Court (IRE),Mr O. McGill,7,Noel C. Kelly,9th,1 l,6,11-7,95,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Sweet Street (IRE),I. J. Power,0,Roger McGrath,8th,11 l,8,12-0p1,102,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Michael's Pick (IRE),E. Walsh,5,Ciaran Murphy,7th,13 l,9,11-7tp,95,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Ciankyle (IRE),Sean Flanagan,0,Peter Cluskey,6th,1 1/4 l,12,11-12,100,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Everything Now (IRE),Mrs A. M. Ingram,7,Gordon Elliott,5th,5 1/2 l,9,11-10p,98,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Camilla's Choice (IRE),Shane Fenelon,7,John Joseph Hanlon,4th,4 1/4 l,7,10-11,85,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Earths Furies (IRE),Jack G. Gilligan,7,Eugene M. O'Sullivan,3rd,6 1/2 l,7,12-0p,102,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Walking The Walk (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,4 l,8,11-10tb,98,True,53,10
Downpatrick Racing Results | 5th May 2023 20:00,N/A,20:00,Yielding (Yielding To Soft In Places),2m 7f 110y,Ocean Legacy (IRE),J. J. Slevin,0,Dermot Anthony McLoughlin,1st,N/A,6,10-9,83,True,53,10
Downpatrick Racing Results | 5th May 2023 20:30,N/A,20:30,Yielding (Yielding To Soft In Places),2m 1f 100y,The Bog Garden (IRE),Mr J. C. Barry,3,M. Hourigan,PU,N/A,5,12-0,-,True,53,11
Downpatrick Racing Results | 5th May 2023 20:30,N/A,20:30,Yielding (Yielding To Soft In Places),2m 1f 100y,Glentaisie (IRE),Mr N. McParlan,0,Colin A. McBratney,6th,2 1/2 l,5,12-0,-,True,53,11
