track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Jabbar (IRE),K G Kennedy,7,Gerard O'Leary,3rd,Nose,5,8-7,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Toll Stone (IRE),J A Heffernan,0,E Mullins,2nd,1 3/4 l,4,8-9,82,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Comfort Zone (IRE),D McMonagle,0,J P O'Brien,1st,N/A,5,8-13b,86,True,145,41
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Enough Already,D J Power,2,A McGuinness,NR,N/A,8,9-9,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Desert Friend (IRE),Non Runner,0,Mrs D Foster,NR,N/A,8,9-7,66,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Bizarre Dreams (IRE),P McGettigan,2,J P Murtagh,11th,8 l,3,9-4v1,67,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Nituna (IRE),R Donaghue-Leahy,0,S Lavery,10th,4 3/4 l,4,9-10,69,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Chicago Storm,Alexandra Egan,2,C Timmons,9th,3 l,5,9-2tp,61,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Lust (IRE),S P Bird,0,M Mulvany,8th,3 l,6,9-9tb1,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Unterberg (IRE),R M Mulligan,0,Laura Hourigan,6th,Dead Heat,5,9-7,66,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Sinbad My Dad (IRE),J Pietropaolo,2,S Fahey,6th,1/2 l,3,9-9,72,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Pralognan (FR),S Coen,2,Mrs C O'Leary,5th,15 l,5,10-2t,75,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Alfalfa (IRE),J S Dalton,4,T Doyle,3rd,Dead Heat,6,9-9,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Red Trail (IRE),C Geerdharry,0,A McNamara,3rd,1/2 l,5,9-11,70,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Nunc Est Bibendum (IRE),Ms N Burns,4,Stephen Gerard Carey,2nd,3/4 l,3,9-5,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Bear Profit (IRE),D S O'Sullivan,0,Gerard O'Leary,1st,N/A,5,9-10,69,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Enough Already,D J Power,2,A McGuinness,NR,N/A,8,9-9,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Desert Friend (IRE),Non Runner,0,Mrs D Foster,NR,N/A,8,9-7,66,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Bizarre Dreams (IRE),P McGettigan,2,J P Murtagh,11th,8 l,3,9-4v1,67,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Nituna (IRE),R Donaghue-Leahy,0,S Lavery,10th,4 3/4 l,4,9-10,69,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Chicago Storm,Alexandra Egan,2,C Timmons,9th,3 l,5,9-2tp,61,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Lust (IRE),S P Bird,0,M Mulvany,8th,3 l,6,9-9tb1,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Unterberg (IRE),R M Mulligan,0,Laura Hourigan,6th,Dead Heat,5,9-7,66,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Sinbad My Dad (IRE),J Pietropaolo,2,S Fahey,6th,1/2 l,3,9-9,72,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Pralognan (FR),S Coen,2,Mrs C O'Leary,5th,15 l,5,10-2t,75,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Alfalfa (IRE),J S Dalton,4,T Doyle,3rd,Dead Heat,6,9-9,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Red Trail (IRE),C Geerdharry,0,A McNamara,3rd,1/2 l,5,9-11,70,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Nunc Est Bibendum (IRE),Ms N Burns,4,Stephen Gerard Carey,2nd,3/4 l,3,9-5,68,True,145,42
Naas Racing Results | 13th October 2024 16:35,N/A,16:35,Yielding (Good To Yielding In Places),1m 2f 84y,Bear Profit (IRE),D S O'Sullivan,0,Gerard O'Leary,1st,N/A,5,9-10,69,True,145,42
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Man Of Worth (IRE),C D Hayes,0,D K Weld,NR,N/A,3,8-10,71,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Alfheim (IRE),K G Kennedy,7,Mrs J Harrington,7th,4 1/4 l,3,8-7tb1,68,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Seti (IRE),C T Keane,0,N Meade,6th,2 1/4 l,3,9-0,75,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Old Faithful (FR),W M Lordan,0,A P O'Brien,5th,2 1/2 l,3,10-0,89,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,It'sonlyjustbegun (IRE),S Foley,0,Mrs J Harrington,4th,1 l,3,9-0p1,75,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Thor's Hammer (IRE),B M Coen,0,J P Murtagh,3rd,3 l,3,9-7tb,82,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Lord Church (IRE),R P Whelan,0,M Halford & T Collins,2nd,1/2 l,3,9-7,82,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Cloud Seeker,A J Slattery,0,A Slattery,1st,N/A,3,9-3,78,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Man Of Worth (IRE),C D Hayes,0,D K Weld,NR,N/A,3,8-10,71,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Alfheim (IRE),K G Kennedy,7,Mrs J Harrington,7th,4 1/4 l,3,8-7tb1,68,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Seti (IRE),C T Keane,0,N Meade,6th,2 1/4 l,3,9-0,75,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Old Faithful (FR),W M Lordan,0,A P O'Brien,5th,2 1/2 l,3,10-0,89,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,It'sonlyjustbegun (IRE),S Foley,0,Mrs J Harrington,4th,1 l,3,9-0p1,75,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Thor's Hammer (IRE),B M Coen,0,J P Murtagh,3rd,3 l,3,9-7tb,82,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Lord Church (IRE),R P Whelan,0,M Halford & T Collins,2nd,1/2 l,3,9-7,82,True,145,43
Naas Racing Results | 13th October 2024 17:10,N/A,17:10,Yielding (Good To Yielding In Places),1m 2f 84y,Cloud Seeker,A J Slattery,0,A Slattery,1st,N/A,3,9-3,78,True,145,43
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Your Out Of Line (IRE),T P Harney,7,R O'Sullivan,NR,N/A,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Turn And Finish (IRE),R Deegan,0,J P O'Brien,S,N/A,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Mick Collins (IRE),Sam Ewing,0,N Meade,6th,23 l,3,11-0t1,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Robbies Rock,S W Flanagan,0,G P Cromwell,5th,9 l,3,11-0t,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Action Plan (IRE),J W Kennedy,0,Gerard O'Leary,4th,3 1/2 l,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Janes Harbour (IRE),M P Walsh,0,J P O'Brien,3rd,Neck,3,10-7h1,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Star Runner,O R Brown,5,W Durkan,2nd,Head,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Cruden,D Meyler,0,Mrs J Harrington,1st,N/A,3,11-0t,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Your Out Of Line (IRE),T P Harney,7,R O'Sullivan,NR,N/A,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Turn And Finish (IRE),R Deegan,0,J P O'Brien,S,N/A,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Mick Collins (IRE),Sam Ewing,0,N Meade,6th,23 l,3,11-0t1,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Robbies Rock,S W Flanagan,0,G P Cromwell,5th,9 l,3,11-0t,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Action Plan (IRE),J W Kennedy,0,Gerard O'Leary,4th,3 1/2 l,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Janes Harbour (IRE),M P Walsh,0,J P O'Brien,3rd,Neck,3,10-7h1,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Star Runner,O R Brown,5,W Durkan,2nd,Head,3,11-0,-,True,145,44
Cork Racing Results | 13th October 2024 14:00,N/A,14:00,Good,2m 20y,Cruden,D Meyler,0,Mrs J Harrington,1st,N/A,3,11-0t,-,True,145,44
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Kish Bank (IRE),J W Kennedy,0,G Elliott,NR,N/A,5,11-12,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Wee Aloysius (IRE),J P Shinnick,5,T O'Brien,NR,N/A,5,11-8,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Ardera Gun (IRE),H Morgan,0,E Doyle,9th,15 l,4,11-10t,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Silent Selector (IRE),S W Flanagan,0,Gerard O'Leary,8th,2 3/4 l,4,11-8,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Eugenious (IRE),P Byrnes,0,T O'Connor,7th,1/2 l,5,10-11,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Mister Persistence (IRE),M M McDonagh,0,E J O'Grady,6th,5 1/2 l,4,11-8,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,True Light (IRE),D J Gilligan,0,Mrs G O'Connor,5th,6 l,7,10-13t,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Arctic Gale (IRE),D Meyler,0,E Mullins,4th,Neck,5,11-10,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,The Diddler (IRE),R A Doyle,0,P M Quinlan,3rd,1 l,6,11-1t,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Keep Kool Coko (FR),C M Quirke,5,A Slattery,2nd,1/2 l,4,11-6,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Thisistheway (IRE),J P O'Sullivan,0,Yvonne Latta,1st,N/A,5,10-11,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Kish Bank (IRE),J W Kennedy,0,G Elliott,NR,N/A,5,11-12,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Wee Aloysius (IRE),J P Shinnick,5,T O'Brien,NR,N/A,5,11-8,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Ardera Gun (IRE),H Morgan,0,E Doyle,9th,15 l,4,11-10t,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Silent Selector (IRE),S W Flanagan,0,Gerard O'Leary,8th,2 3/4 l,4,11-8,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Eugenious (IRE),P Byrnes,0,T O'Connor,7th,1/2 l,5,10-11,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Mister Persistence (IRE),M M McDonagh,0,E J O'Grady,6th,5 1/2 l,4,11-8,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,True Light (IRE),D J Gilligan,0,Mrs G O'Connor,5th,6 l,7,10-13t,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Arctic Gale (IRE),D Meyler,0,E Mullins,4th,Neck,5,11-10,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,The Diddler (IRE),R A Doyle,0,P M Quinlan,3rd,1 l,6,11-1t,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Keep Kool Coko (FR),C M Quirke,5,A Slattery,2nd,1/2 l,4,11-6,-,True,145,45
Cork Racing Results | 13th October 2024 14:35,N/A,14:35,Good,2m 4f 100y,Thisistheway (IRE),J P O'Sullivan,0,Yvonne Latta,1st,N/A,5,10-11,-,True,145,45
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Femme Magnifique (IRE),P Townend,0,W P Mullins,NR,N/A,6,11-3t,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Mollys Kingdom (IRE),S F O'Keeffe,0,J P Ryan,5th,13 l,5,10-11,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Mexican Moonshine (IRE),J W Kennedy,0,G Elliott,4th,2 3/4 l,5,11-3,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Oscars Brother (IRE),D King,0,Connor King,3rd,2 1/2 l,6,11-10,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Millforce (IRE),C Stone-Walsh,5,G P Cromwell,2nd,Short Head,5,11-10,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Luckinthecity,P Townend,0,W P Mullins,1st,N/A,5,11-10,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Femme Magnifique (IRE),P Townend,0,W P Mullins,NR,N/A,6,11-3t,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Mollys Kingdom (IRE),S F O'Keeffe,0,J P Ryan,5th,13 l,5,10-11,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Mexican Moonshine (IRE),J W Kennedy,0,G Elliott,4th,2 3/4 l,5,11-3,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Oscars Brother (IRE),D King,0,Connor King,3rd,2 1/2 l,6,11-10,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Millforce (IRE),C Stone-Walsh,5,G P Cromwell,2nd,Short Head,5,11-10,-,True,145,46
Cork Racing Results | 13th October 2024 15:10,N/A,15:10,Good,3m 50y,Luckinthecity,P Townend,0,W P Mullins,1st,N/A,5,11-10,-,True,145,46
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Zolpharine (IRE),S F O'Keeffe,0,J P Ryan,5th,16 l,6,11-6,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Noble Talent (IRE),D E Mullins,0,T J Nagle-Jr,4th,6 l,7,11-6,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Someone's Wish (IRE),J W Kennedy,0,G Elliott,3rd,Short Head,4,11-3,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Sea Road Fill (IRE),P K Donovan,5,D Collins,2nd,1/2 l,7,11-6,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Ah Remy Martin (IRE),D J O'Keeffe,0,T Gibney,1st,N/A,6,11-6p,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Zolpharine (IRE),S F O'Keeffe,0,J P Ryan,5th,16 l,6,11-6,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Noble Talent (IRE),D E Mullins,0,T J Nagle-Jr,4th,6 l,7,11-6,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Someone's Wish (IRE),J W Kennedy,0,G Elliott,3rd,Short Head,4,11-3,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Sea Road Fill (IRE),P K Donovan,5,D Collins,2nd,1/2 l,7,11-6,-,True,145,47
Cork Racing Results | 13th October 2024 15:45,N/A,15:45,Good,2m 1f 140y,Ah Remy Martin (IRE),D J O'Keeffe,0,T Gibney,1st,N/A,6,11-6p,-,True,145,47
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Senecia (IRE),P T Enright,0,V Halley,UR,N/A,7,11-10,135,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Dollar Value (USA),A Harvey,5,T G McCourt,F,N/A,9,11-7,132,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Grange Walk (IRE),D E Mullins,0,J P Ryan,4th,86 l,9,11-5b,130,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Mr Saxobeat (IRE),D J O'Keeffe,0,T Gibney,3rd,3 1/4 l,8,10-6,117,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Calico (FR),C P Millar,7,G Elliott,2nd,12 l,5,11-0t,125,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,The Banger Doyle (IRE),M J M O'Sullivan,0,J Queally,1st,N/A,8,11-12,137,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Senecia (IRE),P T Enright,0,V Halley,UR,N/A,7,11-10,135,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Dollar Value (USA),A Harvey,5,T G McCourt,F,N/A,9,11-7,132,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Grange Walk (IRE),D E Mullins,0,J P Ryan,4th,86 l,9,11-5b,130,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Mr Saxobeat (IRE),D J O'Keeffe,0,T Gibney,3rd,3 1/4 l,8,10-6,117,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,Calico (FR),C P Millar,7,G Elliott,2nd,12 l,5,11-0t,125,True,145,48
Cork Racing Results | 13th October 2024 16:20,N/A,16:20,Good,2m 1f 140y,The Banger Doyle (IRE),M J M O'Sullivan,0,J Queally,1st,N/A,8,11-12,137,True,145,48
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,7,11-9tp,118,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Paidi's Passion (IRE),K C Sexton,0,P W Flynn,PU,N/A,8,11-12p1,121,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Bella Bliss (IRE),A Harvey,5,J C McConnell,PU,N/A,7,11-10t,119,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,I A Connect (IRE),C P Millar,7,G Elliott,PU,N/A,9,11-12p,121,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,History Of Fashion (IRE),C G O'Dwyer,5,P A Fahy,PU,N/A,10,11-9p,118,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Avec Espoir,G B Noonan,5,V T O'Brien,F,N/A,11,11-0,109,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Just Three (IRE),D J Gilligan,0,P J Gilligan,F,N/A,7,10-7tp1,102,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,King Ferdinand (IRE),M J M O'Sullivan,0,E M O'Sullivan,6th,4 l,8,11-9t,118,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Clonmeen (IRE),S D Torrens,0,William P Murphy,5th,15 l,9,11-11t,120,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Toofareastiswest (IRE),P T Enright,0,A O'Grady,4th,8 l,8,11-6t,115,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Noble Birth,D King,0,G P Cromwell,3rd,Neck,7,11-11,120,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Hascoeur Clermont (FR),C Stone-Walsh,5,G P Cromwell,2nd,3 1/4 l,7,12-0,123,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Hand Over Fist (FR),M P O'Connor,0,H De Bromhead,1st,N/A,7,10-12p,107,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,7,11-9tp,118,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Paidi's Passion (IRE),K C Sexton,0,P W Flynn,PU,N/A,8,11-12p1,121,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Bella Bliss (IRE),A Harvey,5,J C McConnell,PU,N/A,7,11-10t,119,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,I A Connect (IRE),C P Millar,7,G Elliott,PU,N/A,9,11-12p,121,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,History Of Fashion (IRE),C G O'Dwyer,5,P A Fahy,PU,N/A,10,11-9p,118,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Avec Espoir,G B Noonan,5,V T O'Brien,F,N/A,11,11-0,109,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Just Three (IRE),D J Gilligan,0,P J Gilligan,F,N/A,7,10-7tp1,102,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,King Ferdinand (IRE),M J M O'Sullivan,0,E M O'Sullivan,6th,4 l,8,11-9t,118,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Clonmeen (IRE),S D Torrens,0,William P Murphy,5th,15 l,9,11-11t,120,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Toofareastiswest (IRE),P T Enright,0,A O'Grady,4th,8 l,8,11-6t,115,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Noble Birth,D King,0,G P Cromwell,3rd,Neck,7,11-11,120,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Hascoeur Clermont (FR),C Stone-Walsh,5,G P Cromwell,2nd,3 1/4 l,7,12-0,123,True,145,49
Cork Racing Results | 13th October 2024 16:55,N/A,16:55,Good,3m,Hand Over Fist (FR),M P O'Connor,0,H De Bromhead,1st,N/A,7,10-12p,107,True,145,49
Cork Racing Results | 13th October 2024 17:30,N/A,17:30,Good  Flat (Turf),2m 3f,King Conor (IRE),Miss G Benson,7,P Flood,6th,6 1/2 l,4,11-6,-,True,145,50
Cork Racing Results | 13th October 2024 17:30,N/A,17:30,Good  Flat (Turf),2m 3f,Brave Crogha (FR),Miss A B O'Connor,0,I Madden,5th,Short Head,5,12-0,-,True,145,50
Cork Racing Results | 13th October 2024 17:30,N/A,17:30,Good  Flat (Turf),2m 3f,Faceman (IRE),Mr P A King,5,D H Kelly,4th,3/4 l,5,11-7,-,True,145,50
Cork Racing Results | 13th October 2024 17:30,N/A,17:30,Good  Flat (Turf),2m 3f,A New Deck (IRE),Mr J H Williamson,7,S Curling,3rd,Short Head,4,10-13,-,True,145,50
Cork Racing Results | 13th October 2024 17:30,N/A,17:30,Good  Flat (Turf),2m 3f,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,2nd,1 1/2 l,5,11-7,-,True,145,50
