track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Eastern Legend (IRE),J J Slevin,0,J S Bolger,8th,29 l,4,11-0tp,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Karia Des Blaises (FR),S F O'Keeffe,0,W P Mullins,7th,3 3/4 l,4,10-7,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Ndaawi,J W Kennedy,0,G Elliott,6th,Neck,4,11-0,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Batman Girac (FR),D E Mullins,0,W P Mullins,5th,1/2 l,4,11-0ht,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Givemefive (IRE),P V O'Brien,0,Harry Derham,4th,10 l,4,11-0,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Miss Manzor,P Townend,0,W P Mullins,3rd,3/4 l,4,10-7,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Karl Des Tourelles (FR),B Hayes,0,P Fenton,2nd,3 3/4 l,4,11-0,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Bottler'secret (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,4,11-3p1,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Eastern Legend (IRE),J J Slevin,0,J S Bolger,8th,29 l,4,11-0tp,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Karia Des Blaises (FR),S F O'Keeffe,0,W P Mullins,7th,3 3/4 l,4,10-7,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Ndaawi,J W Kennedy,0,G Elliott,6th,Neck,4,11-0,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Batman Girac (FR),D E Mullins,0,W P Mullins,5th,1/2 l,4,11-0ht,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Givemefive (IRE),P V O'Brien,0,Harry Derham,4th,10 l,4,11-0,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Miss Manzor,P Townend,0,W P Mullins,3rd,3/4 l,4,10-7,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Karl Des Tourelles (FR),B Hayes,0,P Fenton,2nd,3 3/4 l,4,11-0,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 14:40,N/A,14:40,Soft To Heavy,2m,Bottler'secret (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,4,11-3p1,-,True,107,1
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Kilbree Warrior (IRE),P T Enright,0,O McKiernan,NR,N/A,9,11-1tb,122,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Explosive Boy (FR),D King,0,A J Martin,NR,N/A,10,10-2t,109,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Mighty Jeremy (IRE),D J O'Keeffe,0,Liam G O'brien,NR,N/A,10,10-7ht,114,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Starzov (IRE),J P O'Sullivan,3,P J Rothwell,NR,N/A,7,10-12p1,119,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Wild Shot,S D Torrens,0,N C Kelly,PU,N/A,10,10-9,116,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Slanagaibhgoleir (IRE),M P Walsh,0,G Elliott,PU,N/A,6,11-1,122,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Western Fold (IRE),J W Kennedy,0,G Elliott,6th,2 l,5,11-12,133,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,5th,11 l,7,11-11,132,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Positive Thinker (IRE),C M Quirke,5,M J McDonagh,4th,13 l,7,10-6p,113,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Party Playboy (GER),P J O'Hanlon,3,D A McLoughlin,3rd,2 1/2 l,10,10-10,117,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,O'Moore Park (IRE),P Townend,0,W P Mullins,2nd,9 1/2 l,7,11-12,133,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Whatcouldhavebeen (IRE),A P Kelly,5,J P Fahey,1st,N/A,6,11-7p1,128,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Kilbree Warrior (IRE),P T Enright,0,O McKiernan,NR,N/A,9,11-1tb,122,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Explosive Boy (FR),D King,0,A J Martin,NR,N/A,10,10-2t,109,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Mighty Jeremy (IRE),D J O'Keeffe,0,Liam G O'brien,NR,N/A,10,10-7ht,114,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Starzov (IRE),J P O'Sullivan,3,P J Rothwell,NR,N/A,7,10-12p1,119,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Wild Shot,S D Torrens,0,N C Kelly,PU,N/A,10,10-9,116,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Slanagaibhgoleir (IRE),M P Walsh,0,G Elliott,PU,N/A,6,11-1,122,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Western Fold (IRE),J W Kennedy,0,G Elliott,6th,2 l,5,11-12,133,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Western Walk (IRE),M J M O'Sullivan,0,Jonathan Sweeney,5th,11 l,7,11-11,132,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Positive Thinker (IRE),C M Quirke,5,M J McDonagh,4th,13 l,7,10-6p,113,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Party Playboy (GER),P J O'Hanlon,3,D A McLoughlin,3rd,2 1/2 l,10,10-10,117,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,O'Moore Park (IRE),P Townend,0,W P Mullins,2nd,9 1/2 l,7,11-12,133,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:15,N/A,15:15,Soft To Heavy,2m 6f 45y,Whatcouldhavebeen (IRE),A P Kelly,5,J P Fahey,1st,N/A,6,11-7p1,128,True,107,2
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Beacon Edge (IRE),Sam Ewing,0,G Elliott,NR,N/A,10,11-3p,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,No Looking Back (IRE),P T Enright,0,O McKiernan,NR,N/A,6,11-8ht1,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Maxxum (IRE),Sam Ewing,0,G Elliott,F,N/A,7,11-3,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Thedevilscoachman (IRE),M P Walsh,0,N Meade,3rd,42 l,8,11-3tp1,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Zarak The Brave (FR),P Townend,0,W P Mullins,2nd,1/2 l,5,11-6,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Brewin'upastorm (IRE),J W Kennedy,0,O Murphy,1st,N/A,11,11-8t,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Beacon Edge (IRE),Sam Ewing,0,G Elliott,NR,N/A,10,11-3p,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,No Looking Back (IRE),P T Enright,0,O McKiernan,NR,N/A,6,11-8ht1,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Maxxum (IRE),Sam Ewing,0,G Elliott,F,N/A,7,11-3,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Thedevilscoachman (IRE),M P Walsh,0,N Meade,3rd,42 l,8,11-3tp1,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Zarak The Brave (FR),P Townend,0,W P Mullins,2nd,1/2 l,5,11-6,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 15:50,N/A,15:50,Soft To Heavy,2m 4f 45y,Brewin'upastorm (IRE),J W Kennedy,0,O Murphy,1st,N/A,11,11-8t,-,True,107,3
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Saint Sam (FR),P Townend,0,W P Mullins,PU,N/A,7,11-10h,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Espanito Bello (FR),M J M O'Sullivan,0,B Connell,PU,N/A,10,11-4v,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Rebel Gold (IRE),P T Enright,0,P T Foley,4th,9 l,11,11-7t,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Fil Dor (FR),J W Kennedy,0,G Elliott,3rd,16 l,6,11-4,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Appreciate It (IRE),D E Mullins,0,W P Mullins,2nd,9 l,10,11-4t,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Journey With Me (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,8,11-7t,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Saint Sam (FR),P Townend,0,W P Mullins,PU,N/A,7,11-10h,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Espanito Bello (FR),M J M O'Sullivan,0,B Connell,PU,N/A,10,11-4v,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Rebel Gold (IRE),P T Enright,0,P T Foley,4th,9 l,11,11-7t,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Fil Dor (FR),J W Kennedy,0,G Elliott,3rd,16 l,6,11-4,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Appreciate It (IRE),D E Mullins,0,W P Mullins,2nd,9 l,10,11-4t,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 16:20,N/A,16:20,Heavy,2m 3f 160y,Journey With Me (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,8,11-7t,-,True,107,4
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Royal Thief (IRE),K C Sexton,0,G Elliott,NR,N/A,10,10-3tb,125,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Churchstonewarrior (IRE),M J M O'Sullivan,0,Jonathan Sweeney,UR,N/A,9,11-11,147,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Where's Frankie (IRE),D Meyler,0,K Thornton,PU,N/A,8,10-1,123,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Street Value (IRE),D J O'Keeffe,0,J P Flavin,PU,N/A,9,10-8tp,130,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Dunboyne (IRE),Sam Ewing,0,G Elliott,PU,N/A,9,11-1tp,137,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Good Time Jonny (IRE),P T Enright,0,A J Martin,PU,N/A,9,10-10t,132,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Senior Chief,Rachael Blackmore,0,H De Bromhead,PU,N/A,7,11-5,141,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Daily Present (IRE),S F O'Keeffe,0,P Nolan,PU,N/A,7,10-5t,127,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Cool Survivor (IRE),J S McGarvey,0,G Elliott,PU,N/A,7,10-12,134,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Diol Ker (FR),K E Buckley,0,G Elliott,PU,N/A,10,11-3b,139,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Favori De Champdou (FR),D J Gilligan,5,G Elliott,F,N/A,9,11-9,145,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Hartur D'arc (FR),S W Flanagan,0,G P Cromwell,10th,81 l,7,11-1,137,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Yeah Man (IRE),K M Donoghue,0,G P Cromwell,9th,25 l,7,11-4p,140,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Where It All Began (IRE),J W Kennedy,0,G Elliott,8th,1 1/4 l,8,10-13p,135,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Nick Rockett (IRE),P Townend,0,W P Mullins,7th,4 l,7,11-10,146,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,We'llhavewan (IRE),K Callaghan,5,W P Mullins,6th,8 l,9,10-1t,123,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,History Of Fashion (IRE),R J Condon,5,P A Fahy,5th,10 l,10,10-0p,120,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Frontal Assault (IRE),C P Millar,7,G Elliott,4th,4 l,9,10-13b,135,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Minella Cocooner (IRE),D E Mullins,0,W P Mullins,3rd,2 1/2 l,8,11-12,148,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Any Second Now (IRE),M P Walsh,0,T M Walsh,2nd,1 1/2 l,12,11-4b,140,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Intense Raffles (FR),J J Slevin,0,T Gibney,1st,N/A,6,11-4,140,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Royal Thief (IRE),K C Sexton,0,G Elliott,NR,N/A,10,10-3tb,125,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Churchstonewarrior (IRE),M J M O'Sullivan,0,Jonathan Sweeney,UR,N/A,9,11-11,147,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Where's Frankie (IRE),D Meyler,0,K Thornton,PU,N/A,8,10-1,123,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Street Value (IRE),D J O'Keeffe,0,J P Flavin,PU,N/A,9,10-8tp,130,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Dunboyne (IRE),Sam Ewing,0,G Elliott,PU,N/A,9,11-1tp,137,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Good Time Jonny (IRE),P T Enright,0,A J Martin,PU,N/A,9,10-10t,132,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Senior Chief,Rachael Blackmore,0,H De Bromhead,PU,N/A,7,11-5,141,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Daily Present (IRE),S F O'Keeffe,0,P Nolan,PU,N/A,7,10-5t,127,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Cool Survivor (IRE),J S McGarvey,0,G Elliott,PU,N/A,7,10-12,134,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Diol Ker (FR),K E Buckley,0,G Elliott,PU,N/A,10,11-3b,139,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Favori De Champdou (FR),D J Gilligan,5,G Elliott,F,N/A,9,11-9,145,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Hartur D'arc (FR),S W Flanagan,0,G P Cromwell,10th,81 l,7,11-1,137,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Yeah Man (IRE),K M Donoghue,0,G P Cromwell,9th,25 l,7,11-4p,140,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Where It All Began (IRE),J W Kennedy,0,G Elliott,8th,1 1/4 l,8,10-13p,135,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Nick Rockett (IRE),P Townend,0,W P Mullins,7th,4 l,7,11-10,146,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,We'llhavewan (IRE),K Callaghan,5,W P Mullins,6th,8 l,9,10-1t,123,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,History Of Fashion (IRE),R J Condon,5,P A Fahy,5th,10 l,10,10-0p,120,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Frontal Assault (IRE),C P Millar,7,G Elliott,4th,4 l,9,10-13b,135,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Minella Cocooner (IRE),D E Mullins,0,W P Mullins,3rd,2 1/2 l,8,11-12,148,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Any Second Now (IRE),M P Walsh,0,T M Walsh,2nd,1 1/2 l,12,11-4b,140,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:00,N/A,17:00,Heavy,3m 5f 24y,Intense Raffles (FR),J J Slevin,0,T Gibney,1st,N/A,6,11-4,140,True,107,5
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,7,11-0tp,120,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Birchdale (IRE),C G O'Dwyer,5,E Bolger,NR,N/A,10,11-12,132,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Cavalry Master (IRE),D J Gilligan,5,G Elliott,PU,N/A,10,11-8tb,128,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Walk Away (IRE),Rachael Blackmore,0,H De Bromhead,PU,N/A,11,11-10t,130,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Salmanino (FR),D Meyler,0,Liz Doyle,PU,N/A,8,11-0,120,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,St Denis's Well (IRE),J W Kennedy,0,Ian Donoghue,6th,15 l,6,11-1tp,121,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Read To Return (IRE),C Stone-Walsh,5,A J Martin,5th,2 1/4 l,7,10-6t,112,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Bodhisattva (IRE),B W Harvey,0,J C McConnell,4th,4 1/2 l,7,11-3p,123,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Battle Of Mirbat (IRE),S F O'Keeffe,0,M J McDonagh,3rd,32 l,7,11-3,123,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Better Times Ahead (IRE),M P Walsh,0,R Tyner,2nd,12 l,7,10-13,119,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Macdermott (FR),D E Mullins,0,W P Mullins,1st,N/A,6,11-1,121,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,NR,N/A,7,11-0tp,120,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Birchdale (IRE),C G O'Dwyer,5,E Bolger,NR,N/A,10,11-12,132,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Cavalry Master (IRE),D J Gilligan,5,G Elliott,PU,N/A,10,11-8tb,128,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Walk Away (IRE),Rachael Blackmore,0,H De Bromhead,PU,N/A,11,11-10t,130,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Salmanino (FR),D Meyler,0,Liz Doyle,PU,N/A,8,11-0,120,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,St Denis's Well (IRE),J W Kennedy,0,Ian Donoghue,6th,15 l,6,11-1tp,121,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Read To Return (IRE),C Stone-Walsh,5,A J Martin,5th,2 1/4 l,7,10-6t,112,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Bodhisattva (IRE),B W Harvey,0,J C McConnell,4th,4 1/2 l,7,11-3p,123,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Battle Of Mirbat (IRE),S F O'Keeffe,0,M J McDonagh,3rd,32 l,7,11-3,123,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Better Times Ahead (IRE),M P Walsh,0,R Tyner,2nd,12 l,7,10-13,119,True,107,6
Fairyhouse Racing Results | 1st April 2024 17:40,N/A,17:40,Heavy,3m 124y,Macdermott (FR),D E Mullins,0,W P Mullins,1st,N/A,6,11-1,121,True,107,6
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Lieber Nicc (IRE),E M O'Sullivan,7,H De Bromhead,NR,N/A,5,11-7,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Patter Merchant (IRE),Mr H C Swan,5,G Elliott,7th,1/2 l,5,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Lieutenant Mayne (IRE),Mr A Harvey,7,J C McConnell,6th,Neck,5,12-0,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Hens Tooth (IRE),Mr C Mullins,7,W P Mullins,5th,2 3/4 l,6,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Fleur In The Park (IRE),Mr A P Ryan,7,A Slattery,4th,5 1/2 l,5,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Coco Masterpiece (FR),Mr P W Mullins,0,W P Mullins,3rd,6 l,7,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,The Passing Wife,P M O'Brien,7,G P Cromwell,2nd,4 1/4 l,5,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Redemption Day,Miss J Townend,0,W P Mullins,1st,N/A,7,11-11h1,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Lieber Nicc (IRE),E M O'Sullivan,7,H De Bromhead,NR,N/A,5,11-7,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Patter Merchant (IRE),Mr H C Swan,5,G Elliott,7th,1/2 l,5,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Lieutenant Mayne (IRE),Mr A Harvey,7,J C McConnell,6th,Neck,5,12-0,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Hens Tooth (IRE),Mr C Mullins,7,W P Mullins,5th,2 3/4 l,6,11-11,-,True,107,7
Fairyhouse Racing Results | 1st April 2024 18:10,N/A,18:10,Soft To Heavy  Flat (Turf),2m,Fleur In The Park (IRE),Mr A P Ryan,7,A Slattery,4th,5 1/2 l,5,11-11,-,True,107,7
