track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Fairy Wings (IRE),D J Power,10,W McCreery,7th,3/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Serious Notions,C T Keane,0,G M Lyons,6th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,5th,1 1/4 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Counterculture,W J Lee,0,W McCreery,4th,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Shavasi (IRE),M W Hassett,5,J P O'Brien,3rd,1/2 l,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Next Trick (IRE),C D Hayes,0,D K Weld,2nd,1 1/4 l,3,9-3h,-,True,123,31
Gowran Park Racing Results | 17th June 2024 15:35,N/A,15:35,Good,1m,Glen Princess (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,-,True,123,31
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Prince Stevie (GER),K J Leonard,0,J F O'Shea,14th,21 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Zoffany Gold (IRE),L T McAteer,0,P T Foley,13th,18 l,3,9-8t1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Frontier Heroine (IRE),N M Crosse,0,L Comer,12th,7 1/2 l,3,9-3,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Taste Of The Sea (IRE),J Cleary,7,L Comer,11th,3 1/2 l,3,9-3,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,No Knee Never (IRE),D P McDonogh,0,J P O'Brien,10th,Neck,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Juja Kibo (IRE),W J Lee,0,R O'Brien,9th,1/2 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Slaney Swagger (IRE),R P Cleary,0,J S Bolger,8th,Neck,3,9-8p,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Versatile (IRE),S Foley,0,Mrs J Harrington,7th,3/4 l,3,9-8t,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Heliogabalus (IRE),S T McCullagh,3,Mrs J Harrington,6th,1 l,3,9-8p1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Aeronautic (IRE),M P Sheehy,0,J P O'Brien,5th,Head,3,9-8t1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Gandolfo (IRE),C T Keane,0,N Meade,4th,2 3/4 l,3,9-8t1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Vadali (IRE),R P Whelan,0,M Halford & T Collins,3rd,1 1/2 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Shamsuddin (IRE),B M Coen,0,J P Murtagh,2nd,2 3/4 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Master Of The Hunt (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-8p1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Prince Stevie (GER),K J Leonard,0,J F O'Shea,14th,21 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Zoffany Gold (IRE),L T McAteer,0,P T Foley,13th,18 l,3,9-8t1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Frontier Heroine (IRE),N M Crosse,0,L Comer,12th,7 1/2 l,3,9-3,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Taste Of The Sea (IRE),J Cleary,7,L Comer,11th,3 1/2 l,3,9-3,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,No Knee Never (IRE),D P McDonogh,0,J P O'Brien,10th,Neck,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Juja Kibo (IRE),W J Lee,0,R O'Brien,9th,1/2 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Slaney Swagger (IRE),R P Cleary,0,J S Bolger,8th,Neck,3,9-8p,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Versatile (IRE),S Foley,0,Mrs J Harrington,7th,3/4 l,3,9-8t,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Heliogabalus (IRE),S T McCullagh,3,Mrs J Harrington,6th,1 l,3,9-8p1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Aeronautic (IRE),M P Sheehy,0,J P O'Brien,5th,Head,3,9-8t1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Gandolfo (IRE),C T Keane,0,N Meade,4th,2 3/4 l,3,9-8t1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Vadali (IRE),R P Whelan,0,M Halford & T Collins,3rd,1 1/2 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Shamsuddin (IRE),B M Coen,0,J P Murtagh,2nd,2 3/4 l,3,9-8,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:05,N/A,16:05,Good,1m,Master Of The Hunt (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-8p1,-,True,123,32
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Lady Lunette (IRE),B M Coen,0,R P Cody,NR,N/A,4,10-1p,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Belhaven (IRE),H J Horgan,5,J P O'Brien,NR,N/A,5,9-11,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Flying Phoenix (IRE),R P Whelan,0,C O'Connell,5th,Neck,3,8-11h,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Cancelled (IRE),W J Lee,0,W McCreery,4th,1 1/2 l,3,8-11,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Star Kissed (IRE),C T Keane,0,G M Lyons,3rd,3 l,5,9-11,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Akecheta (IRE),S B Kelly,0,Kevin Coleman,2nd,1 1/2 l,4,10-1,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Glor Tire (IRE),R P Cleary,0,J S Bolger,1st,N/A,3,9-4p,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Lady Lunette (IRE),B M Coen,0,R P Cody,NR,N/A,4,10-1p,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Belhaven (IRE),H J Horgan,5,J P O'Brien,NR,N/A,5,9-11,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Flying Phoenix (IRE),R P Whelan,0,C O'Connell,5th,Neck,3,8-11h,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Cancelled (IRE),W J Lee,0,W McCreery,4th,1 1/2 l,3,8-11,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Star Kissed (IRE),C T Keane,0,G M Lyons,3rd,3 l,5,9-11,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Akecheta (IRE),S B Kelly,0,Kevin Coleman,2nd,1 1/2 l,4,10-1,-,True,123,33
Gowran Park Racing Results | 17th June 2024 16:35,N/A,16:35,Good,1m 1f 100y,Glor Tire (IRE),R P Cleary,0,J S Bolger,1st,N/A,3,9-4p,-,True,123,33
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,NR,N/A,7,9-9,62,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Young Lucy (IRE),J A Heffernan,0,Mrs C O'Leary,NR,N/A,5,9-4t,57,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Whatcouldhavebeen (IRE),Neve Bennett,7,J P Fahey,NR,N/A,6,10-2p,69,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Nomenclature (FR),N M Crosse,0,John O'Donoghue,NR,N/A,4,9-9,62,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Bright Start (USA),J M Sheridan,0,D Hogan,11th,Neck,7,9-8,61,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Hollywood Star (IRE),C D Hayes,0,L Comer,10th,5 l,4,9-2,55,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Striking (FR),S Foley,0,Mrs J Harrington,9th,2 1/4 l,6,9-9,62,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Walnut Beach (IRE),G F Carroll,0,P J Flynn,8th,1 1/4 l,7,9-2b,55,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Vidisha (FR),B M Coen,0,J P Murtagh,7th,1/2 l,4,10-2h,69,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,War Thunder,C T Keane,0,P W Flynn,6th,1/2 l,6,9-0t1,53,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Believe In Science (IRE),R P Cleary,0,J S Bolger,5th,1/2 l,5,9-10p,63,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Navajo River (IRE),D P McDonogh,0,L Comer,4th,3/4 l,4,9-10,63,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Sioux Eagle (IRE),L T McAteer,0,P T Foley,3rd,3/4 l,5,10-2,69,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Lilac Lady (IRE),D E Sheehy,0,M C Grassick,2nd,1/2 l,4,8-8b,44,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Influential Lady (IRE),M W Hassett,5,J Barcoe,1st,N/A,10,9-9,62,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,NR,N/A,7,9-9,62,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Young Lucy (IRE),J A Heffernan,0,Mrs C O'Leary,NR,N/A,5,9-4t,57,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Whatcouldhavebeen (IRE),Neve Bennett,7,J P Fahey,NR,N/A,6,10-2p,69,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Nomenclature (FR),N M Crosse,0,John O'Donoghue,NR,N/A,4,9-9,62,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Bright Start (USA),J M Sheridan,0,D Hogan,11th,Neck,7,9-8,61,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Hollywood Star (IRE),C D Hayes,0,L Comer,10th,5 l,4,9-2,55,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Striking (FR),S Foley,0,Mrs J Harrington,9th,2 1/4 l,6,9-9,62,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Walnut Beach (IRE),G F Carroll,0,P J Flynn,8th,1 1/4 l,7,9-2b,55,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Vidisha (FR),B M Coen,0,J P Murtagh,7th,1/2 l,4,10-2h,69,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,War Thunder,C T Keane,0,P W Flynn,6th,1/2 l,6,9-0t1,53,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Believe In Science (IRE),R P Cleary,0,J S Bolger,5th,1/2 l,5,9-10p,63,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Navajo River (IRE),D P McDonogh,0,L Comer,4th,3/4 l,4,9-10,63,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Sioux Eagle (IRE),L T McAteer,0,P T Foley,3rd,3/4 l,5,10-2,69,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Lilac Lady (IRE),D E Sheehy,0,M C Grassick,2nd,1/2 l,4,8-8b,44,True,123,34
Gowran Park Racing Results | 17th June 2024 17:05,N/A,17:05,Good,1m 6f,Influential Lady (IRE),M W Hassett,5,J Barcoe,1st,N/A,10,9-9,62,True,123,34
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Carla's Pet (IRE),R Deegan,0,E McCarthy,5th,7 1/2 l,5,10-11,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Menhir (IRE),P J O'Hanlon,0,M Rice,4th,1 3/4 l,6,10-11,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Miss Oreo (IRE),P Hanlon,7,J J Hanlon,3rd,1 3/4 l,6,11-3,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Cappacurry Ealu (IRE),L Quinlan,3,L Young,2nd,17 l,6,11-3p,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Instant Tendance (FR),K C Sexton,0,G Elliott,1st,N/A,6,11-3t,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Carla's Pet (IRE),R Deegan,0,E McCarthy,5th,7 1/2 l,5,10-11,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Menhir (IRE),P J O'Hanlon,0,M Rice,4th,1 3/4 l,6,10-11,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Miss Oreo (IRE),P Hanlon,7,J J Hanlon,3rd,1 3/4 l,6,11-3,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Cappacurry Ealu (IRE),L Quinlan,3,L Young,2nd,17 l,6,11-3p,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 129y,Instant Tendance (FR),K C Sexton,0,G Elliott,1st,N/A,6,11-3t,-,True,123,35
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Hestheboycandoit (IRE),Mr N Gault,7,S Millar,NR,N/A,6,11-12t,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,And Still I Rise (IRE),Mr K O'Neill,7,John F O'Neill,14th,90 l,7,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Let's Avit (IRE),Mr E Finegan,7,Ciaran Murphy,13th,1 l,4,11-7t,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Cailin Aibrean (IRE),Ms P R Briselden,7,Peter Fahey,12th,8 1/2 l,5,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Aill Dubh (IRE),Mr J C Barry,0,M Flannery,11th,4 1/2 l,7,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Dream Shaper (IRE),Mr J Dunne,7,I Madden,10th,1/2 l,5,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,We Will Rock You (FR),Mr D Doyle,7,A Donoghue,9th,1/2 l,6,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Chateau Elan (IRE),Mr I Cribbin,7,R O'Sullivan,8th,1/2 l,7,11-12tp1,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Miss Aytan (IRE),Mr J L Gleeson,5,John E & Kiely,7th,1/2 l,7,11-5h,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Cathy West (IRE),Mr J H Williamson,7,Patrick J Hassett,6th,3/4 l,6,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Island Mccoo (IRE),Mr D O'Connor,0,B T Murphy,5th,4 1/2 l,7,11-12h,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Deise Bella (IRE),Mr P J Cody,7,Jayne Hearne,4th,2 1/4 l,6,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Seskin Flash (IRE),Mr A P Ryan,7,P Carey,3rd,1 3/4 l,5,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Irina's Path (FR),Mr H C Swan,3,G Elliott,2nd,2 1/4 l,6,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Dairy Force (IRE),Mr F Maguire,0,Liam G O'brien,1st,N/A,5,11-12h,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Hestheboycandoit (IRE),Mr N Gault,7,S Millar,NR,N/A,6,11-12t,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,And Still I Rise (IRE),Mr K O'Neill,7,John F O'Neill,14th,90 l,7,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Let's Avit (IRE),Mr E Finegan,7,Ciaran Murphy,13th,1 l,4,11-7t,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Cailin Aibrean (IRE),Ms P R Briselden,7,Peter Fahey,12th,8 1/2 l,5,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Aill Dubh (IRE),Mr J C Barry,0,M Flannery,11th,4 1/2 l,7,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Dream Shaper (IRE),Mr J Dunne,7,I Madden,10th,1/2 l,5,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,We Will Rock You (FR),Mr D Doyle,7,A Donoghue,9th,1/2 l,6,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Chateau Elan (IRE),Mr I Cribbin,7,R O'Sullivan,8th,1/2 l,7,11-12tp1,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Miss Aytan (IRE),Mr J L Gleeson,5,John E & Kiely,7th,1/2 l,7,11-5h,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Cathy West (IRE),Mr J H Williamson,7,Patrick J Hassett,6th,3/4 l,6,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Island Mccoo (IRE),Mr D O'Connor,0,B T Murphy,5th,4 1/2 l,7,11-12h,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Deise Bella (IRE),Mr P J Cody,7,Jayne Hearne,4th,2 1/4 l,6,11-5,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Seskin Flash (IRE),Mr A P Ryan,7,P Carey,3rd,1 3/4 l,5,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Irina's Path (FR),Mr H C Swan,3,G Elliott,2nd,2 1/4 l,6,11-12,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places)  Hurdle (Turf),2m,Dairy Force (IRE),Mr F Maguire,0,Liam G O'brien,1st,N/A,5,11-12h,-,True,123,36
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Mosaaheb,P Hanlon,4,J J Hanlon,NR,N/A,6,11-0p,81,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Temptation Time (IRE),A M King,4,M M McNiff,UR,N/A,6,11-3t,84,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,No Risk No Story (IRE),J Coen,0,Miss J M Lee,PU,N/A,6,11-2,83,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Robin Elite (IRE),P Byrnes,0,E M O'Sullivan,13th,8 1/2 l,6,11-3tp,84,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Carslake,Cian Cullinan,4,Aengus King,12th,2 3/4 l,5,11-7p,88,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Qatar Spirit (FR),N T Prendergast,4,T Cleary,11th,4 1/2 l,10,11-13p,94,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Nomadic Star (IRE),J Smith,4,L Young,10th,8 1/2 l,9,10-13p,80,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Father Jed (IRE),P K Donovan,2,J P Ryan,9th,2 1/4 l,13,11-0,81,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,The Lucky Lobster,L Quinlan,0,D Queally,8th,7 1/2 l,5,11-11ht,92,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Tramps Like Us (IRE),J P Shinnick,4,D H Kelly,7th,1/2 l,5,12-0tb,95,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Oscar Tonic (IRE),C Stone-Walsh,2,E F Gallagher,6th,2 3/4 l,9,10-13,80,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Dun Ar Aill (IRE),A Harvey,4,A Ott,5th,2 1/2 l,7,11-4,85,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Tuff Days (IRE),A P Kelly,2,Michael Barry,4th,4 1/2 l,7,11-8p1,89,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Navy Waves (IRE),E Dwan,4,Mrs J Cashin,3rd,Head,6,11-1p,82,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Moyvilla Lass (IRE),G B Noonan,2,E McCarthy,2nd,1/2 l,6,11-4tp,85,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Safran Et Bleu (IRE),C G O'Dwyer,2,P M J Doyle,1st,N/A,5,11-8p,89,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Mosaaheb,P Hanlon,4,J J Hanlon,NR,N/A,6,11-0p,81,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Temptation Time (IRE),A M King,4,M M McNiff,UR,N/A,6,11-3t,84,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,No Risk No Story (IRE),J Coen,0,Miss J M Lee,PU,N/A,6,11-2,83,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Robin Elite (IRE),P Byrnes,0,E M O'Sullivan,13th,8 1/2 l,6,11-3tp,84,True,123,37
Kilbeggan Racing Results | 17th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),3m 100y,Carslake,Cian Cullinan,4,Aengus King,12th,2 3/4 l,5,11-7p,88,True,123,37
