track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Feigh (IRE),Shane Fenelon,7,John Joseph Hanlon,9th,2 1/4 l,5,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Millen to One (IRE),C. Smithers,7,F. Flood,8th,15 l,9,11-1b1,109,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Hearts Are Trumps (IRE),J. S. McGarvey,0,Desmond McDonogh,7th,4 l,10,11-6,114,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Ceroc (IRE),Phillip Enright,0,E. J. O'Grady,6th,6 l,5,11-8v,116,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,I Don't Get It (IRE),J. P. O'Sullivan,5,Neill McCluskey,5th,6 1/2 l,9,11-3,111,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Rodney Bay (IRE),S. F. O'Keeffe,0,Joseph Anthony Murray,4th,3 3/4 l,6,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Francois (FR),Jack Foley,0,Mary E Doyle,3rd,7 l,8,11-8tp,116,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Ossifer Hops (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,2 1/2 l,5,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Building Bridges,Mr O. McGill,7,Gary McGill,1st,N/A,7,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Bravo Team (IRE),P. T. Cleary,7,Gordon Elliott,UR,N/A,7,11-12tp,120,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Imperial Ruler (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,UR,N/A,6,11-6,114,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Lighthouse Rose (IRE),Peter Carberry,0,Mark McNiff,10th,1/2 l,8,11-4p,112,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Feigh (IRE),Shane Fenelon,7,John Joseph Hanlon,9th,2 1/4 l,5,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Millen to One (IRE),C. Smithers,7,F. Flood,8th,15 l,9,11-1b1,109,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Hearts Are Trumps (IRE),J. S. McGarvey,0,Desmond McDonogh,7th,4 l,10,11-6,114,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Ceroc (IRE),Phillip Enright,0,E. J. O'Grady,6th,6 l,5,11-8v,116,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,I Don't Get It (IRE),J. P. O'Sullivan,5,Neill McCluskey,5th,6 1/2 l,9,11-3,111,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Rodney Bay (IRE),S. F. O'Keeffe,0,Joseph Anthony Murray,4th,3 3/4 l,6,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Francois (FR),Jack Foley,0,Mary E Doyle,3rd,7 l,8,11-8tp,116,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Ossifer Hops (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,2 1/2 l,5,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 19:30,N/A,19:30,Good,2m 4f 80y,Building Bridges,Mr O. McGill,7,Gary McGill,1st,N/A,7,11-5,113,True,58,7
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Copia Verborum (IRE),Miss A. McGuinness,7,J. J. Lambe,UR,N/A,7,11-12t,87,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Harvey Hillstar (IRE),Mr D. McGill,7,Gary McGill,10th,13 l,6,11-7,82,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Porky Rush (IRE),Liam Quinlan,5,Ms M. Flynn,9th,11 l,8,11-7,82,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,One More Lass (IRE),E. M. O'Sullivan,7,Ms M. Flynn,8th,1 l,9,11-5t1,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Sulafaat (IRE),Kieran Callaghan,7,John Joseph Hanlon,7th,12 l,8,11-5,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,So Ladylike (IRE),M. M. McDonagh,5,Colin A. McBratney,6th,9 1/2 l,9,11-5tb1,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Highstreetfashion (IRE),Patrick Michael O'Brien,7,Patrick Rooney,5th,1/2 l,8,11-5tp,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Kinnegad Lad (IRE),Daire McConville,7,S. McConville,4th,10 l,7,11-8p,83,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Camilla's Choice (IRE),Shane Fenelon,7,John Joseph Hanlon,3rd,19 l,7,11-7,82,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Walking The Walk (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,2 1/2 l,8,11-9tb,84,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Reserve Judgement (IRE),B. W. Harvey,5,John McConnell,1st,N/A,7,11-10b,85,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Copia Verborum (IRE),Miss A. McGuinness,7,J. J. Lambe,UR,N/A,7,11-12t,87,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Harvey Hillstar (IRE),Mr D. McGill,7,Gary McGill,10th,13 l,6,11-7,82,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Porky Rush (IRE),Liam Quinlan,5,Ms M. Flynn,9th,11 l,8,11-7,82,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,One More Lass (IRE),E. M. O'Sullivan,7,Ms M. Flynn,8th,1 l,9,11-5t1,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Sulafaat (IRE),Kieran Callaghan,7,John Joseph Hanlon,7th,12 l,8,11-5,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,So Ladylike (IRE),M. M. McDonagh,5,Colin A. McBratney,6th,9 1/2 l,9,11-5tb1,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Highstreetfashion (IRE),Patrick Michael O'Brien,7,Patrick Rooney,5th,1/2 l,8,11-5tp,80,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Kinnegad Lad (IRE),Daire McConville,7,S. McConville,4th,10 l,7,11-8p,83,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Camilla's Choice (IRE),Shane Fenelon,7,John Joseph Hanlon,3rd,19 l,7,11-7,82,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Walking The Walk (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,2 1/2 l,8,11-9tb,84,True,58,8
Down Royal Racing Results | 2nd June 2023 20:00,N/A,20:00,Good,2m 7f 70y,Reserve Judgement (IRE),B. W. Harvey,5,John McConnell,1st,N/A,7,11-10b,85,True,58,8
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Farmhand Lily (IRE),Ms C. A. Walsh,7,P. A. Fahy,14th,6 1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Miss Direct (IRE),Mr H. C. Swan,5,Peter Cluskey,13th,35 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Olympic Park (IRE),Kieran Callaghan,7,W. J. Burke,12th,3/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Peppers Corner (IRE),Mr D. McGill,7,Patrick Eugene Turley,11th,Neck,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,One for Mick (IRE),L. J. Carberry,7,James Andrew Fahey,10th,3 3/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Hurricane Honey (IRE),Mr J. H. Williamson,7,Gordon Elliott,9th,5 1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Ceis Charraigin (IRE),T. N. Brett,7,Ms Margaret Mullins,8th,3 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Heading South (IRE),Mr O. McGill,7,Noel C. Kelly,7th,1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Classy Shuil (IRE),Mr J. G. M. Murphy,7,Paul Cashman,6th,1 1/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Mooneys Princess (IRE),Corey McGivern,7,J. P. Dempsey,5th,1 1/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Wild Mandate (IRE),Mr J. C. Barry,3,Mark McNiff,4th,1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Pinky (IRE),Conor Clarke,7,Emmet Mullins,3rd,7 1/2 l,4,11-5h1,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Vico Rock,Mr Finian Maguire,0,A. J. Martin,2nd,1 3/4 l,4,11-5t1,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Roedora (IRE),Mr T. Hamilton,0,Joseph Patrick O'Brien,1st,N/A,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Farmhand Lily (IRE),Ms C. A. Walsh,7,P. A. Fahy,14th,6 1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Miss Direct (IRE),Mr H. C. Swan,5,Peter Cluskey,13th,35 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Olympic Park (IRE),Kieran Callaghan,7,W. J. Burke,12th,3/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Peppers Corner (IRE),Mr D. McGill,7,Patrick Eugene Turley,11th,Neck,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,One for Mick (IRE),L. J. Carberry,7,James Andrew Fahey,10th,3 3/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Hurricane Honey (IRE),Mr J. H. Williamson,7,Gordon Elliott,9th,5 1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Ceis Charraigin (IRE),T. N. Brett,7,Ms Margaret Mullins,8th,3 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Heading South (IRE),Mr O. McGill,7,Noel C. Kelly,7th,1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Classy Shuil (IRE),Mr J. G. M. Murphy,7,Paul Cashman,6th,1 1/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Mooneys Princess (IRE),Corey McGivern,7,J. P. Dempsey,5th,1 1/4 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Wild Mandate (IRE),Mr J. C. Barry,3,Mark McNiff,4th,1/2 l,4,11-5,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Pinky (IRE),Conor Clarke,7,Emmet Mullins,3rd,7 1/2 l,4,11-5h1,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Vico Rock,Mr Finian Maguire,0,A. J. Martin,2nd,1 3/4 l,4,11-5t1,-,True,58,9
Down Royal Racing Results | 2nd June 2023 20:30,N/A,20:30,Good s I.N.H. Flat (Turf),2m 180y,Roedora (IRE),Mr T. Hamilton,0,Joseph Patrick O'Brien,1st,N/A,4,11-5,-,True,58,9
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Motor City,G. M. Ryan,0,James M. Barrett,14th,4 1/4 l,2,9-1,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,A Daughtersdelight (IRE),R. C. Colgan,0,Patrick Magee,13th,1 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Francoise Ardy (IRE),J. A. Powell,5,Michael Fenton,12th,1 1/4 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Dandy Lichious (IRE),J. J. G. Ryan,7,G. M. Lyons,11th,4 1/2 l,2,9-8,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Layoftheland (IRE),G. P. Halpin,0,Sean Davis,10th,1/2 l,2,9-3,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Bruce Lightning (IRE),J. Kearney,7,Patrick Martin,9th,1 l,2,9-2,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Parish Record (IRE),R. P. Cleary,0,J. S. Bolger,8th,1 3/4 l,2,8-9,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Poppadom (IRE),Ben Martin Coen,0,A. Slattery,7th,Neck,2,9-6,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Blame Thechampagne (IRE),N. M. Crosse,0,Mrs J. Harrington,6th,1/2 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Harry The Rogue (IRE),A. J. Slattery,0,A. Slattery,5th,2 l,2,9-2,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Elliptical (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,1 1/2 l,2,9-8,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Byzantine Empress,Mpumelelo Mjoka,3,Kevin Thomas Coleman,3rd,5 1/2 l,2,8-9,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Scorchio (IRE),R. P. Whelan,0,Jack W. Davison,2nd,1 3/4 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Mary The Priest (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,2,8-11h,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Motor City,G. M. Ryan,0,James M. Barrett,14th,4 1/4 l,2,9-1,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,A Daughtersdelight (IRE),R. C. Colgan,0,Patrick Magee,13th,1 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Francoise Ardy (IRE),J. A. Powell,5,Michael Fenton,12th,1 1/4 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Dandy Lichious (IRE),J. J. G. Ryan,7,G. M. Lyons,11th,4 1/2 l,2,9-8,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Layoftheland (IRE),G. P. Halpin,0,Sean Davis,10th,1/2 l,2,9-3,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Bruce Lightning (IRE),J. Kearney,7,Patrick Martin,9th,1 l,2,9-2,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Parish Record (IRE),R. P. Cleary,0,J. S. Bolger,8th,1 3/4 l,2,8-9,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Poppadom (IRE),Ben Martin Coen,0,A. Slattery,7th,Neck,2,9-6,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Blame Thechampagne (IRE),N. M. Crosse,0,Mrs J. Harrington,6th,1/2 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Harry The Rogue (IRE),A. J. Slattery,0,A. Slattery,5th,2 l,2,9-2,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Elliptical (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,1 1/2 l,2,9-8,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Byzantine Empress,Mpumelelo Mjoka,3,Kevin Thomas Coleman,3rd,5 1/2 l,2,8-9,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Scorchio (IRE),R. P. Whelan,0,Jack W. Davison,2nd,1 3/4 l,2,8-11,-,True,58,10
Listowel Racing Results | 3rd June 2023 14:25,N/A,14:25,Good (Good To Yielding In Places),6f 60y,Mary The Priest (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,2,8-11h,-,True,58,10
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Las Cuatro (USA),L. F. Roche,0,G. M. Lyons,14th,4 3/4 l,3,8-9,69,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Nine Tales (IRE),A. J. Slattery,0,Ray Hackett,13th,2 1/4 l,5,9-7b1,73,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Karaoke (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,12th,Head,3,9-9,83,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Gobi Star (IRE),J. Kearney,7,Patrick Martin,11th,1 1/2 l,5,9-5tp,71,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Inventor,C. Horgan,7,Gillian Scott,10th,1 l,6,8-10p,62,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Fox Degree (IRE),C. D. Hayes,0,Miss Kate McGivern,9th,Head,3,9-1,75,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Maggie Thunder (IRE),Siobhan Rutledge,5,G. Hassett,8th,2 l,7,8-7,59,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,7th,Neck,6,9-13,79,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Fly To Glory (IRE),Ben Martin Coen,0,P. J. F. Murphy,6th,1 1/4 l,4,9-11p,77,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Soi Dao (IRE),J. A. Powell,5,Michael Fenton,5th,Head,4,8-13b1,65,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Furnace Creek (IRE),R. C. Colgan,0,Joseph Anthony Murray,4th,1 1/4 l,4,9-13,79,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Downforce (IRE),William James Lee,0,W. McCreery,3rd,1 3/4 l,11,9-6,72,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Coumshingaun (IRE),C. Ngcobo,3,Kevin Thomas Coleman,2nd,3 1/4 l,4,9-10,76,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,1st,N/A,5,10-1b,81,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Las Cuatro (USA),L. F. Roche,0,G. M. Lyons,14th,4 3/4 l,3,8-9,69,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Nine Tales (IRE),A. J. Slattery,0,Ray Hackett,13th,2 1/4 l,5,9-7b1,73,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Karaoke (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,12th,Head,3,9-9,83,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Gobi Star (IRE),J. Kearney,7,Patrick Martin,11th,1 1/2 l,5,9-5tp,71,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Inventor,C. Horgan,7,Gillian Scott,10th,1 l,6,8-10p,62,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Fox Degree (IRE),C. D. Hayes,0,Miss Kate McGivern,9th,Head,3,9-1,75,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Maggie Thunder (IRE),Siobhan Rutledge,5,G. Hassett,8th,2 l,7,8-7,59,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,7th,Neck,6,9-13,79,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Fly To Glory (IRE),Ben Martin Coen,0,P. J. F. Murphy,6th,1 1/4 l,4,9-11p,77,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Soi Dao (IRE),J. A. Powell,5,Michael Fenton,5th,Head,4,8-13b1,65,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Furnace Creek (IRE),R. C. Colgan,0,Joseph Anthony Murray,4th,1 1/4 l,4,9-13,79,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Downforce (IRE),William James Lee,0,W. McCreery,3rd,1 3/4 l,11,9-6,72,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Coumshingaun (IRE),C. Ngcobo,3,Kevin Thomas Coleman,2nd,3 1/4 l,4,9-10,76,True,58,11
Listowel Racing Results | 3rd June 2023 15:00,N/A,15:00,Good (Good To Yielding In Places),6f 60y,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,1st,N/A,5,10-1b,81,True,58,11
Listowel Racing Results | 3rd June 2023 15:35,N/A,15:35,Good (Good To Yielding In Places),7f 15y,Monty Man (IRE),R. P. Cleary,0,Laura Hourigan,12th,12 l,3,9-3,70,True,58,12
Listowel Racing Results | 3rd June 2023 15:35,N/A,15:35,Good (Good To Yielding In Places),7f 15y,Shamastar (IRE),A. J. Slattery,0,David Marnane,11th,1 1/2 l,3,8-9h1,62,True,58,12
Listowel Racing Results | 3rd June 2023 15:35,N/A,15:35,Good (Good To Yielding In Places),7f 15y,Chestnutter (IRE),C. D. Hayes,0,Noel Meade,10th,2 l,4,9-10tb,67,True,58,12
Listowel Racing Results | 3rd June 2023 15:35,N/A,15:35,Good (Good To Yielding In Places),7f 15y,Allo Arry (IRE),Adam Caffrey,7,Adrian McGuinness,9th,3/4 l,4,9-13,70,True,58,12
Listowel Racing Results | 3rd June 2023 15:35,N/A,15:35,Good (Good To Yielding In Places),7f 15y,Sense Of Security,J. Coen,5,John Larkin,8th,1 1/4 l,4,9-2,59,True,58,12
