track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Up the Club (IRE),D. J. O'Keeffe,0,D. E. Fitzgerald,8th,1 l,7,11-5,86,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,War God (IRE),C. Owens,7,R. Donohoe,7th,16 l,8,11-5t,86,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Kanors Girl (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,6th,1/2 l,6,11-2,83,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Walk In Time (IRE),Denis O'Regan,0,David Harry Kelly,5th,13 l,6,11-5,86,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Lilian Bland (IRE),Mr M. J. Sweeney,7,Niall Patrick Hennessy,4th,1 1/2 l,7,11-9h,90,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Huit Reflets (FR),J. J. Slevin,0,Miss Elizabeth Doyle,3rd,1 1/4 l,6,11-6,87,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Dragon's Pass (IRE),D. J. Gilligan,7,Mrs Denise Foster,2nd,11 l,7,11-12t,93,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Reflectionist (FR),Sean Flanagan,0,Gavin Patrick Cromwell,1st,N/A,6,11-11ht,92,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Sixty Seconds (IRE),C. P. McNamara,0,Eric McNamara,PU,N/A,6,11-9,90,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Plusthevat (IRE),D. E. Mullins,0,P. A. Fahy,15th,6 l,7,11-8h1,89,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Mr Macphisto (IRE),Keith Donoghue,0,Eoin Griffin,14th,9 1/2 l,7,11-5t1,86,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Miala Araya (IRE),Niall Moore,7,Mark Cahill,13th,6 l,8,10-13,80,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Tullig Wood (IRE),Phillip Enright,0,Thomas Cooper,12th,Short Head,6,11-4,85,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Social Distancing (BAR),J. P. O'Sullivan,5,Neill McCluskey,11th,3 3/4 l,6,11-2,83,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Darkest Dawn (IRE),B. P. Kennedy,7,J. F. O'Shea,10th,4 3/4 l,5,10-13b,80,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Flyin Hawaiian,S. F. O'Keeffe,0,Paul Nolan,9th,1 3/4 l,5,11-9,90,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Up the Club (IRE),D. J. O'Keeffe,0,D. E. Fitzgerald,8th,1 l,7,11-5,86,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,War God (IRE),C. Owens,7,R. Donohoe,7th,16 l,8,11-5t,86,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Kanors Girl (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,6th,1/2 l,6,11-2,83,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Walk In Time (IRE),Denis O'Regan,0,David Harry Kelly,5th,13 l,6,11-5,86,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Lilian Bland (IRE),Mr M. J. Sweeney,7,Niall Patrick Hennessy,4th,1 1/2 l,7,11-9h,90,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Huit Reflets (FR),J. J. Slevin,0,Miss Elizabeth Doyle,3rd,1 1/4 l,6,11-6,87,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Dragon's Pass (IRE),D. J. Gilligan,7,Mrs Denise Foster,2nd,11 l,7,11-12t,93,True,56,30
Limerick Racing Results | 26th May 2023 18:15,N/A,18:15,Good To Yielding,2m 3f,Reflectionist (FR),Sean Flanagan,0,Gavin Patrick Cromwell,1st,N/A,6,11-11ht,92,True,56,30
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Toon Town (IRE),A. M. McCurtin,0,Brendan Maurice Walsh,PU,N/A,6,11-7,88,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Dromore Warrior (IRE),Donagh Meyler,0,James Andrew Fahey,PU,N/A,6,11-4,85,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Roman Parish (IRE),Sean Flanagan,0,David M. O'Brien,PU,N/A,5,11-11,92,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,My Little Lily (IRE),Niall Moore,7,S. M. Duffy,14th,15 l,6,11-1v1,82,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Ramble on Muller (IRE),D. E. Mullins,0,P. A. Fahy,13th,1 1/2 l,7,11-2,83,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Corkbeg (IRE),Denis O'Regan,0,David Harry Kelly,12th,20 l,6,12-0ht,95,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,One More Lass (IRE),Liam Quinlan,5,Ms M. Flynn,11th,24 l,9,10-13,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Flyaway Maggie (IRE),Patrick O'Hanlon,5,Michael Flannery,10th,4 3/4 l,5,10-13t,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Millies Dream (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,9th,1/2 l,5,11-9,90,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,In A Nice Way (IRE),Shane O'Callaghan,7,Stephen Ryan,8th,Short Head,7,11-9p1,90,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Brehon Star (IRE),S. F. O'Keeffe,0,Shane Crawley,7th,1 3/4 l,5,11-5,86,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Londonofficecallin (IRE),C. P. McNamara,0,Eric McNamara,6th,3/4 l,6,10-13,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Kilmurry Jj (IRE),J. J. Slevin,0,Michael Barry,5th,3 1/2 l,6,11-9t,90,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Roccorionach (IRE),N. T. Prendergast,7,T. Shanahan,4th,3 1/4 l,6,10-13,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Susie Miller (IRE),Phillip Enright,0,S. Curling,3rd,6 1/2 l,7,12-0,95,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Macs Lady (IRE),B. W. Harvey,5,Shane Kieran Ryder,2nd,2 1/2 l,5,11-2,83,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Bal Kauto (FR),S. Fitzgerald,3,Declan Queally,1st,N/A,6,11-0ht1,81,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Toon Town (IRE),A. M. McCurtin,0,Brendan Maurice Walsh,PU,N/A,6,11-7,88,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Dromore Warrior (IRE),Donagh Meyler,0,James Andrew Fahey,PU,N/A,6,11-4,85,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Roman Parish (IRE),Sean Flanagan,0,David M. O'Brien,PU,N/A,5,11-11,92,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,My Little Lily (IRE),Niall Moore,7,S. M. Duffy,14th,15 l,6,11-1v1,82,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Ramble on Muller (IRE),D. E. Mullins,0,P. A. Fahy,13th,1 1/2 l,7,11-2,83,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Corkbeg (IRE),Denis O'Regan,0,David Harry Kelly,12th,20 l,6,12-0ht,95,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,One More Lass (IRE),Liam Quinlan,5,Ms M. Flynn,11th,24 l,9,10-13,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Flyaway Maggie (IRE),Patrick O'Hanlon,5,Michael Flannery,10th,4 3/4 l,5,10-13t,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Millies Dream (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,9th,1/2 l,5,11-9,90,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,In A Nice Way (IRE),Shane O'Callaghan,7,Stephen Ryan,8th,Short Head,7,11-9p1,90,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Brehon Star (IRE),S. F. O'Keeffe,0,Shane Crawley,7th,1 3/4 l,5,11-5,86,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Londonofficecallin (IRE),C. P. McNamara,0,Eric McNamara,6th,3/4 l,6,10-13,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Kilmurry Jj (IRE),J. J. Slevin,0,Michael Barry,5th,3 1/2 l,6,11-9t,90,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Roccorionach (IRE),N. T. Prendergast,7,T. Shanahan,4th,3 1/4 l,6,10-13,80,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Susie Miller (IRE),Phillip Enright,0,S. Curling,3rd,6 1/2 l,7,12-0,95,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Macs Lady (IRE),B. W. Harvey,5,Shane Kieran Ryder,2nd,2 1/2 l,5,11-2,83,True,56,31
Limerick Racing Results | 26th May 2023 18:45,N/A,18:45,Good To Yielding,2m 3f,Bal Kauto (FR),S. Fitzgerald,3,Declan Queally,1st,N/A,6,11-0ht1,81,True,56,31
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Sarah's Soldier (IRE),D. E. Mullins,0,P. A. Fahy,PU,N/A,5,11-1,95,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Instant Return (IRE),Shane Fenelon,7,John Joseph Hanlon,16th,30 l,7,12-0,108,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Mont Athena,J. J. Slevin,0,Anthony McCann,15th,18 l,4,10-2,88,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,No Bodder (IRE),Donagh Meyler,0,Anthony Mullins,14th,11 l,7,10-13,93,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Leroy Leroy,D. J. O'Keeffe,0,John Joseph Hanlon,13th,4 1/2 l,7,11-1,95,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Gekkota (FR),Phillip Enright,0,T. J. O'Mara,12th,10 l,7,11-10,104,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Rebel Waltz (IRE),R. P. Geoghegan,7,T. J. Nagle Jnr,11th,Neck,9,11-8,102,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Farceur De Sivola (FR),Liam Quinlan,5,John Patrick Ryan,10th,9 l,8,11-1,95,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Deep Pockets (FR),A. M. McCurtin,0,Eoin Christopher McCarthy,9th,2 1/4 l,5,11-0t,94,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Bear Claws (IRE),C. P. McNamara,0,Eric McNamara,8th,8 l,7,10-13t,93,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Ricky Langford (IRE),Patrick O'Hanlon,5,P. J. Rothwell,7th,2 1/4 l,9,10-6,86,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Trendy Lady (IRE),M. P. O'Connor,5,Henry de Bromhead,6th,Neck,7,11-6t,100,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Figurehead (IRE),S. F. O'Keeffe,0,Sean Aherne,5th,3 1/4 l,6,11-8h1,102,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Cloudy Fountain (IRE),Sean Flanagan,0,W. J. Burke,4th,6 1/2 l,5,10-6,86,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Rathnaleen Kal (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,3rd,2 3/4 l,6,11-4,98,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Atimetodream (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,3 3/4 l,5,11-5,99,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,I Don't Get It (IRE),J. P. O'Sullivan,5,Neill McCluskey,1st,N/A,9,11-8,102,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Sarah's Soldier (IRE),D. E. Mullins,0,P. A. Fahy,PU,N/A,5,11-1,95,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Instant Return (IRE),Shane Fenelon,7,John Joseph Hanlon,16th,30 l,7,12-0,108,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Mont Athena,J. J. Slevin,0,Anthony McCann,15th,18 l,4,10-2,88,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,No Bodder (IRE),Donagh Meyler,0,Anthony Mullins,14th,11 l,7,10-13,93,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Leroy Leroy,D. J. O'Keeffe,0,John Joseph Hanlon,13th,4 1/2 l,7,11-1,95,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Gekkota (FR),Phillip Enright,0,T. J. O'Mara,12th,10 l,7,11-10,104,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Rebel Waltz (IRE),R. P. Geoghegan,7,T. J. Nagle Jnr,11th,Neck,9,11-8,102,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Farceur De Sivola (FR),Liam Quinlan,5,John Patrick Ryan,10th,9 l,8,11-1,95,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Deep Pockets (FR),A. M. McCurtin,0,Eoin Christopher McCarthy,9th,2 1/4 l,5,11-0t,94,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Bear Claws (IRE),C. P. McNamara,0,Eric McNamara,8th,8 l,7,10-13t,93,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Ricky Langford (IRE),Patrick O'Hanlon,5,P. J. Rothwell,7th,2 1/4 l,9,10-6,86,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Trendy Lady (IRE),M. P. O'Connor,5,Henry de Bromhead,6th,Neck,7,11-6t,100,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Figurehead (IRE),S. F. O'Keeffe,0,Sean Aherne,5th,3 1/4 l,6,11-8h1,102,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Cloudy Fountain (IRE),Sean Flanagan,0,W. J. Burke,4th,6 1/2 l,5,10-6,86,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Rathnaleen Kal (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,3rd,2 3/4 l,6,11-4,98,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,Atimetodream (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,3 3/4 l,5,11-5,99,True,56,32
Limerick Racing Results | 26th May 2023 19:15,N/A,19:15,Good To Yielding,2m 3f,I Don't Get It (IRE),J. P. O'Sullivan,5,Neill McCluskey,1st,N/A,9,11-8,102,True,56,32
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Portnacoo (IRE),L. A. McKenna,5,Jamie Albert Sloan,PU,N/A,5,11-6,94,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Sheephaven Flyer (IRE),Rachael Blackmore,0,Henry de Bromhead,PU,N/A,5,11-6,94,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Prussia with Love,Gavin Peter Brouder,5,Shane Crawley,PU,N/A,9,11-11t1,99,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,All Walks Of Life (IRE),C. G. O'Dwyer,5,M. Hourigan,PU,N/A,5,12-0,102,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Elusive Sea (IRE),B. W. Harvey,5,Gordon Elliott,F,N/A,6,11-4tp1,92,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Double Jubilee (IRE),C. Smithers,7,J. G. Murray,13th,9 1/2 l,9,11-4p1,92,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Elegant Dan (IRE),Sean Flanagan,0,David M. O'Brien,12th,4 l,10,11-3,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Finding Freedom (IRE),Shane Fenelon,7,John Joseph Hanlon,11th,7 l,5,11-1,89,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Carnet De Stage (IRE),Jack G. Gilligan,7,Eugene M. O'Sullivan,10th,3 1/2 l,8,11-3p,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Just Hannah (IRE),Conor Orr,0,Charles Byrnes,9th,4 3/4 l,6,11-6,94,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Saint Bernadette (IRE),N. T. Prendergast,7,John Patrick Ryan,8th,2 l,6,11-3,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Unheralded (IRE),R. P. Geoghegan,7,T. J. Nagle Jnr,7th,7 1/2 l,7,11-5,93,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Battle of Benburb (IRE),K. E. Buckley,3,John McConnell,6th,2 1/2 l,6,11-3t,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Jakie Mac (IRE),D. King,5,Damian Murphy,5th,Neck,7,11-11h,99,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Who's Houdini (IRE),J. J. Slevin,0,John Joseph Hanlon,4th,3/4 l,7,11-8,96,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Dylan Lombardy (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,3rd,10 l,7,11-5t,93,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Tilloughna (IRE),D. J. O'Keeffe,0,David Kenneth Budds,2nd,3/4 l,5,11-9t,97,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Arctic Ambition (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,8,11-0,88,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Portnacoo (IRE),L. A. McKenna,5,Jamie Albert Sloan,PU,N/A,5,11-6,94,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Sheephaven Flyer (IRE),Rachael Blackmore,0,Henry de Bromhead,PU,N/A,5,11-6,94,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Prussia with Love,Gavin Peter Brouder,5,Shane Crawley,PU,N/A,9,11-11t1,99,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,All Walks Of Life (IRE),C. G. O'Dwyer,5,M. Hourigan,PU,N/A,5,12-0,102,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Elusive Sea (IRE),B. W. Harvey,5,Gordon Elliott,F,N/A,6,11-4tp1,92,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Double Jubilee (IRE),C. Smithers,7,J. G. Murray,13th,9 1/2 l,9,11-4p1,92,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Elegant Dan (IRE),Sean Flanagan,0,David M. O'Brien,12th,4 l,10,11-3,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Finding Freedom (IRE),Shane Fenelon,7,John Joseph Hanlon,11th,7 l,5,11-1,89,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Carnet De Stage (IRE),Jack G. Gilligan,7,Eugene M. O'Sullivan,10th,3 1/2 l,8,11-3p,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Just Hannah (IRE),Conor Orr,0,Charles Byrnes,9th,4 3/4 l,6,11-6,94,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Saint Bernadette (IRE),N. T. Prendergast,7,John Patrick Ryan,8th,2 l,6,11-3,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Unheralded (IRE),R. P. Geoghegan,7,T. J. Nagle Jnr,7th,7 1/2 l,7,11-5,93,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Battle of Benburb (IRE),K. E. Buckley,3,John McConnell,6th,2 1/2 l,6,11-3t,91,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Jakie Mac (IRE),D. King,5,Damian Murphy,5th,Neck,7,11-11h,99,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Who's Houdini (IRE),J. J. Slevin,0,John Joseph Hanlon,4th,3/4 l,7,11-8,96,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Dylan Lombardy (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,3rd,10 l,7,11-5t,93,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Tilloughna (IRE),D. J. O'Keeffe,0,David Kenneth Budds,2nd,3/4 l,5,11-9t,97,True,56,33
Limerick Racing Results | 26th May 2023 19:45,N/A,19:45,Good To Yielding,2m 6f,Arctic Ambition (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,8,11-0,88,True,56,33
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,Lodge Lucy (IRE),Mr P. W. Gleeson,7,P. F. O'Donnell,18th,92 l,5,11-11,-,True,56,34
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,Magical Lass (IRE),Mr D. J. Walsh,7,Brendan Maurice Walsh,17th,73 l,6,11-11,-,True,56,34
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,Robin Des Boston (IRE),Mr A. O. Harrington,7,Sabrina J. Harty,16th,7 1/2 l,5,11-11,-,True,56,34
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,Gatewood Girl (IRE),Mr P. J. O'Neill,7,Gerard Kyne,15th,2 1/2 l,6,11-11,-,True,56,34
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,Missus Beeton (IRE),Mr A. P. Ryan,7,Shane Nolan,14th,4 1/2 l,5,11-11,-,True,56,34
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,Onebrightbluerose (IRE),Mr C. J. Shine,7,Patrick Cronin,13th,27 l,4,11-5,-,True,56,34
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,Emer Elysees (IRE),Mr J. W. Hendrick,7,Barry Fitzgerald,12th,6 l,5,11-11,-,True,56,34
Limerick Racing Results | 26th May 2023 20:15,N/A,20:15,Good To Yielding,2m 100y,The Grey Dove (IRE),Mr H. C. Swan,5,Gordon Elliott,11th,1 3/4 l,5,11-11,-,True,56,34
