track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Grey Gardens (FR),Mr J W Hendrick,7,P Nolan,10th,Neck,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Miss Kingston (IRE),Mr D M Russell,7,P F McEnery,9th,1 1/2 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Master Sydney (IRE),Ms N Burns,7,P W Flynn,8th,7 1/2 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Leopard D'irlande (FR),Mr D Doyle,7,S Curling,7th,3 3/4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Grey Jude (IRE),Mr P A King,5,Connor King,6th,1/2 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Le Diablo (FR),Mr F Maguire,0,P M J Doyle,5th,3/4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Test The Market,Mr H C Swan,0,G Elliott,4th,1 1/4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,3rd,4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Isabella Johnson (IRE),Mr J L Gleeson,3,Aidan Melia,2nd,6 1/2 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Jules Winfield (FR),Mr D O'Connor,0,A J Martin,1st,N/A,4,11-10t1,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Never Late (IRE),Mr R W Barron,5,C Byrnes,NR,N/A,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Katchforce (IRE),Mr A P Ryan,7,Charlie Keegan,PU,N/A,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Sarah The Jewel (IRE),Mr E P O'Brien,5,Paul Tobin,15th,27 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Facile Ocean (IRE),Mr E Finegan,7,Ciaran Murphy,14th,9 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Danalii (IRE),Mr O T Gilligan,7,P J Gilligan,13th,1 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Middlethird Marvel,Mr Alan O'Sullivan,7,N Lee,12th,3/4 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Blazing Duke (IRE),Mr D G Lavery,0,G P Cromwell,11th,2 1/4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Grey Gardens (FR),Mr J W Hendrick,7,P Nolan,10th,Neck,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Miss Kingston (IRE),Mr D M Russell,7,P F McEnery,9th,1 1/2 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Master Sydney (IRE),Ms N Burns,7,P W Flynn,8th,7 1/2 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Leopard D'irlande (FR),Mr D Doyle,7,S Curling,7th,3 3/4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Grey Jude (IRE),Mr P A King,5,Connor King,6th,1/2 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Le Diablo (FR),Mr F Maguire,0,P M J Doyle,5th,3/4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Test The Market,Mr H C Swan,0,G Elliott,4th,1 1/4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,3rd,4 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Isabella Johnson (IRE),Mr J L Gleeson,3,Aidan Melia,2nd,6 1/2 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Jules Winfield (FR),Mr D O'Connor,0,A J Martin,1st,N/A,4,11-10t1,-,True,168,32
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Cliadh Dubh (IRE),D S O'Sullivan,7,D W O'Sullivan,6th,3 l,2,9-7,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Mission Central (IRE),R L Moore,0,A P O'Brien,5th,1 1/2 l,2,9-7,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Mina Bonita (IRE),R P Cleary,0,A McGuinness,4th,2 3/4 l,2,9-2,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Award Ceremony (IRE),G M Ryan,0,Donnacha O'Brien,3rd,Short Head,2,9-2,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,First Approach (IRE),W M Lordan,0,A P O'Brien,2nd,1 1/2 l,2,9-7,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Leblon Beach,C T Keane,0,A Murray,1st,N/A,2,9-2,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Cliadh Dubh (IRE),D S O'Sullivan,7,D W O'Sullivan,6th,3 l,2,9-7,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Mission Central (IRE),R L Moore,0,A P O'Brien,5th,1 1/2 l,2,9-7,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Mina Bonita (IRE),R P Cleary,0,A McGuinness,4th,2 3/4 l,2,9-2,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Award Ceremony (IRE),G M Ryan,0,Donnacha O'Brien,3rd,Short Head,2,9-2,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,First Approach (IRE),W M Lordan,0,A P O'Brien,2nd,1 1/2 l,2,9-7,-,True,168,33
Dundalk Racing Results | 11th April 2025 17:30,N/A,17:30,Standard,5f,Leblon Beach,C T Keane,0,A Murray,1st,N/A,2,9-2,-,True,168,33
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Un Bacio Ancora (IRE),B M Coen,0,J Barcoe,12th,6 l,6,9-1,41,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Far At Sea (IRE),N M Crosse,0,P J F Murphy,11th,1 l,3,8-13,50,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Pinmoney,K J Leonard,0,Daniel Murphy,10th,1 1/4 l,3,9-9,60,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Spirit Of Eagles (IRE),W Joyce,5,Thomas Dowling,9th,Neck,5,9-8t,48,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,No Speed Limit (FR),Nicola Burns,7,P J McKenna,8th,1/2 l,10,9-10v,50,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Turn Up The Beat,G M Ryan,0,David Barry,7th,1 l,4,9-10,50,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,She's Smart (IRE),Adam Caffrey,0,A McGuinness,6th,1/2 l,4,10-2h,56,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Rattletheonionbag (IRE),D P McDonogh,0,W P Browne,5th,1/2 l,5,9-8p,48,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,My Girl Sioux (IRE),J S Dalton,10,A Slattery,4th,3/4 l,5,10-1,55,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Jackandthefox (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,3rd,1/2 l,6,9-7,47,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Beano Power (IRE),W J Lee,0,E Lynam,2nd,Neck,4,9-12t,52,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,1st,N/A,4,9-7,47,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Un Bacio Ancora (IRE),B M Coen,0,J Barcoe,12th,6 l,6,9-1,41,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Far At Sea (IRE),N M Crosse,0,P J F Murphy,11th,1 l,3,8-13,50,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Pinmoney,K J Leonard,0,Daniel Murphy,10th,1 1/4 l,3,9-9,60,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Spirit Of Eagles (IRE),W Joyce,5,Thomas Dowling,9th,Neck,5,9-8t,48,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,No Speed Limit (FR),Nicola Burns,7,P J McKenna,8th,1/2 l,10,9-10v,50,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Turn Up The Beat,G M Ryan,0,David Barry,7th,1 l,4,9-10,50,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,She's Smart (IRE),Adam Caffrey,0,A McGuinness,6th,1/2 l,4,10-2h,56,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Rattletheonionbag (IRE),D P McDonogh,0,W P Browne,5th,1/2 l,5,9-8p,48,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,My Girl Sioux (IRE),J S Dalton,10,A Slattery,4th,3/4 l,5,10-1,55,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Jackandthefox (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,3rd,1/2 l,6,9-7,47,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Beano Power (IRE),W J Lee,0,E Lynam,2nd,Neck,4,9-12t,52,True,168,34
Dundalk Racing Results | 11th April 2025 18:00,N/A,18:00,Standard,5f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,1st,N/A,4,9-7,47,True,168,34
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Cleverlydoesit (IRE),T Casey,10,Conor Maxwell,7th,12 l,4,10-6,-,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Ballymagreehan,L T McAteer,0,D Marnane,6th,1 1/2 l,3,9-8,-,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Ze Do Asfalto (IRE),W J Lee,0,A Murray,5th,3 1/2 l,3,9-8,80,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Heaven's Wish (IRE),G M Ryan,0,D Dias,4th,Neck,3,9-3t1,-,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Hugo's Girl (IRE),R C Colgan,0,Thomas Dowling,3rd,1 1/4 l,3,9-3,66,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Temperance (IRE),C D Hayes,0,Miss K McGivern,2nd,2 l,3,9-3p1,76,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Jorge Alvares (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-8b1,82,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Cleverlydoesit (IRE),T Casey,10,Conor Maxwell,7th,12 l,4,10-6,-,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Ballymagreehan,L T McAteer,0,D Marnane,6th,1 1/2 l,3,9-8,-,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Ze Do Asfalto (IRE),W J Lee,0,A Murray,5th,3 1/2 l,3,9-8,80,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Heaven's Wish (IRE),G M Ryan,0,D Dias,4th,Neck,3,9-3t1,-,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Hugo's Girl (IRE),R C Colgan,0,Thomas Dowling,3rd,1 1/4 l,3,9-3,66,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Temperance (IRE),C D Hayes,0,Miss K McGivern,2nd,2 l,3,9-3p1,76,True,168,35
Dundalk Racing Results | 11th April 2025 18:30,N/A,18:30,Standard,6f,Jorge Alvares (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-8b1,82,True,168,35
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Harriet Eagle (IRE),W J Lee,0,P J Flynn,NR,N/A,5,10-0,58,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Perseids (USA),R P Cleary,0,Miss Jennifer Anne Lynch,9th,8 1/2 l,5,10-1,59,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Allo Arry (IRE),D McMonagle,0,J C McConnell,8th,1 1/2 l,6,9-6v,50,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Nikki Swango (IRE),D W O'Connor,0,J C McConnell,7th,2 l,4,9-8,52,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Tynamite (IRE),L T McAteer,0,D Marnane,6th,1 3/4 l,11,9-4,48,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Annie Lavinia (IRE),C D Hayes,0,E Lynam,5th,1 1/2 l,3,9-1t1,59,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Bungle Inthedesert (IRE),Jessica O'Gorman,7,J C McConnell,4th,1/2 l,6,9-12tp,56,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Hezahunk (IRE),P McGettigan,7,P J McKenna,3rd,1/2 l,6,9-0p,44,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Mullacash Buzz (IRE),D J O'Connor,10,Thomas Dowling,2nd,1 l,7,10-1tp,59,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Macadam's Rock (IRE),B M Coen,0,Miss H McLoughlin,1st,N/A,7,10-2,60,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Harriet Eagle (IRE),W J Lee,0,P J Flynn,NR,N/A,5,10-0,58,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Perseids (USA),R P Cleary,0,Miss Jennifer Anne Lynch,9th,8 1/2 l,5,10-1,59,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Allo Arry (IRE),D McMonagle,0,J C McConnell,8th,1 1/2 l,6,9-6v,50,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Nikki Swango (IRE),D W O'Connor,0,J C McConnell,7th,2 l,4,9-8,52,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Tynamite (IRE),L T McAteer,0,D Marnane,6th,1 3/4 l,11,9-4,48,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Annie Lavinia (IRE),C D Hayes,0,E Lynam,5th,1 1/2 l,3,9-1t1,59,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Bungle Inthedesert (IRE),Jessica O'Gorman,7,J C McConnell,4th,1/2 l,6,9-12tp,56,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Hezahunk (IRE),P McGettigan,7,P J McKenna,3rd,1/2 l,6,9-0p,44,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Mullacash Buzz (IRE),D J O'Connor,10,Thomas Dowling,2nd,1 l,7,10-1tp,59,True,168,36
Dundalk Racing Results | 11th April 2025 19:00,N/A,19:00,Standard,7f,Macadam's Rock (IRE),B M Coen,0,Miss H McLoughlin,1st,N/A,7,10-2,60,True,168,36
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Glenroyal (IRE),D P McDonogh,0,J P O'Brien,7th,2 l,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Micasso (IRE),P McGettigan,7,D Kinsella,6th,2 1/4 l,3,9-8t1,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Minaun View,W J Lee,0,H De Bromhead,5th,4 1/4 l,3,9-3,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Drivers Seat,D McMonagle,0,J P O'Brien,4th,1 1/4 l,3,9-8,79,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Monkstown (IRE),R L Moore,0,A P O'Brien,3rd,1/2 l,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Leopold The First (IRE),R C Colgan,0,A Lee,2nd,2 1/4 l,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Professor Longhair (IRE),G M Ryan,0,Donnacha O'Brien,1st,N/A,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Glenroyal (IRE),D P McDonogh,0,J P O'Brien,7th,2 l,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Micasso (IRE),P McGettigan,7,D Kinsella,6th,2 1/4 l,3,9-8t1,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Minaun View,W J Lee,0,H De Bromhead,5th,4 1/4 l,3,9-3,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Drivers Seat,D McMonagle,0,J P O'Brien,4th,1 1/4 l,3,9-8,79,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Monkstown (IRE),R L Moore,0,A P O'Brien,3rd,1/2 l,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Leopold The First (IRE),R C Colgan,0,A Lee,2nd,2 1/4 l,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 19:30,N/A,19:30,Standard,1m,Professor Longhair (IRE),G M Ryan,0,Donnacha O'Brien,1st,N/A,3,9-8,-,True,168,37
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Flynn Ryder,S Foley,0,Eoghan O'Neill,NR,N/A,3,9-11p1,69,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Ohmali (IRE),W M Lordan,0,N Lupini,7th,4 3/4 l,3,9-9h1,67,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Ranting And Raven (IRE),B M Coen,0,J P Murtagh,6th,1/2 l,3,9-3,61,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Sottsands (IRE),Adam Caffrey,0,A McGuinness,5th,1 1/2 l,3,9-10v,68,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Berto Ramirez,L T McAteer,0,D Marnane,4th,Head,3,10-3,75,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Alumni Lia (IRE),J Cleary,5,A Murray,3rd,Neck,3,9-6p,64,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Quickshot (USA),W J Lee,0,A Murray,2nd,1 3/4 l,3,9-11,69,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Drucker (USA),A J Slattery,0,A Slattery,1st,N/A,3,9-6,64,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Flynn Ryder,S Foley,0,Eoghan O'Neill,NR,N/A,3,9-11p1,69,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Ohmali (IRE),W M Lordan,0,N Lupini,7th,4 3/4 l,3,9-9h1,67,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Ranting And Raven (IRE),B M Coen,0,J P Murtagh,6th,1/2 l,3,9-3,61,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Sottsands (IRE),Adam Caffrey,0,A McGuinness,5th,1 1/2 l,3,9-10v,68,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Berto Ramirez,L T McAteer,0,D Marnane,4th,Head,3,10-3,75,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Alumni Lia (IRE),J Cleary,5,A Murray,3rd,Neck,3,9-6p,64,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Quickshot (USA),W J Lee,0,A Murray,2nd,1 3/4 l,3,9-11,69,True,168,38
Dundalk Racing Results | 11th April 2025 20:00,N/A,20:00,Standard,1m 2f 150y,Drucker (USA),A J Slattery,0,A Slattery,1st,N/A,3,9-6,64,True,168,38
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Cu Chulainn,R M Mulligan,7,Laura Hourigan,NR,N/A,7,9-4tp1,48,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Flier,G F Carroll,0,Mrs D Foster,NR,N/A,6,9-11t,55,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Lady Montse (IRE),M W Hassett,5,J Barcoe,12th,12 l,5,8-10,40,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Nika Pika (IRE),P A Harnett,5,N C Kelly,11th,10 l,4,10-2h,60,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Together Aclaim,R Coakley,0,J C McConnell,10th,1 1/4 l,6,9-1t,45,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Waystar (IRE),D W O'Connor,0,J C McConnell,9th,Neck,4,9-10,54,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Pegasus Of Harry,J Kearney,5,E O'Connell,8th,1 1/4 l,4,9-10,54,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Tyder (IRE),A J Slattery,0,A Slattery,7th,3/4 l,4,9-5,49,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Man Is King (IRE),W Joyce,5,Thomas Dowling,6th,1 l,6,9-13,57,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Doctor Grace (IRE),Adam Caffrey,0,A McGuinness,5th,2 1/4 l,5,10-1p,59,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Master Garvey (IRE),C D Hayes,0,Joseph Murray,4th,1/2 l,5,9-9t,53,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Gardone (IRE),C T Keane,0,E McNamara,3rd,Nose,5,9-9b,53,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Chopsticks (IRE),S Foley,0,S M Duffy,2nd,Head,5,9-8tp,52,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Albion Princess,P McGettigan,7,D Kinsella,1st,N/A,6,8-10tb1,40,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Cu Chulainn,R M Mulligan,7,Laura Hourigan,NR,N/A,7,9-4tp1,48,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Flier,G F Carroll,0,Mrs D Foster,NR,N/A,6,9-11t,55,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Lady Montse (IRE),M W Hassett,5,J Barcoe,12th,12 l,5,8-10,40,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Nika Pika (IRE),P A Harnett,5,N C Kelly,11th,10 l,4,10-2h,60,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Together Aclaim,R Coakley,0,J C McConnell,10th,1 1/4 l,6,9-1t,45,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Waystar (IRE),D W O'Connor,0,J C McConnell,9th,Neck,4,9-10,54,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Pegasus Of Harry,J Kearney,5,E O'Connell,8th,1 1/4 l,4,9-10,54,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Tyder (IRE),A J Slattery,0,A Slattery,7th,3/4 l,4,9-5,49,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Man Is King (IRE),W Joyce,5,Thomas Dowling,6th,1 l,6,9-13,57,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Doctor Grace (IRE),Adam Caffrey,0,A McGuinness,5th,2 1/4 l,5,10-1p,59,True,168,39
Dundalk Racing Results | 11th April 2025 20:30,N/A,20:30,Standard,1m 2f 150y,Master Garvey (IRE),C D Hayes,0,Joseph Murray,4th,1/2 l,5,9-9t,53,True,168,39
