track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 12th May 2023 20:30,N/A,20:30,Yielding  Flat (Turf),2m,Willwekeephim (IRE),Mr L. J. Murphy,7,Peter John Flood,5th,4 1/4 l,5,12-0,-,True,54,7
Kilbeggan Racing Results | 12th May 2023 20:30,N/A,20:30,Yielding  Flat (Turf),2m,Toonagh Warrior (IRE),Niall Moore,7,Philip Fenton,4th,4 1/4 l,5,12-0,-,True,54,7
Kilbeggan Racing Results | 12th May 2023 20:30,N/A,20:30,Yielding  Flat (Turf),2m,Joshua Des Flos (FR),Mr T. Hamilton,0,Joseph Patrick O'Brien,3rd,6 l,5,12-0,-,True,54,7
Kilbeggan Racing Results | 12th May 2023 20:30,N/A,20:30,Yielding  Flat (Turf),2m,Croke Park (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,11 l,5,12-0,-,True,54,7
Kilbeggan Racing Results | 12th May 2023 20:30,N/A,20:30,Yielding  Flat (Turf),2m,You Oughta Know (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,12-0,-,True,54,7
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Excel In Space (IRE),G. F. Carroll,0,Michael Mulvany,12th,16 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Vangelis (IRE),R. P. Whelan,0,Jack W. Davison,11th,18 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Nika Pika (IRE),R. C. Colgan,0,Patrick Magee,10th,1 l,2,9-2,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,General Assembly (IRE),C. T. Keane,0,G. M. Lyons,9th,1 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Battle Cry (IRE),Seamie Heffernan,0,Aidan O'Brien,8th,4 1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Prince X J (IRE),William James Lee,0,M. D. O'Callaghan,7th,2 1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Romford (IRE),D. B. McMonagle,0,Kieran Patrick Cotter,6th,1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Zelestial,Declan McDonogh,0,Joseph Patrick O'Brien,5th,1 1/2 l,2,9-2,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Battle Fleet (FR),W. M. Lordan,0,Aidan O'Brien,4th,1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Kandoo (IRE),L. T. McAteer,3,Jack W. Davison,3rd,3/4 l,2,9-2,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Jalaybee,C. D. Hayes,0,D. K. Weld,2nd,3/4 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Givemethebeatboys (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Excel In Space (IRE),G. F. Carroll,0,Michael Mulvany,12th,16 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Vangelis (IRE),R. P. Whelan,0,Jack W. Davison,11th,18 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Nika Pika (IRE),R. C. Colgan,0,Patrick Magee,10th,1 l,2,9-2,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,General Assembly (IRE),C. T. Keane,0,G. M. Lyons,9th,1 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Battle Cry (IRE),Seamie Heffernan,0,Aidan O'Brien,8th,4 1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Prince X J (IRE),William James Lee,0,M. D. O'Callaghan,7th,2 1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Romford (IRE),D. B. McMonagle,0,Kieran Patrick Cotter,6th,1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Zelestial,Declan McDonogh,0,Joseph Patrick O'Brien,5th,1 1/2 l,2,9-2,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Battle Fleet (FR),W. M. Lordan,0,Aidan O'Brien,4th,1/2 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Kandoo (IRE),L. T. McAteer,3,Jack W. Davison,3rd,3/4 l,2,9-2,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Jalaybee,C. D. Hayes,0,D. K. Weld,2nd,3/4 l,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 13:45,N/A,13:45,Soft (Yielding In Places),5f 164y,Givemethebeatboys (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-7,-,True,54,8
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Short N Sweet (IRE),J. A. Powell,2,P. J. F. Murphy,23rd,35 l,4,8-12p,47,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Tic Tac Toe (IRE),C. J. MacRedmond,0,Ray Hackett,22nd,1/2 l,3,9-2,60,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Helmet Star,S. P. Bird,7,John Larkin,21st,1 l,4,8-12t,47,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,El Maga (IRE),M. W. Hassett,7,Tom McGuinness,20th,3/4 l,4,9-5,54,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Sin E Shekells,O. Enright,7,J. G. Murray,19th,1 1/2 l,6,8-12p,47,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Jumra (IRE),J. J. G. Ryan,4,T. G. McCourt,18th,1 3/4 l,3,8-8,52,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Pretty Boy Floyd (IRE),S. McCullagh,0,Mrs Sarah Dawson,17th,1 1/4 l,8,10-2b,65,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Adam's Angel (IRE),S. R. Markey,7,Francis Casey,16th,1 l,4,8-12,47,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Inthepoorhouse (IRE),Oisin McSweeney,0,Kieran Patrick Cotter,15th,Short Head,3,8-13b,57,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Eruption (IRE),P. A. Harnett,4,Matthew J. Smith,14th,1/2 l,4,9-4,53,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Purring Along (IRE),L. T. McAteer,0,S. M. Duffy,13th,1/2 l,4,9-2v,51,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Art of Unity,D. N. Curran,7,Muredach Kelly,12th,Nose,8,10-2h,65,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Atbay (IRE),J. Kearney,4,Mark Fahey,11th,3/4 l,4,9-8,57,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Let's Believe (IRE),C. Geerdharry,7,Richard Brabazon,10th,1/2 l,5,8-12,47,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Zig Zag Zyggy (IRE),Adam Caffrey,4,Adrian McGuinness,9th,Head,8,9-11,60,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Teddy Boy (IRE),D. E. Sheehy,0,Edward Lynam,8th,1/2 l,8,8-12,47,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Allie Bear (IRE),Jessica O'Gorman,7,C. W. J. Farrell,7th,1/2 l,3,8-10,54,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Peerless (IRE),S. D. Bowen,7,Denis Hogan,6th,1/2 l,5,9-5tb1,54,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Conversant (IRE),J. M. Sheridan,0,Denis Hogan,5th,1 3/4 l,8,10-0tb,63,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Sense Of Security,Ben Martin Coen,2,John Larkin,4th,2 l,4,9-11h,60,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Scarlet Dancer (IRE),R. Whearty,4,James McAuley,3rd,1 1/2 l,4,9-9p,58,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Catherine Chroi (IRE),Siobhan Rutledge,0,Ms Claire O'Connell,2nd,1 3/4 l,5,9-2b,51,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Markievicz (IRE),C. Stone-Walsh,7,Ms Sheila Lavery,1st,N/A,5,8-12,47,True,54,9
Navan Racing Results | 13th May 2023 14:20,N/A,14:20,Soft (Yielding In Places),5f 164y,Short N Sweet (IRE),J. A. Powell,2,P. J. F. Murphy,23rd,35 l,4,8-12p,47,True,54,9
