track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Sportinthepark (IRE),S W Flanagan,0,N Meade,1st,N/A,5,11-5,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Battle It Out (IRE),C G O'Dwyer,5,C O'Dwyer,UR,N/A,6,11-9h,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,The Other Mozzie (IRE),K E Buckley,0,G P Cromwell,UR,N/A,5,11-9,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Little Mixup (IRE),M M McDonagh,0,D Hogan,RR,N/A,7,11-5,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Metersandmasks (IRE),P T Enright,0,Padraig Butler,6th,2 3/4 l,8,11-5,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Canal End (IRE),S D Torrens,0,Peter Fahey,5th,3 3/4 l,6,11-5,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,One Last Tango (IRE),M P Walsh,0,E Griffin,4th,9 l,7,11-5,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Will Do (IRE),Sam Ewing,0,G Elliott,3rd,4 1/4 l,7,11-5,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Sea Music (IRE),D Meyler,0,E Mullins,2nd,8 1/2 l,6,11-9t,-,True,148,17
Galway Racing Results | 26th October 2024 15:38,N/A,15:38,Yielding To Soft,2m 2f 54y,Sportinthepark (IRE),S W Flanagan,0,N Meade,1st,N/A,5,11-5,-,True,148,17
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Watch The Weather,D Meyler,0,R P Cody,NR,N/A,8,11-0t,123,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Desert Cave (IRE),K C Sexton,0,D Queally,10th,23 l,6,10-6t,115,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Coole Cherry (IRE),B Hayes,0,W P Mullins,9th,44 l,6,10-5,114,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Early Arrival (IRE),K Callaghan,5,J Barcoe,8th,3 l,9,10-0,109,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Enjoy D'allen (FR),C Stone-Walsh,5,Ciaran Murphy,7th,1 3/4 l,10,10-2,111,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Krabat (IRE),C M Quirke,5,M J McDonagh,6th,Head,9,10-5,114,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Shoot First (IRE),P Byrnes,0,C Byrnes,5th,1/2 l,8,11-12,135,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Hgranca De Thaix (FR),M J M O'Sullivan,0,B Connell,4th,4 1/2 l,7,10-12,121,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Iceberg Theory (IRE),S W Flanagan,0,P Nolan,3rd,6 l,5,10-12p,121,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Zeeband (IRE),J G Gilligan,7,P J Gilligan,2nd,1/2 l,7,11-10t,133,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Four Clean Aces (IRE),P Townend,0,W P Mullins,1st,N/A,6,10-10,119,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Watch The Weather,D Meyler,0,R P Cody,NR,N/A,8,11-0t,123,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Desert Cave (IRE),K C Sexton,0,D Queally,10th,23 l,6,10-6t,115,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Coole Cherry (IRE),B Hayes,0,W P Mullins,9th,44 l,6,10-5,114,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Early Arrival (IRE),K Callaghan,5,J Barcoe,8th,3 l,9,10-0,109,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Enjoy D'allen (FR),C Stone-Walsh,5,Ciaran Murphy,7th,1 3/4 l,10,10-2,111,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Krabat (IRE),C M Quirke,5,M J McDonagh,6th,Head,9,10-5,114,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Shoot First (IRE),P Byrnes,0,C Byrnes,5th,1/2 l,8,11-12,135,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Hgranca De Thaix (FR),M J M O'Sullivan,0,B Connell,4th,4 1/2 l,7,10-12,121,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Iceberg Theory (IRE),S W Flanagan,0,P Nolan,3rd,6 l,5,10-12p,121,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Zeeband (IRE),J G Gilligan,7,P J Gilligan,2nd,1/2 l,7,11-10t,133,True,148,18
Galway Racing Results | 26th October 2024 16:13,N/A,16:13,Yielding To Soft,2m 5f 200y,Four Clean Aces (IRE),P Townend,0,W P Mullins,1st,N/A,6,10-10,119,True,148,18
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Johnny Cakes (FR),Non Runner,0,P J Rothwell,NR,N/A,5,10-13p,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,PU,N/A,11,10-13,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Land Jet (IRE),M P O'Connor,0,Peter Maher,PU,N/A,8,10-13,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Oskar High (IRE),S O'Callaghan,5,N Lee,PU,N/A,12,11-3p,84,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Kerrytown Rock (IRE),D Meyler,0,Shane Gallagher,PU,N/A,7,10-13,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Max Time (IRE),D J Gilligan,0,I Madden,16th,23 l,7,11-5t,86,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,O'Faolains Glory (IRE),J Smith,7,Ian Donoghue,15th,22 l,7,11-11,92,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Dark Voyager (IRE),K C Sexton,0,Aidan Melia,14th,26 l,7,11-13,94,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Winter Carnival (IRE),A M King,7,J Neilan,13th,6 l,9,11-4t1,85,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Loughrask Rainbow (IRE),S F O'Keeffe,0,B McMahon,12th,3/4 l,6,11-8,89,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Delias Pet (IRE),Mr D Doyle,7,T Doyle,11th,2 l,9,11-2,83,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Ivane (FR),E Walsh,0,Ciaran Murphy,10th,Neck,6,11-4b1,85,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Coffeys Forge (IRE),Niall Moore,7,P Ryan,9th,3/4 l,8,12-0,95,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,County Champs (IRE),P Byrnes,0,B McMahon,8th,3/4 l,5,11-3,84,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Beggars Rock (IRE),S Fitzgerald,0,D Queally,7th,Neck,5,12-0,95,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Mahler Appeal (IRE),S W Flanagan,0,G J Power,6th,10 l,8,11-7p,88,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Hill Rocket (IRE),J Kearney,5,C Collins,5th,4 1/2 l,6,12-0p,95,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Stowaway Lass (IRE),P T Enright,0,S Curling,4th,1/2 l,10,11-0,81,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Barryroe Madam (FR),M J M O'Sullivan,0,B McMahon,3rd,1/2 l,5,11-7h1,88,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Walk In Time (IRE),C M Quirke,5,D H Kelly,2nd,3 3/4 l,7,11-10t1,91,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Meehall (IRE),C M Hogan,7,E McNamara,1st,N/A,8,12-0ht,95,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Johnny Cakes (FR),Non Runner,0,P J Rothwell,NR,N/A,5,10-13p,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,PU,N/A,11,10-13,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Land Jet (IRE),M P O'Connor,0,Peter Maher,PU,N/A,8,10-13,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Oskar High (IRE),S O'Callaghan,5,N Lee,PU,N/A,12,11-3p,84,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Kerrytown Rock (IRE),D Meyler,0,Shane Gallagher,PU,N/A,7,10-13,80,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Max Time (IRE),D J Gilligan,0,I Madden,16th,23 l,7,11-5t,86,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,O'Faolains Glory (IRE),J Smith,7,Ian Donoghue,15th,22 l,7,11-11,92,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Dark Voyager (IRE),K C Sexton,0,Aidan Melia,14th,26 l,7,11-13,94,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Winter Carnival (IRE),A M King,7,J Neilan,13th,6 l,9,11-4t1,85,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Loughrask Rainbow (IRE),S F O'Keeffe,0,B McMahon,12th,3/4 l,6,11-8,89,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Delias Pet (IRE),Mr D Doyle,7,T Doyle,11th,2 l,9,11-2,83,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Ivane (FR),E Walsh,0,Ciaran Murphy,10th,Neck,6,11-4b1,85,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Coffeys Forge (IRE),Niall Moore,7,P Ryan,9th,3/4 l,8,12-0,95,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,County Champs (IRE),P Byrnes,0,B McMahon,8th,3/4 l,5,11-3,84,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Beggars Rock (IRE),S Fitzgerald,0,D Queally,7th,Neck,5,12-0,95,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Mahler Appeal (IRE),S W Flanagan,0,G J Power,6th,10 l,8,11-7p,88,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Hill Rocket (IRE),J Kearney,5,C Collins,5th,4 1/2 l,6,12-0p,95,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Stowaway Lass (IRE),P T Enright,0,S Curling,4th,1/2 l,10,11-0,81,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Barryroe Madam (FR),M J M O'Sullivan,0,B McMahon,3rd,1/2 l,5,11-7h1,88,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Walk In Time (IRE),C M Quirke,5,D H Kelly,2nd,3 3/4 l,7,11-10t1,91,True,148,19
Galway Racing Results | 26th October 2024 16:45,N/A,16:45,Yielding To Soft,3m,Meehall (IRE),C M Hogan,7,E McNamara,1st,N/A,8,12-0ht,95,True,148,19
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Warriors Wood,Mr J H Williamson,7,A McNamara,9th,15 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Hei (IRE),Mr A P Kennedy,7,Colm Murphy,8th,51 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,O' Bon Pardon (FR),C D Smithers,7,P Nolan,7th,1 3/4 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,James The Brave (IRE),Mr J L Gleeson,3,Padraig Butler,6th,Head,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Gaoithe Glory (IRE),C M Hogan,7,E McNamara,5th,3 1/2 l,4,11-10t,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Knowing Me (IRE),Mr D L Queally,0,D Queally,4th,20 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,That Danny Feeling (IRE),Mr D Allen,7,T O'Brien,3rd,19 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Heads Up,Mr H C Swan,3,J C McConnell,2nd,2 3/4 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Colcannon (IRE),Mr D O'Connor,0,N Meade,1st,N/A,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Warriors Wood,Mr J H Williamson,7,A McNamara,9th,15 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Hei (IRE),Mr A P Kennedy,7,Colm Murphy,8th,51 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,O' Bon Pardon (FR),C D Smithers,7,P Nolan,7th,1 3/4 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,James The Brave (IRE),Mr J L Gleeson,3,Padraig Butler,6th,Head,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Gaoithe Glory (IRE),C M Hogan,7,E McNamara,5th,3 1/2 l,4,11-10t,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Knowing Me (IRE),Mr D L Queally,0,D Queally,4th,20 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,That Danny Feeling (IRE),Mr D Allen,7,T O'Brien,3rd,19 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Heads Up,Mr H C Swan,3,J C McConnell,2nd,2 3/4 l,4,11-10,-,True,148,20
Galway Racing Results | 26th October 2024 17:18,N/A,17:18,Yielding To Soft  Flat (Turf),2m 90y,Colcannon (IRE),Mr D O'Connor,0,N Meade,1st,N/A,4,11-10,-,True,148,20
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Just Merry (IRE),R Deegan,0,Leonard Flynn,PU,N/A,6,11-7t,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Snugsborough Jc (IRE),D P Maxwell,7,J P Broderick,7th,42 l,6,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Light Her Up (IRE),J Kearney,5,H P Finegan,6th,3/4 l,6,11-7t,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Mollys Kingdom (IRE),D E Mullins,0,J P Ryan,5th,36 l,5,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Half Past Tipsy (IRE),K M Donoghue,0,G P Cromwell,4th,11 l,5,11-7h,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Fillusin (IRE),Sam Ewing,0,G Elliott,3rd,10 l,5,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Whimsy,J P O'Sullivan,0,A McCann,2nd,1/2 l,5,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Mozzies Sister (IRE),S Fitzgerald,0,D Queally,1st,N/A,5,11-7t,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Just Merry (IRE),R Deegan,0,Leonard Flynn,PU,N/A,6,11-7t,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Snugsborough Jc (IRE),D P Maxwell,7,J P Broderick,7th,42 l,6,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Light Her Up (IRE),J Kearney,5,H P Finegan,6th,3/4 l,6,11-7t,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Mollys Kingdom (IRE),D E Mullins,0,J P Ryan,5th,36 l,5,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Half Past Tipsy (IRE),K M Donoghue,0,G P Cromwell,4th,11 l,5,11-7h,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Fillusin (IRE),Sam Ewing,0,G Elliott,3rd,10 l,5,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Whimsy,J P O'Sullivan,0,A McCann,2nd,1/2 l,5,11-7,-,True,148,21
Galway Racing Results | 27th October 2024 12:55,N/A,12:55,Yielding To Soft,2m 11y,Mozzies Sister (IRE),S Fitzgerald,0,D Queally,1st,N/A,5,11-7t,-,True,148,21
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Arion Soldier (IRE),R A Doyle,0,Eamon Courtney,12th,30 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Maxi Mac Gold (FR),S F O'Keeffe,0,P Nolan,11th,25 l,5,11-12tp1,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,He's Home Again (IRE),P Byrnes,0,E Cawley,10th,2 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Ik's Man (FR),J P Shinnick,5,T O'Brien,9th,5 1/2 l,8,11-12t,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Hillsdale (IRE),E Walsh,0,J P Dempsey,8th,9 l,5,11-12h,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Pitwood Road,M J M O'Sullivan,0,T O'Brien,7th,1/2 l,6,11-5b,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,West Is Awake (IRE),K E Buckley,0,E Cawley,6th,26 l,8,11-12h,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Sir Argus,B Hayes,0,W P Mullins,5th,11 l,7,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Sequestered (IRE),J G Gilligan,5,P J Gilligan,4th,Short Head,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Mint Boy (IRE),K M Donoghue,0,G P Cromwell,3rd,1 1/2 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Sa Majeste (FR),M P Walsh,0,W P Mullins,2nd,8 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Search For Glory (IRE),Sam Ewing,0,G Elliott,1st,N/A,7,11-12tp,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Arion Soldier (IRE),R A Doyle,0,Eamon Courtney,12th,30 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Maxi Mac Gold (FR),S F O'Keeffe,0,P Nolan,11th,25 l,5,11-12tp1,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,He's Home Again (IRE),P Byrnes,0,E Cawley,10th,2 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Ik's Man (FR),J P Shinnick,5,T O'Brien,9th,5 1/2 l,8,11-12t,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Hillsdale (IRE),E Walsh,0,J P Dempsey,8th,9 l,5,11-12h,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Pitwood Road,M J M O'Sullivan,0,T O'Brien,7th,1/2 l,6,11-5b,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,West Is Awake (IRE),K E Buckley,0,E Cawley,6th,26 l,8,11-12h,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Sir Argus,B Hayes,0,W P Mullins,5th,11 l,7,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Sequestered (IRE),J G Gilligan,5,P J Gilligan,4th,Short Head,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Mint Boy (IRE),K M Donoghue,0,G P Cromwell,3rd,1 1/2 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Sa Majeste (FR),M P Walsh,0,W P Mullins,2nd,8 l,6,11-12,-,True,148,22
Galway Racing Results | 27th October 2024 13:30,N/A,13:30,Yielding To Soft,2m 6f 111y,Search For Glory (IRE),Sam Ewing,0,G Elliott,1st,N/A,7,11-12tp,-,True,148,22
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,Galon De Vauzelle (FR),T Power Roche,7,P J Rothwell,NR,N/A,8,10-10b,121,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,Toofareastiswest (IRE),D E Mullins,0,A O'Grady,PU,N/A,8,10-3tp1,114,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,Ask Anything (IRE),K M Donoghue,0,G P Cromwell,F,N/A,6,11-7ht,132,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,Flash De Touzaine (FR),S F O'Keeffe,0,Liz Doyle,9th,12 l,9,11-1tp,126,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,From The Ashes (IRE),P Byrnes,0,C Byrnes,8th,1 1/2 l,7,10-9,120,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,Paidi's Passion (IRE),G Brouder,5,P W Flynn,7th,7 1/2 l,8,10-7,118,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,Jumping Jet (IRE),C P Millar,7,G Elliott,6th,1/2 l,8,11-3,128,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,My Immortal (IRE),M J M O'Sullivan,0,B Connell,5th,4 l,8,11-7,132,True,148,23
Galway Racing Results | 27th October 2024 14:05,N/A,14:05,Soft,2m 6f 111y,Neveradullmoment (IRE),M P Walsh,0,J P Dempsey,4th,1 1/4 l,7,11-0tp,125,True,148,23
