track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 6th August 2023 17:30,N/A,17:30,Good (Good To Yielding)  Flat (Turf),2m,Chef D'etat (IRE),Ms T. Kingsley,7,John Joseph Hanlon,6th,Head,4,12-0,-,True,72,7
Galway Racing Results | 6th August 2023 17:30,N/A,17:30,Good (Good To Yielding)  Flat (Turf),2m,Crooked Tannie (IRE),Mr H. C. Swan,5,Cian Michael Collins,5th,1 l,4,11-11,-,True,72,7
Galway Racing Results | 6th August 2023 17:30,N/A,17:30,Good (Good To Yielding)  Flat (Turf),2m,Mont Beuvray (IRE),Mr A. P. Ryan,7,John Patrick Ryan,4th,16 l,5,11-7,-,True,72,7
Galway Racing Results | 6th August 2023 17:30,N/A,17:30,Good (Good To Yielding)  Flat (Turf),2m,Lionnar (IRE),Mr J. L. Gleeson,5,Joseph Patrick O'Brien,3rd,5 l,4,11-4,-,True,72,7
Galway Racing Results | 6th August 2023 17:30,N/A,17:30,Good (Good To Yielding)  Flat (Turf),2m,Toto Too (IRE),E. A. Fitzgerald,7,Peter Fahey,2nd,2 l,6,11-7,-,True,72,7
Galway Racing Results | 6th August 2023 17:30,N/A,17:30,Good (Good To Yielding)  Flat (Turf),2m,You Oughta Know (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,12-0,-,True,72,7
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Lucky Storm (IRE),Sam Ewing,0,Gordon Elliott,F,N/A,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Aleish Lass (IRE),S. Fitzgerald,0,Michael Winters,16th,7 1/2 l,4,11-4,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Castle Arms Casa (IRE),D. E. Mullins,0,W. J. Lanigan,15th,Short Head,7,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Lady Leanora (IRE),Peter Carberry,0,A. J. Martin,14th,33 l,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Starita (IRE),Sean Flanagan,0,David Harry Kelly,13th,1 1/2 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Yara Greyjoy (IRE),Patrick O'Hanlon,5,P. J. Rothwell,12th,Nose,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Electric Dreamer (IRE),R. A. Doyle,0,W. J. Burke,11th,7 1/2 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Tiernaboul (IRE),A. M. McCurtin,0,Brian O'Keeffe,10th,1 1/2 l,8,11-7t1,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Perfectway (IRE),Donagh Meyler,0,Eoin Griffin,9th,1 l,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Native Song (IRE),J. J. Slevin,0,P. Kiely,8th,3/4 l,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Lily's Choice (IRE),D. J. O'Keeffe,0,David Harry Kelly,7th,Neck,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Half Off Six Pence (IRE),B. W. Harvey,3,David Harry Kelly,6th,4 3/4 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Is That So (IRE),Eoin G. Kelly,7,Adrian Murray,5th,Neck,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Only A Dollar (IRE),S. F. O'Keeffe,0,Sean Aherne,4th,4 1/4 l,5,11-7h1,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Rebel Treaty (IRE),Phillip Enright,0,Paul O'Flynn,3rd,6 1/2 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Zoomtime (IRE),Miss A. L. Fitzgibbon,7,Ross O'Sullivan,2nd,2 3/4 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Moon Rise Beauty (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-7t,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Lucky Storm (IRE),Sam Ewing,0,Gordon Elliott,F,N/A,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Aleish Lass (IRE),S. Fitzgerald,0,Michael Winters,16th,7 1/2 l,4,11-4,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Castle Arms Casa (IRE),D. E. Mullins,0,W. J. Lanigan,15th,Short Head,7,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Lady Leanora (IRE),Peter Carberry,0,A. J. Martin,14th,33 l,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Starita (IRE),Sean Flanagan,0,David Harry Kelly,13th,1 1/2 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Yara Greyjoy (IRE),Patrick O'Hanlon,5,P. J. Rothwell,12th,Nose,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Electric Dreamer (IRE),R. A. Doyle,0,W. J. Burke,11th,7 1/2 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Tiernaboul (IRE),A. M. McCurtin,0,Brian O'Keeffe,10th,1 1/2 l,8,11-7t1,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Perfectway (IRE),Donagh Meyler,0,Eoin Griffin,9th,1 l,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Native Song (IRE),J. J. Slevin,0,P. Kiely,8th,3/4 l,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Lily's Choice (IRE),D. J. O'Keeffe,0,David Harry Kelly,7th,Neck,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Half Off Six Pence (IRE),B. W. Harvey,3,David Harry Kelly,6th,4 3/4 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Is That So (IRE),Eoin G. Kelly,7,Adrian Murray,5th,Neck,6,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Only A Dollar (IRE),S. F. O'Keeffe,0,Sean Aherne,4th,4 1/4 l,5,11-7h1,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Rebel Treaty (IRE),Phillip Enright,0,Paul O'Flynn,3rd,6 1/2 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Zoomtime (IRE),Miss A. L. Fitzgibbon,7,Ross O'Sullivan,2nd,2 3/4 l,5,11-7,-,True,72,8
Cork Racing Results | 7th August 2023 14:00,N/A,14:00,Good To Yielding (Good In Places),2m 1f,Moon Rise Beauty (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-7t,-,True,72,8
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,War Correspondent (IRE),Rachael Blackmore,0,R. P. Cody,11th,12 l,4,11-11tp,118,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Valleyoftheeagles (IRE),Sean Flanagan,0,Martin Hassett,10th,2 3/4 l,5,11-12tp,116,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Douglas Dc (IRE),D. J. Gilligan,5,Gordon Elliott,9th,1 3/4 l,5,11-12p,116,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Clever Currency (IRE),B. P. Kennedy,7,Paul W. Flynn,8th,3/4 l,6,11-8t,112,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Morning Logic (IRE),B. W. Harvey,3,Thomas Coyle,7th,1/2 l,6,11-0h,104,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Cash The Cheque (IRE),A. P. Heskin,0,Anthony McCann,6th,4 3/4 l,5,11-4h,108,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Early Arrival (IRE),J. J. Slevin,0,James M. Barcoe,5th,Neck,8,10-9t,99,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Brookie (IRE),Peter Carberry,0,A. J. Martin,4th,4 l,6,11-11t,115,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Presenting Lad (IRE),D. King,5,Mark McNiff,3rd,4 l,7,10-13t,103,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Sequoiaspirit (IRE),Kieran Callaghan,5,Ray Hackett,2nd,Short Head,6,11-5,109,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Ricky Langford (IRE),C. M. Quirke,5,P. J. Rothwell,1st,N/A,9,10-0p,90,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,War Correspondent (IRE),Rachael Blackmore,0,R. P. Cody,11th,12 l,4,11-11tp,118,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Valleyoftheeagles (IRE),Sean Flanagan,0,Martin Hassett,10th,2 3/4 l,5,11-12tp,116,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Douglas Dc (IRE),D. J. Gilligan,5,Gordon Elliott,9th,1 3/4 l,5,11-12p,116,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Clever Currency (IRE),B. P. Kennedy,7,Paul W. Flynn,8th,3/4 l,6,11-8t,112,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Morning Logic (IRE),B. W. Harvey,3,Thomas Coyle,7th,1/2 l,6,11-0h,104,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Cash The Cheque (IRE),A. P. Heskin,0,Anthony McCann,6th,4 3/4 l,5,11-4h,108,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Early Arrival (IRE),J. J. Slevin,0,James M. Barcoe,5th,Neck,8,10-9t,99,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Brookie (IRE),Peter Carberry,0,A. J. Martin,4th,4 l,6,11-11t,115,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Presenting Lad (IRE),D. King,5,Mark McNiff,3rd,4 l,7,10-13t,103,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Sequoiaspirit (IRE),Kieran Callaghan,5,Ray Hackett,2nd,Short Head,6,11-5,109,True,72,9
Cork Racing Results | 7th August 2023 14:33,N/A,14:33,Good To Yielding (Good In Places),2m 1f,Ricky Langford (IRE),C. M. Quirke,5,P. J. Rothwell,1st,N/A,9,10-0p,90,True,72,9
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Coburg (IRE),Kieran Callaghan,2,Liam P. Cusack,PU,N/A,6,11-12t,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Taking Control (IRE),D. King,0,Gillian Scott,PU,N/A,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Tobins Cross (IRE),C. M. Quirke,2,A. Slattery,PU,N/A,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Jimmy Boy (IRE),A. P. Kelly,2,W. J. Burke,F,N/A,5,11-12p,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Misty's Gift (IRE),B. W. Harvey,0,David Harry Kelly,BD,N/A,7,11-12tp,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Got Arc Eye (IRE),G. B. Noonan,2,Brendan Maurice Walsh,13th,1 1/4 l,7,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Galopin De Burg (IRE),Patrick O'Hanlon,0,Eugene M. O'Sullivan,12th,19 l,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Johns Wood (IRE),R. P. Geoghegan,4,T. J. Nagle Jnr,11th,1 3/4 l,6,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,After the Drama (IRE),Gavin Peter Brouder,2,Aengus King,10th,39 l,6,11-12p1,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Hutchie (IRE),P. J. Cawley,4,Stephen Gerard Carey,9th,9 l,7,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Junot (IRE),J. P. Shinnick,4,Michael Winters,8th,24 l,4,11-9,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,The Border Boy (IRE),D. Moloney,4,Sean Aherne,7th,1/2 l,6,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Cosmic Blizzard (IRE),Liam Quinlan,2,S. Curling,6th,8 l,4,11-9t,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Fox Leicester (IRE),E. Walsh,0,John Michael Burke,5th,7 l,7,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Woodie Wango (IRE),D. G. Whelan,4,Rosemary Connors,4th,Head,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Babylon Beach (IRE),M. P. O'Connor,0,Ms Debbie Hartnett,3rd,4 1/4 l,8,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Minella Diamond (IRE),Richard Condon,2,W. J. Lanigan,2nd,12 l,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Baltic Bird,D. J. Gilligan,2,William Durkan,1st,N/A,4,11-9h,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Coburg (IRE),Kieran Callaghan,2,Liam P. Cusack,PU,N/A,6,11-12t,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Taking Control (IRE),D. King,0,Gillian Scott,PU,N/A,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Tobins Cross (IRE),C. M. Quirke,2,A. Slattery,PU,N/A,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Jimmy Boy (IRE),A. P. Kelly,2,W. J. Burke,F,N/A,5,11-12p,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Misty's Gift (IRE),B. W. Harvey,0,David Harry Kelly,BD,N/A,7,11-12tp,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Got Arc Eye (IRE),G. B. Noonan,2,Brendan Maurice Walsh,13th,1 1/4 l,7,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Galopin De Burg (IRE),Patrick O'Hanlon,0,Eugene M. O'Sullivan,12th,19 l,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Johns Wood (IRE),R. P. Geoghegan,4,T. J. Nagle Jnr,11th,1 3/4 l,6,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,After the Drama (IRE),Gavin Peter Brouder,2,Aengus King,10th,39 l,6,11-12p1,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Hutchie (IRE),P. J. Cawley,4,Stephen Gerard Carey,9th,9 l,7,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Junot (IRE),J. P. Shinnick,4,Michael Winters,8th,24 l,4,11-9,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,The Border Boy (IRE),D. Moloney,4,Sean Aherne,7th,1/2 l,6,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Cosmic Blizzard (IRE),Liam Quinlan,2,S. Curling,6th,8 l,4,11-9t,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Fox Leicester (IRE),E. Walsh,0,John Michael Burke,5th,7 l,7,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Woodie Wango (IRE),D. G. Whelan,4,Rosemary Connors,4th,Head,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Babylon Beach (IRE),M. P. O'Connor,0,Ms Debbie Hartnett,3rd,4 1/4 l,8,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Minella Diamond (IRE),Richard Condon,2,W. J. Lanigan,2nd,12 l,5,11-12,-,True,72,10
Cork Racing Results | 7th August 2023 15:08,N/A,15:08,Good To Yielding (Good In Places),2m 2f 150y,Baltic Bird,D. J. Gilligan,2,William Durkan,1st,N/A,4,11-9h,-,True,72,10
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Gold Creek (IRE),Philip Donovan,5,S. Curling,PU,N/A,9,11-4,85,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Aegirine (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,PU,N/A,4,11-3,87,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Wee Valerie (IRE),Sean Flanagan,0,Hugh P. Finegan,PU,N/A,6,11-2t,83,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Beat of the Sea (IRE),C. P. McNamara,0,Seamus Fahey,15th,1 1/2 l,9,10-13,80,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Jollie Cosmos (IRE),Miss P. Elvin,7,P. J. Rothwell,14th,19 l,7,11-2,83,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Sayitfirst (IRE),J. J. Slevin,0,Darren Collins,13th,4 1/2 l,7,10-13,80,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Close Enough (IRE),S. F. O'Keeffe,0,B. J. Hallahan,12th,3/4 l,7,11-5,86,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Up She Flew (IRE),Kieran Callaghan,5,Liam P. Cusack,11th,12 l,6,11-3,84,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Glorious Singer (IRE),E. M. O'Sullivan,7,Ms M. Flynn,10th,2 1/4 l,8,11-8,89,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Toor Moment (IRE),C. Brassil,5,Ms M. Flynn,9th,4 1/4 l,8,11-8,89,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Jenny Flex (IRE),J. W. Kennedy,0,Gordon Elliott,8th,1/2 l,6,11-11,92,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Moyvilla Lass (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,7th,2 1/2 l,5,11-7p1,88,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Georgie's Gal (IRE),S. D. Torrens,0,P. J. Rothwell,6th,1 1/2 l,5,11-2,83,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Walk In Time (IRE),C. M. Quirke,5,David Harry Kelly,5th,1 l,6,11-13,94,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Steps In The Sand (IRE),E. Walsh,3,John Joseph Hanlon,4th,1 1/2 l,4,11-5,89,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Winnie Woodnutt (IRE),B. W. Harvey,3,D. Harvey,3rd,2 1/2 l,7,12-0ht,95,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Getabelle (IRE),B. Hayes,0,Liam P. Cusack,2nd,1/2 l,6,11-3,84,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Blenheim Belle (IRE),Phillip Enright,0,Mark McNiff,1st,N/A,4,11-5,89,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Gold Creek (IRE),Philip Donovan,5,S. Curling,PU,N/A,9,11-4,85,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Aegirine (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,PU,N/A,4,11-3,87,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Wee Valerie (IRE),Sean Flanagan,0,Hugh P. Finegan,PU,N/A,6,11-2t,83,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Beat of the Sea (IRE),C. P. McNamara,0,Seamus Fahey,15th,1 1/2 l,9,10-13,80,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Jollie Cosmos (IRE),Miss P. Elvin,7,P. J. Rothwell,14th,19 l,7,11-2,83,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Sayitfirst (IRE),J. J. Slevin,0,Darren Collins,13th,4 1/2 l,7,10-13,80,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Close Enough (IRE),S. F. O'Keeffe,0,B. J. Hallahan,12th,3/4 l,7,11-5,86,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Up She Flew (IRE),Kieran Callaghan,5,Liam P. Cusack,11th,12 l,6,11-3,84,True,72,11
Cork Racing Results | 7th August 2023 15:43,N/A,15:43,Good To Yielding (Good In Places),2m 2f 150y,Glorious Singer (IRE),E. M. O'Sullivan,7,Ms M. Flynn,10th,2 1/4 l,8,11-8,89,True,72,11
