track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 30th May 2023 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 40y,Khewilltu (IRE),S. F. O'Keeffe,0,John F. O'Neill,5th,1 1/2 l,4,11-0,-,True,57,18
Ballinrobe Racing Results | 30th May 2023 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 40y,Ruby Jules,Jack G. Gilligan,7,Paul John Gilligan,4th,50 l,4,10-7,-,True,57,18
Ballinrobe Racing Results | 30th May 2023 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 40y,Your Honor (IRE),Gavin Peter Brouder,5,James A. Nash,3rd,Neck,4,11-7,-,True,57,18
Ballinrobe Racing Results | 30th May 2023 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 40y,Custom of the Sea (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,2nd,2 1/4 l,4,11-7,-,True,57,18
Ballinrobe Racing Results | 30th May 2023 18:00,N/A,18:00,Good (Good To Yielding In Places),2m 40y,Media Naranja (IRE),Corey McGivern,7,Gordon Elliott,1st,N/A,4,11-0,-,True,57,18
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,9th,32 l,5,11-12h,121,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Razzle Dazzle Love (IRE),E. Walsh,3,T. Gibney,8th,4 1/4 l,9,11-9t,118,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Bonarc (IRE),Liam Quinlan,5,John Patrick Ryan,7th,2 3/4 l,9,11-0,109,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Athagabhain (IRE),Mr H. E. Sexton,7,Adrian Sexton,6th,4 1/2 l,6,10-0,95,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Calico (FR),D. J. Gilligan,7,Gordon Elliott,5th,Head,4,10-11t,112,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,First Dare (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,4th,1/2 l,5,10-7h,102,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Royal Eagle (IRE),B. W. Harvey,5,Gordon Elliott,3rd,1 3/4 l,5,11-6,115,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Vischio (IRE),D. E. Mullins,0,R. Donohoe,2nd,1/2 l,6,11-0,109,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Can't Stop Smiling (IRE),C. G. O'Dwyer,5,Aidan Anthony Howard,1st,N/A,5,11-4h,113,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,9th,32 l,5,11-12h,121,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Razzle Dazzle Love (IRE),E. Walsh,3,T. Gibney,8th,4 1/4 l,9,11-9t,118,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Bonarc (IRE),Liam Quinlan,5,John Patrick Ryan,7th,2 3/4 l,9,11-0,109,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Athagabhain (IRE),Mr H. E. Sexton,7,Adrian Sexton,6th,4 1/2 l,6,10-0,95,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Calico (FR),D. J. Gilligan,7,Gordon Elliott,5th,Head,4,10-11t,112,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,First Dare (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,4th,1/2 l,5,10-7h,102,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Royal Eagle (IRE),B. W. Harvey,5,Gordon Elliott,3rd,1 3/4 l,5,11-6,115,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Vischio (IRE),D. E. Mullins,0,R. Donohoe,2nd,1/2 l,6,11-0,109,True,57,19
Ballinrobe Racing Results | 30th May 2023 18:30,N/A,18:30,Good (Good To Yielding In Places),2m 40y,Can't Stop Smiling (IRE),C. G. O'Dwyer,5,Aidan Anthony Howard,1st,N/A,5,11-4h,113,True,57,19
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Ashqar (IRE),Sean Flanagan,0,Paul John Gilligan,15th,16 l,8,11-0p1,95,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Abu Hazem,M. P. O'Connor,5,Anthony McCann,14th,3 1/4 l,6,10-6,87,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Filon D'oudairies (FR),C. G. O'Dwyer,5,J. P. Broderick,13th,10 l,8,11-13,108,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Mitiva (FR),S. D. Torrens,0,Miss Elizabeth Doyle,12th,9 1/2 l,5,11-7,102,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Listentillitellyea (IRE),S. Fitzgerald,3,T. Gibney,11th,Neck,7,12-0,109,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Chequer Square (IRE),Jack G. Gilligan,7,Paul John Gilligan,10th,4 l,4,10-5t,92,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Peace Party (IRE),E. Walsh,3,Desmond McDonogh,9th,2 l,11,11-0ht,95,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Globetrottersivola (FR),S. F. O'Keeffe,0,P. J. Rothwell,8th,1/2 l,7,10-0t1,81,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,The Toothpicker (IRE),B. Hayes,0,John McConnell,7th,1/2 l,6,11-6,101,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Atlantic Wonder (IRE),Peter Carberry,0,A. J. Martin,6th,1 3/4 l,6,10-4,85,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Ballinlough Gale (IRE),D. J. Gilligan,7,Gordon Elliott,5th,1 1/2 l,6,11-3t,98,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,So Easy Way (IRE),J. P. Shinnick,7,I. Madden,4th,2 1/4 l,7,10-0,81,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Jinxs Link (IRE),D. P. Maxwell,7,M. M. Rice,3rd,2 l,7,10-3,84,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,2nd,4 1/4 l,5,11-11,106,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,We'llhavewan (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,8,11-9t,104,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Ashqar (IRE),Sean Flanagan,0,Paul John Gilligan,15th,16 l,8,11-0p1,95,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Abu Hazem,M. P. O'Connor,5,Anthony McCann,14th,3 1/4 l,6,10-6,87,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Filon D'oudairies (FR),C. G. O'Dwyer,5,J. P. Broderick,13th,10 l,8,11-13,108,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Mitiva (FR),S. D. Torrens,0,Miss Elizabeth Doyle,12th,9 1/2 l,5,11-7,102,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Listentillitellyea (IRE),S. Fitzgerald,3,T. Gibney,11th,Neck,7,12-0,109,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Chequer Square (IRE),Jack G. Gilligan,7,Paul John Gilligan,10th,4 l,4,10-5t,92,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Peace Party (IRE),E. Walsh,3,Desmond McDonogh,9th,2 l,11,11-0ht,95,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Globetrottersivola (FR),S. F. O'Keeffe,0,P. J. Rothwell,8th,1/2 l,7,10-0t1,81,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,The Toothpicker (IRE),B. Hayes,0,John McConnell,7th,1/2 l,6,11-6,101,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Atlantic Wonder (IRE),Peter Carberry,0,A. J. Martin,6th,1 3/4 l,6,10-4,85,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Ballinlough Gale (IRE),D. J. Gilligan,7,Gordon Elliott,5th,1 1/2 l,6,11-3t,98,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,So Easy Way (IRE),J. P. Shinnick,7,I. Madden,4th,2 1/4 l,7,10-0,81,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Jinxs Link (IRE),D. P. Maxwell,7,M. M. Rice,3rd,2 l,7,10-3,84,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,2nd,4 1/4 l,5,11-11,106,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:00,N/A,19:00,Good (Good To Yielding In Places),2m 40y,We'llhavewan (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,8,11-9t,104,True,57,20
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Courthill (IRE),Donagh Meyler,0,Michael E. Hallinan,PU,N/A,7,11-2t,83,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Mosaaheb,J. S. McGarvey,0,John Joseph Hanlon,PU,N/A,5,11-8,89,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,She's Commanche (IRE),Sean Flanagan,0,Adrian Murray,13th,48 l,9,11-9b1,90,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Highland Sting (IRE),N. T. Prendergast,7,John Patrick Ryan,12th,4 3/4 l,7,11-11b,92,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Flemenora (IRE),S. F. O'Keeffe,0,Mrs Yvonne Dunleavy,11th,Neck,6,10-13t,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Howsthewoman (IRE),Thomas Reilly,7,John G. Carr,10th,1 1/4 l,9,10-13t,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Annie Bella (IRE),D. J. O'Keeffe,0,David Christie,9th,1 1/4 l,6,11-4t,85,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Portland Row (IRE),Gavin Peter Brouder,5,James A. Nash,8th,2 3/4 l,5,11-4b,85,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Brownstone (IRE),S. Fitzgerald,3,Michael Winters,7th,7 1/2 l,7,10-13tp,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,I Sea the Moon (IRE),D. E. Mullins,0,Barry Fitzgerald,6th,1 1/4 l,6,11-10v,91,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Jesina (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,5th,1 1/4 l,7,11-6t1,87,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Aliunde (IRE),Phillip Enright,0,Mark McNiff,4th,3 1/4 l,6,11-7t,88,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Silverstrand (IRE),B. W. Harvey,5,John McConnell,3rd,1/2 l,7,10-13b,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Glenmalure Lodge (IRE),J. P. O'Sullivan,5,P. J. Rothwell,2nd,1 3/4 l,9,11-2p,83,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Arctic Ambition (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,8,12-0,95,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Courthill (IRE),Donagh Meyler,0,Michael E. Hallinan,PU,N/A,7,11-2t,83,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Mosaaheb,J. S. McGarvey,0,John Joseph Hanlon,PU,N/A,5,11-8,89,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,She's Commanche (IRE),Sean Flanagan,0,Adrian Murray,13th,48 l,9,11-9b1,90,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Highland Sting (IRE),N. T. Prendergast,7,John Patrick Ryan,12th,4 3/4 l,7,11-11b,92,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Flemenora (IRE),S. F. O'Keeffe,0,Mrs Yvonne Dunleavy,11th,Neck,6,10-13t,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Howsthewoman (IRE),Thomas Reilly,7,John G. Carr,10th,1 1/4 l,9,10-13t,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Annie Bella (IRE),D. J. O'Keeffe,0,David Christie,9th,1 1/4 l,6,11-4t,85,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Portland Row (IRE),Gavin Peter Brouder,5,James A. Nash,8th,2 3/4 l,5,11-4b,85,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Brownstone (IRE),S. Fitzgerald,3,Michael Winters,7th,7 1/2 l,7,10-13tp,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,I Sea the Moon (IRE),D. E. Mullins,0,Barry Fitzgerald,6th,1 1/4 l,6,11-10v,91,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Jesina (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,5th,1 1/4 l,7,11-6t1,87,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Aliunde (IRE),Phillip Enright,0,Mark McNiff,4th,3 1/4 l,6,11-7t,88,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Silverstrand (IRE),B. W. Harvey,5,John McConnell,3rd,1/2 l,7,10-13b,80,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Glenmalure Lodge (IRE),J. P. O'Sullivan,5,P. J. Rothwell,2nd,1 3/4 l,9,11-2p,83,True,57,21
Ballinrobe Racing Results | 30th May 2023 19:30,N/A,19:30,Good (Good To Yielding In Places),2m 6f 13y,Arctic Ambition (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,8,12-0,95,True,57,21
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Ardfert Mary (IRE),S. Fitzgerald,3,John Patrick Ryan,PU,N/A,6,11-3,84,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Getaway Train (IRE),Phillip Enright,0,D. Hassett,PU,N/A,6,11-10t,91,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Shackleton Island (IRE),J. P. Shinnick,7,I. Madden,PU,N/A,9,10-13,80,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Zahina (IRE),B. W. Harvey,5,J. P. Broderick,PU,N/A,5,11-5,86,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Fair Day (IRE),S. F. O'Keeffe,0,G. Hassett,PU,N/A,9,10-13,80,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Uppertown Mya (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,10th,40 l,8,11-1p,82,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Stellar Symphony (IRE),Mr Adam Feeney,7,Edmond Kent,9th,24 l,8,11-7p1,88,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Joan of Pimlico (IRE),K. E. Buckley,3,Brendan Duke,8th,19 l,6,10-13tb,80,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Bugscuffle (IRE),D. P. Maxwell,7,Andrew McNamara,7th,39 l,8,11-10,91,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Gold Haven (IRE),Keith Donoghue,0,Paul W. Flynn,6th,2 3/4 l,5,11-9,90,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Fairland (IRE),C. M. Quirke,7,A. Slattery,5th,6 1/2 l,6,11-5,86,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Duffys Getaway (IRE),S. D. Torrens,0,P. J. Rothwell,4th,4 1/2 l,6,11-0p,81,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Tuff Days (IRE),J. J. Slevin,0,Michael Barry,3rd,11 l,6,11-6,87,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Ciankyle (IRE),Sean Flanagan,0,Peter Cluskey,2nd,5 l,12,11-6,87,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Iridescent (USA),Kieran Callaghan,7,Jonathan Fogarty,1st,N/A,9,12-0,95,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Ardfert Mary (IRE),S. Fitzgerald,3,John Patrick Ryan,PU,N/A,6,11-3,84,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Getaway Train (IRE),Phillip Enright,0,D. Hassett,PU,N/A,6,11-10t,91,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Shackleton Island (IRE),J. P. Shinnick,7,I. Madden,PU,N/A,9,10-13,80,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Zahina (IRE),B. W. Harvey,5,J. P. Broderick,PU,N/A,5,11-5,86,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Fair Day (IRE),S. F. O'Keeffe,0,G. Hassett,PU,N/A,9,10-13,80,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Uppertown Mya (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,10th,40 l,8,11-1p,82,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Stellar Symphony (IRE),Mr Adam Feeney,7,Edmond Kent,9th,24 l,8,11-7p1,88,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Joan of Pimlico (IRE),K. E. Buckley,3,Brendan Duke,8th,19 l,6,10-13tb,80,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Bugscuffle (IRE),D. P. Maxwell,7,Andrew McNamara,7th,39 l,8,11-10,91,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Gold Haven (IRE),Keith Donoghue,0,Paul W. Flynn,6th,2 3/4 l,5,11-9,90,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Fairland (IRE),C. M. Quirke,7,A. Slattery,5th,6 1/2 l,6,11-5,86,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Duffys Getaway (IRE),S. D. Torrens,0,P. J. Rothwell,4th,4 1/2 l,6,11-0p,81,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Tuff Days (IRE),J. J. Slevin,0,Michael Barry,3rd,11 l,6,11-6,87,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Ciankyle (IRE),Sean Flanagan,0,Peter Cluskey,2nd,5 l,12,11-6,87,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:00,N/A,20:00,Good (Good To Yielding In Places),2m 6f 13y,Iridescent (USA),Kieran Callaghan,7,Jonathan Fogarty,1st,N/A,9,12-0,95,True,57,22
Ballinrobe Racing Results | 30th May 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),2m 40y,Henry's Sister (IRE),Mr R. Sugrue,7,Fintan Feeney,PU,N/A,5,11-7,-,True,57,23
Ballinrobe Racing Results | 30th May 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),2m 40y,One Cool Cherry (IRE),Mr T. P. Harney,7,Anthony McCann,14th,35 l,5,11-7h1,-,True,57,23
Ballinrobe Racing Results | 30th May 2023 20:30,N/A,20:30,Good (Good To Yielding In Places),2m 40y,Magic Olinger (IRE),Mr J. Dunne,7,Gerard Keane,13th,9 l,5,11-7,-,True,57,23
