track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 21st April 2024 17:20,N/A,17:20,Good To Yielding,1m 7f 110y,Gua Du Large (FR),Rachael Blackmore,0,H De Bromhead,1st,N/A,8,11-5ht,-,True,109,17
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Dear Ryta (IRE),G B Noonan,5,A Ott,NR,N/A,6,10-11,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Youmzain Bolt (IRE),T Joseph Kelly,7,E McCarthy,NR,N/A,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Storm Ryder (IRE),L A McKenna,5,Ms H P Markham,PU,N/A,6,11-4h,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Tidy Fellow (IRE),M P O'Connor,3,Michael Barry,PU,N/A,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Desert Cave (IRE),K C Sexton,0,D Queally,11th,9 l,6,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Diamondfranticsoup (IRE),M M McDonagh,3,E Griffin,10th,4 1/4 l,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,A Brandy For Bob (IRE),M J M O'Sullivan,0,T Townend,9th,2 3/4 l,5,10-11,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Rocky's Glory,J S McGarvey,0,J Queally,8th,20 l,6,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Deise Bhoy (IRE),D Meyler,0,K Purcell,7th,4 1/4 l,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Benzine,S Fitzgerald,0,J Morrison,6th,16 l,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Helicon (IRE),C D Maxwell,0,D A McLoughlin,5th,4 1/4 l,6,11-4t,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Whatsyourproblem (IRE),P Townend,0,J Queally,4th,4 l,6,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Sloan Sq (IRE),E Walsh,0,Ciaran Murphy,3rd,20 l,5,11-4h1,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Al Gasparo (FR),K M Donoghue,0,G P Cromwell,2nd,4 l,5,11-4t,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Touch Me Not (IRE),J W Kennedy,0,G Elliott,1st,N/A,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Dear Ryta (IRE),G B Noonan,5,A Ott,NR,N/A,6,10-11,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Youmzain Bolt (IRE),T Joseph Kelly,7,E McCarthy,NR,N/A,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Storm Ryder (IRE),L A McKenna,5,Ms H P Markham,PU,N/A,6,11-4h,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Tidy Fellow (IRE),M P O'Connor,3,Michael Barry,PU,N/A,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Desert Cave (IRE),K C Sexton,0,D Queally,11th,9 l,6,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Diamondfranticsoup (IRE),M M McDonagh,3,E Griffin,10th,4 1/4 l,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,A Brandy For Bob (IRE),M J M O'Sullivan,0,T Townend,9th,2 3/4 l,5,10-11,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Rocky's Glory,J S McGarvey,0,J Queally,8th,20 l,6,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Deise Bhoy (IRE),D Meyler,0,K Purcell,7th,4 1/4 l,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Benzine,S Fitzgerald,0,J Morrison,6th,16 l,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Helicon (IRE),C D Maxwell,0,D A McLoughlin,5th,4 1/4 l,6,11-4t,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Whatsyourproblem (IRE),P Townend,0,J Queally,4th,4 l,6,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Sloan Sq (IRE),E Walsh,0,Ciaran Murphy,3rd,20 l,5,11-4h1,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Al Gasparo (FR),K M Donoghue,0,G P Cromwell,2nd,4 l,5,11-4t,-,True,109,18
Tramore Racing Results | 22nd April 2024 16:35,N/A,16:35,Good (Yielding In Places),2m 160y,Touch Me Not (IRE),J W Kennedy,0,G Elliott,1st,N/A,5,11-4,-,True,109,18
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Boston Bongo (IRE),B Hayes,0,Barry J Fitzgerald,NR,N/A,5,11-2h,90,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Lakomet Of Saints (FR),P T Enright,0,J P Flavin,NR,N/A,6,10-12t,86,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Inchiquin Star (IRE),C M Quirke,5,P Kiely,NR,N/A,5,12-0,102,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Bite That (IRE),S Fitzgerald,0,P J Flynn,S,N/A,8,11-4,92,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Duke Otto (IRE),G B Noonan,0,P J Flynn,12th,19 l,6,11-12,100,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Pidoyne (IRE),Rachael Blackmore,0,H De Bromhead,11th,20 l,6,11-13t,101,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Rauzan (IRE),S O'Callaghan,5,E Doyle,10th,3 3/4 l,4,11-0t1,96,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Garcon Doux (IRE),Niall Moore,7,P Fenton,9th,9 l,8,11-12,100,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Contrapposto (IRE),R Deegan,0,R Donohoe,8th,1 1/4 l,10,11-10,98,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Craic Eile (IRE),D J O'Keeffe,0,D Budds,7th,5 l,7,11-3,91,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Queen Of Seduction (IRE),Miss A Hourigan,7,G T Hourigan,6th,2 1/2 l,5,11-5,93,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Prince Quattro (IRE),S D Torrens,0,P J Rothwell,5th,1 l,5,10-7,81,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Astrophysicist,G Brouder,5,J Nash,4th,3 3/4 l,6,11-1tb,89,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Up And Out (IRE),J W Kennedy,0,G Elliott,3rd,8 1/2 l,6,11-6,94,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Forever Frankie (IRE),S F O'Keeffe,0,S Aherne,2nd,6 l,7,11-3,91,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Miss Gherkin (IRE),J C Gainford,0,P Croke,1st,N/A,5,11-10,98,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Boston Bongo (IRE),B Hayes,0,Barry J Fitzgerald,NR,N/A,5,11-2h,90,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Lakomet Of Saints (FR),P T Enright,0,J P Flavin,NR,N/A,6,10-12t,86,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Inchiquin Star (IRE),C M Quirke,5,P Kiely,NR,N/A,5,12-0,102,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Bite That (IRE),S Fitzgerald,0,P J Flynn,S,N/A,8,11-4,92,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Duke Otto (IRE),G B Noonan,0,P J Flynn,12th,19 l,6,11-12,100,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Pidoyne (IRE),Rachael Blackmore,0,H De Bromhead,11th,20 l,6,11-13t,101,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Rauzan (IRE),S O'Callaghan,5,E Doyle,10th,3 3/4 l,4,11-0t1,96,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Garcon Doux (IRE),Niall Moore,7,P Fenton,9th,9 l,8,11-12,100,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Contrapposto (IRE),R Deegan,0,R Donohoe,8th,1 1/4 l,10,11-10,98,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Craic Eile (IRE),D J O'Keeffe,0,D Budds,7th,5 l,7,11-3,91,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Queen Of Seduction (IRE),Miss A Hourigan,7,G T Hourigan,6th,2 1/2 l,5,11-5,93,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Prince Quattro (IRE),S D Torrens,0,P J Rothwell,5th,1 l,5,10-7,81,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Astrophysicist,G Brouder,5,J Nash,4th,3 3/4 l,6,11-1tb,89,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Up And Out (IRE),J W Kennedy,0,G Elliott,3rd,8 1/2 l,6,11-6,94,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Forever Frankie (IRE),S F O'Keeffe,0,S Aherne,2nd,6 l,7,11-3,91,True,109,19
Tramore Racing Results | 22nd April 2024 17:10,N/A,17:10,Good (Yielding In Places),2m 160y,Miss Gherkin (IRE),J C Gainford,0,P Croke,1st,N/A,5,11-10,98,True,109,19
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Ixigreczed (FR),P K Donovan,5,E Seymour,NR,N/A,6,11-13,93,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,City Limits,G Brouder,5,J Nash,NR,N/A,10,11-6,86,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Stradbally Village (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,7,11-0p1,80,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Shes So Glorious (IRE),D E Mullins,0,G Ahern,PU,N/A,8,11-8p1,88,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Frazel Express (IRE),D Meyler,0,J Barcoe,14th,16 l,12,11-3,83,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Weliketoparty (IRE),G B Noonan,5,E McCarthy,13th,5 l,6,11-7,87,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Oscar Tonic (IRE),J P Shinnick,7,E F Gallagher,12th,1 1/2 l,9,11-0,80,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Jacks Fancy (IRE),M P O'Connor,3,H De Bromhead,11th,3 1/4 l,6,11-5,85,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Heidi's Frontiere (IRE),P T Enright,0,M Kennedy,10th,1/2 l,6,11-7,87,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Mrs Millionaire (IRE),S Fitzgerald,0,D Queally,9th,2 3/4 l,6,11-5t,85,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Blossom De Mai (FR),C Owens,7,P J Rothwell,8th,13 l,7,11-8p,88,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Little Token (IRE),J W Kennedy,0,J P O'Keeffe,7th,4 1/2 l,9,11-2t,82,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,I Am Spider Man (IRE),P Byrnes,3,C Byrnes,6th,4 1/2 l,7,12-0,94,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Queen Kulina (IRE),J C Gainford,0,P Croke,5th,2 1/2 l,8,11-2,82,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Glady Max (IRE),D J O'Keeffe,0,J J Mangan,4th,3/4 l,6,11-13,93,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Mrs Biddle (IRE),J J Slevin,0,G J Power,3rd,2 1/4 l,6,11-7t,87,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Toor Moon (IRE),L Quinlan,5,Ms M Flynn,2nd,5 1/2 l,7,11-12h,92,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Brownstone (IRE),K M Donoghue,0,Ian Donoghue,1st,N/A,8,11-6tp,86,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Ixigreczed (FR),P K Donovan,5,E Seymour,NR,N/A,6,11-13,93,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,City Limits,G Brouder,5,J Nash,NR,N/A,10,11-6,86,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Stradbally Village (IRE),E M O'Sullivan,7,Ms M Flynn,PU,N/A,7,11-0p1,80,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Shes So Glorious (IRE),D E Mullins,0,G Ahern,PU,N/A,8,11-8p1,88,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Frazel Express (IRE),D Meyler,0,J Barcoe,14th,16 l,12,11-3,83,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Weliketoparty (IRE),G B Noonan,5,E McCarthy,13th,5 l,6,11-7,87,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Oscar Tonic (IRE),J P Shinnick,7,E F Gallagher,12th,1 1/2 l,9,11-0,80,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Jacks Fancy (IRE),M P O'Connor,3,H De Bromhead,11th,3 1/4 l,6,11-5,85,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Heidi's Frontiere (IRE),P T Enright,0,M Kennedy,10th,1/2 l,6,11-7,87,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Mrs Millionaire (IRE),S Fitzgerald,0,D Queally,9th,2 3/4 l,6,11-5t,85,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Blossom De Mai (FR),C Owens,7,P J Rothwell,8th,13 l,7,11-8p,88,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Little Token (IRE),J W Kennedy,0,J P O'Keeffe,7th,4 1/2 l,9,11-2t,82,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,I Am Spider Man (IRE),P Byrnes,3,C Byrnes,6th,4 1/2 l,7,12-0,94,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Queen Kulina (IRE),J C Gainford,0,P Croke,5th,2 1/2 l,8,11-2,82,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Glady Max (IRE),D J O'Keeffe,0,J J Mangan,4th,3/4 l,6,11-13,93,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Mrs Biddle (IRE),J J Slevin,0,G J Power,3rd,2 1/4 l,6,11-7t,87,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Toor Moon (IRE),L Quinlan,5,Ms M Flynn,2nd,5 1/2 l,7,11-12h,92,True,109,20
Tramore Racing Results | 22nd April 2024 17:40,N/A,17:40,Good (Yielding In Places),2m 5f 110y,Brownstone (IRE),K M Donoghue,0,Ian Donoghue,1st,N/A,8,11-6tp,86,True,109,20
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Mythical Times (IRE),Thomas Reilly,7,P Cluskey,UR,N/A,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Gali Flight (FR),B Hayes,0,P Fenton,PU,N/A,8,11-12p,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Imperial Fox (IRE),J J Slevin,0,Padraig Butler,PU,N/A,6,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Thedancingfarrier (IRE),L Quinlan,5,P Kiely,PU,N/A,12,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,May Call You Back,R Deegan,0,Steve Jones,PU,N/A,6,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Duncarrig (IRE),D E Mullins,0,A Mullins,PU,N/A,7,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Bents Hollow (IRE),B W Harvey,0,Eamon Courtney,9th,19 l,7,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Rock On Pedro (IRE),C Brassil,5,E Doyle,8th,1 1/4 l,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Iron Allen (FR),E Walsh,0,Ciaran Murphy,7th,7 1/2 l,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Knocknagappagh (IRE),Sam Ewing,0,Peter Fahey,6th,7 l,8,11-5p,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Walk Out (IRE),P T Enright,0,John E & Kiely,5th,3/4 l,6,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Whateys Quest (IRE),P Byrnes,3,C Byrnes,4th,7 l,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Hard Target (IRE),C M Quirke,5,D H Kelly,3rd,2 1/4 l,7,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,General Clermont (FR),G Brouder,5,D E Fitzgerald,2nd,2 1/4 l,8,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Surf Club (IRE),P Townend,0,W P Mullins,1st,N/A,8,11-12t,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Mythical Times (IRE),Thomas Reilly,7,P Cluskey,UR,N/A,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Gali Flight (FR),B Hayes,0,P Fenton,PU,N/A,8,11-12p,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Imperial Fox (IRE),J J Slevin,0,Padraig Butler,PU,N/A,6,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Thedancingfarrier (IRE),L Quinlan,5,P Kiely,PU,N/A,12,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,May Call You Back,R Deegan,0,Steve Jones,PU,N/A,6,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Duncarrig (IRE),D E Mullins,0,A Mullins,PU,N/A,7,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Bents Hollow (IRE),B W Harvey,0,Eamon Courtney,9th,19 l,7,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Rock On Pedro (IRE),C Brassil,5,E Doyle,8th,1 1/4 l,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Iron Allen (FR),E Walsh,0,Ciaran Murphy,7th,7 1/2 l,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Knocknagappagh (IRE),Sam Ewing,0,Peter Fahey,6th,7 l,8,11-5p,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Walk Out (IRE),P T Enright,0,John E & Kiely,5th,3/4 l,6,11-5,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Whateys Quest (IRE),P Byrnes,3,C Byrnes,4th,7 l,6,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Hard Target (IRE),C M Quirke,5,D H Kelly,3rd,2 1/4 l,7,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,General Clermont (FR),G Brouder,5,D E Fitzgerald,2nd,2 1/4 l,8,11-12,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:10,N/A,18:10,Good,2m 5f 180y,Surf Club (IRE),P Townend,0,W P Mullins,1st,N/A,8,11-12t,-,True,109,21
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Ennemi Public (FR),D J Gilligan,5,D Howard,NR,N/A,10,10-4tp,71,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Larkfield Legacy (IRE),S F O'Keeffe,0,R P Rath,NR,N/A,10,10-0,67,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Five Minutes More (IRE),P T Enright,0,R Tyner,NR,N/A,6,10-13,80,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Queensteel (IRE),C Stone-Walsh,5,L Whitmore,PU,N/A,12,10-13,80,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Carrig Carol (IRE),J C Gainford,0,P Croke,13th,Short Head,7,12-0,95,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Ciankyle (IRE),Thomas Reilly,7,P Cluskey,12th,8 1/2 l,13,11-4,85,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Glorious Singer (IRE),E M O'Sullivan,7,Ms M Flynn,11th,1/2 l,9,10-12p,79,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Elegant Dan (IRE),S W Flanagan,0,D M O'Brien,10th,Neck,11,11-7p,88,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Port Rashid (IRE),Miss J Townend,0,T Townend,9th,2 1/4 l,13,11-7t,88,True,109,22
Tramore Racing Results | 22nd April 2024 18:40,N/A,18:40,Good,2m 5f 180y,Keep Me Posted (IRE),Miss L Costello,7,T Costello,8th,3 3/4 l,7,11-9t,90,True,109,22
