track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 30th June 2022 19:20,N/A,19:20,Good To Yielding,2m 4f,The Big Chap (IRE),K. C. Sexton,0,Paul W. Flynn,6th,8 1/2 l,5,10-9,103,True,6,5
Tipperary Racing Results | 30th June 2022 19:20,N/A,19:20,Good To Yielding,2m 4f,State Of Fame (IRE),Jordan Colin Gainford,0,Ross O'Sullivan,5th,4 1/2 l,6,10-12,106,True,6,5
Tipperary Racing Results | 30th June 2022 19:20,N/A,19:20,Good To Yielding,2m 4f,Navigator Jack (IRE),Rachael Blackmore,0,Eoin Griffin,4th,4 1/2 l,5,10-10,104,True,6,5
Tipperary Racing Results | 30th June 2022 19:20,N/A,19:20,Good To Yielding,2m 4f,Vadaly (FR),P. Townend,0,W. P. Mullins,3rd,5 l,4,11-5,119,True,6,5
Tipperary Racing Results | 30th June 2022 19:20,N/A,19:20,Good To Yielding,2m 4f,Sweet Sting (IRE),C. M. Quirke,7,Michael J. Bowe,2nd,3/4 l,7,11-2,110,True,6,5
Tipperary Racing Results | 30th June 2022 19:20,N/A,19:20,Good To Yielding,2m 4f,Moving Water (IRE),M. P. Walsh,0,Desmond McDonogh,1st,N/A,5,10-8,102,True,6,5
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Killinure Lass (IRE),J. J. Slevin,0,Brian M. McMahon,PU,N/A,5,11-11,92,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Lightning Star (IRE),G. B. Noonan,7,Augustine Leahy,PU,N/A,6,11-2tp,83,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,De Grey Mink (IRE),Kieran Callaghan,7,Liam G. O'Brien,PU,N/A,8,10-13,80,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Added Bonus (IRE),A. M. McCurtin,3,John J. Walsh,PU,N/A,8,11-8,89,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Tipperary Dexter (IRE),Patrick O'Hanlon,5,Leonard Paul Flynn,PU,N/A,6,10-13,80,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Bearwithmenow (IRE),G. Bourke,7,J. P. Flavin,F,N/A,5,11-7,88,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Ocojohn (IRE),B. J. Cooper,0,Thomas Cooper,11th,22 l,5,12-0,95,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Whatsstoppingyou (IRE),D. J. O'Keeffe,0,Ray Hackett,10th,1 1/2 l,6,11-7,88,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Hoganville (IRE),S. F. O'Keeffe,0,Paul Nolan,9th,1 1/4 l,5,11-5b,86,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Roccorionach (IRE),C. M. Quirke,7,Miss Evanna McCutcheon,8th,32 l,5,10-13,80,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Chief Seattle (IRE),J. P. Shinnick,7,John Patrick Ryan,7th,Head,7,11-1,82,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Lily Light Foot (IRE),Nicolas Terrassin,7,Eddie & Patrick Harty,6th,6 l,6,11-11p,92,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Townhill Penny (IRE),J. W. Kennedy,0,Gordon Elliott,5th,1/2 l,6,11-7p,88,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Rosy Story (IRE),R. A. Doyle,0,P. Tobin,4th,2 1/2 l,9,11-4tp,85,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,A Dublin Job (IRE),Jack Foley,3,Shane Kieran Ryder,3rd,2 3/4 l,5,11-2,83,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Rose Mahler (IRE),S. Fitzgerald,3,P. Kiely,2nd,13 l,5,11-8,89,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Alfieri (IRE),Mr J. W. Reilly,7,Ross O'Sullivan,1st,N/A,5,11-7,88,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Killinure Lass (IRE),J. J. Slevin,0,Brian M. McMahon,PU,N/A,5,11-11,92,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Lightning Star (IRE),G. B. Noonan,7,Augustine Leahy,PU,N/A,6,11-2tp,83,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,De Grey Mink (IRE),Kieran Callaghan,7,Liam G. O'Brien,PU,N/A,8,10-13,80,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Added Bonus (IRE),A. M. McCurtin,3,John J. Walsh,PU,N/A,8,11-8,89,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Tipperary Dexter (IRE),Patrick O'Hanlon,5,Leonard Paul Flynn,PU,N/A,6,10-13,80,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Bearwithmenow (IRE),G. Bourke,7,J. P. Flavin,F,N/A,5,11-7,88,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Ocojohn (IRE),B. J. Cooper,0,Thomas Cooper,11th,22 l,5,12-0,95,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Whatsstoppingyou (IRE),D. J. O'Keeffe,0,Ray Hackett,10th,1 1/2 l,6,11-7,88,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Hoganville (IRE),S. F. O'Keeffe,0,Paul Nolan,9th,1 1/4 l,5,11-5b,86,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Roccorionach (IRE),C. M. Quirke,7,Miss Evanna McCutcheon,8th,32 l,5,10-13,80,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Chief Seattle (IRE),J. P. Shinnick,7,John Patrick Ryan,7th,Head,7,11-1,82,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Lily Light Foot (IRE),Nicolas Terrassin,7,Eddie & Patrick Harty,6th,6 l,6,11-11p,92,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Townhill Penny (IRE),J. W. Kennedy,0,Gordon Elliott,5th,1/2 l,6,11-7p,88,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Rosy Story (IRE),R. A. Doyle,0,P. Tobin,4th,2 1/2 l,9,11-4tp,85,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,A Dublin Job (IRE),Jack Foley,3,Shane Kieran Ryder,3rd,2 3/4 l,5,11-2,83,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Rose Mahler (IRE),S. Fitzgerald,3,P. Kiely,2nd,13 l,5,11-8,89,True,6,6
Tipperary Racing Results | 30th June 2022 19:50,N/A,19:50,Good To Yielding,3m,Alfieri (IRE),Mr J. W. Reilly,7,Ross O'Sullivan,1st,N/A,5,11-7,88,True,6,6
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,King of the Park (IRE),Mr H. C. Swan,7,Gordon Elliott,S,N/A,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Depeche Mo (IRE),Harvey Mason,7,Eric Larkin,PU,N/A,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Kalahari Diamond (IRE),Mr R. W. Barron,7,Charles Byrnes,BD,N/A,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Rajjnatin (IRE),Mr A. P. Ryan,7,Miss Evanna McCutcheon,9th,Neck,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Nell C (IRE),Mr J. Kelly Smith,7,Kevin Michael Smith,8th,37 l,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Sholo Star (IRE),Mr J. P. Berry,7,J. A. Berry,7th,7 l,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,In the Balance (IRE),Mr W. T. Cronin,7,W. M. Roper,6th,2 1/2 l,4,11-0t1,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Locorotondo (IRE),Mr P. A. King,5,Martin Brassil,5th,4 1/2 l,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Texas Flame (IRE),Mr R. A. Berry,7,J. A. Berry,4th,Head,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Scopello (IRE),Miss A. B. O'Connor,5,Mrs J. Harrington,3rd,12 l,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Resilient Front (IRE),Mr J. Dunne,7,Noel Meade,2nd,14 l,4,11-7t1,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Gaoth Chuil (IRE),Mr D. O'Connor,0,T. M. Walsh,1st,N/A,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,King of the Park (IRE),Mr H. C. Swan,7,Gordon Elliott,S,N/A,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Depeche Mo (IRE),Harvey Mason,7,Eric Larkin,PU,N/A,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Kalahari Diamond (IRE),Mr R. W. Barron,7,Charles Byrnes,BD,N/A,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Rajjnatin (IRE),Mr A. P. Ryan,7,Miss Evanna McCutcheon,9th,Neck,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Nell C (IRE),Mr J. Kelly Smith,7,Kevin Michael Smith,8th,37 l,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Sholo Star (IRE),Mr J. P. Berry,7,J. A. Berry,7th,7 l,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,In the Balance (IRE),Mr W. T. Cronin,7,W. M. Roper,6th,2 1/2 l,4,11-0t1,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Locorotondo (IRE),Mr P. A. King,5,Martin Brassil,5th,4 1/2 l,4,11-7,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Texas Flame (IRE),Mr R. A. Berry,7,J. A. Berry,4th,Head,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Scopello (IRE),Miss A. B. O'Connor,5,Mrs J. Harrington,3rd,12 l,4,11-0,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Resilient Front (IRE),Mr J. Dunne,7,Noel Meade,2nd,14 l,4,11-7t1,-,True,6,7
Tipperary Racing Results | 30th June 2022 20:20,N/A,20:20,Good To Yielding,2m,Gaoth Chuil (IRE),Mr D. O'Connor,0,T. M. Walsh,1st,N/A,4,11-0,-,True,6,7
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Ask Philip (IRE),J. W. Kennedy,0,Gordon Elliott,11th,6 l,5,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Maska Du Morvan (FR),K. C. Sexton,0,Mary E Doyle,10th,3 l,5,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Sea of Sands (IRE),D. J. McInerney,0,M. E. Keoghan,9th,2 1/2 l,8,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Gorki D'airy (FR),P. Townend,0,W. P. Mullins,8th,17 l,6,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,North Of Nashville (IRE),Jordan Colin Gainford,0,Colin Bowe,7th,4 1/4 l,5,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Bonne Derreen (IRE),J. J. Slevin,0,Mark John Scallan,6th,9 l,5,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Bells Life (IRE),Phillip Enright,0,E. J. O'Grady,5th,4 3/4 l,5,11-12p1,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Dot Cotton (IRE),S. F. O'Keeffe,0,Paul Nolan,4th,3/4 l,5,11-5t,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Secret She Keeps (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,8 l,5,11-5t1,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Diamondinthemud (IRE),Conor Orr,0,Nigel Slevin,2nd,8 1/2 l,6,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Senecia (IRE),D. E. Mullins,0,Vincent Laurence Halley,1st,N/A,5,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Ask Philip (IRE),J. W. Kennedy,0,Gordon Elliott,11th,6 l,5,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Maska Du Morvan (FR),K. C. Sexton,0,Mary E Doyle,10th,3 l,5,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Sea of Sands (IRE),D. J. McInerney,0,M. E. Keoghan,9th,2 1/2 l,8,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Gorki D'airy (FR),P. Townend,0,W. P. Mullins,8th,17 l,6,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,North Of Nashville (IRE),Jordan Colin Gainford,0,Colin Bowe,7th,4 1/4 l,5,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Bonne Derreen (IRE),J. J. Slevin,0,Mark John Scallan,6th,9 l,5,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Bells Life (IRE),Phillip Enright,0,E. J. O'Grady,5th,4 3/4 l,5,11-12p1,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Dot Cotton (IRE),S. F. O'Keeffe,0,Paul Nolan,4th,3/4 l,5,11-5t,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Secret She Keeps (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,8 l,5,11-5t1,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Diamondinthemud (IRE),Conor Orr,0,Nigel Slevin,2nd,8 1/2 l,6,11-5,-,True,6,8
Wexford Racing Results | 1st July 2022 17:15,N/A,17:15,Yielding To Soft,2m 4f 150y,Senecia (IRE),D. E. Mullins,0,Vincent Laurence Halley,1st,N/A,5,11-12,-,True,6,8
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Miss Daingerfield (IRE),Rachael Blackmore,0,Henry de Bromhead,NR,N/A,5,11-8,88,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Hisdaywillcome (IRE),Mr R. Sugrue,7,Thomas Cooper,PU,N/A,5,11-7,87,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Nobrainnoheadache (IRE),S. F. O'Keeffe,0,Paul Nolan,PU,N/A,5,11-2b1,82,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,La Mystere (IRE),D. J. O'Keeffe,0,Michael Winters,PU,N/A,7,11-7tb,87,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Always Enchanting,Fergus Gillard,3,E. J. O'Grady,7th,14 l,5,11-12,92,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,I Don't Get It (IRE),Jack Foley,3,Neill McCluskey,6th,3 3/4 l,8,11-8,88,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Be My Hero (IRE),J. J. Slevin,0,Brendan Oliver Walsh,5th,1 1/2 l,7,11-0tb1,80,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Finnians Row (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,4th,17 l,6,11-10t,90,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Strong Roots (IRE),R. A. Doyle,0,Mark Fahey,3rd,9 l,10,11-10,90,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,He's Leading Me on (IRE),S. Fitzgerald,0,L. Young,2nd,6 l,5,11-8t,88,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Our Bobby (IRE),Niall Moore,7,John Michael Burke,1st,N/A,5,11-8p,88,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Miss Daingerfield (IRE),Rachael Blackmore,0,Henry de Bromhead,NR,N/A,5,11-8,88,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Hisdaywillcome (IRE),Mr R. Sugrue,7,Thomas Cooper,PU,N/A,5,11-7,87,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Nobrainnoheadache (IRE),S. F. O'Keeffe,0,Paul Nolan,PU,N/A,5,11-2b1,82,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,La Mystere (IRE),D. J. O'Keeffe,0,Michael Winters,PU,N/A,7,11-7tb,87,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Always Enchanting,Fergus Gillard,3,E. J. O'Grady,7th,14 l,5,11-12,92,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,I Don't Get It (IRE),Jack Foley,3,Neill McCluskey,6th,3 3/4 l,8,11-8,88,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Be My Hero (IRE),J. J. Slevin,0,Brendan Oliver Walsh,5th,1 1/2 l,7,11-0tb1,80,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Finnians Row (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,4th,17 l,6,11-10t,90,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Strong Roots (IRE),R. A. Doyle,0,Mark Fahey,3rd,9 l,10,11-10,90,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,He's Leading Me on (IRE),S. Fitzgerald,0,L. Young,2nd,6 l,5,11-8t,88,True,6,9
Wexford Racing Results | 1st July 2022 17:45,N/A,17:45,Yielding To Soft,2m,Our Bobby (IRE),Niall Moore,7,John Michael Burke,1st,N/A,5,11-8p,88,True,6,9
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Shifted Strategy (IRE),J. P. O'Sullivan,5,W. J. Martin,PU,N/A,7,11-12t,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Two Meter Rule (IRE),R. J. Condon,7,Peter Croke,PU,N/A,6,11-4,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Glendaars Star (IRE),K. C. Sexton,0,James Andrew Fahey,9th,6 l,7,11-4,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Ashlia Dancer (IRE),Cian Cullinan,7,P. G. Fahey,8th,16 l,6,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Easter Recital (IRE),Sean Flanagan,0,Eric Larkin,7th,20 l,7,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Born Famous (IRE),Patrick O'Hanlon,5,Ms Claire O'Connell,6th,3 l,5,10-11p1,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Stellar Symphony (IRE),D. J. O'Keeffe,0,Edmond Kent,5th,46 l,7,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Some Woman (IRE),Jordan Colin Gainford,0,Sean Thomas Doyle,4th,1/2 l,6,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,The Grey Monty (FR),S. D. Torrens,0,John McConnell,3rd,8 l,5,10-11t,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Westcoastinformant (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,11 l,6,11-4,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Perceval Legallois (FR),M. P. Walsh,0,Gavin Patrick Cromwell,1st,N/A,5,11-12,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Shifted Strategy (IRE),J. P. O'Sullivan,5,W. J. Martin,PU,N/A,7,11-12t,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Two Meter Rule (IRE),R. J. Condon,7,Peter Croke,PU,N/A,6,11-4,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Glendaars Star (IRE),K. C. Sexton,0,James Andrew Fahey,9th,6 l,7,11-4,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Ashlia Dancer (IRE),Cian Cullinan,7,P. G. Fahey,8th,16 l,6,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Easter Recital (IRE),Sean Flanagan,0,Eric Larkin,7th,20 l,7,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Born Famous (IRE),Patrick O'Hanlon,5,Ms Claire O'Connell,6th,3 l,5,10-11p1,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Stellar Symphony (IRE),D. J. O'Keeffe,0,Edmond Kent,5th,46 l,7,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Some Woman (IRE),Jordan Colin Gainford,0,Sean Thomas Doyle,4th,1/2 l,6,10-11,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,The Grey Monty (FR),S. D. Torrens,0,John McConnell,3rd,8 l,5,10-11t,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Westcoastinformant (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,11 l,6,11-4,-,True,6,10
Wexford Racing Results | 1st July 2022 18:15,N/A,18:15,Yielding To Soft,3m,Perceval Legallois (FR),M. P. Walsh,0,Gavin Patrick Cromwell,1st,N/A,5,11-12,-,True,6,10
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Cottie (IRE),Phillip Enright,0,Henry de Bromhead,F,N/A,7,11-5t,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Eye of the Dragon (IRE),Corey McGivern,7,Mrs Denise Foster,8th,19 l,6,11-5t,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,The Declaimer (IRE),Keith Donoghue,0,J. T. R. Dreaper,7th,32 l,6,11-12,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Mullins Cross (IRE),Richard Deegan,0,Paul Nolan,6th,2 1/2 l,6,11-5,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Hybery (FR),P. Townend,0,W. P. Mullins,5th,4 1/2 l,8,11-12t,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Don Diablo (IRE),J. W. Kennedy,0,Gordon Elliott,4th,20 l,7,11-12h,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Serenity Grove (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,15 l,6,11-12,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Hannon (IRE),D. J. O'Keeffe,0,T. Gibney,2nd,3/4 l,7,11-12,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Visionarian (IRE),Denis O'Regan,0,Peter Fahey,1st,N/A,7,11-12,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Cottie (IRE),Phillip Enright,0,Henry de Bromhead,F,N/A,7,11-5t,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,Eye of the Dragon (IRE),Corey McGivern,7,Mrs Denise Foster,8th,19 l,6,11-5t,-,True,6,11
Wexford Racing Results | 1st July 2022 18:45,N/A,18:45,Soft,2m,The Declaimer (IRE),Keith Donoghue,0,J. T. R. Dreaper,7th,32 l,6,11-12,-,True,6,11
