track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:55,Good,1m 1f,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,3rd,3/4 l,3,9-5,78,True,135,20
N/A,N/A,18:55,Good,1m 1f,Arch Enemy (IRE),J M Sheridan,0,P Magee,2nd,2 3/4 l,5,8-13,65,True,135,20
N/A,N/A,18:55,Good,1m 1f,Walhaan (IRE),D S O'Sullivan,10,Ciaran Murphy,1st,N/A,8,9-13t,79,True,135,20
N/A,N/A,19:25,Good,1m,Kellys Art (IRE),J J G Ryan,5,P Cluskey,11th,27 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Daniels Dream (IRE),S Foley,0,T Mullins,10th,1/2 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Chet's Fancy (IRE),L F Roche,0,D K Weld,9th,2 1/4 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Draiocht (IRE),M Santos,0,T J O'Mara,8th,3 l,4,10-0,-,True,135,21
N/A,N/A,19:25,Good,1m,Tango Five (IRE),C T Keane,0,Cian Hughes,7th,8 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Task Ahead (IRE),D W O'Connor,0,J C McConnell,6th,1 1/4 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Mapa (CAN),R C Colgan,0,S Lavery,5th,2 1/4 l,3,9-3,-,True,135,21
N/A,N/A,19:25,Good,1m,Newtown Duke (IRE),C D Hayes,0,D K Weld,4th,3 1/4 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Rubies From Burma (USA),W J Lee,0,H De Bromhead,3rd,1 3/4 l,3,9-3t,-,True,135,21
N/A,N/A,19:25,Good,1m,Touch The Sound (IRE),J M Sheridan,0,J A Stack,2nd,1/2 l,3,9-3,-,True,135,21
N/A,N/A,19:25,Good,1m,Platoon (IRE),J Cleary,7,A P O'Brien,1st,N/A,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Kellys Art (IRE),J J G Ryan,5,P Cluskey,11th,27 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Daniels Dream (IRE),S Foley,0,T Mullins,10th,1/2 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Chet's Fancy (IRE),L F Roche,0,D K Weld,9th,2 1/4 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Draiocht (IRE),M Santos,0,T J O'Mara,8th,3 l,4,10-0,-,True,135,21
N/A,N/A,19:25,Good,1m,Tango Five (IRE),C T Keane,0,Cian Hughes,7th,8 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Task Ahead (IRE),D W O'Connor,0,J C McConnell,6th,1 1/4 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Mapa (CAN),R C Colgan,0,S Lavery,5th,2 1/4 l,3,9-3,-,True,135,21
N/A,N/A,19:25,Good,1m,Newtown Duke (IRE),C D Hayes,0,D K Weld,4th,3 1/4 l,3,9-8,-,True,135,21
N/A,N/A,19:25,Good,1m,Rubies From Burma (USA),W J Lee,0,H De Bromhead,3rd,1 3/4 l,3,9-3t,-,True,135,21
N/A,N/A,19:25,Good,1m,Touch The Sound (IRE),J M Sheridan,0,J A Stack,2nd,1/2 l,3,9-3,-,True,135,21
N/A,N/A,19:25,Good,1m,Platoon (IRE),J Cleary,7,A P O'Brien,1st,N/A,3,9-8,-,True,135,21
N/A,N/A,19:55,Good,1m,Bella Colombia (IRE),N M Crosse,0,W McCreery,NR,N/A,3,9-0,73,True,135,22
N/A,N/A,19:55,Good,1m,Darkdeserthighway (IRE),J A Powell,3,M O'Callaghan,8th,1 1/4 l,6,9-0b,67,True,135,22
N/A,N/A,19:55,Good,1m,Elinor Dashwood (IRE),R P Whelan,0,A McGuinness,7th,Head,3,9-8h,81,True,135,22
N/A,N/A,19:55,Good,1m,Super Exceed (IRE),W J Lee,0,T Mullins,6th,1 l,3,9-4,77,True,135,22
N/A,N/A,19:55,Good,1m,Sumptuary Law (IRE),J J G Ryan,5,G M Lyons,5th,1 l,3,10-0,87,True,135,22
N/A,N/A,19:55,Good,1m,September Leaves (IRE),S Foley,0,Mrs J Harrington,4th,Neck,3,9-0v,73,True,135,22
N/A,N/A,19:55,Good,1m,Declaree (IRE),B M Coen,0,J P Murtagh,3rd,1 1/4 l,3,9-4tv1,77,True,135,22
N/A,N/A,19:55,Good,1m,Vivienda,C T Keane,0,G M Lyons,2nd,Neck,3,9-7,80,True,135,22
N/A,N/A,19:55,Good,1m,Evening Blossom (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-4,77,True,135,22
N/A,N/A,19:55,Good,1m,Bella Colombia (IRE),N M Crosse,0,W McCreery,NR,N/A,3,9-0,73,True,135,22
N/A,N/A,19:55,Good,1m,Darkdeserthighway (IRE),J A Powell,3,M O'Callaghan,8th,1 1/4 l,6,9-0b,67,True,135,22
N/A,N/A,19:55,Good,1m,Elinor Dashwood (IRE),R P Whelan,0,A McGuinness,7th,Head,3,9-8h,81,True,135,22
N/A,N/A,19:55,Good,1m,Super Exceed (IRE),W J Lee,0,T Mullins,6th,1 l,3,9-4,77,True,135,22
N/A,N/A,19:55,Good,1m,Sumptuary Law (IRE),J J G Ryan,5,G M Lyons,5th,1 l,3,10-0,87,True,135,22
N/A,N/A,19:55,Good,1m,September Leaves (IRE),S Foley,0,Mrs J Harrington,4th,Neck,3,9-0v,73,True,135,22
N/A,N/A,19:55,Good,1m,Declaree (IRE),B M Coen,0,J P Murtagh,3rd,1 1/4 l,3,9-4tv1,77,True,135,22
N/A,N/A,19:55,Good,1m,Vivienda,C T Keane,0,G M Lyons,2nd,Neck,3,9-7,80,True,135,22
N/A,N/A,19:55,Good,1m,Evening Blossom (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-4,77,True,135,22
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Dr Ali (IRE),G F Carroll,0,G M Lyons,NR,N/A,2,9-6b1,74,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,King Thistle,P McGettigan,10,J P Murtagh,NR,N/A,2,9-10b1,78,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Shocker (IRE),C D Hayes,0,Eoghan O'Neill,5th,5 l,2,9-10b1,78,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Zaraahmando (IRE),A J Slattery,0,A Slattery,4th,11 l,2,8-7,61,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Yamal (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,2,9-12,80,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,The Marty Party (IRE),M W Hassett,5,J P O'Brien,2nd,1/2 l,2,8-8,62,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Sunriseontheboyne (IRE),W Joyce,5,M Mulvany,1st,N/A,2,8-7,61,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Dr Ali (IRE),G F Carroll,0,G M Lyons,NR,N/A,2,9-6b1,74,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,King Thistle,P McGettigan,10,J P Murtagh,NR,N/A,2,9-10b1,78,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Shocker (IRE),C D Hayes,0,Eoghan O'Neill,5th,5 l,2,9-10b1,78,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Zaraahmando (IRE),A J Slattery,0,A Slattery,4th,11 l,2,8-7,61,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Yamal (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,2,9-12,80,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,The Marty Party (IRE),M W Hassett,5,J P O'Brien,2nd,1/2 l,2,8-8,62,True,135,23
Killarney Racing Results | 23rd August 2024 16:35,N/A,16:35,Yielding To Soft (Yielding In Places),1m 30y,Sunriseontheboyne (IRE),W Joyce,5,M Mulvany,1st,N/A,2,8-7,61,True,135,23
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Action Plan (IRE),J Cleary,7,Gerard O'Leary,6th,3/4 l,3,9-5p,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Il Pellegrino (IRE),D McMonagle,0,J P O'Brien,5th,7 1/2 l,3,9-1,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Artful Approach (IRE),J J G Ryan,5,J Davison,4th,1 1/4 l,3,9-1,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Democracy (IRE),W M Lordan,0,A P O'Brien,3rd,3 l,3,9-11p1,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Four Blondes (IRE),S Foley,0,R O'Sullivan,2nd,1/2 l,3,9-4,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Monasterboice (IRE),C T Keane,0,N Meade,1st,N/A,3,9-5p,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Action Plan (IRE),J Cleary,7,Gerard O'Leary,6th,3/4 l,3,9-5p,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Il Pellegrino (IRE),D McMonagle,0,J P O'Brien,5th,7 1/2 l,3,9-1,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Artful Approach (IRE),J J G Ryan,5,J Davison,4th,1 1/4 l,3,9-1,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Democracy (IRE),W M Lordan,0,A P O'Brien,3rd,3 l,3,9-11p1,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Four Blondes (IRE),S Foley,0,R O'Sullivan,2nd,1/2 l,3,9-4,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:10,N/A,17:10,Yielding To Soft (Yielding In Places),1m 30y,Monasterboice (IRE),C T Keane,0,N Meade,1st,N/A,3,9-5p,-,True,135,24
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Kayhana (IRE),C D Hayes,0,D K Weld,NR,N/A,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Oujda (FR),B M Coen,0,J P Murtagh,9th,4 1/2 l,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Concluding Call (IRE),N M Crosse,0,W McCreery,8th,Head,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Star Galaxy (IRE),M P Sheehy,0,J P O'Brien,7th,1 l,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Military,W M Lordan,0,A P O'Brien,6th,1/2 l,3,9-3tb,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Without Words (USA),D McMonagle,0,J P O'Brien,5th,1/2 l,3,8-12,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Curvature (IRE),S Foley,0,Mrs J Harrington,4th,Head,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Mexicali Rose,G F Carroll,0,J P O'Brien,3rd,Head,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Princess Child (FR),D P McDonogh,0,J P O'Brien,2nd,1 l,3,8-12,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,One Look (IRE),W J Lee,0,P Twomey,1st,N/A,3,8-12,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Kayhana (IRE),C D Hayes,0,D K Weld,NR,N/A,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Oujda (FR),B M Coen,0,J P Murtagh,9th,4 1/2 l,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Concluding Call (IRE),N M Crosse,0,W McCreery,8th,Head,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Star Galaxy (IRE),M P Sheehy,0,J P O'Brien,7th,1 l,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Military,W M Lordan,0,A P O'Brien,6th,1/2 l,3,9-3tb,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Without Words (USA),D McMonagle,0,J P O'Brien,5th,1/2 l,3,8-12,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Curvature (IRE),S Foley,0,Mrs J Harrington,4th,Head,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Mexicali Rose,G F Carroll,0,J P O'Brien,3rd,Head,4,9-4,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,Princess Child (FR),D P McDonogh,0,J P O'Brien,2nd,1 l,3,8-12,-,True,135,25
Killarney Racing Results | 23rd August 2024 17:42,N/A,17:42,Yielding To Soft (Yielding In Places),1m 30y,One Look (IRE),W J Lee,0,P Twomey,1st,N/A,3,8-12,-,True,135,25
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Drop The Dip (IRE),G M Ryan,0,T Gibney,NR,N/A,4,10-0,65,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Charlie Brow'n (FR),K G Kennedy,7,T J O'Mara,NR,N/A,4,9-13t,64,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Eastern Capital (IRE),C T Keane,0,G M Lyons,14th,8 l,3,9-3,60,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Mark's One (IRE),G F Carroll,0,G P Cromwell,13th,1/2 l,3,9-3t,60,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Super Over (IRE),B M Coen,0,D P Coakley,12th,7 1/2 l,6,9-13v,64,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Chimeric (IRE),D W O'Connor,0,J F Levins,11th,Head,7,9-8p,59,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Starting Monday (IRE),W J Lee,0,G Scott,10th,1 l,7,9-13,64,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Church Mountain (IRE),J M Sheridan,0,D Hogan,9th,3/4 l,6,9-12tp,63,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Lady Montse (IRE),J Cleary,7,John M Harney,8th,Nose,4,9-1,52,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Feature This (IRE),D McMonagle,0,P W Flynn,7th,1 1/2 l,5,9-7tp,58,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Rock Etoile (IRE),S Coen,10,A Slattery,6th,2 1/2 l,6,9-7,58,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Skontonovski,R P Whelan,0,A McGuinness,5th,Head,7,9-3v,54,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,4th,1/2 l,3,9-3h1,60,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Campari Soda (IRE),C D Hayes,0,D K Weld,3rd,1 1/4 l,3,9-9v1,66,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Seas And Oceans (IRE),W M Lordan,0,Eoghan O'Neill,2nd,2 1/4 l,3,8-7b,47,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Spring Collection,M W Hassett,5,D H Kelly,1st,N/A,4,8-10,47,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Drop The Dip (IRE),G M Ryan,0,T Gibney,NR,N/A,4,10-0,65,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Charlie Brow'n (FR),K G Kennedy,7,T J O'Mara,NR,N/A,4,9-13t,64,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Eastern Capital (IRE),C T Keane,0,G M Lyons,14th,8 l,3,9-3,60,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Mark's One (IRE),G F Carroll,0,G P Cromwell,13th,1/2 l,3,9-3t,60,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Super Over (IRE),B M Coen,0,D P Coakley,12th,7 1/2 l,6,9-13v,64,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Chimeric (IRE),D W O'Connor,0,J F Levins,11th,Head,7,9-8p,59,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Starting Monday (IRE),W J Lee,0,G Scott,10th,1 l,7,9-13,64,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Church Mountain (IRE),J M Sheridan,0,D Hogan,9th,3/4 l,6,9-12tp,63,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Lady Montse (IRE),J Cleary,7,John M Harney,8th,Nose,4,9-1,52,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Feature This (IRE),D McMonagle,0,P W Flynn,7th,1 1/2 l,5,9-7tp,58,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Rock Etoile (IRE),S Coen,10,A Slattery,6th,2 1/2 l,6,9-7,58,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Skontonovski,R P Whelan,0,A McGuinness,5th,Head,7,9-3v,54,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,4th,1/2 l,3,9-3h1,60,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Campari Soda (IRE),C D Hayes,0,D K Weld,3rd,1 1/4 l,3,9-9v1,66,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Seas And Oceans (IRE),W M Lordan,0,Eoghan O'Neill,2nd,2 1/4 l,3,8-7b,47,True,135,26
Killarney Racing Results | 23rd August 2024 18:12,N/A,18:12,Yielding To Soft (Yielding In Places),1m 30y,Spring Collection,M W Hassett,5,D H Kelly,1st,N/A,4,8-10,47,True,135,26
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Redemptive Power (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-7,66,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Star Of Atlantis (IRE),G M Ryan,0,T Gibney,NR,N/A,3,8-13,58,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Nosey Anna (IRE),J M Sheridan,0,D Hogan,NR,N/A,3,8-9tp1,54,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Swiss Army Officer (IRE),W M Lordan,0,Kevin Coleman,13th,Neck,9,8-8,47,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Blue Poppy (IRE),C D Hayes,0,D K Weld,12th,4 1/2 l,3,9-2p1,61,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Well Suited (IRE),K G Kennedy,7,T J O'Mara,11th,Head,9,8-8p,47,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Purring Along (IRE),N M Crosse,0,Thomas Dowling,10th,2 l,5,8-8t,47,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Relevant Range (IRE),D S O'Sullivan,10,G Scott,9th,3/4 l,5,9-3p,56,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Wrist Art (IRE),Amy Jo Hayes,7,T Doyle,8th,3/4 l,7,9-12,65,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Private Officer (IRE),A J Slattery,0,J F Levins,7th,1 l,3,8-7p1,52,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Saith Seren,D P McDonogh,0,A Lee,6th,1 1/2 l,3,8-12,57,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Bear Profit (IRE),S Foley,0,Gerard O'Leary,5th,1/2 l,5,10-2,69,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Asisaid (IRE),B M Coen,0,P J F Murphy,4th,1/2 l,5,9-5p,58,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Speckled Meadow (IRE),M W Hassett,5,Don Browne,3rd,1 1/4 l,7,10-2,69,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Shoot To Kill (IRE),R P Whelan,0,J Davison,2nd,1/2 l,7,10-0,67,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Nibras Rainbow (IRE),L F Roche,0,P W Flynn,1st,N/A,4,9-0b,53,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Redemptive Power (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-7,66,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Star Of Atlantis (IRE),G M Ryan,0,T Gibney,NR,N/A,3,8-13,58,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Nosey Anna (IRE),J M Sheridan,0,D Hogan,NR,N/A,3,8-9tp1,54,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Swiss Army Officer (IRE),W M Lordan,0,Kevin Coleman,13th,Neck,9,8-8,47,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Blue Poppy (IRE),C D Hayes,0,D K Weld,12th,4 1/2 l,3,9-2p1,61,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Well Suited (IRE),K G Kennedy,7,T J O'Mara,11th,Head,9,8-8p,47,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Purring Along (IRE),N M Crosse,0,Thomas Dowling,10th,2 l,5,8-8t,47,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Relevant Range (IRE),D S O'Sullivan,10,G Scott,9th,3/4 l,5,9-3p,56,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Wrist Art (IRE),Amy Jo Hayes,7,T Doyle,8th,3/4 l,7,9-12,65,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Private Officer (IRE),A J Slattery,0,J F Levins,7th,1 l,3,8-7p1,52,True,135,27
Killarney Racing Results | 23rd August 2024 18:42,N/A,18:42,Yielding To Soft (Yielding In Places),1m 30y,Saith Seren,D P McDonogh,0,A Lee,6th,1 1/2 l,3,8-12,57,True,135,27
