track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Petit Calvados (IRE),S Foley,0,Eoghan O'Neill,3rd,3/4 l,5,8-12p,74,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Dontspoilasale (IRE),J A Heffernan,0,N Lupini,2nd,Head,3,9-4,80,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Daamberdiplomat (IRE),R M Mulligan,10,J P Murtagh,1st,N/A,3,9-7,83,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Marsa (IRE),C D Hayes,0,E Lynam,NR,N/A,4,9-1,77,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Charming Lady (IRE),R Whearty,5,T G McCourt,13th,1 3/4 l,3,9-0,76,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Prisoner's Dilemma,D W O'Connor,0,J F Levins,12th,1/2 l,7,9-10tp,86,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Rough Diamond (IRE),Sorcha Woods,7,E Lynam,11th,1 l,6,9-10,86,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Ostraka (IRE),R P Whelan,0,M Halford & T Collins,10th,Head,3,9-2b,78,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Final Voyage (IRE),S B Kelly,0,J P Murtagh,9th,1 3/4 l,5,10-2,92,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Gobi Star (IRE),J Kearney,5,P Martin,8th,Short Head,5,9-1tb,77,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Collective Power (IRE),C T Keane,0,E Lynam,7th,1/2 l,5,9-6,82,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Volatile Analyst (USA),Adam Caffrey,5,A McGuinness,6th,Head,6,9-6,82,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Inishmot Prince (IRE),J J G Ryan,5,T G McCourt,5th,Head,5,9-6v,82,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Jered Maddox,L T McAteer,0,D Marnane,4th,1/2 l,7,9-1,77,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Petit Calvados (IRE),S Foley,0,Eoghan O'Neill,3rd,3/4 l,5,8-12p,74,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Dontspoilasale (IRE),J A Heffernan,0,N Lupini,2nd,Head,3,9-4,80,True,95,12
Dundalk Racing Results | 15th December 2023 19:15,N/A,19:15,Standard,6f,Daamberdiplomat (IRE),R M Mulligan,10,J P Murtagh,1st,N/A,3,9-7,83,True,95,12
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Just Another (IRE),J M Sheridan,0,L Smyth,NR,N/A,4,8-13tp,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Silver Nemo (IRE),Siobhan Rutledge,3,L Smyth,NR,N/A,5,8-13t,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Coco Hill (IRE),J A Powell,3,J C McConnell,NR,N/A,3,8-13,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Darcy's Rock,R Whearty,5,J J Lambe,12th,2 l,4,9-2p,50,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Teddy Boy (IRE),J J G Ryan,5,E Lynam,11th,1/2 l,8,9-3,51,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Phil's Dream (IRE),S Foley,0,J C McConnell,10th,2 l,3,9-8tb1,56,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Un Bacio Ancora (IRE),J A Heffernan,0,P J F Murphy,9th,1 1/4 l,4,10-1t,63,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Thirtysecondstreet (IRE),N M Crosse,0,L Comer,8th,Neck,3,9-3,51,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,My Girl Sioux (IRE),D P McDonogh,0,A Slattery,7th,Neck,3,9-0b,48,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Shaaden (IRE),A C Persse,7,P J Flynn,6th,3/4 l,3,9-13,61,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Zig Zag Zyggy (IRE),Adam Caffrey,5,A McGuinness,5th,1 1/4 l,8,8-13v,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Hero Of The Hour,C D Hayes,0,G A Kingston,4th,3/4 l,6,9-7b,55,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Poet's Pride,L T McAteer,0,D Marnane,3rd,Head,8,8-13,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Theriverrunsdeep (IRE),L F Roche,0,S G O'Donnell,2nd,2 3/4 l,7,9-8p,56,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Senado Square,C Horgan,7,A Slattery,1st,N/A,3,9-8,56,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Just Another (IRE),J M Sheridan,0,L Smyth,NR,N/A,4,8-13tp,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Silver Nemo (IRE),Siobhan Rutledge,3,L Smyth,NR,N/A,5,8-13t,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Coco Hill (IRE),J A Powell,3,J C McConnell,NR,N/A,3,8-13,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Darcy's Rock,R Whearty,5,J J Lambe,12th,2 l,4,9-2p,50,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Teddy Boy (IRE),J J G Ryan,5,E Lynam,11th,1/2 l,8,9-3,51,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Phil's Dream (IRE),S Foley,0,J C McConnell,10th,2 l,3,9-8tb1,56,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Un Bacio Ancora (IRE),J A Heffernan,0,P J F Murphy,9th,1 1/4 l,4,10-1t,63,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Thirtysecondstreet (IRE),N M Crosse,0,L Comer,8th,Neck,3,9-3,51,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,My Girl Sioux (IRE),D P McDonogh,0,A Slattery,7th,Neck,3,9-0b,48,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Shaaden (IRE),A C Persse,7,P J Flynn,6th,3/4 l,3,9-13,61,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Zig Zag Zyggy (IRE),Adam Caffrey,5,A McGuinness,5th,1 1/4 l,8,8-13v,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Hero Of The Hour,C D Hayes,0,G A Kingston,4th,3/4 l,6,9-7b,55,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Poet's Pride,L T McAteer,0,D Marnane,3rd,Head,8,8-13,47,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Theriverrunsdeep (IRE),L F Roche,0,S G O'Donnell,2nd,2 3/4 l,7,9-8p,56,True,95,13
Dundalk Racing Results | 15th December 2023 19:45,N/A,19:45,Standard,6f,Senado Square,C Horgan,7,A Slattery,1st,N/A,3,9-8,56,True,95,13
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Clonmeen (IRE),S D Torrens,0,William P Murphy,NR,N/A,8,10-12t,114,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Temptationinmilan (IRE),P T Enright,0,C Byrnes,PU,N/A,7,11-4p,120,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Everglow,L A McKenna,5,N Meade,8th,14 l,8,11-7tb,123,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,7th,20 l,6,11-5t,121,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Ex Patriot (IRE),H Morgan,0,Miss Ellmarie Holden,6th,31 l,10,11-12,128,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Old Soul (FR),S W Flanagan,0,Liz Doyle,5th,6 l,6,10-12t,114,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,So Des Flos (FR),J W Kennedy,0,G Elliott,4th,1/2 l,6,11-10p,126,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Where's Frankie (IRE),Rachael Blackmore,0,K Thornton,3rd,5 1/2 l,7,10-2,104,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Positive Thinker (IRE),S F O'Keeffe,0,M J McDonagh,2nd,Short Head,6,10-11,113,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Emancipator (IRE),J P Shinnick,7,T O'Brien,1st,N/A,7,10-11b,113,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Clonmeen (IRE),S D Torrens,0,William P Murphy,NR,N/A,8,10-12t,114,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Temptationinmilan (IRE),P T Enright,0,C Byrnes,PU,N/A,7,11-4p,120,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Everglow,L A McKenna,5,N Meade,8th,14 l,8,11-7tb,123,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,7th,20 l,6,11-5t,121,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Ex Patriot (IRE),H Morgan,0,Miss Ellmarie Holden,6th,31 l,10,11-12,128,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Old Soul (FR),S W Flanagan,0,Liz Doyle,5th,6 l,6,10-12t,114,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,So Des Flos (FR),J W Kennedy,0,G Elliott,4th,1/2 l,6,11-10p,126,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Where's Frankie (IRE),Rachael Blackmore,0,K Thornton,3rd,5 1/2 l,7,10-2,104,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Positive Thinker (IRE),S F O'Keeffe,0,M J McDonagh,2nd,Short Head,6,10-11,113,True,95,16
N/A,N/A,12:30,Heavy (Soft To Heavy In Places),3m 68y,Emancipator (IRE),J P Shinnick,7,T O'Brien,1st,N/A,7,10-11b,113,True,95,16
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,National Emblem (IRE),D J Gilligan,5,C Collins,F,N/A,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Tasmanian Girl (IRE),M M McDonagh,3,Aengus King,9th,20 l,3,10-7,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Clady River (IRE),D J O'Keeffe,0,N Slevin,8th,25 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Lunar Landscape,R P Treacy,0,C Byrnes,7th,21 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,So Messi (IRE),P J O'Hanlon,3,P Martin,6th,8 l,3,11-0t,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Tranquil Sea (IRE),S W Flanagan,0,P Nolan,5th,6 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Superbolt (IRE),P J Carberry,0,A J Martin,4th,1 1/2 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Green Sky (IRE),J J Slevin,0,J P O'Brien,3rd,3/4 l,3,10-7,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Hey Whatever (IRE),B Le Clerc,0,G Elliott,2nd,6 1/2 l,3,10-7,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Pacini,J W Kennedy,0,G Elliott,1st,N/A,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,National Emblem (IRE),D J Gilligan,5,C Collins,F,N/A,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Tasmanian Girl (IRE),M M McDonagh,3,Aengus King,9th,20 l,3,10-7,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Clady River (IRE),D J O'Keeffe,0,N Slevin,8th,25 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Lunar Landscape,R P Treacy,0,C Byrnes,7th,21 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,So Messi (IRE),P J O'Hanlon,3,P Martin,6th,8 l,3,11-0t,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Tranquil Sea (IRE),S W Flanagan,0,P Nolan,5th,6 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Superbolt (IRE),P J Carberry,0,A J Martin,4th,1 1/2 l,3,11-0,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Green Sky (IRE),J J Slevin,0,J P O'Brien,3rd,3/4 l,3,10-7,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Hey Whatever (IRE),B Le Clerc,0,G Elliott,2nd,6 1/2 l,3,10-7,-,True,95,17
N/A,N/A,13:05,Heavy (Soft To Heavy In Places),2m 30y,Pacini,J W Kennedy,0,G Elliott,1st,N/A,3,11-0,-,True,95,17
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Oneforbaz (IRE),P T Enright,0,S Aherne,PU,N/A,5,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Sam The Great,Shane Fenelon,7,J J Hanlon,7th,97 l,6,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Reversal (IRE),J J Slevin,0,Colm Murphy,6th,14 l,5,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Jazzie De Chaillac (FR),P J Carberry,0,Nina Walsh,5th,54 l,4,10-11h1,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Zaidi (FR),J W Kennedy,0,G Elliott,4th,3 1/4 l,6,11-12p1,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,O'Moore Park (IRE),P Townend,0,W P Mullins,3rd,2 1/2 l,6,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Prince Palace (FR),J S McGarvey,0,P A Fahy,2nd,3 1/2 l,5,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Chigorin (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Oneforbaz (IRE),P T Enright,0,S Aherne,PU,N/A,5,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Sam The Great,Shane Fenelon,7,J J Hanlon,7th,97 l,6,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Reversal (IRE),J J Slevin,0,Colm Murphy,6th,14 l,5,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Jazzie De Chaillac (FR),P J Carberry,0,Nina Walsh,5th,54 l,4,10-11h1,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Zaidi (FR),J W Kennedy,0,G Elliott,4th,3 1/4 l,6,11-12p1,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,O'Moore Park (IRE),P Townend,0,W P Mullins,3rd,2 1/2 l,6,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Prince Palace (FR),J S McGarvey,0,P A Fahy,2nd,3 1/2 l,5,11-4,-,True,95,19
N/A,N/A,14:15,Heavy (Soft To Heavy In Places),2m 7f 52y,Chigorin (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,11-4,-,True,95,19
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Western Princess (IRE),Miss J Townend,0,W P Mullins,9th,44 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Mollys Kingdom (IRE),Mr D Doyle,7,J P Ryan,8th,11 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Little Green Lady (IRE),Mr J H Williamson,7,P A Fahy,7th,11 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Doyen Magic (IRE),Mr J L Gleeson,5,P Nolan,6th,1/2 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,El Fabienne (FR),Mr P W Mullins,0,W P Mullins,5th,1 1/4 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Rainbow Lily (IRE),Mr H C Swan,5,G Elliott,4th,3 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Knockarina (IRE),Mr R W Barron,5,C Byrnes,3rd,1 1/2 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Discussion (IRE),Mr F Maguire,0,Charles Weld,2nd,5 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Miss Mini Bee (IRE),Mr A Harvey,7,Patrick T Foley,1st,N/A,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Western Princess (IRE),Miss J Townend,0,W P Mullins,9th,44 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Mollys Kingdom (IRE),Mr D Doyle,7,J P Ryan,8th,11 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Little Green Lady (IRE),Mr J H Williamson,7,P A Fahy,7th,11 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Doyen Magic (IRE),Mr J L Gleeson,5,P Nolan,6th,1/2 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,El Fabienne (FR),Mr P W Mullins,0,W P Mullins,5th,1 1/4 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Rainbow Lily (IRE),Mr H C Swan,5,G Elliott,4th,3 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Knockarina (IRE),Mr R W Barron,5,C Byrnes,3rd,1 1/2 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Discussion (IRE),Mr F Maguire,0,Charles Weld,2nd,5 l,4,11-5,-,True,95,21
N/A,N/A,15:25,Heavy (Soft To Heavy In Places),2m 30y,Miss Mini Bee (IRE),Mr A Harvey,7,Patrick T Foley,1st,N/A,4,11-5,-,True,95,21
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Kilbride Hill (IRE),L Quinlan,5,J P Ryan,7th,7 1/2 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Lispopple (IRE),B Hayes,0,P Fenton,6th,1 3/4 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Party Pack (IRE),P T Enright,0,J P Flavin,5th,25 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Lady Bresil (IRE),S W Flanagan,0,Peter Fahey,4th,14 l,5,11-5,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Lucky Lyreen (IRE),J W Kennedy,0,G Elliott,3rd,3 3/4 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Teuchters Glory (IRE),D J O'Keeffe,0,W J Burke,2nd,3 1/2 l,7,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Spread Boss Ted,D E Mullins,0,W P Mullins,1st,N/A,6,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Kilbride Hill (IRE),L Quinlan,5,J P Ryan,7th,7 1/2 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Lispopple (IRE),B Hayes,0,P Fenton,6th,1 3/4 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Party Pack (IRE),P T Enright,0,J P Flavin,5th,25 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Lady Bresil (IRE),S W Flanagan,0,Peter Fahey,4th,14 l,5,11-5,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Lucky Lyreen (IRE),J W Kennedy,0,G Elliott,3rd,3 3/4 l,5,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Teuchters Glory (IRE),D J O'Keeffe,0,W J Burke,2nd,3 1/2 l,7,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:00,N/A,12:00,Soft (Soft To Heavy In Places),2m,Spread Boss Ted,D E Mullins,0,W P Mullins,1st,N/A,6,11-12,-,True,95,22
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Marlpark (IRE),Mr A P Ryan,7,J P Ryan,NR,N/A,4,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,No Turn Unstoned,B Le Clerc,0,G Elliott,F,N/A,4,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Corballis Flyer (IRE),J S McGarvey,0,J J Hanlon,9th,16 l,5,11-12h1,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Thecornerbar (IRE),J Coen,5,G Elliott,8th,35 l,4,11-5,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Tankardstown Diva (IRE),E Walsh,3,Ian Donoghue,7th,21 l,4,11-5h,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,The Nagger Reidy,S W Flanagan,0,Stephen Gerard Carey,6th,21 l,4,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Slanagaibhgoleir (IRE),M P Walsh,0,G Elliott,5th,1 1/2 l,5,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Find A Fortune (IRE),J W Kennedy,0,G Elliott,4th,2 3/4 l,6,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Park The Giant (IRE),B Hayes,0,P Fenton,3rd,3 l,5,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Nas Na Riogh (IRE),D J O'Keeffe,0,H De Bromhead,2nd,4 1/2 l,5,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Dancing City (FR),D E Mullins,0,W P Mullins,1st,N/A,6,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Marlpark (IRE),Mr A P Ryan,7,J P Ryan,NR,N/A,4,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,No Turn Unstoned,B Le Clerc,0,G Elliott,F,N/A,4,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Corballis Flyer (IRE),J S McGarvey,0,J J Hanlon,9th,16 l,5,11-12h1,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Thecornerbar (IRE),J Coen,5,G Elliott,8th,35 l,4,11-5,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Tankardstown Diva (IRE),E Walsh,3,Ian Donoghue,7th,21 l,4,11-5h,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,The Nagger Reidy,S W Flanagan,0,Stephen Gerard Carey,6th,21 l,4,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Slanagaibhgoleir (IRE),M P Walsh,0,G Elliott,5th,1 1/2 l,5,11-12,-,True,95,23
Navan Racing Results | 17th December 2023 12:35,N/A,12:35,Soft (Soft To Heavy In Places),2m 4f,Find A Fortune (IRE),J W Kennedy,0,G Elliott,4th,2 3/4 l,6,11-12,-,True,95,23
