track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,10th,1 1/4 l,5,9-12p,66,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Lovesome Dove (IRE),K. J. Leonard,0,Peter Lawlor,9th,1/2 l,3,9-0,56,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Aristovic (IRE),J. M. Sheridan,3,J. F. Levins,8th,1 l,3,9-9,65,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Khafaaq,Ben Martin Coen,0,A. Slattery,7th,3/4 l,7,9-13v,67,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Cedar Rapids (IRE),William James Lee,0,James McAuley,6th,Short Head,4,10-1tb,69,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Instrumental,Shane Foley,0,James McAuley,5th,3/4 l,3,9-11tp,67,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Skontonovski,R. P. Whelan,0,Adrian McGuinness,4th,1 1/4 l,5,10-2v,70,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Trueba (IRE),Michael Beresford,10,John Patrick Murtagh,3rd,1/2 l,6,10-2b1,70,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Darkdeserthighway (IRE),C. T. Keane,0,M. D. O'Callaghan,2nd,1/2 l,4,9-6b,60,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,The Mpex Kid (IRE),Siobhan Rutledge,5,Ciaran Murphy,1st,N/A,6,9-12,66,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Cisne (IRE),D. W. O'Connor,0,John McConnell,14th,1/2 l,4,9-8h,62,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Scarlet Angel (USA),J. Kearney,7,G. M. Lyons,13th,1 1/4 l,3,10-0b1,70,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Patrick Street,J. Coen,5,Patrick Martin,12th,1 3/4 l,3,9-11t,67,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Sandyman,R. Whearty,7,James McAuley,11th,3/4 l,6,9-11p1,65,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,10th,1 1/4 l,5,9-12p,66,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Lovesome Dove (IRE),K. J. Leonard,0,Peter Lawlor,9th,1/2 l,3,9-0,56,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Aristovic (IRE),J. M. Sheridan,3,J. F. Levins,8th,1 l,3,9-9,65,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Khafaaq,Ben Martin Coen,0,A. Slattery,7th,3/4 l,7,9-13v,67,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Cedar Rapids (IRE),William James Lee,0,James McAuley,6th,Short Head,4,10-1tb,69,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Instrumental,Shane Foley,0,James McAuley,5th,3/4 l,3,9-11tp,67,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Skontonovski,R. P. Whelan,0,Adrian McGuinness,4th,1 1/4 l,5,10-2v,70,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Trueba (IRE),Michael Beresford,10,John Patrick Murtagh,3rd,1/2 l,6,10-2b1,70,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,Darkdeserthighway (IRE),C. T. Keane,0,M. D. O'Callaghan,2nd,1/2 l,4,9-6b,60,True,29,19
Dundalk Racing Results | 2nd November 2022 14:30,N/A,14:30,Standard,1m,The Mpex Kid (IRE),Siobhan Rutledge,5,Ciaran Murphy,1st,N/A,6,9-12,66,True,29,19
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Pearl of Malta (IRE),L. F. Roche,0,P. F. O'Donnell,10th,3/4 l,2,8-8,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Slow Burner,J. J. G. Ryan,7,T. G. McCourt,9th,Neck,2,8-13,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Bedelia (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,8th,1 1/2 l,2,8-8,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Shamastar (IRE),D. W. O'Connor,0,David Marnane,7th,2 l,2,9-3,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Riesling,William James Lee,0,Henry de Bromhead,6th,3 1/4 l,2,8-12,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Zaza Zut (IRE),J. M. Sheridan,3,K. J. Condon,5th,1/2 l,2,9-4t,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Not Too Real Bad (IRE),N. M. Crosse,0,Thomas Mullins,4th,5 1/2 l,2,8-10ht,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Aussie Girl (IRE),M. A. Enright,0,J. A. Stack,3rd,3/4 l,2,9-0,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Catherine of Siena (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,2nd,2 3/4 l,2,8-10,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Queen Maedbh (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,1st,N/A,2,9-0,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Pearl of Malta (IRE),L. F. Roche,0,P. F. O'Donnell,10th,3/4 l,2,8-8,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Slow Burner,J. J. G. Ryan,7,T. G. McCourt,9th,Neck,2,8-13,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Bedelia (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,8th,1 1/2 l,2,8-8,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Shamastar (IRE),D. W. O'Connor,0,David Marnane,7th,2 l,2,9-3,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Riesling,William James Lee,0,Henry de Bromhead,6th,3 1/4 l,2,8-12,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Zaza Zut (IRE),J. M. Sheridan,3,K. J. Condon,5th,1/2 l,2,9-4t,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Not Too Real Bad (IRE),N. M. Crosse,0,Thomas Mullins,4th,5 1/2 l,2,8-10ht,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Aussie Girl (IRE),M. A. Enright,0,J. A. Stack,3rd,3/4 l,2,9-0,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Catherine of Siena (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,2nd,2 3/4 l,2,8-10,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:00,N/A,15:00,Standard,6f,Queen Maedbh (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,1st,N/A,2,9-0,-,True,29,20
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Cozy Cartel (IRE),K. J. Leonard,0,Patrick Michael Verling,13th,32 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Savigny (IRE),C. D. Hayes,0,Henry de Bromhead,12th,2 1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Secret Sauce (IRE),M. A. Enright,0,J. A. Stack,11th,7 1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Lake Illawarra (IRE),S. B. Kelly,0,John Patrick Murtagh,10th,Neck,2,9-2,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Matt Connor (IRE),G. M. Ryan,0,Henry de Bromhead,9th,1 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Dabirann (IRE),R. P. Whelan,0,M. Halford,8th,1 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Rathbranchurch (IRE),N. M. Crosse,0,Michael Mulvany,7th,2 3/4 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Capital Guarantee (IRE),C. T. Keane,0,Kieran Patrick Cotter,6th,1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Hope And Innocence (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Neck,2,9-2,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Timely Boost (IRE),William James Lee,0,Andrew Oliver,4th,1 1/4 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Shadowed (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Farnborough (IRE),Emmet McNamara,0,Aidan O'Brien,2nd,1/2 l,2,9-7t,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Carracci (USA),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Cozy Cartel (IRE),K. J. Leonard,0,Patrick Michael Verling,13th,32 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Savigny (IRE),C. D. Hayes,0,Henry de Bromhead,12th,2 1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Secret Sauce (IRE),M. A. Enright,0,J. A. Stack,11th,7 1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Lake Illawarra (IRE),S. B. Kelly,0,John Patrick Murtagh,10th,Neck,2,9-2,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Matt Connor (IRE),G. M. Ryan,0,Henry de Bromhead,9th,1 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Dabirann (IRE),R. P. Whelan,0,M. Halford,8th,1 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Rathbranchurch (IRE),N. M. Crosse,0,Michael Mulvany,7th,2 3/4 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Capital Guarantee (IRE),C. T. Keane,0,Kieran Patrick Cotter,6th,1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Hope And Innocence (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Neck,2,9-2,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Timely Boost (IRE),William James Lee,0,Andrew Oliver,4th,1 1/4 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Shadowed (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 1/2 l,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Farnborough (IRE),Emmet McNamara,0,Aidan O'Brien,2nd,1/2 l,2,9-7t,-,True,29,21
Dundalk Racing Results | 2nd November 2022 15:30,N/A,15:30,Standard,7f,Carracci (USA),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,29,21
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Kratos,Adam Caffrey,7,Adrian McGuinness,13th,4 3/4 l,4,10-0b,63,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Drummond Warrior (IRE),Sorcha Woods,7,R. K. Watson,12th,1 l,6,8-12p,47,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Double Kodiac (IRE),N. G. McCullagh,0,Noel C. Kelly,11th,1 l,6,8-13h,48,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Pink Socks (IRE),R. P. Whelan,0,Timothy Doyle,10th,2 3/4 l,3,9-3b1,53,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Breakfast Club,Shane Foley,0,James McAuley,9th,1/2 l,5,9-1tp,50,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Chica Power (IRE),C. T. Keane,0,Ciaran Murphy,8th,1 l,4,9-11b,60,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Scipio's Defense (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,Neck,3,9-8p1,58,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Indian Raj,S. R. Markey,10,Anthony McCann,6th,1/2 l,8,9-1t,50,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Vivaia (IRE),C. D. Hayes,0,D. K. Weld,5th,Neck,3,9-7,57,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Maccliff (IRE),Siobhan Rutledge,5,Gerard Michael Hussey,4th,Head,6,9-0,49,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Beleaguerment (IRE),William James Lee,0,James McAuley,3rd,1 1/2 l,6,9-3tb,52,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Jaafel (IRE),D. King,7,Denis Hogan,2nd,1 1/4 l,4,10-0t,63,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Maestro Stick,G. M. Ryan,0,Keith Henry Clarke,1st,N/A,5,9-1t,50,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Kratos,Adam Caffrey,7,Adrian McGuinness,13th,4 3/4 l,4,10-0b,63,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Drummond Warrior (IRE),Sorcha Woods,7,R. K. Watson,12th,1 l,6,8-12p,47,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Double Kodiac (IRE),N. G. McCullagh,0,Noel C. Kelly,11th,1 l,6,8-13h,48,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Pink Socks (IRE),R. P. Whelan,0,Timothy Doyle,10th,2 3/4 l,3,9-3b1,53,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Breakfast Club,Shane Foley,0,James McAuley,9th,1/2 l,5,9-1tp,50,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Chica Power (IRE),C. T. Keane,0,Ciaran Murphy,8th,1 l,4,9-11b,60,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Scipio's Defense (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,Neck,3,9-8p1,58,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Indian Raj,S. R. Markey,10,Anthony McCann,6th,1/2 l,8,9-1t,50,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Vivaia (IRE),C. D. Hayes,0,D. K. Weld,5th,Neck,3,9-7,57,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Maccliff (IRE),Siobhan Rutledge,5,Gerard Michael Hussey,4th,Head,6,9-0,49,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Beleaguerment (IRE),William James Lee,0,James McAuley,3rd,1 1/2 l,6,9-3tb,52,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Jaafel (IRE),D. King,7,Denis Hogan,2nd,1 1/4 l,4,10-0t,63,True,29,22
Dundalk Racing Results | 2nd November 2022 16:00,N/A,16:00,Standard,7f,Maestro Stick,G. M. Ryan,0,Keith Henry Clarke,1st,N/A,5,9-1t,50,True,29,22
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Eleuthera,J. M. Sheridan,3,J. F. Levins,13th,2 1/4 l,10,8-12p,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Flag High (IRE),D. W. O'Connor,0,John McConnell,12th,3/4 l,3,9-7,57,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Irish Act (IRE),William James Lee,0,James McAuley,11th,2 3/4 l,3,9-2t,52,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Company Keeping (IRE),Emmet McNamara,0,Patrick Downey,10th,Neck,4,9-3tp,52,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Big Dream (IRE),Jonathan Moore,0,Anthony McCann,9th,1 l,4,10-2t,65,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Hot Bell,N. M. Crosse,0,A. Slattery,8th,Neck,4,8-12v,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Ceapach Rua (FR),S. D. Bowen,7,Denis Hogan,7th,1 l,4,8-12t1,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Lady Liza (IRE),Ben Martin Coen,0,Edward Lynam,6th,Neck,4,9-2,51,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Sovereignty (IRE),K. J. Leonard,0,P. J. McKenna,5th,3/4 l,3,8-11ht,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Inishmot Prince (IRE),J. J. G. Ryan,7,T. G. McCourt,4th,1 3/4 l,4,10-8,71,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Double Martini (IRE),Siobhan Rutledge,5,John McConnell,3rd,Neck,6,8-12t,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Delta Romeo (IRE),N. G. McCullagh,0,G. O'Leary,2nd,2 1/2 l,4,9-11tb1,60,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Finke River,Shane Foley,0,James McAuley,1st,N/A,3,9-0,50,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Eleuthera,J. M. Sheridan,3,J. F. Levins,13th,2 1/4 l,10,8-12p,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Flag High (IRE),D. W. O'Connor,0,John McConnell,12th,3/4 l,3,9-7,57,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Irish Act (IRE),William James Lee,0,James McAuley,11th,2 3/4 l,3,9-2t,52,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Company Keeping (IRE),Emmet McNamara,0,Patrick Downey,10th,Neck,4,9-3tp,52,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Big Dream (IRE),Jonathan Moore,0,Anthony McCann,9th,1 l,4,10-2t,65,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Hot Bell,N. M. Crosse,0,A. Slattery,8th,Neck,4,8-12v,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Ceapach Rua (FR),S. D. Bowen,7,Denis Hogan,7th,1 l,4,8-12t1,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Lady Liza (IRE),Ben Martin Coen,0,Edward Lynam,6th,Neck,4,9-2,51,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Sovereignty (IRE),K. J. Leonard,0,P. J. McKenna,5th,3/4 l,3,8-11ht,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Inishmot Prince (IRE),J. J. G. Ryan,7,T. G. McCourt,4th,1 3/4 l,4,10-8,71,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Double Martini (IRE),Siobhan Rutledge,5,John McConnell,3rd,Neck,6,8-12t,47,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Delta Romeo (IRE),N. G. McCullagh,0,G. O'Leary,2nd,2 1/2 l,4,9-11tb1,60,True,29,23
Dundalk Racing Results | 2nd November 2022 16:30,N/A,16:30,Standard,7f,Finke River,Shane Foley,0,James McAuley,1st,N/A,3,9-0,50,True,29,23
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Gormanston (IRE),R. C. Colgan,0,Nigel Slevin,14th,27 l,6,9-1t,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Pak Army (IRE),Shane Foley,0,Eoin Doyle,13th,2 l,7,9-9b,55,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Sweet November (FR),Siobhan Rutledge,5,John McConnell,12th,1 1/4 l,5,9-1,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Never Back Down (IRE),Ben Martin Coen,0,Joseph Anthony Murray,11th,2 l,7,9-101,56,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Boing,J. Kearney,7,Paul Traynor,10th,1/2 l,7,9-1t,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Ragtime Red (IRE),S. R. Markey,10,Anthony McCann,9th,2 l,7,9-4tp,50,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Universal Focus (GER),William James Lee,0,Ross O'Sullivan,8th,1 1/2 l,9,9-2b,48,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Stardayz (IRE),C. T. Keane,0,Ciaran Murphy,7th,1 1/4 l,4,9-11t,57,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Kasansay (IRE),Declan McDonogh,0,Christopher David Timmons,6th,2 3/4 l,4,9-6v1,52,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Rock Ya Boy Ya (IRE),J. J. G. Ryan,7,Francis Casey,5th,2 l,4,9-1,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Two Two Time,Adam Caffrey,7,Adrian McGuinness,4th,1 1/2 l,4,9-10v,56,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Maura's Gift (IRE),R. Whearty,7,Paul W. Flynn,3rd,1/2 l,3,9-5p,56,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Chutzpal (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,2nd,1 1/2 l,3,9-7b,58,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Riccardi Medici (IRE),R. P. Whelan,0,M. Halford,1st,N/A,3,10-0t,65,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Gormanston (IRE),R. C. Colgan,0,Nigel Slevin,14th,27 l,6,9-1t,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Pak Army (IRE),Shane Foley,0,Eoin Doyle,13th,2 l,7,9-9b,55,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Sweet November (FR),Siobhan Rutledge,5,John McConnell,12th,1 1/4 l,5,9-1,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Never Back Down (IRE),Ben Martin Coen,0,Joseph Anthony Murray,11th,2 l,7,9-101,56,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Boing,J. Kearney,7,Paul Traynor,10th,1/2 l,7,9-1t,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Ragtime Red (IRE),S. R. Markey,10,Anthony McCann,9th,2 l,7,9-4tp,50,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Universal Focus (GER),William James Lee,0,Ross O'Sullivan,8th,1 1/2 l,9,9-2b,48,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Stardayz (IRE),C. T. Keane,0,Ciaran Murphy,7th,1 1/4 l,4,9-11t,57,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Kasansay (IRE),Declan McDonogh,0,Christopher David Timmons,6th,2 3/4 l,4,9-6v1,52,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Rock Ya Boy Ya (IRE),J. J. G. Ryan,7,Francis Casey,5th,2 l,4,9-1,47,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Two Two Time,Adam Caffrey,7,Adrian McGuinness,4th,1 1/2 l,4,9-10v,56,True,29,24
Dundalk Racing Results | 2nd November 2022 17:05,N/A,17:05,Standard,1m 4f,Maura's Gift (IRE),R. Whearty,7,Paul W. Flynn,3rd,1/2 l,3,9-5p,56,True,29,24
