track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Chicago Storm,Ben Martin Coen,0,Peter Fahey,5th,4 l,4,9-9p1,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Granville Street (IRE),William James Lee,0,Ciaran Murphy,4th,3/4 l,5,9-9,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Banned,D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,4,9-4h,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Expound,J. M. Sheridan,0,Denis Hogan,2nd,1/2 l,4,9-9t,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Lizzy's Filly (IRE),C. T. Keane,0,Patrick Martin,1st,N/A,4,9-4,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Cornmarket (IRE),R. C. Colgan,0,Michael Flannery,12th,2 1/4 l,4,9-9p1,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Angelus Griseo (IRE),L. F. Roche,0,Keelan Dempsey,11th,1 3/4 l,4,9-9t1,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,So Easy Way (IRE),R. P. Cleary,0,I. Madden,10th,3 l,7,9-9,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Plunkett Street,Andrew Joseph Slattery,0,Michael O'Meara,9th,3/4 l,5,9-9,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Black Soul (IRE),N. G. McCullagh,0,John E. & Thomas Kiely,8th,6 l,4,9-9,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Game Nation (IRE),Seamie Heffernan,0,Eric McNamara,7th,4 3/4 l,4,9-9,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Rock Basher (IRE),N. M. Crosse,0,Luke Comer,6th,2 1/2 l,4,9-9t,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Chicago Storm,Ben Martin Coen,0,Peter Fahey,5th,4 l,4,9-9p1,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Granville Street (IRE),William James Lee,0,Ciaran Murphy,4th,3/4 l,5,9-9,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Banned,D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,4,9-4h,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Expound,J. M. Sheridan,0,Denis Hogan,2nd,1/2 l,4,9-9t,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:20,N/A,19:20,Good,1m 1f 125y,Lizzy's Filly (IRE),C. T. Keane,0,Patrick Martin,1st,N/A,4,9-4,-,True,65,8
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Vintage Gold (IRE),N. G. McCullagh,0,John Joseph Murphy,12th,20 l,4,8-7,47,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Mutadaawel (IRE),R. C. Colgan,0,Nigel Slevin,11th,Neck,8,9-4p,58,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Big Kitten (USA),C. T. Keane,0,John McConnell,10th,1 l,8,10-0,68,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Lofoten (IRE),C. D. Hayes,0,P. J. Rothwell,9th,1 1/4 l,5,8-7tp,47,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Five Zeros (IRE),Amy Jo Hayes,7,Nigel Slevin,8th,Short Head,6,9-5h,59,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Red Vermillion (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,7th,1 3/4 l,8,9-2,56,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Evening Verse (IRE),Andrew Joseph Slattery,0,Miss Hilary McLoughlin,6th,3/4 l,6,9-0p,54,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,The Truant (IRE),Declan McDonogh,0,Peter Fahey,5th,3 1/4 l,6,9-13,67,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Nostra Casa (IRE),L. T. McAteer,0,Paul W. Flynn,4th,Neck,7,9-13tp,67,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Sign From Above (IRE),Ben Martin Coen,0,Peter Fahey,3rd,2 1/2 l,5,10-0p1,68,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Summer Fly (FR),L. F. Roche,0,Mrs Yvonne Dunleavy,2nd,2 1/2 l,5,9-6t1,60,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Longclaw (USA),G. M. Ryan,0,P. J. F. Murphy,1st,N/A,6,9-10,64,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Vintage Gold (IRE),N. G. McCullagh,0,John Joseph Murphy,12th,20 l,4,8-7,47,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Mutadaawel (IRE),R. C. Colgan,0,Nigel Slevin,11th,Neck,8,9-4p,58,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Big Kitten (USA),C. T. Keane,0,John McConnell,10th,1 l,8,10-0,68,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Lofoten (IRE),C. D. Hayes,0,P. J. Rothwell,9th,1 1/4 l,5,8-7tp,47,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Five Zeros (IRE),Amy Jo Hayes,7,Nigel Slevin,8th,Short Head,6,9-5h,59,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Red Vermillion (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,7th,1 3/4 l,8,9-2,56,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Evening Verse (IRE),Andrew Joseph Slattery,0,Miss Hilary McLoughlin,6th,3/4 l,6,9-0p,54,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,The Truant (IRE),Declan McDonogh,0,Peter Fahey,5th,3 1/4 l,6,9-13,67,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Nostra Casa (IRE),L. T. McAteer,0,Paul W. Flynn,4th,Neck,7,9-13tp,67,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Sign From Above (IRE),Ben Martin Coen,0,Peter Fahey,3rd,2 1/2 l,5,10-0p1,68,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Summer Fly (FR),L. F. Roche,0,Mrs Yvonne Dunleavy,2nd,2 1/2 l,5,9-6t1,60,True,65,9
Ballinrobe Racing Results | 26th June 2023 19:50,N/A,19:50,Good,1m 4f 169y,Longclaw (USA),G. M. Ryan,0,P. J. F. Murphy,1st,N/A,6,9-10,64,True,65,9
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Disco Boots (IRE),Declan McDonogh,0,Peter Fahey,8th,Neck,5,9-11,83,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Female Soldier (IRE),Ben Martin Coen,0,Thomas Mullins,7th,Neck,4,10-2p1,88,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Gonetomillgrove (IRE),J. A. Powell,5,P. J. Rothwell,6th,2 l,5,8-10,68,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Vischio (IRE),M. P. Sheehy,0,R. Donohoe,5th,Head,6,9-1,73,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Molly's Gamble (IRE),C. T. Keane,0,Mrs Denise Foster,4th,2 3/4 l,4,9-10p,82,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Marvelosa (IRE),D. B. McMonagle,0,Richard John O'Brien,3rd,Nose,4,9-1,73,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Pachmena (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,2nd,1 1/2 l,6,8-12t,70,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Vera Verto (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,5,9-5t,77,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Disco Boots (IRE),Declan McDonogh,0,Peter Fahey,8th,Neck,5,9-11,83,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Female Soldier (IRE),Ben Martin Coen,0,Thomas Mullins,7th,Neck,4,10-2p1,88,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Gonetomillgrove (IRE),J. A. Powell,5,P. J. Rothwell,6th,2 l,5,8-10,68,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Vischio (IRE),M. P. Sheehy,0,R. Donohoe,5th,Head,6,9-1,73,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Molly's Gamble (IRE),C. T. Keane,0,Mrs Denise Foster,4th,2 3/4 l,4,9-10p,82,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Marvelosa (IRE),D. B. McMonagle,0,Richard John O'Brien,3rd,Nose,4,9-1,73,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Pachmena (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,2nd,1 1/2 l,6,8-12t,70,True,65,10
Ballinrobe Racing Results | 26th June 2023 20:20,N/A,20:20,Good,1m 4f 169y,Vera Verto (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,5,9-5t,77,True,65,10
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Oak Allye (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,16th,13 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Rose Ellen (IRE),J. M. Sheridan,0,Jack W. Davison,15th,4 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Excilla (IRE),N. M. Crosse,0,Mrs J. Harrington,14th,3/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Autumn Rose (IRE),P. A. Harnett,7,Donnacha Aidan O'Brien,13th,3 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Glor Alainn (IRE),L. T. McAteer,0,J. S. Bolger,12th,Neck,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Ascendent (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,11th,1 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Tiscommonknowledge (IRE),Seamie Heffernan,0,Padraig Roche,10th,2 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Staysound Susie (IRE),Andrew Joseph Slattery,0,A. Slattery,9th,Nose,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Coulstar (IRE),Ben Martin Coen,0,John Patrick Murtagh,8th,1/2 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Scorchio (IRE),G. F. Carroll,0,Jack W. Davison,7th,Neck,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Milliethemollie (IRE),Oisin McSweeney,5,Miss Jennifer Anne Lynch,6th,2 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Moral Turpitude (IRE),Declan McDonogh,0,Kieran Patrick Cotter,5th,Neck,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Nikki Swango (IRE),W. M. Lordan,0,Miss Natalia Lupini,4th,Head,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Asean (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,1 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Back Down Under (IRE),L. F. Roche,0,Padraig Roche,2nd,3 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Kairyu (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Oak Allye (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,16th,13 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Rose Ellen (IRE),J. M. Sheridan,0,Jack W. Davison,15th,4 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Excilla (IRE),N. M. Crosse,0,Mrs J. Harrington,14th,3/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Autumn Rose (IRE),P. A. Harnett,7,Donnacha Aidan O'Brien,13th,3 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Glor Alainn (IRE),L. T. McAteer,0,J. S. Bolger,12th,Neck,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Ascendent (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,11th,1 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Tiscommonknowledge (IRE),Seamie Heffernan,0,Padraig Roche,10th,2 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Staysound Susie (IRE),Andrew Joseph Slattery,0,A. Slattery,9th,Nose,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Coulstar (IRE),Ben Martin Coen,0,John Patrick Murtagh,8th,1/2 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Scorchio (IRE),G. F. Carroll,0,Jack W. Davison,7th,Neck,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Milliethemollie (IRE),Oisin McSweeney,5,Miss Jennifer Anne Lynch,6th,2 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Moral Turpitude (IRE),Declan McDonogh,0,Kieran Patrick Cotter,5th,Neck,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Nikki Swango (IRE),W. M. Lordan,0,Miss Natalia Lupini,4th,Head,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Asean (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,1 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Back Down Under (IRE),L. F. Roche,0,Padraig Roche,2nd,3 1/4 l,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 16:55,N/A,16:55,Good (Good To Firm In Places),5f,Kairyu (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,2,9-2,-,True,65,11
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Peerless (IRE),J. M. Sheridan,0,Denis Hogan,NR,N/A,5,9-3tb,51,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Art of Unity,Seamie Heffernan,0,Muredach Kelly,23rd,1 3/4 l,8,9-13,61,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Jumra (IRE),Siobhan Rutledge,5,T. G. McCourt,22nd,6 l,3,8-7t1,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Contradanza (IRE),C. D. Hayes,0,John Patrick Hayes,21st,2 1/2 l,4,9-7,55,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Plankton (IRE),G. F. Carroll,0,Andrew McNamara,20th,3/4 l,4,9-4b,52,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Bom De Briga (IRE),C. Martins,0,Michael J. Browne,19th,1 1/2 l,4,8-13tb1,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,18th,1/2 l,5,9-7,55,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Silver Nemo (IRE),R. P. Cleary,0,L. Smyth,17th,Neck,5,8-13tb,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Blue Wood (IRE),A. C. Persse,7,Mark Cahill,16th,Head,7,9-0t,48,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Zaza Zut (IRE),J. A. Powell,5,K. J. Condon,15th,Neck,3,8-9t,49,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Pretty Boy Floyd (IRE),S. McCullagh,3,Mrs Sarah Dawson,14th,Nose,8,10-0b,62,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,It Might Be You (IRE),R. Whearty,7,Thomas Coyle,13th,Neck,4,8-13b1,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Merlins Muse (USA),K. J. Leonard,0,Tom McGuinness,12th,Short Head,8,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Soyounique (IRE),D. B. McMonagle,0,Ciaran Murphy,11th,Neck,6,9-8p,56,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Stanhope (USA),M. P. Sheehy,0,John McConnell,10th,3/4 l,9,9-5,53,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Poet's Pride,Andrew Joseph Slattery,0,David Marnane,9th,3/4 l,8,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Florence Thompson (IRE),William James Lee,0,J. G. Murray,8th,Neck,6,9-3tp,51,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,One For Mum (IRE),J. J. G. Ryan,7,G. M. Lyons,7th,Neck,3,9-11,65,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Catherine Chroi (IRE),C. T. Keane,0,Ms Claire O'Connell,6th,Short Head,5,9-4b,52,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Hot Whispers (IRE),S. D. Bowen,7,Denis Hogan,5th,1/2 l,4,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,4th,Neck,8,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Jazzy Dancer (IRE),L. T. McAteer,0,W. J. Martin,3rd,2 1/4 l,5,9-9tb,57,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Sosallycanwait (IRE),Declan McDonogh,0,Leanne Breen,2nd,1 1/4 l,4,9-2,50,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,So Majestic (IRE),L. F. Roche,0,Miss Kate McGivern,1st,N/A,3,9-11ht,65,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Peerless (IRE),J. M. Sheridan,0,Denis Hogan,NR,N/A,5,9-3tb,51,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Art of Unity,Seamie Heffernan,0,Muredach Kelly,23rd,1 3/4 l,8,9-13,61,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Jumra (IRE),Siobhan Rutledge,5,T. G. McCourt,22nd,6 l,3,8-7t1,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Contradanza (IRE),C. D. Hayes,0,John Patrick Hayes,21st,2 1/2 l,4,9-7,55,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Plankton (IRE),G. F. Carroll,0,Andrew McNamara,20th,3/4 l,4,9-4b,52,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Bom De Briga (IRE),C. Martins,0,Michael J. Browne,19th,1 1/2 l,4,8-13tb1,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,18th,1/2 l,5,9-7,55,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Silver Nemo (IRE),R. P. Cleary,0,L. Smyth,17th,Neck,5,8-13tb,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Blue Wood (IRE),A. C. Persse,7,Mark Cahill,16th,Head,7,9-0t,48,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Zaza Zut (IRE),J. A. Powell,5,K. J. Condon,15th,Neck,3,8-9t,49,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Pretty Boy Floyd (IRE),S. McCullagh,3,Mrs Sarah Dawson,14th,Nose,8,10-0b,62,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,It Might Be You (IRE),R. Whearty,7,Thomas Coyle,13th,Neck,4,8-13b1,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Merlins Muse (USA),K. J. Leonard,0,Tom McGuinness,12th,Short Head,8,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Soyounique (IRE),D. B. McMonagle,0,Ciaran Murphy,11th,Neck,6,9-8p,56,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Stanhope (USA),M. P. Sheehy,0,John McConnell,10th,3/4 l,9,9-5,53,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Poet's Pride,Andrew Joseph Slattery,0,David Marnane,9th,3/4 l,8,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Florence Thompson (IRE),William James Lee,0,J. G. Murray,8th,Neck,6,9-3tp,51,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,One For Mum (IRE),J. J. G. Ryan,7,G. M. Lyons,7th,Neck,3,9-11,65,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Catherine Chroi (IRE),C. T. Keane,0,Ms Claire O'Connell,6th,Short Head,5,9-4b,52,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Hot Whispers (IRE),S. D. Bowen,7,Denis Hogan,5th,1/2 l,4,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,4th,Neck,8,8-13,47,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Jazzy Dancer (IRE),L. T. McAteer,0,W. J. Martin,3rd,2 1/4 l,5,9-9tb,57,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,Sosallycanwait (IRE),Declan McDonogh,0,Leanne Breen,2nd,1 1/4 l,4,9-2,50,True,65,12
Naas Racing Results | 28th June 2023 17:30,N/A,17:30,Good (Good To Firm In Places),5f,So Majestic (IRE),L. F. Roche,0,Miss Kate McGivern,1st,N/A,3,9-11ht,65,True,65,12
Naas Racing Results | 28th June 2023 18:00,N/A,18:00,Good (Good To Firm In Places),5f 205y,Orange Avenue (IRE),D. B. McMonagle,0,Ciaran Murphy,10th,Neck,3,9-3,-,True,65,13
