track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Thatwilldoso (IRE),R P Cleary,0,Kevin Coleman,1st,N/A,4,8-13,65,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Memories Maker,L T McAteer,0,A McCann,14th,1 3/4 l,4,9-1t1,67,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,13th,2 3/4 l,4,9-4p,70,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Pinball Wizard (IRE),R Coakley,0,J C McConnell,12th,3 1/2 l,7,9-2,68,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Action Plan (IRE),B M Coen,0,Gerard O'Leary,11th,3 1/2 l,4,9-12b,78,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Firebrand (GER),D S O'Sullivan,7,J Nallen,10th,1 3/4 l,5,9-12p,78,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Church Mountain (IRE),J M Sheridan,0,D Hogan,9th,1 1/2 l,7,9-1tp,67,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Vierson (IRE),D P McDonogh,0,Ciaran Murphy,8th,1 1/4 l,4,8-12p,64,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Keilah (IRE),N M Crosse,0,W McCreery,7th,Head,5,8-12,64,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Out On Friday (IRE),W Joyce,3,P Byrne,6th,1/2 l,9,8-11,63,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Raybiya (IRE),W J Lee,0,R O'Brien,5th,1 1/2 l,4,10-0h1,80,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Derry Lad (IRE),C T Keane,0,E Mullins,4th,1/2 l,7,9-12,78,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Sidiza (IRE),C D Hayes,0,D K Weld,3rd,1 l,4,10-0,80,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Stormie Outlook (IRE),J A Heffernan,0,E J O'Grady,2nd,1 1/4 l,6,9-2,68,True,3,18
Roscommon Racing Results | 1st July 2025 19:08,2025-07-01,19:08,Yielding,1m 2f 63y,Thatwilldoso (IRE),R P Cleary,0,Kevin Coleman,1st,N/A,4,8-13,65,True,3,18
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Apercu (IRE),D P McDonogh,0,A Oliver,11th,1 l,5,9-6b,97,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Hello Neighbour (IRE),G F Carroll,0,G P Cromwell,10th,1 1/2 l,4,9-11h,97,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Sea The Boss,S Foley,0,Mrs J Harrington,9th,1 l,4,9-6p1,97,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Riviera Queen (IRE),S T McCullagh,0,Mrs J Harrington,8th,2 1/2 l,4,9-6,93,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Purple Lily (IRE),W J Lee,0,P Twomey,7th,4 3/4 l,4,9-6,107,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,This Songisforyou (USA),J A Heffernan,0,E Mullins,6th,1 1/2 l,7,9-11,100,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Soft Winds (IRE),R P Whelan,0,J P O'Brien,5th,3 3/4 l,4,9-6,94,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Hipop De Loire (FR),C T Keane,0,W P Mullins,4th,1/2 l,8,9-11,106,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Romzina (IRE),C D Hayes,0,D K Weld,3rd,1 1/4 l,4,9-6h,94,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,2nd,1 1/2 l,4,9-6p,93,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Chally Chute (IRE),D W O'Connor,0,R O'Sullivan,1st,N/A,7,9-11,97,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Apercu (IRE),D P McDonogh,0,A Oliver,11th,1 l,5,9-6b,97,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Hello Neighbour (IRE),G F Carroll,0,G P Cromwell,10th,1 1/2 l,4,9-11h,97,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Sea The Boss,S Foley,0,Mrs J Harrington,9th,1 l,4,9-6p1,97,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Riviera Queen (IRE),S T McCullagh,0,Mrs J Harrington,8th,2 1/2 l,4,9-6,93,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Purple Lily (IRE),W J Lee,0,P Twomey,7th,4 3/4 l,4,9-6,107,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,This Songisforyou (USA),J A Heffernan,0,E Mullins,6th,1 1/2 l,7,9-11,100,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Soft Winds (IRE),R P Whelan,0,J P O'Brien,5th,3 3/4 l,4,9-6,94,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Hipop De Loire (FR),C T Keane,0,W P Mullins,4th,1/2 l,8,9-11,106,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Romzina (IRE),C D Hayes,0,D K Weld,3rd,1 1/4 l,4,9-6h,94,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,2nd,1 1/2 l,4,9-6p,93,True,3,19
Roscommon Racing Results | 1st July 2025 19:38,2025-07-01,19:38,Yielding,1m 4f 17y,Chally Chute (IRE),D W O'Connor,0,R O'Sullivan,1st,N/A,7,9-11,97,True,3,19
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Cad Is Anam (IRE),R P Whelan,0,John F O'Neill,12th,29 l,4,9-9b1,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Man Of Destiny (IRE),R P Cleary,0,Aidan Melia,11th,14 l,4,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Volantis (IRE),D W O'Connor,0,R O'Sullivan,10th,1 l,7,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,So Scottish (FR),B M Coen,0,E Mullins,9th,2 1/4 l,8,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Mono River (FR),A J Casey,10,D Hogan,8th,2 1/2 l,4,9-9t,75,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Awakening (IRE),Julie Burke,0,J M Burke,7th,2 l,4,9-4,65,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Duchess Anne (IRE),G F Carroll,0,Mrs D Foster,6th,4 1/4 l,4,9-4,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Atheneum (IRE),J M Sheridan,0,J J Murphy,5th,6 l,4,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Janes Harbour (IRE),D P McDonogh,0,J P O'Brien,4th,2 1/2 l,4,9-4t,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Prove Yourself (IRE),S Foley,0,R O'Sullivan,3rd,4 1/4 l,6,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Colpe Cross,J A Heffernan,0,N Lupini,2nd,Neck,4,9-4,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Sky Captain (IRE),W J Lee,0,P Twomey,1st,N/A,4,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Cad Is Anam (IRE),R P Whelan,0,John F O'Neill,12th,29 l,4,9-9b1,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Man Of Destiny (IRE),R P Cleary,0,Aidan Melia,11th,14 l,4,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Volantis (IRE),D W O'Connor,0,R O'Sullivan,10th,1 l,7,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,So Scottish (FR),B M Coen,0,E Mullins,9th,2 1/4 l,8,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Mono River (FR),A J Casey,10,D Hogan,8th,2 1/2 l,4,9-9t,75,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Awakening (IRE),Julie Burke,0,J M Burke,7th,2 l,4,9-4,65,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Duchess Anne (IRE),G F Carroll,0,Mrs D Foster,6th,4 1/4 l,4,9-4,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Atheneum (IRE),J M Sheridan,0,J J Murphy,5th,6 l,4,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Janes Harbour (IRE),D P McDonogh,0,J P O'Brien,4th,2 1/2 l,4,9-4t,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Prove Yourself (IRE),S Foley,0,R O'Sullivan,3rd,4 1/4 l,6,9-9,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Colpe Cross,J A Heffernan,0,N Lupini,2nd,Neck,4,9-4,-,True,3,20
Roscommon Racing Results | 1st July 2025 20:08,2025-07-01,20:08,Yielding,1m 4f 17y,Sky Captain (IRE),W J Lee,0,P Twomey,1st,N/A,4,9-9,-,True,3,20
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Enthusiastically (IRE),G M Ryan,0,Donnacha O'Brien,12th,2 l,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Army Leave (IRE),W Joyce,3,M Mulvany,11th,1 3/4 l,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Which Wolf Wins (IRE),D P McDonogh,0,J P O'Brien,10th,Nose,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Profit Centre,R P Whelan,0,K J Condon,9th,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Spicetown (IRE),S Coen,7,A Slattery,8th,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Aurora Mist (IRE),J M Sheridan,0,A Slattery,7th,Neck,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Glen And Tonic (IRE),L T McAteer,0,D Marnane,6th,1/2 l,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Baker Blue,S Foley,0,Mrs J Harrington,5th,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Tertre Rouge (IRE),G F Carroll,0,G P Cromwell,4th,2 1/4 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Namiid (IRE),B M Coen,0,J P Murtagh,3rd,1 1/4 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Jack The Bachelor (IRE),C T Keane,0,Stephen Thorne,2nd,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Kansas (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7p1,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Enthusiastically (IRE),G M Ryan,0,Donnacha O'Brien,12th,2 l,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Army Leave (IRE),W Joyce,3,M Mulvany,11th,1 3/4 l,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Which Wolf Wins (IRE),D P McDonogh,0,J P O'Brien,10th,Nose,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Profit Centre,R P Whelan,0,K J Condon,9th,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Spicetown (IRE),S Coen,7,A Slattery,8th,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Aurora Mist (IRE),J M Sheridan,0,A Slattery,7th,Neck,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Glen And Tonic (IRE),L T McAteer,0,D Marnane,6th,1/2 l,2,9-2,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Baker Blue,S Foley,0,Mrs J Harrington,5th,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Tertre Rouge (IRE),G F Carroll,0,G P Cromwell,4th,2 1/4 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Namiid (IRE),B M Coen,0,J P Murtagh,3rd,1 1/4 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Jack The Bachelor (IRE),C T Keane,0,Stephen Thorne,2nd,1/2 l,2,9-7,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:05,2025-07-02,17:05,Good (Good To Firm In Places),5f,Kansas (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7p1,-,True,3,21
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Likedbymike (IRE),P A Harnett,5,M J Byrne,5th,5 1/2 l,3,9-4h,85,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Brigadier Kakuru (IRE),S Foley,0,Daniel Murphy,4th,6 l,3,9-9b,77,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Eclairage (IRE),C T Keane,0,Daniel Murphy,3rd,Neck,3,9-6t,87,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,2nd,1 l,3,9-5,99,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Harry's Hill,M W Hassett,3,M Hassett,1st,N/A,7,9-10t,81,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Likedbymike (IRE),P A Harnett,5,M J Byrne,5th,5 1/2 l,3,9-4h,85,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Brigadier Kakuru (IRE),S Foley,0,Daniel Murphy,4th,6 l,3,9-9b,77,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Eclairage (IRE),C T Keane,0,Daniel Murphy,3rd,Neck,3,9-6t,87,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,2nd,1 l,3,9-5,99,True,3,22
Tipperary Racing Results | 2nd July 2025 17:40,2025-07-02,17:40,Good (Good To Firm In Places),5f,Harry's Hill,M W Hassett,3,M Hassett,1st,N/A,7,9-10t,81,True,3,22
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Gelato (IRE),L F Roche,0,K P Cotter,5th,3/4 l,2,9-0p1,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Spring Is Here (IRE),D P McDonogh,0,J P O'Brien,4th,1 1/2 l,2,9-0,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Fresh Fade (IRE),C T Keane,0,M O'Callaghan,3rd,3 l,2,9-5,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,First Approach (IRE),W M Lordan,0,A P O'Brien,2nd,1 3/4 l,2,9-5p1,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Arugam Bay (IRE),C D Hayes,0,E & P Harty,1st,N/A,2,9-0,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Gelato (IRE),L F Roche,0,K P Cotter,5th,3/4 l,2,9-0p1,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Spring Is Here (IRE),D P McDonogh,0,J P O'Brien,4th,1 1/2 l,2,9-0,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Fresh Fade (IRE),C T Keane,0,M O'Callaghan,3rd,3 l,2,9-5,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,First Approach (IRE),W M Lordan,0,A P O'Brien,2nd,1 3/4 l,2,9-5p1,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:10,2025-07-02,18:10,Good (Good To Firm In Places),5f,Arugam Bay (IRE),C D Hayes,0,E & P Harty,1st,N/A,2,9-0,-,True,3,23
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Cavalier Approach (IRE),J Pietropaolo,7,Maurice Ahern,9th,2 3/4 l,5,9-12,66,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Theriverrunsdeep (IRE),T Casey,7,S G O'Donnell,8th,1/2 l,9,8-13p,53,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Twinkling Toes (IRE),P McGettigan,4,Charles Weld,7th,1 l,3,9-7t1,66,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Ukiyo (IRE),H J Horgan,0,G P Cromwell,6th,3 3/4 l,4,9-2,56,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Havana Notion,R M Mulligan,2,J Feane,5th,1 1/4 l,5,8-7,44,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,This Ain't Texas,D S O'Sullivan,4,D Marnane,4th,1/2 l,3,10-0,73,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,An Laochmor (IRE),K G Kennedy,0,J G Coogan,3rd,1/2 l,4,8-9v,49,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Realtin Fantasy (IRE),J S Dalton,7,W P Browne,2nd,Neck,9,8-7p,46,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Skillman Ave (IRE),S Coen,4,G P Cromwell,1st,N/A,3,9-9v,68,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Cavalier Approach (IRE),J Pietropaolo,7,Maurice Ahern,9th,2 3/4 l,5,9-12,66,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Theriverrunsdeep (IRE),T Casey,7,S G O'Donnell,8th,1/2 l,9,8-13p,53,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Twinkling Toes (IRE),P McGettigan,4,Charles Weld,7th,1 l,3,9-7t1,66,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Ukiyo (IRE),H J Horgan,0,G P Cromwell,6th,3 3/4 l,4,9-2,56,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Havana Notion,R M Mulligan,2,J Feane,5th,1 1/4 l,5,8-7,44,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,This Ain't Texas,D S O'Sullivan,4,D Marnane,4th,1/2 l,3,10-0,73,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,An Laochmor (IRE),K G Kennedy,0,J G Coogan,3rd,1/2 l,4,8-9v,49,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Realtin Fantasy (IRE),J S Dalton,7,W P Browne,2nd,Neck,9,8-7p,46,True,3,24
Tipperary Racing Results | 2nd July 2025 18:40,2025-07-02,18:40,Good (Good To Firm In Places),5f,Skillman Ave (IRE),S Coen,4,G P Cromwell,1st,N/A,3,9-9v,68,True,3,24
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Boyne Valley (IRE),W Joyce,3,M Mulvany,13th,7 1/2 l,3,9-2,62,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Ethereal Star (IRE),M W Hassett,3,M Hassett,12th,1/2 l,3,8-7t1,52,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Oreeda (IRE),A C Persse,7,P J Flynn,11th,4 1/4 l,3,8-7,47,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Reponse Finale (IRE),A J Casey,10,L Casey,10th,3/4 l,3,9-4,64,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Altimara (IRE),D W O'Connor,0,R O'Sullivan,9th,1/2 l,4,9-11h1,63,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Wait For It (IRE),C T Keane,0,E & P Harty,8th,1 1/4 l,3,9-7,67,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Bundle Of Interest (IRE),N M Crosse,0,W McCreery,7th,3/4 l,3,9-10,70,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,After Love (IRE),C D Hayes,0,D K Weld,6th,Neck,3,9-4,64,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Mother Mara,S Foley,0,Gerard O'Leary,5th,Head,3,9-8,68,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Beautiful Affair (IRE),D P McDonogh,0,J P O'Brien,4th,1/2 l,3,9-10p,70,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Just Before (USA),J A Heffernan,0,W P Browne,3rd,3/4 l,3,10-0,74,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Kinda Tiny (IRE),R P Whelan,0,T Doyle,2nd,Neck,5,9-10,62,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Amber Blossom,B M Coen,0,J P Murtagh,1st,N/A,3,9-3,63,True,3,25
Tipperary Racing Results | 2nd July 2025 19:10,2025-07-02,19:10,Good To Firm (Good In Places),7f 100y,Boyne Valley (IRE),W Joyce,3,M Mulvany,13th,7 1/2 l,3,9-2,62,True,3,25
