track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,country
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Didaar (IRE),Gianluca Sanna,5,I Mohammed,5th,1 l,4,9-8,72,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Racing Demon,P Cosgrave,0,E De Giles,4th,1 1/4 l,5,8-11h,61,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Tribal Wisdom (IRE),R Kingscote,0,Ian Williams,3rd,Neck,6,9-9,73,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Sugarloaf Lenny (IRE),Brandon Wilkie,3,W J Knight,2nd,2 l,4,9-7,71,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Golden Phase,Hollie Doyle,0,D J Coakley,1st,,5,8-13,63,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Graecia (IRE),Rob Hornby,0,C E Longsdon,7th,13 l,4,9-9t,73,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Sunny Corner,Rossa Ryan,0,W S Kittow,6th,2 3/4 l,4,9-5,69,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Didaar (IRE),Gianluca Sanna,5,I Mohammed,5th,1 l,4,9-8,72,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Racing Demon,P Cosgrave,0,E De Giles,4th,1 1/4 l,5,8-11h,61,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Tribal Wisdom (IRE),R Kingscote,0,Ian Williams,3rd,Neck,6,9-9,73,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Sugarloaf Lenny (IRE),Brandon Wilkie,3,W J Knight,2nd,2 l,4,9-7,71,True,UK
Salisbury Racing Results | 15th June 2025 15:23,,15:23,Good To Firm (Good In Places),1m 1f 201y,Golden Phase,Hollie Doyle,0,D J Coakley,1st,,5,8-13,63,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Dark Mandate,Hollie Doyle,0,C Hills,10th,2 1/2 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Ajuda Road,Rossa Ryan,0,R M Beckett,9th,Neck,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Berkshire Boom (IRE),Rob Hornby,0,A M Balding,8th,3/4 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Dublin Bay (IRE),Daniel Muscutt,0,Ollie Sangster,7th,4 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,French Affair (IRE),S Hitchcott,0,R Hannon,6th,1 1/2 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Golden Brown (IRE),Hector Crouch,0,E Walker,5th,2 1/4 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Orion's Belt (IRE),S M Levey,0,R Hannon,4th,Neck,2,8-13,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Spirit Of Saxony (IRE),Charles Bishop,0,Eve Johnson Houghton,3rd,1/2 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,First Time (IRE),T E Whelan,0,Harry Charlton,2nd,Head,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Italica,R Kingscote,0,Tom Dascombe,1st,,2,9-11,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Dark Mandate,Hollie Doyle,0,C Hills,10th,2 1/2 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Ajuda Road,Rossa Ryan,0,R M Beckett,9th,Neck,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Berkshire Boom (IRE),Rob Hornby,0,A M Balding,8th,3/4 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Dublin Bay (IRE),Daniel Muscutt,0,Ollie Sangster,7th,4 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,French Affair (IRE),S Hitchcott,0,R Hannon,6th,1 1/2 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Golden Brown (IRE),Hector Crouch,0,E Walker,5th,2 1/4 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Orion's Belt (IRE),S M Levey,0,R Hannon,4th,Neck,2,8-13,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Spirit Of Saxony (IRE),Charles Bishop,0,Eve Johnson Houghton,3rd,1/2 l,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,First Time (IRE),T E Whelan,0,Harry Charlton,2nd,Head,2,9-4,-,True,UK
Salisbury Racing Results | 15th June 2025 16:00,,16:00,Good To Firm (Good In Places),6f,Italica,R Kingscote,0,Tom Dascombe,1st,,2,9-11,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Mission Possible,Hollie Doyle,0,W J Haggas,4th,1 1/4 l,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Wujjood (IRE),Jim Crowley,0,W J Haggas,3rd,2 l,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Bintalina,S De Sousa,0,R Varian,2nd,5 l,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Nanino Niyati,R Kingscote,0,D & C Kubler,1st,,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Mission Possible,Hollie Doyle,0,W J Haggas,4th,1 1/4 l,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Wujjood (IRE),Jim Crowley,0,W J Haggas,3rd,2 l,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Bintalina,S De Sousa,0,R Varian,2nd,5 l,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 16:30,,16:30,Good To Firm (Good In Places),1m 1f 201y,Nanino Niyati,R Kingscote,0,D & C Kubler,1st,,3,9-2,-,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Newsreader (IRE),Daniel Muscutt,0,K P De Foy,9th,5 l,4,9-11,80,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Makes Sense (IRE),Hector Crouch,0,Eve Johnson Houghton,8th,1 3/4 l,4,9-1,70,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Little Boy Blue,Harry Kimber,0,W G M Turner,7th,Neck,10,9-7p,76,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Snuggle,Marco Ghiani,0,C Hobson,6th,1 1/4 l,5,8-7,62,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Redredrobin,Jack Callan,7,M S Saunders,5th,1/2 l,8,9-1,70,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Bell Shot (IRE),S De Sousa,0,M Appleby,4th,2 l,6,9-7p,76,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Hodler (GER),Luke Catton,5,J R Boyle,3rd,3 1/4 l,6,9-9,78,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Noel Fox (IRE),Rossa Ryan,0,R M Beckett,2nd,1 1/4 l,4,9-7,76,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Crimson Spirit,R Kingscote,0,D & C Kubler,1st,,4,9-7,76,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Newsreader (IRE),Daniel Muscutt,0,K P De Foy,9th,5 l,4,9-11,80,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Makes Sense (IRE),Hector Crouch,0,Eve Johnson Houghton,8th,1 3/4 l,4,9-1,70,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Little Boy Blue,Harry Kimber,0,W G M Turner,7th,Neck,10,9-7p,76,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Snuggle,Marco Ghiani,0,C Hobson,6th,1 1/4 l,5,8-7,62,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Redredrobin,Jack Callan,7,M S Saunders,5th,1/2 l,8,9-1,70,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Bell Shot (IRE),S De Sousa,0,M Appleby,4th,2 l,6,9-7p,76,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Hodler (GER),Luke Catton,5,J R Boyle,3rd,3 1/4 l,6,9-9,78,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Noel Fox (IRE),Rossa Ryan,0,R M Beckett,2nd,1 1/4 l,4,9-7,76,True,UK
Salisbury Racing Results | 15th June 2025 17:00,,17:00,Good To Firm (Good In Places),6f 213y,Crimson Spirit,R Kingscote,0,D & C Kubler,1st,,4,9-7,76,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Fair Dinkum (IRE),Rob Hornby,0,J Scott,7th,7 l,5,9-2tp,61,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Eton Blue (IRE),P Cosgrave,0,George Baker,6th,27 l,7,9-3,62,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Shady Bay (IRE),S M Levey,0,T Ward,5th,1 1/2 l,4,9-5t,64,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Marioento,Jack Callan,7,G Boughey,4th,13 l,4,9-10tb,69,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Forest Hills (IRE),Hector Crouch,0,B R Millman,3rd,4 1/4 l,4,9-5,64,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Spectacular Style,R Kingscote,0,Ian Williams,2nd,1 3/4 l,5,9-0,59,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Moon Angel,Marco Ghiani,0,S C Williams,1st,,4,9-9,68,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Fair Dinkum (IRE),Rob Hornby,0,J Scott,7th,7 l,5,9-2tp,61,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Eton Blue (IRE),P Cosgrave,0,George Baker,6th,27 l,7,9-3,62,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Shady Bay (IRE),S M Levey,0,T Ward,5th,1 1/2 l,4,9-5t,64,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Marioento,Jack Callan,7,G Boughey,4th,13 l,4,9-10tb,69,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Forest Hills (IRE),Hector Crouch,0,B R Millman,3rd,4 1/4 l,4,9-5,64,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Spectacular Style,R Kingscote,0,Ian Williams,2nd,1 3/4 l,5,9-0,59,True,UK
Salisbury Racing Results | 15th June 2025 17:30,,17:30,Good To Firm (Good In Places),1m 4f 5y,Moon Angel,Marco Ghiani,0,S C Williams,1st,,4,9-9,68,True,UK
,,15:45,Good To Soft,6f 6y,Masai Angel (FR),O J Orr,0,R A Fahey,5th,41 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Daizen (IRE),D Allan,0,R Menzies,4th,10 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Vincenzo Peruggia (IRE),D Egan,0,C Johnston,3rd,2 1/4 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Big Fun (IRE),T Eaves,0,K A Ryan,2nd,1/2 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Gesayed,C Lee,0,K R Burke,1st,,2,9-2,-,True,UK
,,15:45,Good To Soft,6f 6y,Masai Angel (FR),O J Orr,0,R A Fahey,5th,41 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Daizen (IRE),D Allan,0,R Menzies,4th,10 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Vincenzo Peruggia (IRE),D Egan,0,C Johnston,3rd,2 1/4 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Big Fun (IRE),T Eaves,0,K A Ryan,2nd,1/2 l,2,9-7,-,True,UK
,,15:45,Good To Soft,6f 6y,Gesayed,C Lee,0,K R Burke,1st,,2,9-2,-,True,UK
,,16:15,Good To Soft,6f 6y,Beechdale,Kaiya Fraser,0,Miss L A Perratt,14th,14 l,3,8-13,75,True,UK
,,16:15,Good To Soft,6f 6y,Glorious Kitty (IRE),Joanna Mason,0,M & D Easterby,13th,Neck,3,8-13,75,True,UK
,,16:15,Good To Soft,6f 6y,Cabelleroso,Jason Hart,0,H Palmer,12th,1/2 l,3,9-11h,87,True,UK
,,16:15,Good To Soft,6f 6y,Lesley's Boy,O J Orr,0,R A Fahey,11th,2 l,3,9-6,82,True,UK
,,16:15,Good To Soft,6f 6y,Far Above The Law (IRE),Christian Howarth,3,Alice Haynes,10th,1/2 l,3,9-7,83,True,UK
,,16:15,Good To Soft,6f 6y,Native Honey (IRE),Amie Waugh,3,J S Goldie,9th,3/4 l,3,8-10,72,True,UK
,,16:15,Good To Soft,6f 6y,Veydari (IRE),Ryan Sexton,0,Miss J A Camacho,8th,Neck,3,9-0,76,True,UK
,,16:15,Good To Soft,6f 6y,Fuji Mountain (IRE),Zak Wheatley,3,D Carroll,7th,Head,3,9-8,84,True,UK
,,16:15,Good To Soft,6f 6y,Educating Rita,C Lee,0,M Dods,6th,1/2 l,3,9-5,81,True,UK
,,16:15,Good To Soft,6f 6y,Tarlac (IRE),J Fanning,0,K Scott,5th,Short Head,3,8-8,70,True,UK
,,16:15,Good To Soft,6f 6y,U Sure Do (IRE),D Allan,0,T D Easterby,4th,3/4 l,3,9-4,80,True,UK
,,16:15,Good To Soft,6f 6y,Lord Roxby (IRE),Rowan Scott,0,N Tinkler,3rd,3/4 l,3,9-8,84,True,UK
,,16:15,Good To Soft,6f 6y,Station X,P Mulrennan,0,B Smart,2nd,Neck,3,9-6,82,True,UK
,,16:15,Good To Soft,6f 6y,Alpha Magic,Billy Garritty,0,M & D Easterby,1st,,3,9-5,81,True,UK
,,16:15,Good To Soft,6f 6y,Beechdale,Kaiya Fraser,0,Miss L A Perratt,14th,14 l,3,8-13,75,True,UK
,,16:15,Good To Soft,6f 6y,Glorious Kitty (IRE),Joanna Mason,0,M & D Easterby,13th,Neck,3,8-13,75,True,UK
,,16:15,Good To Soft,6f 6y,Cabelleroso,Jason Hart,0,H Palmer,12th,1/2 l,3,9-11h,87,True,UK
,,16:15,Good To Soft,6f 6y,Lesley's Boy,O J Orr,0,R A Fahey,11th,2 l,3,9-6,82,True,UK
,,16:15,Good To Soft,6f 6y,Far Above The Law (IRE),Christian Howarth,3,Alice Haynes,10th,1/2 l,3,9-7,83,True,UK
,,16:15,Good To Soft,6f 6y,Native Honey (IRE),Amie Waugh,3,J S Goldie,9th,3/4 l,3,8-10,72,True,UK
,,16:15,Good To Soft,6f 6y,Veydari (IRE),Ryan Sexton,0,Miss J A Camacho,8th,Neck,3,9-0,76,True,UK
,,16:15,Good To Soft,6f 6y,Fuji Mountain (IRE),Zak Wheatley,3,D Carroll,7th,Head,3,9-8,84,True,UK
,,16:15,Good To Soft,6f 6y,Educating Rita,C Lee,0,M Dods,6th,1/2 l,3,9-5,81,True,UK
,,16:15,Good To Soft,6f 6y,Tarlac (IRE),J Fanning,0,K Scott,5th,Short Head,3,8-8,70,True,UK
,,16:15,Good To Soft,6f 6y,U Sure Do (IRE),D Allan,0,T D Easterby,4th,3/4 l,3,9-4,80,True,UK
,,16:15,Good To Soft,6f 6y,Lord Roxby (IRE),Rowan Scott,0,N Tinkler,3rd,3/4 l,3,9-8,84,True,UK
,,16:15,Good To Soft,6f 6y,Station X,P Mulrennan,0,B Smart,2nd,Neck,3,9-6,82,True,UK
,,16:15,Good To Soft,6f 6y,Alpha Magic,Billy Garritty,0,M & D Easterby,1st,,3,9-5,81,True,UK
,,16:45,Good To Soft,1m 5f 16y,Tafsir (USA),Rhys Elliott,5,J S Goldie,11th,1/2 l,6,8-8p,73,True,UK
,,16:45,Good To Soft,1m 5f 16y,Steel Tiger (IRE),Callum Shepherd,0,S & E Crisford,10th,2 l,4,9-10,89,True,UK
,,16:45,Good To Soft,1m 5f 16y,Forza Orta (IRE),Rowan Scott,0,K A Ryan,9th,1 l,7,8-9tb1,74,True,UK
,,16:45,Good To Soft,1m 5f 16y,Alnayef (IRE),Joanna Mason,0,J S Goldie,8th,2 1/2 l,4,8-6p,71,True,UK
,,16:45,Good To Soft,1m 5f 16y,Letsbefrank (IRE),Amie Waugh,3,J S Goldie,7th,1 3/4 l,5,8-9,74,True,UK
,,16:45,Good To Soft,1m 5f 16y,King's Scholar (IRE),C Lee,0,E Walker,6th,2 1/4 l,4,9-7,86,True,UK
,,16:45,Good To Soft,1m 5f 16y,Destinado,Warren Fentiman,5,James Owen,5th,3/4 l,7,8-7b,72,True,UK
,,16:45,Good To Soft,1m 5f 16y,Minstrel Knight,K Stott,0,E Bethell,4th,1 3/4 l,4,9-9,88,True,UK
,,16:45,Good To Soft,1m 5f 16y,Per Contra (IRE),D Allan,0,T D Easterby,3rd,1 1/2 l,4,9-6,85,True,UK
,,16:45,Good To Soft,1m 5f 16y,Savrola (IRE),Kaiya Fraser,0,Mrs Dianne Sayer,2nd,Neck,6,8-12,77,True,UK
,,16:45,Good To Soft,1m 5f 16y,Sam Hawkens (IRE),Harry Burns,3,W J Haggas,1st,,4,9-9,88,True,UK
,,16:45,Good To Soft,1m 5f 16y,Tafsir (USA),Rhys Elliott,5,J S Goldie,11th,1/2 l,6,8-8p,73,True,UK
,,16:45,Good To Soft,1m 5f 16y,Steel Tiger (IRE),Callum Shepherd,0,S & E Crisford,10th,2 l,4,9-10,89,True,UK
,,16:45,Good To Soft,1m 5f 16y,Forza Orta (IRE),Rowan Scott,0,K A Ryan,9th,1 l,7,8-9tb1,74,True,UK
,,16:45,Good To Soft,1m 5f 16y,Alnayef (IRE),Joanna Mason,0,J S Goldie,8th,2 1/2 l,4,8-6p,71,True,UK
,,16:45,Good To Soft,1m 5f 16y,Letsbefrank (IRE),Amie Waugh,3,J S Goldie,7th,1 3/4 l,5,8-9,74,True,UK
,,16:45,Good To Soft,1m 5f 16y,King's Scholar (IRE),C Lee,0,E Walker,6th,2 1/4 l,4,9-7,86,True,UK
,,16:45,Good To Soft,1m 5f 16y,Destinado,Warren Fentiman,5,James Owen,5th,3/4 l,7,8-7b,72,True,UK
,,16:45,Good To Soft,1m 5f 16y,Minstrel Knight,K Stott,0,E Bethell,4th,1 3/4 l,4,9-9,88,True,UK
,,16:45,Good To Soft,1m 5f 16y,Per Contra (IRE),D Allan,0,T D Easterby,3rd,1 1/2 l,4,9-6,85,True,UK
,,16:45,Good To Soft,1m 5f 16y,Savrola (IRE),Kaiya Fraser,0,Mrs Dianne Sayer,2nd,Neck,6,8-12,77,True,UK
,,16:45,Good To Soft,1m 5f 16y,Sam Hawkens (IRE),Harry Burns,3,W J Haggas,1st,,4,9-9,88,True,UK
,,17:15,Good To Soft,5f 7y,Never Dark,Billy Garritty,0,I Jardine,12th,1 3/4 l,8,9-2,79,True,UK
,,17:15,Good To Soft,5f 7y,Oriental Prince,P Mulrennan,0,J S Goldie,11th,1 3/4 l,4,9-4,81,True,UK
,,17:15,Good To Soft,5f 7y,Marching Mac (IRE),Grace McEntee,0,P S McEntee,10th,1 1/4 l,4,9-5t,82,True,UK
,,17:15,Good To Soft,5f 7y,Curious Rover (IRE),Jason Hart,0,K Scott,9th,Short Head,4,9-6,83,True,UK
,,17:15,Good To Soft,5f 7y,Reigning Profit (IRE),Warren Fentiman,5,Mrs R Carr,8th,1 1/2 l,6,9-6v,83,True,UK
,,17:15,Good To Soft,5f 7y,Zarzyni (IRE),Joanna Mason,0,T D Barron,7th,Neck,8,9-3p,80,True,UK
,,17:15,Good To Soft,5f 7y,Manila Scouse,D Allan,0,T D Easterby,6th,1 3/4 l,6,9-4t,81,True,UK
,,17:15,Good To Soft,5f 7y,Blue Day,Callum Shepherd,0,Harry Charlton,5th,Neck,4,9-12,89,True,UK
,,17:15,Good To Soft,5f 7y,Trilby,J Fanning,0,S England,4th,Neck,5,9-6,83,True,UK
,,17:15,Good To Soft,5f 7y,Albegone,Amie Waugh,3,T D Easterby,3rd,1 1/4 l,7,8-12p,77,True,UK
,,17:15,Good To Soft,5f 7y,Brooklyn Nine Nine (IRE),O J Orr,0,R A Fahey,2nd,3/4 l,5,9-0,77,True,UK
,,17:15,Good To Soft,5f 7y,Bergerac (IRE),T Eaves,0,K A Ryan,1st,,7,9-10b,87,True,UK
,,17:15,Good To Soft,5f 7y,Never Dark,Billy Garritty,0,I Jardine,12th,1 3/4 l,8,9-2,79,True,UK
,,17:15,Good To Soft,5f 7y,Oriental Prince,P Mulrennan,0,J S Goldie,11th,1 3/4 l,4,9-4,81,True,UK
,,17:15,Good To Soft,5f 7y,Marching Mac (IRE),Grace McEntee,0,P S McEntee,10th,1 1/4 l,4,9-5t,82,True,UK
,,17:15,Good To Soft,5f 7y,Curious Rover (IRE),Jason Hart,0,K Scott,9th,Short Head,4,9-6,83,True,UK
,,17:15,Good To Soft,5f 7y,Reigning Profit (IRE),Warren Fentiman,5,Mrs R Carr,8th,1 1/2 l,6,9-6v,83,True,UK
,,17:15,Good To Soft,5f 7y,Zarzyni (IRE),Joanna Mason,0,T D Barron,7th,Neck,8,9-3p,80,True,UK
,,17:15,Good To Soft,5f 7y,Manila Scouse,D Allan,0,T D Easterby,6th,1 3/4 l,6,9-4t,81,True,UK
,,17:15,Good To Soft,5f 7y,Blue Day,Callum Shepherd,0,Harry Charlton,5th,Neck,4,9-12,89,True,UK
,,17:15,Good To Soft,5f 7y,Trilby,J Fanning,0,S England,4th,Neck,5,9-6,83,True,UK
,,17:15,Good To Soft,5f 7y,Albegone,Amie Waugh,3,T D Easterby,3rd,1 1/4 l,7,8-12p,77,True,UK
,,17:15,Good To Soft,5f 7y,Brooklyn Nine Nine (IRE),O J Orr,0,R A Fahey,2nd,3/4 l,5,9-0,77,True,UK
,,17:15,Good To Soft,5f 7y,Bergerac (IRE),T Eaves,0,K A Ryan,1st,,7,9-10b,87,True,UK
,,17:45,Good To Soft,1m 1f 35y,Surprised,K Stott,0,E Bethell,8th,2 3/4 l,3,9-1,80,True,UK
,,17:45,Good To Soft,1m 1f 35y,Typical Woman,Ryan Kavanagh,5,Ian Williams,7th,2 3/4 l,6,9-8p,75,True,UK
,,17:45,Good To Soft,1m 1f 35y,Hackney Diamonds,Warren Fentiman,5,Ian Williams,6th,1/2 l,3,8-6,71,True,UK
,,17:45,Good To Soft,1m 1f 35y,Penelope's Sister (IRE),Lauren Young,7,J S Goldie,5th,4 3/4 l,5,8-11,64,True,UK
,,17:45,Good To Soft,1m 1f 35y,Zapphire (IRE),Ryan Sexton,0,Miss J A Camacho,4th,1 1/4 l,5,10-2p,83,True,UK
,,17:45,Good To Soft,1m 1f 35y,Lunar Eclipse (IRE),T Eaves,0,K A Ryan,3rd,1 1/2 l,4,10-1,82,True,UK
,,17:45,Good To Soft,1m 1f 35y,Epidavros (IRE),Jason Hart,0,K Scott,2nd,Neck,4,9-5,72,True,UK
,,17:45,Good To Soft,1m 1f 35y,Roarin' Success,Callum Shepherd,0,Harry Charlton,1st,,5,9-12,79,True,UK
,,17:45,Good To Soft,1m 1f 35y,Surprised,K Stott,0,E Bethell,8th,2 3/4 l,3,9-1,80,True,UK
,,17:45,Good To Soft,1m 1f 35y,Typical Woman,Ryan Kavanagh,5,Ian Williams,7th,2 3/4 l,6,9-8p,75,True,UK
,,17:45,Good To Soft,1m 1f 35y,Hackney Diamonds,Warren Fentiman,5,Ian Williams,6th,1/2 l,3,8-6,71,True,UK
,,17:45,Good To Soft,1m 1f 35y,Penelope's Sister (IRE),Lauren Young,7,J S Goldie,5th,4 3/4 l,5,8-11,64,True,UK
,,17:45,Good To Soft,1m 1f 35y,Zapphire (IRE),Ryan Sexton,0,Miss J A Camacho,4th,1 1/4 l,5,10-2p,83,True,UK
,,17:45,Good To Soft,1m 1f 35y,Lunar Eclipse (IRE),T Eaves,0,K A Ryan,3rd,1 1/2 l,4,10-1,82,True,UK
,,17:45,Good To Soft,1m 1f 35y,Epidavros (IRE),Jason Hart,0,K Scott,2nd,Neck,4,9-5,72,True,UK
,,17:45,Good To Soft,1m 1f 35y,Roarin' Success,Callum Shepherd,0,Harry Charlton,1st,,5,9-12,79,True,UK
,,18:15,Good To Soft,6f 6y,Sweet Thing (IRE),Oliver Stammers,0,Grant Tuer,14th,3 1/4 l,4,9-7,77,True,UK
,,18:15,Good To Soft,6f 6y,Mersea (FR),Tom Kiely-Marshall,5,Grant Tuer,13th,1 l,5,8-13,69,True,UK
,,18:15,Good To Soft,6f 6y,Brazilian Rose (IRE),Kaiya Fraser,0,R Menzies,12th,1 3/4 l,4,9-6,76,True,UK
